,ch_male,ch_female,tuple,robinson_male,robinson_female,worldwide_male,worldwide_female,inc_male,inc_female,average_male,average_female,male-female
24,1.5002334,1.3575385,"('dishonest', 'honest')",0.42201468,0.39640608,0.57576346,0.54794306,0.63954353,0.8036299,0.7843888,0.7763793,0.0080095
75,-1.4867533,-1.5085266,"('meek', 'impulsive')",-0.598474,-0.29414907,-0.8832822,-0.8008642,-0.53173584,-0.31221676,-0.8750614,-0.7289392,-0.1461222
87,1.4581813,1.6409733,"('unsuccessful', 'successful')",0.72781235,0.5469885,2.3403678,2.2566693,1.3536423,1.3620266,1.470001,1.4516644,0.0183366
37,1.4182132,1.5112264,"('fake', 'genuine')",0.15435442,0.092098325,-0.4695955,-0.461408,0.74396515,0.70888937,0.4617344,0.4627015,-0.0009671
72,1.3843322,1.5768746,"('unambitious', 'ambitious')",0.9105785,1.0121437,0.31647396,0.41368222,-0.57965696,-0.23995997,0.5079319,0.6906852,-0.1827533
20,1.2500929,1.1925714,"('rough', 'thoughtful')",-0.26097164,-0.30498752,0.102116965,0.11155468,0.9118438,0.72657293,0.5007704,0.4314279,0.0693425
2,1.152072,0.8050817,"('unlikable', 'likable')",0.6080811,0.7088795,1.1440138,0.96053666,0.59159464,0.56597143,0.8739403,0.7601173,0.113823
42,1.1270896,1.0474727,"('unreliable', 'reliable')",0.3736844,0.31910488,1.1297607,0.90729326,-2.5037265,-2.5095928,0.031702,-0.0589305,0.0906325
1,-1.066122,-1.6593325,"('unfriendly', 'friendly')",-0.4636411,-0.3544438,0.24354036,0.05311031,1.9339095,1.6353313,0.1619217,-0.0813337,0.2432554
58,1.040226,1.140103,"('undiscriminating', 'discriminating')",0.33634973,0.46976292,1.3510741,1.462086,0.53904235,0.52035606,0.816673,0.898077,-0.081404
82,1.0098656,1.2945944,"('poor', 'rich')",-0.30118465,-0.10250641,-0.009738624,-0.08286807,5.954259,6.196921,1.6633003,1.8265352,-0.1632349
29,-0.9507051,-1.308923,"('unfair', 'fair')",-0.38791725,-0.371827,-0.080198966,0.039340463,-0.5412134,-0.5394804,-0.4900087,-0.5452225,0.0552138
64,0.92306906,0.9099569,"('shy', 'confident')",0.5157022,0.3693793,1.0126343,1.0339613,-6.347719,-6.227562,-0.9740784,-0.9785661,0.0044877
40,0.8688202,0.97845465,"('stingy', 'generous')",-0.81753004,-0.4527169,-0.1942571,-0.09543286,-1.3914057,-1.4172963,-0.3835932,-0.2467479,-0.1368453
78,0.8245142,0.99916637,"('nonresilient', 'resilient')",-0.48092473,-0.65537554,0.6847055,0.66176826,0.48302215,0.30841464,0.3778293,0.3284934,0.0493359
88,-0.80942225,-0.6445718,"('low', 'eminent')",-0.803438,-0.8108473,-0.04493077,-0.16874227,0.31949183,0.19589907,-0.3345748,-0.3570656,0.0224908
38,-0.8017131,-0.6599809,"('untruthful', 'truthful')",-0.25095433,-0.16960075,-0.011802435,0.011389695,-0.05480857,-0.0325225,-0.2798196,-0.2126786,-0.067141
41,0.7876432,0.57419425,"('unforgiving', 'forgiving')",1.5539016,1.5860554,0.6163608,0.5415151,0.33106285,0.2811056,0.822242,0.7457176,0.0765244
53,0.68956023,0.6465037,"('uncreative', 'creative')",0.33604953,0.32817686,0.47043073,0.3554529,1.0821085,0.92641395,0.6445372,0.5641369,0.0804003
66,-0.65627056,-0.67280996,"('inactive', 'active')",-0.056834564,0.11696434,0.8955081,1.0179323,1.0379776,0.8843392,0.3050951,0.3366065,-0.0315114
17,-0.58250093,-0.6686224,"('nasty', 'nice')",-1.0246694,-0.9519241,-1.9384252,-1.9267697,-0.80366755,-0.770306,-1.0873158,-1.0794055,-0.0079103
50,-0.5322457,-0.4259721,"('clumsy', 'skillful')",-0.6999525,-0.5306312,0.5101911,0.46057788,0.50910676,0.2952506,-0.0532251,-0.0501937,-0.0030314
71,0.48231742,0.09410798,"('diffident', 'self-confident')",1.4327303,1.4606192,1.8489348,1.6134422,0.9168801,0.55459577,1.1702156,0.9306913,0.2395243
54,-0.4435441,-0.4143181,"('incapable', 'capable')",-0.5310676,-0.6307469,-0.03313307,-0.22287759,1.2579033,1.1172296,0.0625396,-0.0376783,0.1002179
84,0.43402544,0.14021118,"('inferior', 'superior')",1.4424981,1.2676456,1.0700357,1.060917,0.8598089,0.6554675,0.951592,0.7810603,0.1705317
67,0.42152676,0.4584655,"('doubtful', 'determined')",-0.2577763,-0.38321447,0.3434243,0.35923713,-0.6499027,-0.59740704,-0.035682,-0.0407297,0.0050477
28,0.4030394,0.5660641,"('disloyal', 'loyal')",0.10902782,0.13336132,0.28294802,0.19208221,0.941359,0.8250895,0.4340935,0.4291493,0.0049442
34,0.3794835,0.1304593,"('mean', 'honorable')",-0.29362875,-0.43013737,0.5211104,0.32728088,5.928673,5.5847964,1.6339095,1.4030998,0.2308097
49,-0.32498312,-0.1526997,"('unable', 'able')",-1.1100593,-1.2253181,-0.74392253,-0.8021518,-0.40746638,-0.3970284,-0.6466078,-0.6442995,-0.0023083
27,-0.29411635,-0.5387261,"('hardhearted', 'softhearted')",-0.4516547,-0.41206595,-0.22497298,-0.3249178,1.1218523,0.9772435,0.0377771,-0.0746166,0.1123937
68,-0.2854733,-0.62974346,"('dependent', 'independent')",-0.4592307,-0.717467,-0.13910574,-0.12415873,-1.0210416,-1.122306,-0.4762129,-0.6484188,0.1722059
18,-0.27086383,-0.43424654,"('disagreeable', 'welcoming')",0.5016042,0.62497735,0.14905009,0.12414968,-0.3442361,-0.49002117,0.0088886,-0.0437852,0.0526738
15,-0.16123776,-0.21421707,"('boring', 'funny')",-0.6656737,-0.39160675,-0.5410833,-0.52342623,0.53384095,0.7036126,-0.2085385,-0.1064094,-0.1021291
9,-0.121553764,-0.15457526,"('unaffectionate', 'caring')",0.43593425,0.53673404,0.4378905,0.24821681,1.5837982,1.4497244,0.5840173,0.520025,0.0639923
73,-0.09827869,-0.25613666,"('helpless', 'self-reliant')",1.0751425,1.1480191,0.3206405,0.28078365,-2.748575,-2.823246,-0.3627677,-0.412645,0.0498773
83,0.0848653,0.34819725,"('powerless', 'powerful')",-0.9351117,-0.8557436,-0.12755552,-0.011179656,-0.9723637,-1.0650424,-0.4875414,-0.3959421,-0.0915993
26,-0.030182786,-0.21805188,"('hardhearted', 'benevolent')",0.987866,1.4422513,1.8898506,1.907417,1.8351505,1.7201326,1.170671,1.2129374,-0.0422664
