,sun_male,sun_female,tuple,microsystems_male,microsystems_female,inc_male,inc_female,average_male,average_female,male-female
81,-2.4782958,-2.550541,"('submissive', 'aggressive')",-2.8188162,-2.7423735,-0.7347688,-0.6714369,-2.010627,-1.9881171,-0.0225099
45,-2.463808,-2.3469431,"('incompetent', 'competent')",-2.6780252,-2.4975226,-0.7623219,-0.6652636,-1.9680518,-1.8365765,-0.1314753
70,-2.4194326,-2.647981,"('lethargic', 'energetic')",-2.2004602,-2.2923052,0.42118716,0.4631208,-1.3995686,-1.4923884,0.0928198
85,2.3448834,2.355216,"('insignificant', 'prestigious')",2.8491006,2.8758955,0.15941332,0.02427362,1.7844658,1.751795,0.0326708
76,-2.0008514,-2.0685656,"('anxious', 'daring')",-2.0796614,-2.0618188,0.046433877,0.261673,-1.344693,-1.2895705,-0.0551225
64,-1.884952,-2.1360738,"('shy', 'confident')",-1.4454479,-1.5178567,-6.556537,-6.7476354,-3.2956457,-3.4671885,0.1715428
42,-1.8432693,-2.1829321,"('unreliable', 'reliable')",-1.8296444,-1.8840325,-3.2458174,-3.2480931,-2.3062437,-2.4383526,0.1321089
43,-1.8057549,-2.2540996,"('irresponsible', 'responsible')",-3.4244313,-3.5897367,-0.40288317,-0.44120347,-1.8776898,-2.0950133,0.2173235
46,-1.8031923,-2.100651,"('uncompetitive', 'competitive')",-2.4492652,-2.532326,-0.5558347,-0.6172551,-1.6027641,-1.7500774,0.1473133
63,-1.7584449,-1.9286339,"('unperceptive', 'insightful')",-2.0766232,-2.085255,0.84863096,0.8819897,-0.9954791,-1.0439664,0.0484873
10,-1.6564981,-2.0764513,"('unsympathetic', 'sympathetic')",-3.861959,-3.9536817,-0.58473647,-0.5373153,-2.0343978,-2.1891495,0.1547517
56,-1.6436945,-1.7960951,"('impractical', 'practical')",-2.5854013,-2.5786185,-0.40144876,-0.4174594,-1.5435149,-1.5973911,0.0538762
57,-1.6035587,-1.5875311,"('unimaginative', 'imaginative')",-1.8988613,-1.8503879,-2.5206993,-2.4590328,-2.0077063,-1.9656506,-0.0420557
71,1.5697783,1.4841937,"('diffident', 'self-confident')",1.4042921,1.3656615,0.5408083,0.38208428,1.1716262,1.0773132,0.094313
55,-1.5330335,-1.7322601,"('incompetent', 'clever')",-2.3747568,-2.3654082,0.012392849,0.057706933,-1.2984658,-1.3466538,0.048188
14,-1.477031,-1.4338427,"('antisocial', 'social')",-1.429906,-1.3924108,-0.54826653,-0.51241875,-1.1517345,-1.1128907,-0.0388438
82,-1.4652718,-1.8081634,"('poor', 'rich')",-0.9079877,-1.0774691,5.882466,5.926901,1.1697354,1.0137561,0.1559793
87,-1.4171227,-1.4527379,"('unsuccessful', 'successful')",-0.41612887,-0.49740046,0.60091513,0.61321276,-0.4107788,-0.4456418,0.034863
13,-1.4168406,-1.5175127,"('impolite', 'polite')",-1.8908771,-1.9784281,-0.10247908,0.004335366,-1.1367323,-1.1638684,0.0271361
9,1.4119042,1.0892404,"('unaffectionate', 'caring')",0.73043776,0.51560766,1.1595286,1.10142,1.1006236,0.9020894,0.1985342
60,-1.3917558,-1.6674857,"('inefficient', 'efficient')",-2.3102965,-2.2999647,-0.04532271,0.025680723,-1.249125,-1.3139232,0.0647982
68,-1.3221335,-1.3783684,"('dependent', 'independent')",-1.109645,-1.1095185,-0.37312862,-0.33429724,-0.934969,-0.940728,0.005759
51,-1.3196452,-1.4548205,"('uneducated', 'educated')",-0.659981,-0.66443384,1.0038394,0.99888295,-0.3252623,-0.3734571,0.0481948
80,-1.3017418,-1.2724501,"('dominated', 'dominating')",-1.379512,-1.4057811,-0.9322374,-0.85567904,-1.2044971,-1.1779701,-0.026527
22,-1.3017415,-1.3200731,"('untrustworthy', 'trustworthy')",-1.7280854,-1.726284,-0.8594343,-0.6810899,-1.2964204,-1.2424823,-0.0539381
25,1.3016967,1.2080115,"('egoistic', 'altruistic')",1.9671448,1.859221,1.718735,1.6438386,1.6625255,1.570357,0.0921685
21,-1.2630976,-1.5705123,"('immoral', 'moral')",-2.6170828,-2.6733131,-0.7514455,-0.860798,-1.5438752,-1.7015411,0.1576659
62,-1.2370963,-1.3809744,"('incompetent', 'brilliant')",-1.9087498,-1.904883,-0.14802082,-0.06312515,-1.0979556,-1.1163275,0.0183719
83,1.2311653,1.1407373,"('powerless', 'powerful')",0.41998386,0.43608344,-0.66631216,-0.7617795,0.328279,0.2716804,0.0565986
24,-1.2237626,-1.4603152,"('dishonest', 'honest')",-3.521522,-3.4742825,0.45335525,0.59915733,-1.4306431,-1.4451469,0.0145038
39,1.1857035,0.97297585,"('exploitative', 'cooperative')",0.18638116,0.05429572,0.23466149,0.26118454,0.535582,0.4294854,0.1060966
58,-1.1459243,-0.8492368,"('undiscriminating', 'discriminating')",-0.6995615,-0.47359508,-0.115427494,0.012447655,-0.6536378,-0.4367948,-0.216843
84,1.0850489,0.96680087,"('inferior', 'superior')",1.1826313,1.0799158,0.6543208,0.5872044,0.9740003,0.8779737,0.0960266
59,1.0487899,0.9466128,"('foolish', 'wise')",0.5727083,0.54155123,-0.35948205,-0.373219,0.420672,0.3716483,0.0490237
33,1.022339,1.0081135,"('wrong', 'right')",1.206506,1.2023537,-0.50564665,-0.5257412,0.5743995,0.5615754,0.0128241
88,-0.9643343,-1.1098044,"('low', 'eminent')",-0.7187192,-0.68727744,-0.23654038,-0.24081239,-0.6398646,-0.6792981,0.0394335
73,0.9255612,0.9098693,"('helpless', 'self-reliant')",1.055622,1.0692738,-3.013653,-2.9612002,-0.3441566,-0.3273524,-0.0168042
0,-0.8783754,-0.9147464,"('unsociable', 'sociable')",-1.8854471,-1.9253933,-0.67582554,-0.6665779,-1.1465494,-1.1689059,0.0223565
65,-0.8706273,-1.1808661,"('insecure', 'secure')",-2.1058521,-2.1693568,-0.38729417,-0.25133336,-1.1212579,-1.2005188,0.0792609
28,-0.8613168,-0.99922895,"('disloyal', 'loyal')",-1.6031568,-1.53161,0.5007091,0.6845878,-0.6545882,-0.6154171,-0.0391711
11,-0.8595569,-1.0094566,"('unhelpful', 'helpful')",-1.2276614,-1.3149176,1.8554491,2.00298,-0.0772564,-0.1071314,0.029875
50,-0.8252959,-1.0925891,"('clumsy', 'skillful')",0.8908487,0.8295257,0.10777753,0.13701499,0.0577768,-0.0420161,0.0997929
7,-0.7876489,-1.0160422,"('insensitive', 'sensitive')",-1.2816539,-1.3201445,0.70691526,0.7399851,-0.4541292,-0.5320673,0.0779381
44,-0.7762677,-0.9387516,"('prejudiced', 'unprejudiced')",0.8667839,0.6581453,-1.2137631,-1.4064363,-0.3744156,-0.5623475,0.1879319
66,-0.74577385,-0.8469441,"('inactive', 'active')",-0.40145493,-0.5802118,0.58585155,0.4995485,-0.1871257,-0.3092025,0.1220768
48,0.7392585,0.66339767,"('unintelligent', 'intelligent')",-0.041139957,-0.058262996,0.65584475,0.6321815,0.4513211,0.4124387,0.0388824
31,0.7243555,1.072149,"('evil', 'good')",1.9675069,2.1766694,-0.8868541,-0.89007086,0.6016694,0.7862492,-0.1845798
4,-0.70390177,-0.5135007,"('disliked', 'liked')",0.921878,1.0770397,-5.939928,-6.0887537,-1.9073173,-1.8417382,-0.0655791
1,0.6903306,0.50500333,"('unfriendly', 'friendly')",0.25024787,0.18918996,1.637453,1.6447473,0.8593438,0.7796469,0.0796969
37,-0.65185136,-0.6495967,"('fake', 'genuine')",-0.6568022,-0.64868915,0.31925732,0.47639602,-0.3297988,-0.2739633,-0.0558355
8,0.64235824,0.47065684,"('unaffectionate', 'affectionate')",0.38313034,0.3153496,0.33846715,0.30769578,0.4546519,0.3645674,0.0900845
41,-0.63811743,-0.7476337,"('unforgiving', 'forgiving')",-0.8658351,-0.8706032,0.23621033,0.0834226,-0.4225807,-0.5116048,0.0890241
38,-0.6375775,-0.7226214,"('untruthful', 'truthful')",-0.9898731,-1.0653777,-0.08748329,-0.13338654,-0.5716446,-0.6404619,0.0688173
26,0.62260664,0.62795913,"('hardhearted', 'benevolent')",1.3642368,1.2987844,1.2434479,1.0772643,1.0767638,1.0013359,0.0754279
15,-0.6118652,-0.41414785,"('boring', 'funny')",-0.5157962,-0.44831082,0.18530163,0.38502255,-0.3141199,-0.1591454,-0.1549745
52,0.5874543,0.72951853,"('irrational', 'rational')",1.3928941,1.402638,-0.5159415,-0.50779974,0.4881357,0.5414522,-0.0533165
79,0.58080095,0.5253455,"('wavering', 'unwavering')",0.4086618,0.42557165,-0.24098448,-0.24741688,0.2494927,0.2345001,0.0149926
35,0.552922,0.792573,"('corrupt', 'incorrupt')",2.1689668,2.1594954,-0.3736781,-0.43959966,0.7827369,0.8374895,-0.0547526
36,0.5294955,0.6693728,"('hostile', 'amicable')",1.9476659,2.0028708,0.17576289,0.07873498,0.8843081,0.9169928,-0.0326847
78,-0.52525127,-0.77859753,"('nonresilient', 'resilient')",1.3512894,1.2607535,0.58846277,0.4935341,0.4715003,0.32523,0.1462703
20,0.4936691,0.6330607,"('rough', 'thoughtful')",0.6920849,0.71298546,0.9701656,1.0613449,0.7186399,0.8024637,-0.0838238
