,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,male-female
36,-2.1449983,-2.3178537,"('hostile', 'amicable')",-0.71939135,-0.9892441,-0.597334,-0.82018,-1.1539079,-1.3757593,0.2218514
16,-1.8450538,-1.785848,"('unpopular', 'popular')",-0.33589637,-0.28035104,-0.17668246,-0.17630506,-0.7858775,-0.7475014,-0.0383761
31,-1.5639873,-1.6792641,"('evil', 'good')",0.49690637,0.14726382,-0.8584547,-1.1232203,-0.6418452,-0.8850735,0.2432283
12,1.4833311,1.5980455,"('unsupportive', 'supportive')",0.7635919,0.8251927,-1.9831877,-1.9970202,0.0879118,0.1420727,-0.0541609
82,-1.3760828,-1.2164645,"('poor', 'rich')",-1.4303002,-1.1107585,6.144124,6.2692795,1.1125803,1.3140188,-0.2014385
35,-1.3323002,-1.4541063,"('corrupt', 'incorrupt')",-0.61100924,-0.6931791,-0.84437335,-0.9381285,-0.9292276,-1.0284713,0.0992437
50,-1.3265387,-1.4044353,"('clumsy', 'skillful')",-0.77801377,-0.6978756,-0.3204914,-0.30295718,-0.8083479,-0.8017561,-0.0065918
78,-1.2173437,-1.216217,"('nonresilient', 'resilient')",-0.8685023,-0.9988288,0.2960141,0.040482312,-0.5966106,-0.7248545,0.1282439
6,-1.2070094,-1.2005233,"('distant', 'open')",-0.3765381,-0.3821071,-0.63729304,-0.6771661,-0.7402802,-0.7532655,0.0129853
39,1.1201265,1.1609046,"('exploitative', 'cooperative')",1.4092114,1.4684556,0.1649834,0.26309323,0.8981071,0.9641511,-0.066044
56,1.0929427,1.2442393,"('impractical', 'practical')",0.32908863,0.6258579,-0.29069263,-0.025936138,0.3771129,0.6147203,-0.2376074
60,1.0695922,1.2974409,"('inefficient', 'efficient')",-0.023378689,0.30022925,0.07717191,0.38999987,0.3744618,0.6625566,-0.2880948
54,-1.0595901,-1.0283737,"('incapable', 'capable')",-0.13290699,0.016386613,0.58503425,0.6102185,-0.2024876,-0.1339229,-0.0685647
74,0.9726645,1.0319875,"('undedicated', 'dedicated')",0.6541801,0.72073,-0.34128326,-0.3238993,0.4285204,0.4762727,-0.0477523
62,0.9532863,1.0302291,"('incompetent', 'brilliant')",-0.011983439,0.22575146,0.39386323,0.66661584,0.4450554,0.6408654,-0.19581
4,-0.93736255,-1.077745,"('disliked', 'liked')",-0.07576594,-0.21114503,-7.4821377,-7.5571775,-2.8317553,-2.9486891,0.1169338
1,-0.9353936,-1.0631053,"('unfriendly', 'friendly')",0.13109846,-0.10544455,1.4032781,1.3011243,0.199661,0.0441915,0.1554695
33,0.9353481,0.77776384,"('wrong', 'right')",1.3695129,1.1777277,-0.65678334,-0.7732374,0.5493592,0.3940847,0.1552745
15,-0.93074244,-1.1848762,"('boring', 'funny')",-0.10514879,-0.12544084,0.07818702,-0.032306284,-0.3192348,-0.4475411,0.1283063
44,-0.9224499,-0.63276124,"('prejudiced', 'unprejudiced')",0.3540443,0.69055647,-1.4136493,-1.1595446,-0.660685,-0.3672498,-0.2934352
46,0.9199626,0.7811368,"('uncompetitive', 'competitive')",0.114316136,0.13813846,-0.9900667,-1.0292618,0.0147373,-0.0366622,0.0513995
5,-0.9046545,-1.0010419,"('distant', 'outgoing')",-0.110131085,-0.15123373,-0.8097078,-0.8695846,-0.6081645,-0.6739534,0.0657889
40,0.9026512,0.7713694,"('stingy', 'generous')",0.53245366,0.48972538,-1.7087605,-1.9993485,-0.0912186,-0.2460846,0.154866
43,0.89283544,0.90401924,"('irresponsible', 'responsible')",-0.15442818,0.1162475,0.31972605,0.442061,0.3527111,0.4874426,-0.1347315
48,0.8170424,0.5339177,"('unintelligent', 'intelligent')",0.038154848,-0.00742634,0.9495109,1.026475,0.6015694,0.5176555,0.0839139
29,-0.81289387,-0.5829532,"('unfair', 'fair')",-0.15639393,-0.28920114,-0.054355662,-0.21685189,-0.3412145,-0.3630021,0.0217876
70,0.80261517,0.790765,"('lethargic', 'energetic')",-0.06363827,0.14566524,0.13062699,0.2852997,0.289868,0.4072433,-0.1173753
51,-0.7597573,-0.83746,"('uneducated', 'educated')",-0.37957877,-0.36984274,0.3490016,0.24799724,-0.2634448,-0.3197685,0.0563237
19,-0.74149674,-0.7836249,"('inhospitable', 'hospitable')",-0.49366653,-0.6123097,-0.90535015,-1.0524294,-0.7135045,-0.8161213,0.1026168
10,0.7282449,0.46192265,"('unsympathetic', 'sympathetic')",-0.85360235,-0.7724315,-0.3980362,-0.34907764,-0.1744645,-0.2198622,0.0453977
49,-0.7124803,-0.76712936,"('unable', 'able')",-1.5306988,-1.3933963,-0.3523007,-0.30188483,-0.8651599,-0.8208035,-0.0443564
79,-0.6857029,-0.96133137,"('wavering', 'unwavering')",-0.2090437,-0.3314251,-0.6645129,-0.82515633,-0.5197531,-0.7059709,0.1862178
84,0.66973984,0.5517466,"('inferior', 'superior')",0.60499823,0.36275432,0.6670899,0.62748176,0.647276,0.5139942,0.1332818
72,0.66441554,0.8381377,"('unambitious', 'ambitious')",-0.542606,-0.5586884,-0.33017218,-0.23492701,-0.0694542,0.0148408,-0.084295
80,0.64967513,0.5619496,"('dominated', 'dominating')",-0.08848166,-0.058561444,-0.33441016,-0.3645872,0.0755944,0.046267,0.0293274
23,0.6459666,0.6554534,"('insincere', 'sincere')",-0.028098397,0.18098256,6.1672225,6.167358,2.2616968,2.3345979,-0.0729011
67,0.6258348,0.66083795,"('doubtful', 'determined')",0.46559188,0.52079266,-0.43200928,-0.31413794,0.2198058,0.2891642,-0.0693584
22,-0.6232323,-0.49948734,"('untrustworthy', 'trustworthy')",0.3724046,0.34118414,-1.0200696,-0.97121835,-0.4236324,-0.3765072,-0.0471252
45,-0.60714453,-0.8986405,"('incompetent', 'competent')",-0.6710591,-0.6898111,-0.2833544,-0.3099172,-0.5205193,-0.6327896,0.1122703
8,-0.56545573,-0.7241907,"('unaffectionate', 'affectionate')",-0.56883585,-0.73664427,0.41980106,0.3546472,-0.2381635,-0.3687293,0.1305658
87,-0.55869174,-0.53028643,"('unsuccessful', 'successful')",0.5616253,0.5637731,0.651648,0.64202625,0.2181938,0.225171,-0.0069772
76,0.53634983,0.70783526,"('anxious', 'daring')",-0.32328242,0.18724038,-0.28906614,-0.09276308,-0.0253329,0.2674375,-0.2927704
55,0.53043604,0.4948944,"('incompetent', 'clever')",-0.9019166,-0.76794195,0.4477034,0.5744956,0.0254076,0.1004827,-0.0750751
66,-0.5190884,-0.6134901,"('inactive', 'active')",0.04428234,-0.0023006313,0.48075375,0.18402898,0.0019826,-0.1439206,0.1459032
77,-0.51351345,-0.62210137,"('unmotivated', 'motivated')",-0.7343632,-0.77466553,-1.2003043,-1.0602238,-0.8160603,-0.8189969,0.0029366
73,0.499649,0.7189939,"('helpless', 'self-reliant')",0.5479169,0.70089096,-3.684331,-3.5212228,-0.8789217,-0.700446,-0.1784757
75,-0.49711576,-0.42299682,"('meek', 'impulsive')",-0.7421217,-0.66149986,-0.9453747,-0.9483095,-0.7282041,-0.6776021,-0.050602
18,-0.4867604,-0.3013842,"('disagreeable', 'welcoming')",0.7211019,0.87355363,-0.73506093,-0.7807433,-0.1669065,-0.0695246,-0.0973819
3,0.4709889,0.37246692,"('repellent', 'pleasant')",-0.21381874,-0.31792784,0.7880392,0.8280184,0.3484031,0.2941858,0.0542173
41,-0.4595437,-0.43110427,"('unforgiving', 'forgiving')",0.3432106,0.3963336,-0.059806474,-0.2803941,-0.0587132,-0.1050549,0.0463417
24,0.43111712,0.22235748,"('dishonest', 'honest')",0.3655447,0.4911456,0.38969725,0.49879402,0.3954531,0.4040991,-0.008646
2,-0.40848213,-0.04088871,"('unlikable', 'likable')",0.4574209,0.76776016,0.44699016,0.67828417,0.1653096,0.4683852,-0.3030756
53,-0.40700707,-0.59390634,"('uncreative', 'creative')",-0.83199596,-0.944775,0.42702645,0.28205866,-0.2706589,-0.4188742,0.1482153
7,0.3749123,0.23144287,"('insensitive', 'sensitive')",-0.3017276,-0.16369115,0.69605994,0.64897907,0.2564149,0.2389103,0.0175046
11,0.37030956,0.6664491,"('unhelpful', 'helpful')",0.0939199,0.3098276,1.6803886,1.9308212,0.7148727,0.9690326,-0.2541599
65,0.34428874,0.5255683,"('insecure', 'secure')",0.023663312,0.15209141,-0.06865875,0.19413668,0.0997644,0.2905988,-0.1908344
17,0.34180304,0.2762056,"('nasty', 'nice')",-0.20535296,-0.27623647,-0.62694836,-0.7464727,-0.1634994,-0.2488345,0.0853351
64,0.3242291,0.19251573,"('shy', 'confident')",-0.22011074,-0.27527922,-6.590762,-6.3863883,-2.1622146,-2.156384,-0.0058306
34,-0.31865126,-0.23336206,"('mean', 'honorable')",-0.24915735,-0.08095489,5.449962,5.444718,1.6273845,1.7101337,-0.0827492
9,0.31258047,0.14813393,"('unaffectionate', 'caring')",-0.16810709,-0.2892759,1.112798,1.0568477,0.4190904,0.3052352,0.1138552
42,-0.30352655,-0.17738996,"('unreliable', 'reliable')",-0.12774089,0.11763183,-3.4423666,-3.2340167,-1.2912114,-1.0979249,-0.1932865
47,-0.2848215,-0.13842817,"('stupid', 'smart')",-0.072321676,0.20291567,5.2909365,5.462873,1.6445977,1.8424535,-0.1978558
63,0.26682344,0.32329798,"('unperceptive', 'insightful')",0.01687184,0.08105355,0.3765838,0.3262309,0.220093,0.2435275,-0.0234345
59,-0.26168144,-0.20970215,"('foolish', 'wise')",0.28489754,0.19229494,-0.30687094,-0.19949876,-0.0945516,-0.072302,-0.0222496
30,0.24195412,0.2276291,"('intolerant', 'tolerant')",-0.14432254,0.021738116,0.37362844,0.52471167,0.1570867,0.2580263,-0.1009396
27,-0.23714495,-0.2766695,"('hardhearted', 'softhearted')",-0.9962756,-1.0503516,1.3521304,1.0622971,0.0395699,-0.0882413,0.1278112
32,-0.1911534,-0.27840942,"('unkind', 'kind')",0.31069177,0.56576127,0.70275605,0.820529,0.2740981,0.3692936,-0.0951955
81,0.18209262,0.16534357,"('submissive', 'aggressive')",0.51524675,0.7732714,-0.47536755,-0.24421227,0.0739906,0.2314676,-0.157477
20,-0.155042,-0.063641675,"('rough', 'thoughtful')",0.43252707,0.34634656,0.8273596,0.87153697,0.3682816,0.3847473,-0.0164657
14,-0.1512788,-0.04733963,"('antisocial', 'social')",0.84881914,1.0564662,0.024841726,0.077187985,0.240794,0.3621049,-0.1213109
0,0.14917159,0.061878357,"('unsociable', 'sociable')",-0.13644639,-0.20041741,-0.21942607,-0.24709103,-0.0689003,-0.1285434,0.0596431
83,0.14914504,0.017433781,"('powerless', 'powerful')",0.11326027,0.1684128,-0.98869705,-0.9872585,-0.2420973,-0.2671373,0.02504
61,-0.13798617,-0.43404287,"('illogical', 'logical')",-0.10263218,-0.32811707,0.60375667,0.4603933,0.1210461,-0.1005889,0.221635
25,0.11939038,0.021206029,"('egoistic', 'altruistic')",-0.13830754,-0.13625714,1.478682,1.4925444,0.4865883,0.4591644,0.0274239
71,-0.11230785,-0.36924472,"('diffident', 'self-confident')",1.6710215,1.5402162,0.45499286,0.2597196,0.6712355,0.476897,0.1943385
88,-0.0984918,-0.4444088,"('low', 'eminent')",-0.007807806,-0.030519083,-0.42286095,-0.34666017,-0.1763869,-0.2738627,0.0974758
38,0.0975941,0.08071637,"('untruthful', 'truthful')",0.25262403,0.2954169,-0.31116343,-0.1964277,0.0130182,0.0599019,-0.0468837
68,-0.09414477,-0.1477591,"('dependent', 'independent')",-0.8641041,-0.9222104,-0.98244214,-1.1648818,-0.646897,-0.7449505,0.0980535
21,-0.09253236,0.0046097906,"('immoral', 'moral')",0.4380251,0.6508144,-0.661976,-0.49651393,-0.1054944,0.0529701,-0.1584645
58,0.08742714,-0.15168309,"('undiscriminating', 'discriminating')",-0.12360376,-0.31356955,0.13543023,-0.14045708,0.0330845,-0.2019032,0.2349877
28,-0.07660454,-0.49415797,"('disloyal', 'loyal')",0.25631988,0.116760395,1.134465,1.1038353,0.4380601,0.2421459,0.1959142
13,0.07358682,0.30531144,"('impolite', 'polite')",-0.10691345,0.19024952,-0.83703816,-0.7827922,-0.2901216,-0.0957438,-0.1943778
37,0.06785217,0.08702673,"('fake', 'genuine')",-0.008669186,-0.061525017,-0.1095467,-0.004127132,-0.0167879,0.0071249,-0.0239128
57,0.067306094,-0.11145863,"('unimaginative', 'imaginative')",-0.99451244,-1.099883,-3.0166826,-3.0676901,-1.3146296,-1.4263439,0.1117143
52,0.044793494,-0.15696353,"('irrational', 'rational')",-0.6841158,-0.99229264,-0.15729022,-0.17388932,-0.2655375,-0.4410485,0.175511
85,0.032396607,-0.16772354,"('insignificant', 'prestigious')",-0.0856153,-0.4158168,-0.66221946,-0.89638346,-0.2384794,-0.4933079,0.2548285
86,-0.032000896,-0.39436477,"('uninfluential', 'influential')",-0.40103024,-0.64672697,-0.264579,-0.47853613,-0.2325367,-0.5065426,0.2740059
69,-0.030660985,-0.13308257,"('lazy', 'industrious')",0.9278389,0.9229807,-0.73424894,-0.7772086,0.0543097,0.0042298,0.0500799
26,-0.02161977,-0.22212166,"('hardhearted', 'benevolent')",2.018999,1.8370988,1.6966465,1.5743911,1.2313419,1.0631227,0.1682192
