,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
43,2.1831477,1.760587,"('irresponsible', 'responsible')",1.1771194,1.4859431,1.1499388,1.3343604,1.5034021,1.5269636,-0.0235615
7,2.1616967,1.6953589,"('insensitive', 'sensitive')",0.84078383,1.1122047,1.0716792,1.1775702,1.3580532,1.3283779,0.0296753
25,-2.0969036,-2.0847144,"('egoistic', 'altruistic')",-0.2626629,-0.66487163,0.6956394,0.4018939,-0.5546424,-0.7825641,0.2279217
79,-2.084266,-1.4401182,"('wavering', 'unwavering')",-1.6246916,-1.7105004,-0.021675274,-0.0447622,-1.2435443,-1.0651269,-0.1784174
0,1.9863709,1.4533159,"('unsociable', 'sociable')",0.74373466,0.8757235,-0.33243692,-0.3564559,0.7992229,0.6575278,0.1416951
63,1.9535173,1.745493,"('unperceptive', 'insightful')",2.0439086,2.247216,1.6722467,1.5880178,1.889891,1.8602424,0.0296486
74,1.888656,1.929119,"('undedicated', 'dedicated')",1.2599068,1.2980967,1.0011446,0.8703751,1.3832359,1.3658636,0.0173723
29,-1.847366,-1.6797974,"('unfair', 'fair')",-1.9497362,-2.003675,-0.9807265,-1.1257359,-1.5926096,-1.6030695,0.0104599
75,-1.8248081,-1.3955307,"('meek', 'impulsive')",-1.0696437,-1.0485443,-0.68038917,-0.68919325,-1.1916137,-1.0444228,-0.1471909
23,1.7318527,1.2902539,"('insincere', 'sincere')",0.3778162,0.63422287,5.6856656,5.866805,2.5984448,2.5970939,0.0013509
72,1.7053719,1.6180196,"('unambitious', 'ambitious')",0.12104854,0.3756992,-0.69673944,-0.54396933,0.3765603,0.4832498,-0.1066895
45,1.6750793,1.3794683,"('incompetent', 'competent')",1.587357,1.7842724,0.30077714,0.17510992,1.1877379,1.1129502,0.0747877
13,1.67402,1.0798459,"('impolite', 'polite')",0.85063374,0.99744284,0.44489908,0.5430155,0.989851,0.8734347,0.1164163
30,1.5442926,1.1793776,"('intolerant', 'tolerant')",2.153645,2.0845032,1.0838299,1.0516038,1.5939225,1.4384948,0.1554277
19,-1.5151811,-1.0054256,"('inhospitable', 'hospitable')",-1.1992333,-1.0899638,-0.2832748,-0.3729891,-0.9992297,-0.8227928,-0.1764369
11,1.5133098,1.153442,"('unhelpful', 'helpful')",1.0798,1.4465535,2.716052,2.9981143,1.7697207,1.8660367,-0.096316
65,1.5121477,0.92451686,"('insecure', 'secure')",0.60283,0.6748178,0.26672757,0.47503665,0.7939018,0.6914571,0.1024447
67,1.4923952,1.5922222,"('doubtful', 'determined')",-0.15507592,0.01864634,-0.07053034,0.049920995,0.422263,0.5535965,-0.1313335
8,-1.4895679,-1.3327187,"('unaffectionate', 'affectionate')",-0.7652828,-1.0655414,-0.049646392,-0.30409455,-0.7681657,-0.9007849,0.1326192
20,1.4163042,1.322742,"('rough', 'thoughtful')",-0.1378363,-0.011265157,0.73543876,0.6861128,0.6713022,0.6658632,0.005439
87,1.3624821,1.2083445,"('unsuccessful', 'successful')",2.1857646,2.397415,1.1241188,0.9462669,1.5574551,1.5173421,0.040113
24,1.3596326,0.9786782,"('dishonest', 'honest')",-0.47463247,-0.54863995,1.2842963,1.339335,0.7230988,0.5897911,0.1333077
77,1.2911899,0.83759856,"('unmotivated', 'motivated')",0.3836745,0.4952647,-0.8062204,-0.7481174,0.289548,0.1949153,0.0946327
57,1.26729,0.74014354,"('unimaginative', 'imaginative')",0.37854937,0.324974,-1.8172462,-1.7906803,-0.0571356,-0.2418542,0.1847186
39,1.2662028,1.0447223,"('exploitative', 'cooperative')",0.5372014,0.550876,0.16235125,0.26014256,0.6552518,0.6185803,0.0366715
17,-1.2411722,-1.0317924,"('nasty', 'nice')",-1.0734537,-1.0079436,-0.7264074,-0.783285,-1.0136778,-0.941007,-0.0726708
22,1.1575941,1.0204047,"('untrustworthy', 'trustworthy')",0.41200662,0.6219802,-1.0744339,-1.0082169,0.1650556,0.2113893,-0.0463337
1,-1.1321483,-1.210141,"('unfriendly', 'friendly')",-0.9025852,-1.3413374,1.2773159,0.86933696,-0.2524726,-0.5607138,0.3082412
37,1.1199902,0.8672994,"('fake', 'genuine')",-0.13396035,0.09338436,0.7361759,0.8726994,0.5740686,0.6111277,-0.0370591
73,-1.0914317,-0.706661,"('helpless', 'self-reliant')",-0.19795363,-0.29699695,-3.3188782,-3.358909,-1.5360878,-1.454189,-0.0818988
48,1.0887575,0.42440036,"('unintelligent', 'intelligent')",-0.03248875,-0.050541162,0.2135643,0.08668648,0.4232777,0.1535152,0.2697625
18,-1.0599002,-1.0934558,"('disagreeable', 'welcoming')",-0.68641365,-0.84706354,-0.65831,-0.76290107,-0.8015412,-0.9011401,0.0995989
32,1.0222716,0.6628476,"('unkind', 'kind')",0.44376397,0.5213006,1.3123683,1.3635536,0.9261346,0.8492339,0.0769007
84,0.97534907,1.181942,"('inferior', 'superior')",-0.33647335,-0.28272069,0.4440916,0.47868133,0.3609891,0.4593009,-0.0983118
82,0.95557696,0.94038403,"('poor', 'rich')",0.31023112,0.62751484,5.9788737,6.0617123,2.4148939,2.5432037,-0.1283098
66,-0.93189967,-0.7231832,"('inactive', 'active')",-0.1699986,-0.19973466,1.3902043,1.1867163,0.096102,0.0879328,0.0081692
50,-0.9190867,-0.7918631,"('clumsy', 'skillful')",-0.80051005,-0.6476135,0.06448438,0.008209713,-0.5517041,-0.477089,-0.0746151
3,0.833581,0.7330461,"('repellent', 'pleasant')",0.96970123,0.9576318,0.46352792,0.48383453,0.7556034,0.7248375,0.0307659
49,-0.79980695,-0.9117554,"('unable', 'able')",-0.43987545,-0.21764868,-0.5932135,-0.6288922,-0.6109653,-0.5860988,-0.0248665
15,-0.78989804,-0.6857686,"('boring', 'funny')",-1.0052851,-1.0454093,0.18696095,0.087585755,-0.5360741,-0.547864,0.0117899
54,-0.7665666,-0.75601596,"('incapable', 'capable')",-0.8937647,-0.93562835,0.76711553,0.7039097,-0.2977386,-0.3292449,0.0315063
41,0.6977624,0.6577051,"('unforgiving', 'forgiving')",-0.0971567,-0.16458416,0.16930676,-0.018986352,0.2566375,0.1580449,0.0985926
88,0.6732803,0.35874784,"('low', 'eminent')",0.23605366,0.109678596,0.45962,0.38606134,0.456318,0.2848293,0.1714887
47,0.6465205,0.5234642,"('stupid', 'smart')",0.23752575,0.39656696,4.8471,4.763187,1.910382,1.894406,0.015976
78,0.57562304,0.5003504,"('nonresilient', 'resilient')",1.2916183,1.4793382,0.40990475,0.49887055,0.7590487,0.8261864,-0.0671377
28,0.52610046,0.34058458,"('disloyal', 'loyal')",-0.14397246,-0.14926533,1.3236227,1.4914241,0.5685836,0.5609144,0.0076692
61,0.5079851,0.34398443,"('illogical', 'logical')",-0.42876577,-0.3967833,0.28921378,0.13993062,0.122811,0.0290439,0.0937671
53,0.5049542,0.24947731,"('uncreative', 'creative')",0.011029594,-0.026068836,1.2455161,1.1597742,0.5871666,0.4610609,0.1261057
33,-0.4472511,-0.24663652,"('wrong', 'right')",-0.23294005,-0.362938,-0.5980266,-0.8303862,-0.4260726,-0.4799869,0.0539143
58,0.4372512,0.30342644,"('undiscriminating', 'discriminating')",0.95122325,0.7918436,0.3869554,0.2201122,0.5918099,0.4384607,0.1533492
42,0.39281428,0.4550079,"('unreliable', 'reliable')",0.5586817,0.7877257,-1.6722952,-1.6074436,-0.2402664,-0.12157,-0.1186964
27,0.3717897,0.18205115,"('hardhearted', 'softhearted')",0.30732056,0.1978071,1.2685809,0.8484865,0.6492304,0.4094482,0.2397822
9,-0.3599649,-0.4426249,"('unaffectionate', 'caring')",-0.10544881,-0.4151596,1.036548,0.88583946,0.1903781,0.0093517,0.1810264
71,0.35455,0.3587375,"('diffident', 'self-confident')",0.043643713,-0.010265343,0.47065258,0.2628045,0.2896154,0.2037589,0.0858565
26,0.33544955,0.058608424,"('hardhearted', 'benevolent')",1.6614932,1.2516034,1.4077765,1.0844163,1.1349065,0.7982093,0.3366972
38,0.24936417,0.37389442,"('untruthful', 'truthful')",-0.11942003,-0.027911678,0.19729389,0.194004,0.1090793,0.1799956,-0.0709163
83,0.22345683,0.21116176,"('powerless', 'powerful')",-0.17961049,-0.07779172,-0.63086945,-0.53203803,-0.1956744,-0.1328893,-0.0627851
34,-0.1623041,-0.17943054,"('mean', 'honorable')",0.37195668,0.4568447,5.903599,5.955488,2.0377504,2.0776342,-0.0398838
68,-0.1503552,-0.31371105,"('dependent', 'independent')",-0.41598067,-0.42391205,-0.51108396,-0.7755687,-0.3591399,-0.5043973,0.1452574
2,-0.11868656,-0.18802387,"('unlikable', 'likable')",0.6939742,0.6913008,0.5719247,0.4619283,0.3824041,0.3217351,0.060669
40,0.098812826,-0.052318115,"('stingy', 'generous')",0.7548523,0.65736073,-0.83914727,-0.93174523,0.0048393,-0.1089009,0.1137402
64,0.051709265,-0.20821667,"('shy', 'confident')",1.1164339,1.1893137,-5.4873476,-5.251667,-1.4397348,-1.4235233,-0.0162115
