,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,male-female
28,-0.82689613,-0.62291884,"('disloyal', 'loyal')",0.91791314,0.9164115,0.0455085,0.1467463,-0.1012378
76,-0.75911164,-0.4081321,"('anxious', 'daring')",-0.9445386,-0.6620271,-0.8518251,-0.5350796,-0.3167455
9,-0.75256705,-0.7746195,"('unaffectionate', 'caring')",1.371041,1.3197706,0.309237,0.2725755,0.0366615
70,-0.73196113,-0.4815635,"('lethargic', 'energetic')",0.11598953,0.33232805,-0.3079858,-0.0746177,-0.2333681
38,-0.7181032,-0.60296166,"('untruthful', 'truthful')",0.25866473,0.16621603,-0.2297192,-0.2183728,-0.0113464
71,-0.6793912,-0.8096234,"('diffident', 'self-confident')",0.81926215,0.66741973,0.0699355,-0.0711018,0.1410373
35,0.664395,0.34227508,"('corrupt', 'incorrupt')",-0.0047238898,-0.21598057,0.3298355,0.0631473,0.2666882
54,-0.6534668,-0.73594326,"('incapable', 'capable')",0.7944053,0.7496484,0.0704692,0.0068526,0.0636166
32,-0.65298057,-0.5150405,"('unkind', 'kind')",0.34493282,0.4709995,-0.1540239,-0.0220205,-0.1320034
49,-0.6457606,-0.5745606,"('unable', 'able')",-0.62941366,-0.60955864,-0.6375871,-0.5920596,-0.0455275
29,-0.6394923,-0.7046092,"('unfair', 'fair')",-0.1086587,-0.31120747,-0.3740755,-0.5079083,0.1338328
60,-0.63514936,-0.07886962,"('inefficient', 'efficient')",-0.8004333,-0.36106429,-0.7177913,-0.2199669,-0.4978244
81,-0.5895628,-0.1916173,"('submissive', 'aggressive')",-1.4317949,-1.0947015,-1.0106788,-0.6431594,-0.3675194
88,-0.5861735,-0.736429,"('low', 'eminent')",0.32123324,0.25167474,-0.1324701,-0.2423771,0.109907
75,0.58090353,0.3490258,"('meek', 'impulsive')",-0.6770484,-0.86998135,-0.0480724,-0.2604778,0.2124054
79,0.57074666,0.3889181,"('wavering', 'unwavering')",0.38516802,0.06374455,0.4779573,0.2263313,0.251626
3,-0.54364383,-0.41625845,"('repellent', 'pleasant')",-0.3434105,-0.1734313,-0.4435272,-0.2948449,-0.1486823
41,-0.5002777,-0.42231476,"('unforgiving', 'forgiving')",0.62893605,0.52332896,0.0643292,0.0505071,0.0138221
68,-0.47756064,-0.46719816,"('dependent', 'independent')",-1.0169559,-0.96517473,-0.7472582,-0.7161865,-0.0310717
64,0.46765223,0.5565808,"('shy', 'confident')",-4.2459164,-4.5142913,-1.889132,-1.9788553,0.0897233
4,0.44524908,0.34838143,"('disliked', 'liked')",-3.6794467,-4.530569,-1.6170988,-2.0910938,0.473995
85,-0.44369572,-0.860941,"('insignificant', 'prestigious')",0.69671017,0.2731878,0.1265072,-0.2938766,0.4203838
58,-0.4383943,-0.6120287,"('undiscriminating', 'discriminating')",1.248128,1.0028527,0.4048669,0.195412,0.2094549
25,0.43731698,0.28740287,"('egoistic', 'altruistic')",1.6716696,1.5979714,1.0544933,0.9426872,0.1118061
18,-0.43341702,-0.41819638,"('disagreeable', 'welcoming')",-0.8933915,-0.8880046,-0.6634042,-0.6531005,-0.0103037
7,-0.42774037,-0.27971765,"('insensitive', 'sensitive')",0.79831177,0.98540205,0.1852857,0.3528422,-0.1675565
74,-0.41956893,-0.45318288,"('undedicated', 'dedicated')",1.0578587,0.8497677,0.3191449,0.1982924,0.1208525
62,-0.4165112,-0.097714424,"('incompetent', 'brilliant')",-0.042634428,0.2149911,-0.2295728,0.0586383,-0.2882111
34,-0.40899342,-0.4042763,"('mean', 'honorable')",3.185332,3.657662,1.3881693,1.6266928,-0.2385235
8,-0.39945504,-0.5564395,"('unaffectionate', 'affectionate')",1.103575,0.9268439,0.35206,0.1852022,0.1668578
26,0.39735076,0.09436011,"('hardhearted', 'benevolent')",3.007086,2.8599167,1.7022184,1.4771384,0.22508
65,-0.39669415,-0.09848072,"('insecure', 'secure')",-0.13018386,0.13149695,-0.263439,0.0165081,-0.2799471
47,-0.38091826,-0.31124172,"('stupid', 'smart')",3.4723783,3.8609216,1.54573,1.77484,-0.22911
2,0.3013173,0.3737,"('unlikable', 'likable')",0.24904531,0.27426255,0.2751813,0.3239813,-0.0488
14,0.29420906,0.47153974,"('antisocial', 'social')",0.5052401,0.63167673,0.3997246,0.5516082,-0.1518836
72,-0.2904439,-0.15779956,"('unambitious', 'ambitious')",0.59906936,0.6806419,0.1543127,0.2614212,-0.1071085
12,-0.27932715,-0.23552102,"('unsupportive', 'supportive')",-0.7850519,-0.84562546,-0.5321895,-0.5405732,0.0083837
56,-0.24900195,0.06343642,"('impractical', 'practical')",-0.016186493,0.17187479,-0.1325942,0.1176556,-0.2502498
52,-0.24208668,-0.30437666,"('irrational', 'rational')",0.37638584,0.11043571,0.0671496,-0.0969705,0.1641201
40,0.23999856,0.18532377,"('stingy', 'generous')",-1.1972265,-1.392086,-0.478614,-0.6033812,0.1247672
22,-0.18131159,0.0069050165,"('untrustworthy', 'trustworthy')",-0.358125,-0.346353,-0.2697183,-0.169724,-0.0999943
36,-0.16509582,-0.5700334,"('hostile', 'amicable')",1.5724134,1.1434909,0.7036588,0.2867288,0.41693
45,-0.16470236,-0.05087503,"('incompetent', 'competent')",0.93531835,0.7820821,0.385308,0.3656035,0.0197045
50,0.14114511,0.15587376,"('clumsy', 'skillful')",-0.12980342,-0.21957405,0.0056708,-0.0318501,0.0375209
87,-0.13248384,-0.120242946,"('unsuccessful', 'successful')",1.4948795,1.6129152,0.6811978,0.7463361,-0.0651383
5,0.13184823,-0.1492618,"('distant', 'outgoing')",0.59192955,0.44211048,0.3618889,0.1464243,0.2154646
59,0.117444575,0.06302059,"('foolish', 'wise')",0.19427598,0.165907,0.1558603,0.1144638,0.0413965
15,0.11066356,0.1268236,"('boring', 'funny')",0.0004720837,-0.055803694,0.0555678,0.03551,0.0200578
39,0.09903741,0.32339215,"('exploitative', 'cooperative')",0.45695633,0.5099648,0.2779969,0.4166785,-0.1386816
30,0.097866304,0.37530065,"('intolerant', 'tolerant')",0.1558182,0.3311155,0.1268422,0.3532081,-0.2263659
67,0.09603673,0.2026099,"('doubtful', 'determined')",-0.6560791,-0.5529346,-0.2800212,-0.1751623,-0.1048589
33,0.08858339,0.07291769,"('wrong', 'right')",0.4931903,0.29933733,0.2908868,0.1861275,0.1047593
83,0.08309026,0.09366455,"('powerless', 'powerful')",-0.60346335,-0.616344,-0.2601866,-0.2613397,0.0011531
31,0.06882,-0.35768864,"('evil', 'good')",0.36202,-0.13929325,0.21542,-0.2484909,0.4639109
6,-0.06160516,-0.24939421,"('distant', 'open')",0.51460004,0.38686395,0.2264974,0.0687349,0.1577625
66,-0.05391057,-0.37873948,"('inactive', 'active')",0.78255713,0.6523519,0.3643233,0.1368062,0.2275171
42,-0.04037676,0.18763775,"('unreliable', 'reliable')",-1.9365789,-2.196078,-0.9884778,-1.0042201,0.0157423
84,-0.033709038,-0.106178395,"('inferior', 'superior')",0.6951653,0.74729997,0.3307281,0.3205608,0.0101673
17,-0.01558191,-0.11590951,"('nasty', 'nice')",-1.1002847,-1.1430577,-0.5579333,-0.6294836,0.0715503
