,novellus_male,novellus_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.3613546,-1.5707923,"('unsympathetic', 'sympathetic')",-1.0073538,-1.0545115,-0.83330315,-0.84152544,-1.0673372,-1.1556098,0.0882726
43,-1.1307279,-1.4650692,"('irresponsible', 'responsible')",-0.94269896,-1.1639744,0.009068843,-0.009704061,-0.6881193,-0.8795826,0.1914633
74,-1.0959562,-1.1791798,"('undedicated', 'dedicated')",0.29100683,0.1298205,-0.06988195,-0.11128035,-0.2916105,-0.3868799,0.0952694
38,-1.0909016,-1.0750716,"('untruthful', 'truthful')",-1.0656364,-1.1647048,-0.28235945,-0.33357793,-0.8129658,-0.8577847,0.0448189
45,-1.0418713,-1.134497,"('incompetent', 'competent')",-0.3324141,-0.37963572,-0.60930383,-0.66671216,-0.6611964,-0.7269483,0.0657519
13,-0.9628585,-1.1863545,"('impolite', 'polite')",-0.07596305,-0.18226618,-0.361627,-0.34813568,-0.4668162,-0.5722521,0.1054359
86,-0.9388611,-0.8020273,"('uninfluential', 'influential')",-0.25050142,-0.27305603,-0.35293984,-0.40153438,-0.5141008,-0.4922059,-0.0218949
39,0.9385841,0.9774586,"('exploitative', 'cooperative')",1.7306293,1.8107618,0.48139608,0.6434169,1.0502032,1.1438791,-0.0936759
0,-0.91631997,-1.0687608,"('unsociable', 'sociable')",0.114091635,0.11072926,-0.91492003,-0.8873539,-0.5723828,-0.6151284,0.0427456
31,-0.9034219,-0.51832974,"('evil', 'good')",-0.6933989,-0.77619576,-0.27223185,-0.25719744,-0.6230175,-0.517241,-0.1057765
84,0.9018977,0.7055367,"('inferior', 'superior')",0.2895103,0.27324107,0.93513095,0.93912065,0.7088463,0.6392995,0.0695468
85,0.89799094,1.7000852,"('insignificant', 'prestigious')",0.12846343,0.3400846,1.0069659,1.218983,0.6778067,1.0863843,-0.4085776
28,-0.8847824,-0.60604763,"('disloyal', 'loyal')",-0.3465501,-0.15869433,0.8291468,0.9004383,-0.1340619,0.0452321,-0.179294
58,-0.8810672,-0.8708958,"('undiscriminating', 'discriminating')",0.35965455,0.28453603,0.051981,-0.009750135,-0.1564772,-0.1987033,0.0422261
42,-0.8756819,-1.0994847,"('unreliable', 'reliable')",-2.0014074,-2.0940363,-3.3325512,-3.3796113,-2.0698802,-2.1910442,0.121164
19,-0.87507343,-0.66573644,"('inhospitable', 'hospitable')",-1.0076014,-0.9568289,0.42965686,0.318722,-0.4843393,-0.4346144,-0.0497249
51,-0.81054914,-1.0219619,"('uneducated', 'educated')",-0.6341388,-0.6733807,0.17956483,0.14752442,-0.4217077,-0.5159394,0.0942317
27,-0.8103109,-0.72552896,"('hardhearted', 'softhearted')",-0.024247687,-0.18252344,1.6359619,1.5011477,0.2671344,0.1976985,0.0694359
41,-0.7894518,-0.36836356,"('unforgiving', 'forgiving')",-0.7516878,-0.6069414,0.050158646,0.23647577,-0.4969937,-0.2462764,-0.2507173
40,0.78906906,0.57861906,"('stingy', 'generous')",-0.0075924452,-0.12769045,-1.3502523,-1.5112468,-0.1895919,-0.3534394,0.1638475
75,0.7763981,1.1436322,"('meek', 'impulsive')",-1.2455153,-1.1452886,-0.11705196,-0.120041944,-0.1953897,-0.0405661,-0.1548236
72,-0.7691001,-0.64544135,"('unambitious', 'ambitious')",-1.4553546,-1.4202025,-0.82609314,-0.6890533,-1.0168493,-0.9182324,-0.0986169
83,0.6898955,0.5621299,"('powerless', 'powerful')",0.023637464,0.10025773,-1.1619877,-1.0962422,-0.1494849,-0.1446182,-0.0048667
65,-0.65798,-0.9600571,"('insecure', 'secure')",0.25743514,0.069428116,-0.53713816,-0.5257095,-0.312561,-0.4721128,0.1595518
64,-0.64496106,-0.9586849,"('shy', 'confident')",-0.3976331,-0.45095527,-6.9906154,-7.0300736,-2.6777366,-2.8132378,0.1355012
70,-0.6413441,-1.1228688,"('lethargic', 'energetic')",-0.8328779,-1.0357126,0.5008145,0.3214155,-0.3244691,-0.6123886,0.2879195
32,-0.6321265,-0.69589853,"('unkind', 'kind')",-0.7051367,-0.72235143,0.62601405,0.6185172,-0.2370831,-0.2665776,0.0294945
30,-0.5830065,-0.7711446,"('intolerant', 'tolerant')",0.9302894,0.9030982,0.5951228,0.6946806,0.3141352,0.2755447,0.0385905
57,-0.5702083,-0.5284106,"('unimaginative', 'imaginative')",-0.2015748,-0.4310049,-2.521175,-2.6881216,-1.0976527,-1.2158457,0.118193
73,0.56997967,0.523439,"('helpless', 'self-reliant')",-0.19253033,-0.41739476,-2.8234646,-3.043057,-0.8153385,-0.9790042,0.1636657
56,-0.5690538,-0.93163717,"('impractical', 'practical')",-0.08546631,-0.19836748,-0.8797992,-0.8678606,-0.5114398,-0.6659551,0.1545153
63,-0.5540174,-0.7427447,"('unperceptive', 'insightful')",0.37995568,0.08805229,0.7875711,0.4776585,0.2045031,-0.0590113,0.2635144
11,-0.5443702,-0.68501425,"('unhelpful', 'helpful')",0.6992011,0.5185878,1.4270821,1.384365,0.5273043,0.4059795,0.1213248
8,-0.53656155,0.21700752,"('unaffectionate', 'affectionate')",-0.7346296,-0.49419847,0.97636783,1.0544943,-0.0982744,0.2591011,-0.3573755
4,-0.51206964,-0.42954567,"('disliked', 'liked')",-1.3243761,-1.2705532,-6.747437,-6.927804,-2.8612944,-2.8759677,0.0146733
9,-0.50059533,-0.12180455,"('unaffectionate', 'caring')",-0.17287028,-0.13529636,1.3843356,1.3345263,0.2369567,0.3591418,-0.1221851
78,-0.49854648,-0.60561466,"('nonresilient', 'resilient')",1.4243959,1.1306603,0.25261477,-0.083057,0.3928214,0.1473295,0.2454919
24,-0.4977502,-0.53443253,"('dishonest', 'honest')",-1.7761883,-1.5917289,0.49037784,0.59798884,-0.5945202,-0.5093909,-0.0851293
16,-0.49610406,-0.25012907,"('unpopular', 'popular')",-0.56226915,-0.57885134,0.6232426,0.53314894,-0.1450435,-0.0986105,-0.046433
12,-0.47745392,-0.52718496,"('unsupportive', 'supportive')",-0.06883164,-0.21420662,-2.0422435,-2.2341483,-0.862843,-0.9918466,0.1290036
66,-0.47260505,-0.58575714,"('inactive', 'active')",-1.562608,-1.570262,0.982432,0.83917516,-0.350927,-0.438948,0.088021
47,-0.45660648,-0.43984336,"('stupid', 'smart')",0.43853065,0.42819417,5.408097,5.5361643,1.7966736,1.8415051,-0.0448315
82,-0.43696493,-0.19798234,"('poor', 'rich')",-0.79556507,-0.7008869,6.32128,6.338962,1.69625,1.8133643,-0.1171143
69,0.4326574,0.95604944,"('lazy', 'industrious')",-0.23668571,0.07370449,-0.4774,-0.41891557,-0.0938094,0.2036128,-0.2974222
48,0.43263152,0.5959584,"('unintelligent', 'intelligent')",0.49632734,0.44801706,0.2809038,0.23227686,0.4032876,0.4254174,-0.0221298
6,-0.4298109,-0.16995917,"('distant', 'open')",-1.520805,-1.5977852,0.57903147,0.5795548,-0.4571948,-0.3960632,-0.0611316
25,0.40019107,0.8172407,"('egoistic', 'altruistic')",0.82214737,0.94305176,1.8659027,1.8578222,1.0294137,1.2060382,-0.1766245
67,0.39454335,0.33100045,"('doubtful', 'determined')",-0.04876544,0.09787278,-0.97020644,-0.85288066,-0.2081428,-0.1413358,-0.066807
50,-0.3862416,-0.2730447,"('clumsy', 'skillful')",-0.73432875,-0.8420646,0.33816722,0.1446575,-0.2608011,-0.3234839,0.0626828
79,-0.3793615,-0.2210239,"('wavering', 'unwavering')",-1.3920512,-1.485652,0.33073482,0.17139366,-0.480226,-0.5117608,0.0315348
22,-0.3670605,-0.6301303,"('untrustworthy', 'trustworthy')",0.08677754,-0.032512408,-0.9766537,-0.9647533,-0.4189789,-0.5424654,0.1234865
46,-0.35003912,-0.82985014,"('uncompetitive', 'competitive')",0.8370333,0.683082,-1.0621192,-1.1891086,-0.1917084,-0.4452922,0.2535838
53,0.3174294,0.6107688,"('uncreative', 'creative')",0.88730234,0.813178,1.1313967,1.0473926,0.7787094,0.8237798,-0.0450704
20,0.31103343,0.21348342,"('rough', 'thoughtful')",0.4330215,0.3702717,0.96331406,1.1632012,0.569123,0.5823188,-0.0131958
21,-0.30303898,-0.39011598,"('immoral', 'moral')",0.5122029,0.5897032,-1.2108272,-1.1848427,-0.3338878,-0.3284185,-0.0054693
81,-0.29974377,-0.54206765,"('submissive', 'aggressive')",-0.9217498,-0.8721101,-1.3321478,-1.3631608,-0.8512138,-0.9257795,0.0745657
80,-0.2975736,-0.8131747,"('dominated', 'dominating')",-0.14568591,-0.23042229,-1.5495691,-1.6936888,-0.6642762,-0.9124285,0.2481523
