,novellus_male,novellus_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
60,-0.2825664,-0.6245167,"('inefficient', 'efficient')",1.417338,1.2698922,-0.466442,-0.4124396,0.2227765,0.0776453,0.1451312
62,0.28100425,-0.066135526,"('incompetent', 'brilliant')",0.8505975,0.6714938,-0.3241824,-0.4902074,0.2691398,0.0383836,0.2307562
35,-0.2789945,0.2760842,"('corrupt', 'incorrupt')",-1.0915442,-0.7611805,0.20340607,0.3121961,-0.3890442,-0.0576334,-0.3314108
88,-0.26807818,-0.03976885,"('low', 'eminent')",-0.60388047,-0.5465415,-0.11495907,-0.11662304,-0.3289726,-0.2343111,-0.0946615
49,0.26246533,0.6772552,"('unable', 'able')",0.44743502,0.62046653,-0.19872239,-0.119419016,0.1703927,0.3927676,-0.2223749
36,-0.2576238,0.46511936,"('hostile', 'amicable')",-1.2140373,-1.0807766,0.8767313,0.9982407,-0.1983099,0.1275278,-0.3258377
18,-0.25621346,0.039110698,"('disagreeable', 'welcoming')",-0.28166914,-0.074582525,-0.44577807,-0.29020515,-0.3278869,-0.108559,-0.2193279
33,0.25069195,0.4873395,"('wrong', 'right')",-0.25381452,-0.14464712,-0.21625406,-0.18097183,-0.0731255,0.0539068,-0.1270323
68,-0.24979891,-0.33398506,"('dependent', 'independent')",0.42929205,0.34149164,-0.3593515,-0.47368726,-0.0599528,-0.1553936,0.0954408
1,-0.24963209,0.10094291,"('unfriendly', 'friendly')",0.6484214,0.47655994,2.0850286,2.0075135,0.8279394,0.8616721,-0.0337327
23,-0.2305348,-0.3733068,"('insincere', 'sincere')",0.9833564,0.8089461,5.8233056,5.789418,2.1920424,2.0750192,0.1170232
44,0.2037804,-0.2075589,"('prejudiced', 'unprejudiced')",-0.8962623,-1.0464883,-1.3375437,-1.251836,-0.6766752,-0.8352944,0.1586192
7,-0.18924339,-0.20904519,"('insensitive', 'sensitive')",-0.037223805,-0.046866678,0.6175172,0.47323194,0.13035,0.07244,0.05791
17,-0.16833222,0.13748315,"('nasty', 'nice')",-0.26685277,-0.12875395,-0.58564603,-0.24754602,-0.340277,-0.0796056,-0.2606714
59,0.16774347,0.45078787,"('foolish', 'wise')",-0.38428125,-0.37962857,0.40783986,0.4454597,0.0637674,0.1722063,-0.1084389
52,0.16662121,0.41859907,"('irrational', 'rational')",-0.027641002,-0.112178236,0.603867,0.55073416,0.2476157,0.2857183,-0.0381026
15,-0.16510852,0.23359144,"('boring', 'funny')",-1.1011136,-0.918008,0.67684376,0.6472435,-0.1964595,-0.012391,-0.1840685
26,0.16038246,0.3934881,"('hardhearted', 'benevolent')",0.028102055,0.21669932,1.3266305,1.5941265,0.5050383,0.7347713,-0.229733
54,-0.13678034,0.2932421,"('incapable', 'capable')",-0.18242535,-0.21074402,1.374179,1.2767724,0.3516578,0.4530902,-0.1014324
5,-0.1294336,0.018437542,"('distant', 'outgoing')",-1.0585586,-1.1144462,0.0014974009,-0.06324826,-0.3954983,-0.386419,-0.0090793
2,0.12861785,0.4091302,"('unlikable', 'likable')",0.45150995,0.57088226,0.34461382,0.5325167,0.3082472,0.5041764,-0.1959292
37,0.12560993,-0.16346979,"('fake', 'genuine')",-0.39972484,-0.44778904,0.49981213,0.47252002,0.0752324,-0.0462463,0.1214787
55,-0.11372449,-0.18633074,"('incompetent', 'clever')",-0.12530175,-0.14369874,-0.49029377,-0.45803195,-0.2431067,-0.2626871,0.0195804
76,0.10803427,-0.3258087,"('anxious', 'daring')",-0.85220927,-1.0088403,-0.069100685,-0.06989522,-0.2710919,-0.4681815,0.1970896
77,-0.097419,-0.19468153,"('unmotivated', 'motivated')",0.7218602,0.66519624,-1.33022,-1.4580055,-0.2352596,-0.3291636,0.093904
3,-0.090869226,-0.2687955,"('repellent', 'pleasant')",0.83495975,0.82022786,0.32099578,0.3501683,0.3550287,0.3005336,0.0544951
61,-0.08336659,0.031038264,"('illogical', 'logical')",1.0712082,1.0600569,0.26151443,0.26792428,0.416452,0.4530065,-0.0365545
87,0.08155906,-0.18284042,"('unsuccessful', 'successful')",0.6188282,0.44361475,0.7492661,0.5453295,0.4832178,0.2687013,0.2145165
34,0.07024868,0.18410735,"('mean', 'honorable')",0.61779296,0.60977584,6.1376467,6.2866473,2.2752295,2.3601769,-0.0849474
71,-0.040487584,0.22939819,"('diffident', 'self-confident')",0.4979913,0.55060464,0.50816035,0.39111394,0.321888,0.3903723,-0.0684843
14,0.03679137,-0.22794741,"('antisocial', 'social')",0.17557675,0.30938804,-0.99249756,-0.8472925,-0.2600431,-0.255284,-0.0047591
29,0.02684864,-0.12945302,"('unfair', 'fair')",-0.22523564,-0.31016558,-0.089125164,-0.14557184,-0.0958374,-0.1950635,0.0992261
