,walgreens_male,walgreens_female,tuple,boots_male,boots_female,alliance_male,alliance_female,inc_male,inc_female,average_male,average_female,male-female
20,-0.2887718,-0.35852388,"('rough', 'thoughtful')",-0.4361151,-0.5889462,0.9897966,0.91004217,1.260427,1.1699427,0.3813342,0.2831287,0.0982055
54,0.26604447,0.14497831,"('incapable', 'capable')",0.32945144,0.24311738,0.17821562,0.22937742,0.56082803,0.6234046,0.3336349,0.3102194,0.0234155
12,-0.25141546,-0.14839125,"('unsupportive', 'supportive')",1.2395519,1.130843,0.64779294,0.51576334,-0.98989177,-1.1199763,0.1615094,0.0945597,0.0669497
2,0.2357321,0.09111733,"('unlikable', 'likable')",-0.47247785,-0.6936756,1.3722202,1.4101111,0.5129345,0.7212671,0.4121022,0.382205,0.0298972
31,0.18646649,0.15492648,"('evil', 'good')",-0.8265518,-0.67842764,-2.0693727,-2.0078294,-1.367432,-1.4532976,-1.0192225,-0.9961571,-0.0230654
17,0.15803315,0.08111902,"('nasty', 'nice')",-0.8346239,-0.6762522,-0.51474625,-0.5289682,-0.92695534,-0.9073285,-0.5295731,-0.5078574,-0.0217157
49,-0.15768318,-0.08581371,"('unable', 'able')",-0.12453072,-0.10416521,0.027739152,0.038659066,-0.54273766,-0.39634258,-0.1993031,-0.1369156,-0.0623875
25,-0.1497901,-0.22880375,"('egoistic', 'altruistic')",0.46618664,0.4203579,-0.36960322,-0.45470083,1.2152176,1.245197,0.2905027,0.2455126,0.0449901
78,-0.14816679,-0.013668204,"('nonresilient', 'resilient')",0.09551804,0.14689377,1.1966761,1.2433777,0.46343,0.5014058,0.4018643,0.4695023,-0.067638
29,0.13558753,0.22309047,"('unfair', 'fair')",-0.22441514,-0.067855656,-0.78763384,-0.8469008,-0.39449632,-0.386497,-0.3177394,-0.2695408,-0.0481986
75,0.088701464,0.12380836,"('meek', 'impulsive')",-1.5059174,-1.4068763,-1.4644775,-1.3342863,-0.9559944,-0.8042417,-0.9594219,-0.855399,-0.1040229
74,-0.07630357,0.12023088,"('undedicated', 'dedicated')",1.0422804,1.045261,1.483204,1.4339232,0.6651708,0.66128135,0.7785879,0.8151742,-0.0365863
84,-0.055607785,0.12572405,"('inferior', 'superior')",-0.62171257,-0.5534365,0.60545456,0.6750593,0.8258848,0.93646795,0.1885048,0.2959537,-0.1074489
15,0.050418913,-0.14610231,"('boring', 'funny')",0.48155582,0.37453425,0.17504606,0.18702093,-0.20788513,-0.14850111,0.1247839,0.0667379,0.058046
37,0.03497441,-0.09952946,"('fake', 'genuine')",0.23413292,0.17731482,1.0873822,1.0689844,0.7380922,0.74508035,0.5236454,0.4729625,0.0506829
80,0.01254908,0.02180107,"('dominated', 'dominating')",0.49947867,0.40410587,1.3942174,1.1599203,-1.0654384,-1.2094923,0.2102017,0.0940838,0.1161179
