,pitney_male,pitney_female,tuple,bowes_male,bowes_female,inc_male,inc_female,average_male,average_female,male-female
11,-1.2911334,-1.2838963,"('unhelpful', 'helpful')",-0.5396884,-0.5618969,1.8954698,2.0317218,0.0215493,0.0619762,-0.0404269
32,-1.2861847,-1.2015085,"('unkind', 'kind')",-0.38839287,-0.41774237,0.9653653,1.1491568,-0.2364041,-0.156698,-0.0797061
23,-1.2473657,-1.2419207,"('insincere', 'sincere')",-0.7095748,-0.84414643,5.4654827,5.6152697,1.169514,1.1764008,-0.0068868
62,-1.2180222,-1.0663488,"('incompetent', 'brilliant')",-0.8114121,-0.69906527,-0.13718541,0.19188379,-0.7222065,-0.5245101,-0.1976964
77,-1.1354506,-0.9565377,"('unmotivated', 'motivated')",-1.4733286,-1.2631526,-1.1796992,-1.1405896,-1.2628261,-1.1200933,-0.1427328
22,-1.1235474,-1.2429663,"('untrustworthy', 'trustworthy')",-0.14561805,-0.22340554,-0.8902659,-0.917429,-0.7198105,-0.7946002,0.0747897
30,-1.1185207,-1.1186817,"('intolerant', 'tolerant')",-0.15204538,-0.2069763,0.92593837,1.0336629,-0.1148759,-0.0973317,-0.0175442
49,-1.0672102,-1.0645007,"('unable', 'able')",-0.9269179,-0.89560497,-0.093856424,0.05721736,-0.6959949,-0.6342961,-0.0616988
60,-1.0616465,-1.2277579,"('inefficient', 'efficient')",-0.11576156,-0.29371625,-0.216467,0.23488545,-0.464625,-0.4288629,-0.0357621
28,-1.0579143,-1.2331641,"('disloyal', 'loyal')",-1.402009,-1.8599216,0.9208666,0.78739095,-0.5130189,-0.7685649,0.255546
27,-1.0427203,-0.9545334,"('hardhearted', 'softhearted')",-0.14099097,-0.11548804,1.6056378,1.5561981,0.1406422,0.1620589,-0.0214167
70,-1.0251874,-1.0142835,"('lethargic', 'energetic')",-0.52115923,-0.47374558,0.47980374,0.7007813,-0.3555143,-0.2624159,-0.0930984
88,-1.0220901,-0.87857765,"('low', 'eminent')",-0.86182874,-0.71777505,0.18068437,0.22894788,-0.5677448,-0.4558016,-0.1119432
18,-0.98628324,-0.60495156,"('disagreeable', 'welcoming')",-0.10153839,0.21752985,-0.09055401,-0.15650642,-0.3927919,-0.1813094,-0.2114825
78,-0.9840172,-1.0894009,"('nonresilient', 'resilient')",-0.7859065,-0.8872847,0.9519873,0.84154636,-0.2726455,-0.3783797,0.1057342
47,-0.96564853,-1.0813287,"('stupid', 'smart')",0.29973876,0.15387015,4.5038314,4.556139,1.2793072,1.2095602,0.069747
81,-0.94246304,-1.2600939,"('submissive', 'aggressive')",-0.16253038,-0.46946585,-1.2686787,-1.205046,-0.791224,-0.9782019,0.1869779
53,-0.92847914,-0.61824375,"('uncreative', 'creative')",-1.2817296,-1.041077,0.86676145,0.91991115,-0.4478157,-0.2464699,-0.2013458
24,-0.90303975,-0.8636301,"('dishonest', 'honest')",-0.54232657,-0.6643197,0.7085902,0.8512365,-0.2455921,-0.2255711,-0.020021
82,-0.899187,-0.7730953,"('poor', 'rich')",-0.4905019,-0.48905817,5.357237,5.4947295,1.322516,1.4108586,-0.0883426
73,0.89759105,1.2753414,"('helpless', 'self-reliant')",0.52469605,0.7739637,-2.8497443,-2.7853103,-0.4758191,-0.2453351,-0.230484
72,-0.8965102,-0.62988234,"('unambitious', 'ambitious')",-0.8217104,-0.6779871,-1.0400083,-0.8270623,-0.9194096,-0.7116439,-0.2077657
45,-0.8677584,-1.1360983,"('incompetent', 'competent')",-0.4853084,-0.73252237,-0.40526786,-0.29660192,-0.5861115,-0.7217409,0.1356294
41,-0.8466427,-0.64507073,"('unforgiving', 'forgiving')",-0.12962323,0.030299906,0.09728224,0.10637438,-0.2929946,-0.1694655,-0.1235291
68,-0.8435425,-0.6527632,"('dependent', 'independent')",-0.8935397,-0.75236154,-0.2140973,-0.24479096,-0.6503932,-0.5499719,-0.1004213
75,0.8135221,1.3348453,"('meek', 'impulsive')",-0.12415698,0.32827365,-0.43834907,-0.50538146,0.083672,0.3859125,-0.3022405
13,-0.80439055,-0.9805908,"('impolite', 'polite')",0.16816722,-0.07730146,-0.27473158,-0.27835295,-0.3036516,-0.4454151,0.1417635
55,-0.77760524,-1.0302216,"('incompetent', 'clever')",0.07657414,-0.12662233,-0.23972864,-0.02111606,-0.3135866,-0.3926533,0.0790667
80,-0.758732,-1.1786109,"('dominated', 'dominating')",-0.074717924,-0.5121192,-1.487992,-1.4452187,-0.773814,-1.0453162,0.2715022
76,-0.74574167,-0.9684982,"('anxious', 'daring')",0.04532248,-0.050614804,0.016526762,0.22700343,-0.2279641,-0.2640365,0.0360724
0,-0.7346043,-1.2055647,"('unsociable', 'sociable')",-0.49236783,-0.89554894,-0.6225308,-0.6168039,-0.616501,-0.9059726,0.2894716
12,-0.6913612,-0.3862527,"('unsupportive', 'supportive')",-0.35334402,-0.014664382,-1.3393176,-1.1563692,-0.7946742,-0.5190954,-0.2755788
26,-0.66076034,-0.8691785,"('hardhearted', 'benevolent')",-0.6432959,-0.94862074,1.9488968,1.7642165,0.2149469,-0.0178609,0.2328078
25,0.65826774,0.8386402,"('egoistic', 'altruistic')",0.18900287,0.24885459,1.3792216,1.4806005,0.7421641,0.8560317,-0.1138676
14,-0.63130015,-1.0275537,"('antisocial', 'social')",0.15166594,-0.38801917,-0.9339335,-0.857349,-0.4711893,-0.7576406,0.2864513
56,-0.6255247,-0.6793905,"('impractical', 'practical')",0.7206905,0.5960546,-0.53820944,-0.18585318,-0.1476812,-0.0897297,-0.0579515
51,-0.616179,-0.63132143,"('uneducated', 'educated')",0.18604882,0.09619913,0.47309524,0.45868373,0.0143217,-0.0254795,0.0398012
37,0.5872692,0.5554129,"('fake', 'genuine')",0.41842395,0.41918337,0.6515984,0.72835386,0.5524306,0.56765,-0.0152194
4,0.58461356,0.7331535,"('disliked', 'liked')",-0.015139183,0.27072948,-5.766521,-5.942327,-1.7323489,-1.646148,-0.0862009
67,0.57680774,0.83037716,"('doubtful', 'determined')",0.36356643,0.611112,-0.74034446,-0.5524006,0.0666766,0.2963629,-0.2296863
20,-0.57615525,-0.5780034,"('rough', 'thoughtful')",-0.08957511,-0.11388628,1.2849756,1.3114762,0.2064151,0.2065288,-0.0001137
58,-0.5705214,-0.6158773,"('undiscriminating', 'discriminating')",-0.83286613,-0.83518094,0.25067776,0.21662071,-0.3842366,-0.4114792,0.0272426
84,0.5698255,0.6584295,"('inferior', 'superior')",0.003616268,0.09083584,1.07216,1.0810288,0.5485339,0.610098,-0.0615641
85,0.56739,0.92419386,"('insignificant', 'prestigious')",-0.57091695,-0.108945735,0.8155396,0.5506775,0.2706709,0.4553085,-0.1846376
83,-0.558453,-0.35355347,"('powerless', 'powerful')",-0.73067737,-0.60331166,-1.0915637,-0.9166613,-0.7935647,-0.6245088,-0.1690559
50,0.52292854,0.46057782,"('clumsy', 'skillful')",0.49845272,0.4064531,0.6941775,0.5917922,0.5718529,0.4862744,0.0855785
61,-0.5195971,-0.7436578,"('illogical', 'logical')",-0.80305284,-1.1029669,0.35906273,0.36733168,-0.3211957,-0.4930977,0.171902
71,0.5042672,0.5645945,"('diffident', 'self-confident')",0.59608215,0.5683663,0.6574893,0.6617571,0.5859462,0.5982393,-0.0122931
39,-0.48538873,-0.78552234,"('exploitative', 'cooperative')",0.6512036,0.19083814,0.18866207,0.16364819,0.118159,-0.1436787,0.2618377
38,-0.48064166,-0.10669629,"('untruthful', 'truthful')",-0.5004952,-0.24151601,0.24674323,0.43338412,-0.2447979,0.0283906,-0.2731885
5,0.47946167,0.94805026,"('distant', 'outgoing')",-0.427831,-0.052696466,-0.0098510645,-0.1152329,0.0139265,0.2600403,-0.2461138
40,-0.44404536,-0.30225158,"('stingy', 'generous')",-0.950275,-0.7106836,-1.1027949,-1.2829143,-0.8323717,-0.7652831,-0.0670886
66,0.4327155,0.38799986,"('inactive', 'active')",0.17680481,0.03429814,0.8505504,0.7171663,0.4866902,0.3798215,0.1068687
9,-0.42136872,-0.28181726,"('unaffectionate', 'caring')",-0.7049923,-0.58617496,1.2918339,1.4609895,0.0551576,0.1976658,-0.1425082
6,0.38029766,0.81788814,"('distant', 'open')",-0.4631727,-0.08966232,0.50173384,0.30992717,0.1396196,0.346051,-0.2064314
87,0.37989044,-0.14162666,"('unsuccessful', 'successful')",0.31038892,-0.37011793,0.64302546,0.49109268,0.444435,-0.006884,0.451319
7,-0.36992997,-0.50641096,"('insensitive', 'sensitive')",-0.029342405,-0.2563719,0.7722343,0.82000834,0.1243206,0.0190752,0.1052454
16,-0.35600728,-0.16063398,"('unpopular', 'popular')",-0.9825705,-0.6942544,0.16590247,0.04171909,-0.3908918,-0.2710564,-0.1198354
33,0.32688704,0.66556877,"('wrong', 'right')",0.8206883,1.0686189,-0.3886407,-0.40040776,0.2529782,0.4445933,-0.1916151
34,-0.30816418,-0.20270933,"('mean', 'honorable')",0.02533628,0.022458963,5.9638786,5.9803596,1.8936836,1.9333698,-0.0396862
36,0.30293465,0.5808689,"('hostile', 'amicable')",-0.5971769,-0.23248173,0.2632973,-0.08739537,-0.010315,0.0869973,-0.0973123
29,0.296809,0.50000024,"('unfair', 'fair')",-0.35118753,-0.0739242,-0.16636753,-0.22725658,-0.073582,0.0662732,-0.1398552
64,0.273324,0.19803001,"('shy', 'confident')",0.2193413,0.049439438,-6.155595,-6.090594,-1.8876432,-1.9477081,0.0600649
44,0.26923472,0.19904783,"('prejudiced', 'unprejudiced')",0.112764165,0.086337045,-1.7589014,-1.635107,-0.4589675,-0.4499074,-0.0090601
17,-0.17958717,-0.22094262,"('nasty', 'nice')",-0.32138625,-0.2647384,-0.5959255,-0.7228714,-0.365633,-0.4028508,0.0372178
54,-0.15446825,0.16127059,"('incapable', 'capable')",-0.46894866,-0.44239202,1.1588681,1.3130047,0.1784837,0.3439611,-0.1654774
8,0.15441768,0.2162779,"('unaffectionate', 'affectionate')",-0.16846654,-0.11084172,1.0518991,1.1193361,0.3459501,0.4082574,-0.0623073
79,-0.15078026,0.020795945,"('wavering', 'unwavering')",-0.8245292,-0.75222015,0.23137157,0.013791889,-0.2479793,-0.2392108,-0.0087685
19,0.13860114,0.5245205,"('inhospitable', 'hospitable')",0.5573389,0.936533,0.40127876,0.3983974,0.3657396,0.6198169,-0.2540773
31,-0.10356813,0.39935297,"('evil', 'good')",-0.8448884,-0.452339,-0.81412435,-1.0064714,-0.587527,-0.3531525,-0.2343745
42,-0.08244336,-0.066279076,"('unreliable', 'reliable')",0.1759114,0.20438406,-3.018053,-2.8892846,-0.9748617,-0.9170599,-0.0578018
2,0.081221715,0.32094046,"('unlikable', 'likable')",0.15929972,0.1840411,0.35885018,0.4958103,0.1997905,0.3335973,-0.1338068
15,0.07612817,-0.010459535,"('boring', 'funny')",0.21466637,0.26711577,0.34709403,0.32568368,0.2126295,0.1941133,0.0185162
52,0.030442804,0.073084615,"('irrational', 'rational')",-1.1034436,-1.0914904,0.15049136,-0.06731189,-0.3075031,-0.3619059,0.0544028
74,-0.018766064,0.04816319,"('undedicated', 'dedicated')",-0.35578775,-0.20910406,0.22283678,0.29989854,-0.0505724,0.0463192,-0.0968916
59,-0.002373118,0.3506956,"('foolish', 'wise')",-0.22417736,-0.029309213,0.27006352,0.15393502,0.0145043,0.1584405,-0.1439362
