,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,male-female
16,-2.3864403,-2.3193417,"('unpopular', 'popular')",-0.08523406,-0.036883645,0.08793959,0.074665114,-0.7945783,-0.7605201,-0.0340582
73,1.7066998,1.7249651,"('helpless', 'self-reliant')",1.2083026,1.2155979,-3.3761034,-3.2894278,-0.1537004,-0.1162883,-0.0374121
36,-1.6576079,-1.414376,"('hostile', 'amicable')",-0.36064512,0.07757214,0.074757285,0.5203326,-0.6478319,-0.2721571,-0.3756748
39,1.6200222,1.5140773,"('exploitative', 'cooperative')",0.29365465,0.34282625,-0.08647981,-0.014875155,0.6090657,0.6140095,-0.0049438
31,-1.4063919,-1.0902828,"('evil', 'good')",-0.46188864,-0.0696431,-0.9827597,-0.7428144,-0.9503468,-0.6342468,-0.3161
78,-1.3859798,-1.5138944,"('nonresilient', 'resilient')",0.7625319,0.72990775,0.23256335,0.23849112,-0.1302948,-0.1818319,0.0515371
42,1.2467694,1.313948,"('unreliable', 'reliable')",1.3084182,1.1622669,-2.9494307,-2.9530308,-0.1314143,-0.1589386,0.0275243
24,1.195359,1.3650634,"('dishonest', 'honest')",-0.6679242,-0.60986257,0.30902296,0.37192774,0.2788192,0.3757095,-0.0968903
29,-1.1161225,-0.8867789,"('unfair', 'fair')",-0.20959769,-0.057461176,-0.63077277,-0.4617561,-0.6521643,-0.4686654,-0.1834989
76,1.0702032,0.997723,"('anxious', 'daring')",1.2063298,0.97102773,0.62577736,0.50500935,0.9674368,0.8245867,0.1428501
70,1.0479337,0.8371982,"('lethargic', 'energetic')",0.75645006,0.48355803,0.7561724,0.49740946,0.8535187,0.6060552,0.2474635
82,-1.0264636,-1.2147856,"('poor', 'rich')",-0.155337,-0.3920948,6.3183293,6.0320883,1.7121763,1.4750694,0.2371069
81,0.99277854,0.5986217,"('submissive', 'aggressive')",1.4526323,1.0054191,-0.16432166,-0.5619092,0.760363,0.3473772,0.4129858
56,0.98185635,0.64570194,"('impractical', 'practical')",0.98688895,0.6689663,0.4540313,0.020445663,0.8075922,0.445038,0.3625542
43,0.96176153,0.9019104,"('irresponsible', 'responsible')",0.8323843,0.71536934,0.9576895,0.815725,0.9172784,0.8110016,0.1062768
52,-0.95061994,-0.44485894,"('irrational', 'rational')",0.05673346,0.4020159,-0.68194854,-0.5539621,-0.5252783,-0.1989351,-0.3263432
47,-0.9404358,-0.92108476,"('stupid', 'smart')",0.55521524,0.49750006,6.1359944,5.7847695,1.9169246,1.7870617,0.1298629
53,-0.9382142,-0.89388174,"('uncreative', 'creative')",1.03175,1.2192311,0.6285388,0.83816785,0.2406915,0.3878391,-0.1471476
1,-0.9250562,-0.66515446,"('unfriendly', 'friendly')",0.24240932,0.5061976,1.7743677,1.828966,0.3639069,0.5566697,-0.1927628
77,-0.8837017,-1.0531096,"('unmotivated', 'motivated')",1.2279832,1.1580423,-1.226067,-1.2306796,-0.2939285,-0.375249,0.0813205
64,0.883461,0.8018771,"('shy', 'confident')",0.64551014,0.44640675,-6.5236087,-6.353225,-1.6648792,-1.7016471,0.0367679
18,0.8265474,0.8497726,"('disagreeable', 'welcoming')",0.53948826,0.686585,-0.71717393,-0.79539824,0.2162873,0.2469865,-0.0306992
12,0.8150584,0.73386896,"('unsupportive', 'supportive')",1.6565039,1.5673622,-1.7584662,-1.8833276,0.2376987,0.1393012,0.0983975
49,-0.75033617,-0.9775151,"('unable', 'able')",-0.43937328,-0.6102771,0.19566056,0.01611977,-0.3313496,-0.5238908,0.1925412
51,0.7428325,0.68443304,"('uneducated', 'educated')",0.20357439,-0.061302163,0.30159104,0.31431165,0.4159993,0.3124808,0.1035185
0,-0.73325187,-0.8588081,"('unsociable', 'sociable')",0.038034648,-0.08878041,-0.2533776,-0.45194831,-0.3161983,-0.4665123,0.150314
45,-0.71338236,-0.65321326,"('incompetent', 'competent')",-0.48282534,-0.7423298,0.5415518,0.24099816,-0.2182186,-0.3848483,0.1666297
48,0.68531346,0.4998547,"('unintelligent', 'intelligent')",-0.17224683,-0.35484862,0.5512994,0.3553885,0.3547887,0.1667982,0.1879905
3,-0.6585982,-0.609672,"('repellent', 'pleasant')",0.12718515,0.084898345,0.48111024,0.41540688,-0.0167676,-0.0364556,0.019688
80,0.6402001,0.5511558,"('dominated', 'dominating')",-0.07156134,-0.36943322,-0.2713204,-0.32123333,0.0991061,-0.0465036,0.1456097
60,0.63386405,0.34068692,"('inefficient', 'efficient')",0.43748516,0.1807256,0.48882928,0.16529547,0.5200595,0.2289027,0.2911568
74,0.623471,0.64615744,"('undedicated', 'dedicated')",0.8856359,0.86190593,0.4045707,0.36296576,0.6378925,0.6236764,0.0142161
4,-0.6066727,-0.35371473,"('disliked', 'liked')",-0.02078743,-0.07610256,-6.015259,-5.8509827,-2.2142396,-2.0936,-0.1206396
72,0.5754419,0.55824316,"('unambitious', 'ambitious')",0.9293335,0.83437395,-0.32398793,-0.44292238,0.3935958,0.3165649,0.0770309
25,-0.5753624,-0.45406598,"('egoistic', 'altruistic')",0.06573248,0.19365925,0.81688875,1.1335163,0.1024196,0.2910365,-0.1886169
21,0.5697517,0.36476624,"('immoral', 'moral')",0.3333378,0.22448978,-0.7018035,-0.89537376,0.0670953,-0.1020392,0.1691345
2,0.5640265,0.4867673,"('unlikable', 'likable')",2.5507615,2.547114,0.5228852,0.5930711,1.2125578,1.2089841,0.0035737
11,0.5637005,0.32916397,"('unhelpful', 'helpful')",0.58573663,0.248201,1.9703935,1.4920347,1.0399435,0.6897999,0.3501436
65,0.54831785,0.34123993,"('insecure', 'secure')",0.11651595,-0.080321394,0.55897415,0.4616524,0.407936,0.240857,0.167079
34,-0.5386033,-0.82211083,"('mean', 'honorable')",0.41588867,0.38547188,5.8530498,5.562401,1.9101117,1.7085873,0.2015244
8,-0.49917957,-0.26653716,"('unaffectionate', 'affectionate')",-0.55064464,-0.3884214,0.41032305,0.5267406,-0.2131671,-0.0427393,-0.1704278
66,0.49691775,0.69406176,"('inactive', 'active')",1.733001,1.9357373,1.0372443,1.328639,1.0890543,1.3194793,-0.230425
79,0.49246672,0.6068653,"('wavering', 'unwavering')",0.34515256,0.46619847,-0.2021985,-0.113492094,0.2118069,0.3198572,-0.1080503
28,0.49015146,0.5815027,"('disloyal', 'loyal')",-0.23740077,-0.285926,1.2493529,1.2314897,0.5007012,0.5090221,-0.0083209
41,-0.48132458,-0.13032721,"('unforgiving', 'forgiving')",0.5211986,0.5671032,0.06929682,0.080805406,0.0363903,0.1725271,-0.1361368
40,0.46530786,0.85694677,"('stingy', 'generous')",1.0919054,1.100673,-1.8502845,-1.6694853,-0.0976904,0.0960448,-0.1937352
88,0.4627714,0.41312438,"('low', 'eminent')",-0.42311385,-0.46488398,0.1936681,0.04315287,0.0777752,-0.0028689,0.0806441
5,-0.45859185,-0.37624714,"('distant', 'outgoing')",0.8873179,1.1007533,-0.49596056,-0.32826155,-0.0224115,0.1320815,-0.154493
63,0.4561415,0.21452036,"('unperceptive', 'insightful')",1.0925183,0.8562608,1.159621,0.784371,0.9027603,0.618384,0.2843763
84,0.45161262,0.41719592,"('inferior', 'superior')",0.43748257,0.42362732,0.5539015,0.54256105,0.4809989,0.4611281,0.0198708
85,-0.45032132,-0.09115515,"('insignificant', 'prestigious')",1.2554299,1.7012123,-0.11152833,0.10795335,0.2311934,0.5726701,-0.3414767
67,0.42146376,0.50793946,"('doubtful', 'determined')",-0.11444935,-0.053306308,-0.8975974,-0.914043,-0.196861,-0.1531366,-0.0437244
35,-0.41090503,-0.16026834,"('corrupt', 'incorrupt')",-0.90237546,-0.5978083,-0.7334852,-0.31197307,-0.6822553,-0.3566833,-0.325572
57,-0.39268565,-0.15979874,"('unimaginative', 'imaginative')",1.0665249,1.0460701,-1.750452,-1.7003242,-0.3588709,-0.2713509,-0.08752
6,-0.39003682,-0.15217018,"('distant', 'open')",0.30535066,0.63617724,0.06407323,0.26324287,-0.006871,0.2490833,-0.2559543
20,0.36028084,0.4819775,"('rough', 'thoughtful')",0.94328976,1.0151726,1.2859371,1.2767117,0.8631692,0.9246206,-0.0614514
71,0.34005034,0.2558943,"('diffident', 'self-confident')",1.1751665,1.3232092,0.15978335,-0.04324122,0.5583334,0.5119541,0.0463793
32,-0.33913213,-0.24227828,"('unkind', 'kind')",-0.026151631,-0.11282329,0.93126094,0.8601818,0.1886591,0.1683601,0.020299
17,-0.3103023,-0.18592201,"('nasty', 'nice')",0.15586258,0.12980239,-0.48610872,-0.50610083,-0.2135161,-0.1874068,-0.0261093
7,0.2961121,0.15144043,"('insensitive', 'sensitive')",0.306856,0.19378494,0.5497498,0.23697574,0.3842393,0.194067,0.1901723
86,-0.2886149,-0.3162997,"('uninfluential', 'influential')",-0.67323947,-0.8521347,-0.1025902,-0.18573397,-0.3548148,-0.4513895,0.0965747
75,-0.28333372,-0.19935755,"('meek', 'impulsive')",0.7185222,0.67744476,-0.94775313,-0.9746483,-0.1708549,-0.1655204,-0.0053345
10,0.25522962,0.38570616,"('unsympathetic', 'sympathetic')",-0.3229113,-0.45258862,0.2583147,0.09205919,0.0635443,0.0083922,0.0551521
26,0.2504928,0.74299896,"('hardhearted', 'benevolent')",1.5292202,1.8507699,1.9140606,2.1432364,1.2312579,1.5790017,-0.3477438
38,0.2443392,0.26022446,"('untruthful', 'truthful')",0.552589,0.5576889,0.37831235,0.18775006,0.3917468,0.3352211,0.0565257
46,-0.22591622,-0.49668318,"('uncompetitive', 'competitive')",0.75802153,0.3722723,-0.19972134,-0.43238375,0.1107947,-0.1855982,0.2963929
44,0.21970364,0.07653653,"('prejudiced', 'unprejudiced')",-0.17685986,-0.28753138,-1.3697388,-1.433385,-0.4422983,-0.5481266,0.1058283
27,0.21648167,0.4347901,"('hardhearted', 'softhearted')",0.18012512,0.30972776,0.84270585,0.91553533,0.4131042,0.5533511,-0.1402469
55,-0.21276194,-0.23717779,"('incompetent', 'clever')",-0.024330467,-0.26262873,0.90836287,0.7922946,0.2237568,0.097496,0.1262608
59,-0.20105858,0.07304263,"('foolish', 'wise')",0.7809287,0.9471711,0.13004673,0.16265258,0.2366389,0.3942888,-0.1576499
62,0.1924652,-0.015654065,"('incompetent', 'brilliant')",1.0463786,0.7013834,0.5657856,0.121633045,0.6015431,0.2691208,0.3324223
69,-0.17650014,-0.22602084,"('lazy', 'industrious')",1.4674438,1.6383761,-0.5737931,-0.4738089,0.2390502,0.3128488,-0.0737986
61,0.14139324,0.021204421,"('illogical', 'logical')",1.0609505,1.0175467,0.485188,0.42671993,0.5625106,0.4884903,0.0740203
9,0.1413156,0.33889663,"('unaffectionate', 'caring')",0.53816885,0.6713202,0.69928193,0.7271024,0.4595888,0.5791064,-0.1195176
50,0.14078797,0.22828779,"('clumsy', 'skillful')",0.67135143,0.5969871,-0.30798018,-0.43193078,0.1680531,0.1311147,0.0369384
30,0.12750469,0.15563905,"('intolerant', 'tolerant')",0.5711609,0.5339134,1.2492113,0.97788227,0.6492923,0.5558116,0.0934807
22,-0.12628143,-0.18999326,"('untrustworthy', 'trustworthy')",-0.6310501,-0.7721707,-0.49338162,-0.51777434,-0.4169044,-0.4933128,0.0764084
23,0.11596169,-0.033630133,"('insincere', 'sincere')",0.5886026,0.43599865,6.0062003,5.541018,2.2369215,1.9811289,0.2557926
13,-0.11462501,-0.41067088,"('impolite', 'polite')",-0.09942451,-0.29066873,-0.08442156,-0.35229477,-0.0994904,-0.3512115,0.2517211
15,0.096044905,0.34292787,"('boring', 'funny')",0.09770042,0.2607995,0.08172245,0.2628166,0.0918226,0.288848,-0.1970254
19,0.084586576,0.29887328,"('inhospitable', 'hospitable')",-0.75387704,-0.5616784,-0.8808007,-0.6673131,-0.5166971,-0.3100394,-0.2066577
14,-0.0753727,0.036168076,"('antisocial', 'social')",1.1471326,1.1310822,-0.062931955,-0.21784413,0.336276,0.3164687,0.0198073
37,-0.05129455,0.15822628,"('fake', 'genuine')",-1.6531345,-1.5942293,0.109127805,0.23688857,-0.5317671,-0.3997049,-0.1320622
68,0.03032754,-0.11268035,"('dependent', 'independent')",-1.4740416,-1.4806352,-0.72371554,-0.75021565,-0.7224765,-0.781177,0.0587005
54,0.027963728,-0.07144406,"('incapable', 'capable')",1.1746694,1.22315,0.9172632,0.7970441,0.7066321,0.6495833,0.0570488
87,-0.015016757,-0.18869096,"('unsuccessful', 'successful')",1.352888,1.1671731,1.0882515,1.0409331,0.8087076,0.6731385,0.1355691
83,0.0103897825,0.12754111,"('powerless', 'powerful')",1.5726619,1.5148414,-1.053647,-1.1376189,0.1764682,0.1682545,0.0082137
33,-0.010110154,0.14319444,"('wrong', 'right')",0.98448294,1.1635268,-0.9029044,-0.7466971,0.0238228,0.1866747,-0.1628519
58,0.002097413,0.10131335,"('undiscriminating', 'discriminating')",1.2972912,1.3285813,0.59984845,0.5755399,0.633079,0.6684782,-0.0353992
