,abbott_male,abbott_female,tuple,laboratories_male,laboratories_female,average_male,average_female,male-female
0,-0.8944203,-1.0179056,"('unsociable', 'sociable')",-0.11692354,-0.031004667,-0.5056719,-0.5244551,0.0187832
17,-0.8910233,-0.91712326,"('nasty', 'nice')",-0.4349155,-0.5808262,-0.6629694,-0.7489747,0.0860053
19,0.887546,0.7499322,"('inhospitable', 'hospitable')",-0.072846696,-0.22267592,0.4073496,0.2636282,0.1437214
4,0.87008905,0.542871,"('disliked', 'liked')",-4.980844,-5.0798483,-2.0553775,-2.2684886,0.2131111
56,-0.8588155,-0.6526187,"('impractical', 'practical')",-0.35102487,-0.016209736,-0.6049201,-0.3344142,-0.2705059
44,-0.8443684,-0.62782824,"('prejudiced', 'unprejudiced')",-2.0588975,-2.0208676,-1.451633,-1.324348,-0.127285
32,0.8186488,0.85953534,"('unkind', 'kind')",1.0912697,1.2274761,0.9549593,1.0435057,-0.0885464
48,-0.8000746,-0.8060789,"('unintelligent', 'intelligent')",1.0755402,1.141571,0.1377328,0.1677461,-0.0300133
7,-0.78994834,-0.6372916,"('insensitive', 'sensitive')",0.015494615,0.17383334,-0.3872269,-0.2317291,-0.1554978
11,-0.76343787,-0.5256703,"('unhelpful', 'helpful')",1.6526569,1.9540129,0.4446095,0.7141713,-0.2695618
50,-0.7572512,-0.84978294,"('clumsy', 'skillful')",-0.29190493,-0.3877634,-0.5245781,-0.6187732,0.0941951
87,-0.7080225,-0.61446637,"('unsuccessful', 'successful')",-0.028924545,-0.10952976,-0.3684735,-0.3619981,-0.0064754
77,-0.7045809,-0.7399123,"('unmotivated', 'motivated')",-0.66925865,-0.63757896,-0.6869198,-0.6887456,0.0018258
24,0.6376494,0.8783936,"('dishonest', 'honest')",-0.008045625,0.26024687,0.3148019,0.5693202,-0.2545183
31,0.62311375,0.12329452,"('evil', 'good')",0.051684834,-0.29879528,0.3373993,-0.0877504,0.4251497
27,0.615286,0.67361975,"('hardhearted', 'softhearted')",0.6835093,0.6084182,0.6493976,0.641019,0.0083786
88,0.580942,0.71789485,"('low', 'eminent')",0.4948398,0.53836554,0.5378909,0.6281302,-0.0902393
2,0.5800729,0.73864996,"('unlikable', 'likable')",0.10314849,0.28767264,0.3416107,0.5131613,-0.1715506
66,0.57414925,0.566753,"('inactive', 'active')",0.18439409,0.08353223,0.3792717,0.3251426,0.0541291
47,-0.5639445,-0.3502819,"('stupid', 'smart')",4.0459456,4.0970902,1.7410005,1.8734041,-0.1324036
84,0.5499227,0.46017843,"('inferior', 'superior')",0.8329892,0.94495016,0.691456,0.7025643,-0.0111083
75,-0.5418927,-0.47761893,"('meek', 'impulsive')",-0.64339596,-0.744939,-0.5926443,-0.611279,0.0186347
51,0.53253347,0.60788894,"('uneducated', 'educated')",1.0374105,1.0735381,0.784972,0.8407135,-0.0557415
49,-0.52487075,-0.54145116,"('unable', 'able')",0.081967995,-0.02514556,-0.2214514,-0.2832984,0.061847
82,-0.47786254,-0.3734774,"('poor', 'rich')",5.2894597,5.228556,2.4057987,2.4275393,-0.0217406
37,-0.47243795,-0.30067855,"('fake', 'genuine')",-0.45236543,-0.4420418,-0.4624017,-0.3713602,-0.0910415
14,-0.470728,-0.47253647,"('antisocial', 'social')",-0.4801049,-0.33257052,-0.4754165,-0.4025535,-0.072863
29,-0.42288956,-0.72923636,"('unfair', 'fair')",-0.24369857,-0.41128862,-0.3332941,-0.5702625,0.2369684
52,0.4062914,-0.018353703,"('irrational', 'rational')",0.193268,-0.18389371,0.2997797,-0.1011237,0.4009034
83,0.38729295,0.37108192,"('powerless', 'powerful')",0.16887888,0.35852426,0.2780859,0.3648031,-0.0867172
74,0.37323907,0.274958,"('undedicated', 'dedicated')",-0.6541842,-0.40658745,-0.1404726,-0.0658147,-0.0746579
34,0.34698227,0.43219697,"('mean', 'honorable')",4.447392,4.4414444,2.3971872,2.4368207,-0.0396335
58,0.340962,0.0022163289,"('undiscriminating', 'discriminating')",0.57278967,0.54998374,0.4568758,0.2761,0.1807758
86,0.29465213,0.13972907,"('uninfluential', 'influential')",0.8720364,0.9198872,0.5833443,0.5298081,0.0535362
12,0.2923437,0.2099039,"('unsupportive', 'supportive')",-0.68643814,-0.631074,-0.1970472,-0.2105851,0.0135379
16,0.26131445,0.08120947,"('unpopular', 'popular')",1.1029047,0.9577607,0.6821096,0.5194851,0.1626245
15,-0.25061464,-0.3977381,"('boring', 'funny')",0.097010404,-0.0051888227,-0.0768021,-0.2014635,0.1246614
72,0.22715764,0.49267828,"('unambitious', 'ambitious')",-0.17676951,0.052147202,0.0251941,0.2724127,-0.2472186
53,-0.22035006,-0.29577652,"('uncreative', 'creative')",0.8069466,0.8108348,0.2932982,0.2575291,0.0357691
23,-0.20421505,-0.022154003,"('insincere', 'sincere')",4.67466,4.6272945,2.2352226,2.3025703,-0.0673477
73,-0.19764149,-0.009586275,"('helpless', 'self-reliant')",-3.8591547,-3.7984447,-2.028398,-1.9040155,-0.1243825
28,0.19161524,0.039426003,"('disloyal', 'loyal')",0.590979,0.6422453,0.3912971,0.3408357,0.0504614
63,-0.18150258,-0.16762821,"('unperceptive', 'insightful')",1.0563536,1.1812391,0.4374255,0.5068055,-0.06938
40,0.18111579,0.16234045,"('stingy', 'generous')",-0.76318693,-0.8030766,-0.2910356,-0.3203681,0.0293325
39,0.17743105,0.4618949,"('exploitative', 'cooperative')",-0.656792,-0.40173227,-0.2396805,0.0300813,-0.2697618
20,0.17064247,0.19576749,"('rough', 'thoughtful')",1.290764,1.268992,0.7307032,0.7323797,-0.0016765
68,-0.16306865,9.336695e-05,"('dependent', 'independent')",-0.31880364,-0.3644221,-0.2409361,-0.1821644,-0.0587717
61,0.15095839,0.108943954,"('illogical', 'logical')",0.7679887,0.87328255,0.4594736,0.4911132,-0.0316396
67,-0.13622427,0.20330316,"('doubtful', 'determined')",-1.2130122,-0.863563,-0.6746182,-0.3301299,-0.3444883
54,-0.028831743,-0.013998605,"('incapable', 'capable')",0.8392279,0.74522465,0.4051981,0.365613,0.0395851
