,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
7,0.89883006,1.0385143,"('insensitive', 'sensitive')",1.2687658,1.2656614,0.6854879,0.5630808,1.1805999,1.1244015,1.0084209,0.9979144,0.0105065
38,-0.89816785,-1.0044025,"('untruthful', 'truthful')",-0.08666085,-0.13650256,-0.9695396,-0.9644515,-0.3554263,-0.13051052,-0.5774487,-0.5589668,-0.0184819
66,-0.87689716,-1.1116142,"('inactive', 'active')",0.05428265,-0.15516135,0.69729173,0.50410837,0.88087344,0.65554404,0.1888877,-0.0267808,0.2156685
73,0.8608294,0.9926945,"('helpless', 'self-reliant')",0.9038372,0.6008694,-0.5072989,-0.45954427,-3.342211,-3.2002995,-0.5212108,-0.51657,-0.0046408
4,-0.8607766,-1.1248499,"('disliked', 'liked')",1.0409662,1.1335288,-0.38955152,-0.1275112,-6.3969173,-6.675302,-1.6515698,-1.6985335,0.0469637
58,-0.8117603,-0.9192045,"('undiscriminating', 'discriminating')",0.24971654,-0.09664959,0.60921466,0.5559084,0.25131214,-0.07614915,0.0746208,-0.1340237,0.2086445
86,0.7893318,0.48399353,"('uninfluential', 'influential')",0.910225,0.72541016,0.31936085,0.062143967,-0.13977937,-0.43421382,0.4697846,0.2093335,0.2604511
27,0.7870598,0.48269266,"('hardhearted', 'softhearted')",1.0269926,0.93809223,0.2819632,-0.48785433,1.62492,1.2381705,0.9302338,0.5427753,0.3874585
74,0.7474059,0.940998,"('undedicated', 'dedicated')",0.07817183,0.2733563,1.1036754,1.2175295,0.29357958,0.20306535,0.5557082,0.6587373,-0.1030291
23,0.74423385,0.9589936,"('insincere', 'sincere')",0.75473183,0.84309983,0.61625296,0.6234228,5.6609707,6.167383,1.9440473,2.1482248,-0.2041775
84,0.72577626,0.7163311,"('inferior', 'superior')",-0.35694805,-0.38788262,0.37188148,0.4679452,0.69501877,0.5924967,0.3589321,0.3472226,0.0117095
45,-0.7239796,-0.81391716,"('incompetent', 'competent')",0.84960777,1.1928624,0.024292476,0.2811514,-0.6175793,-0.5562826,-0.1169147,0.0259535,-0.1428682
56,0.7034921,1.038828,"('impractical', 'practical')",1.1564419,1.7094091,0.23197077,0.9383424,-0.54352266,-0.0061859675,0.3870956,0.9200984,-0.5330028
83,-0.6842291,-0.7747312,"('powerless', 'powerful')",0.9494916,1.1013681,-0.672352,-0.45573795,-1.2788945,-1.3627937,-0.421496,-0.3729737,-0.0485223
31,-0.6216498,-1.0412539,"('evil', 'good')",-1.6081533,-2.0393424,-1.3610377,-1.6704589,-0.81156904,-1.1110964,-1.1006025,-1.4655379,0.3649354
64,-0.6210326,-0.6577755,"('shy', 'confident')",0.8205508,0.81285864,1.0982192,1.3574102,-6.459722,-6.432188,-1.2904961,-1.2299237,-0.0605724
30,0.6169441,0.48830512,"('intolerant', 'tolerant')",1.3599355,1.4340618,0.29053336,0.47224388,1.0543368,1.2393391,0.8304374,0.9084874,-0.07805
65,0.564916,0.780105,"('insecure', 'secure')",0.14420143,0.14158842,0.98557013,1.0972891,-0.25754976,0.0074471002,0.3592845,0.5066074,-0.1473229
22,-0.55801255,-0.72175896,"('untrustworthy', 'trustworthy')",0.48559213,0.22146502,1.2783705,1.260908,-0.7108782,-0.5798671,0.123768,0.0451867,0.0785813
42,-0.55614084,-0.685078,"('unreliable', 'reliable')",1.2751364,1.2261696,0.9332756,1.1560488,-2.8999484,-2.739914,-0.3119193,-0.2606934,-0.0512259
50,-0.5289808,-0.4651478,"('clumsy', 'skillful')",0.3688548,0.5542358,0.07580654,-0.08347055,-0.0059446506,-0.0014833547,-0.022566,0.0010335,-0.0235995
8,0.5239589,0.33402944,"('unaffectionate', 'affectionate')",0.096422,-0.023000017,0.24389069,-0.08837955,0.77873385,0.7115033,0.4107514,0.2335383,0.1772131
55,0.5195846,0.63727087,"('incompetent', 'clever')",0.18244258,0.35912952,0.7799271,0.86911166,-0.18575865,-0.11872578,0.3240489,0.4366966,-0.1126477
0,-0.5071813,-0.6895257,"('unsociable', 'sociable')",0.3301437,0.25213152,0.6684001,0.5311674,-0.54488325,-0.5822329,-0.0133802,-0.1221149,0.1087347
9,0.50005317,0.23190421,"('unaffectionate', 'caring')",0.19321644,0.028800443,0.09137739,-0.28161642,1.1846454,1.1752393,0.4923231,0.2885819,0.2037412
35,-0.49619508,-0.71433294,"('corrupt', 'incorrupt')",-2.0026631,-2.3720126,-1.6279267,-1.7400383,-0.035886653,-0.38190606,-1.0406679,-1.3020725,0.2614046
33,0.4879773,0.015164301,"('wrong', 'right')",0.21636248,-0.13013506,-0.30876905,-0.7078145,-0.45815316,-0.7643648,-0.0156456,-0.3967875,0.3811419
53,-0.47616568,-0.26311755,"('uncreative', 'creative')",-0.06825089,-0.015693761,-0.06146106,-0.098536655,1.2249786,1.0140778,0.1547752,0.1591825,-0.0044073
3,0.4679441,0.5873487,"('repellent', 'pleasant')",0.33117366,0.45781115,0.9753331,0.84107286,0.5205467,0.49064457,0.5737494,0.5942193,-0.0204699
78,-0.4643859,-0.5007327,"('nonresilient', 'resilient')",0.5265323,0.82112813,0.99403167,0.90378976,0.3089877,0.114515424,0.3412915,0.3346752,0.0066163
54,0.41803187,0.33685026,"('incapable', 'capable')",1.188185,1.0668597,-0.19535944,-0.2206548,0.7626373,1.134593,0.5433737,0.579412,-0.0360383
13,-0.382895,-0.30084905,"('impolite', 'polite')",1.1603816,1.2710296,0.35028917,0.25190586,-0.12231204,0.15619317,0.2513659,0.3445699,-0.093204
41,-0.38287053,-0.68293756,"('unforgiving', 'forgiving')",-0.46211088,-0.6363073,1.0444356,1.1412044,0.40693778,0.29585662,0.151598,0.029454,0.122144
79,-0.37398443,-0.6623219,"('wavering', 'unwavering')",0.030098237,-0.022089776,-1.6358514,-1.7328428,-0.2672956,-0.29176775,-0.5617583,-0.6772556,0.1154973
61,0.36809865,0.056821108,"('illogical', 'logical')",0.28861502,0.17836776,-0.27544677,-0.46578214,0.13016175,0.059441227,0.1278572,-0.042788,0.1706452
21,0.35697135,0.3576807,"('immoral', 'moral')",2.195666,2.3207328,0.4422261,0.47118315,-0.83938414,-0.6114779,0.5388699,0.6345297,-0.0956598
29,-0.33903858,-0.61858094,"('unfair', 'fair')",-1.4796684,-1.6745663,-0.4219733,-0.4800902,-0.29798332,-0.3323186,-0.6346659,-0.7763889,0.141723
81,-0.32971054,-0.07003789,"('submissive', 'aggressive')",1.2037822,1.6037064,1.3569059,1.839655,-0.9278128,-0.6097358,0.3257912,0.6908969,-0.3651057
75,-0.32070464,-0.20763448,"('meek', 'impulsive')",-0.6221653,-0.5056664,-1.3213366,-1.0176542,-0.6792525,-0.5099364,-0.7358648,-0.5602229,-0.1756419
18,0.30445158,0.32159388,"('disagreeable', 'welcoming')",-0.2943619,-0.5861652,-0.27334464,-0.39827406,-0.22838461,-0.27571428,-0.1229099,-0.2346399,0.11173
1,0.3033354,-0.23439603,"('unfriendly', 'friendly')",-0.35278565,-0.9535357,0.12671128,-0.3990404,1.9058735,1.501854,0.4957836,-0.0212795,0.5170631
46,-0.29428437,0.07893165,"('uncompetitive', 'competitive')",0.49451023,0.93659973,1.2358907,1.5098071,-0.57429963,-0.57699215,0.2154542,0.4870866,-0.2716324
82,-0.2824027,0.03123933,"('poor', 'rich')",0.03241826,0.35155532,-0.41682205,-0.04373975,5.7473288,6.2139134,1.2701306,1.6382421,-0.3681115
2,-0.27193418,-0.16007602,"('unlikable', 'likable')",0.23701298,0.2058698,1.2300452,1.4010953,0.2989913,0.57128334,0.3735288,0.5045431,-0.1310143
57,0.23374513,0.2649396,"('unimaginative', 'imaginative')",0.53692186,0.7622456,-0.3809804,-0.022653231,-2.226125,-2.4193285,-0.4591096,-0.3536991,-0.1054105
24,0.19648111,-0.05730466,"('dishonest', 'honest')",0.43284333,0.07740415,-0.2430746,-0.57525295,0.5074393,0.56459314,0.2234223,0.0023599,0.2210624
10,-0.19592682,-0.24799404,"('unsympathetic', 'sympathetic')",0.60694456,0.5714926,-0.07349493,-0.22320163,-0.28296953,-0.32415184,0.0136383,-0.0559637,0.069602
87,-0.194269,-0.2665824,"('unsuccessful', 'successful')",0.247299,0.20330147,1.3997623,1.5726622,0.4808,0.60165286,0.4833981,0.5277585,-0.0443604
88,0.1775374,0.13835001,"('low', 'eminent')",0.546074,0.52318484,-0.817637,-0.6054745,0.009606589,0.0369853,-0.0211048,0.0232614,-0.0443662
85,-0.15044552,-0.7327988,"('insignificant', 'prestigious')",0.2821109,-0.25975502,-0.52530617,-0.8627273,0.3888293,0.02782739,-0.0012029,-0.4568634,0.4556605
28,-0.14804198,-0.35721105,"('disloyal', 'loyal')",-0.18276843,-0.2148099,0.046618454,0.08351014,1.0278797,0.9867349,0.1859219,0.124556,0.0613659
32,-0.1436776,-0.1568022,"('unkind', 'kind')",-0.20463143,-0.17091474,1.1970726,1.0056794,0.978346,1.1150542,0.4567774,0.4482542,0.0085232
43,-0.1430532,0.068474576,"('irresponsible', 'responsible')",1.3864094,1.7740695,0.520272,0.7406402,0.38165691,0.84212446,0.5363213,0.8563272,-0.3200059
52,0.14251074,-0.55021274,"('irrational', 'rational')",0.091512874,-0.3846364,-0.9845741,-1.4104867,-0.0025288947,-0.26711535,-0.1882698,-0.6531128,0.464843
60,0.14248604,0.58516383,"('inefficient', 'efficient')",1.5477026,2.0208135,1.1523502,1.3020179,-0.3593616,0.15512922,0.6207943,1.0157812,-0.3949869
76,0.123790845,0.410282,"('anxious', 'daring')",-0.39821458,-0.29403722,0.40018326,0.76628673,-0.068348646,0.26761872,0.0143527,0.2875376,-0.2731849
11,0.109009385,0.2761248,"('unhelpful', 'helpful')",0.38308072,0.75145644,0.22010209,0.4948635,1.592831,2.007529,0.5762558,0.8824934,-0.3062376
34,0.102577955,0.2881296,"('mean', 'honorable')",0.8470728,0.95747685,-0.15989175,-0.17823184,5.8860564,6.0537066,1.6689539,1.7802703,-0.1113164
63,-0.09436028,-0.1206405,"('unperceptive', 'insightful')",1.9086953,1.9953465,1.6132213,1.6124412,0.79543805,0.8421934,1.0557487,1.0823352,-0.0265865
14,-0.070553035,0.034492414,"('antisocial', 'social')",1.4237196,1.715786,1.4966074,2.0117345,-0.29554704,0.035078827,0.6385567,0.9492729,-0.3107162
25,-0.06068158,-0.25373808,"('egoistic', 'altruistic')",0.06993745,-0.17784709,0.15746449,-0.045455642,1.8308215,1.4811089,0.4993855,0.251017,0.2483685
70,0.053640515,0.1262188,"('lethargic', 'energetic')",1.587324,1.7684327,0.8074118,0.9703648,0.7980426,0.98080635,0.8116047,0.9614557,-0.149851
15,-0.051936604,-0.35447752,"('boring', 'funny')",-0.15426952,-0.05724471,-0.9329637,-0.9745484,0.34923324,0.40904692,-0.1974841,-0.2443059,0.0468218
67,-0.048827436,0.12508877,"('doubtful', 'determined')",0.58611345,1.001828,0.74702156,1.153476,-0.9689699,-0.45273072,0.0788344,0.4569155,-0.3780811
20,0.044886317,0.039959535,"('rough', 'thoughtful')",0.038095888,0.0669929,0.69221413,0.7053413,1.0888875,0.82368916,0.4660209,0.4089957,0.0570252
68,-0.04086681,0.010248122,"('dependent', 'independent')",0.14659418,0.09895058,-0.40364876,-0.65160877,-0.8338062,-0.95290166,-0.2829319,-0.3738279,0.090896
51,-0.034261823,-0.19069682,"('uneducated', 'educated')",1.6590029,1.5851009,0.83852243,0.75613356,0.47176877,0.38822785,0.7337581,0.6346914,0.0990667
40,-0.023124147,-0.21267043,"('stingy', 'generous')",0.17704338,-0.14397196,0.43504202,0.21689105,-1.35298,-1.8153942,-0.1910047,-0.4887864,0.2977817
59,0.022639284,-0.1990583,"('foolish', 'wise')",1.0014662,0.94737726,-0.7365534,-0.8663167,0.054043636,0.22130634,0.0853989,0.0258272,0.0595717
77,-0.022120833,-0.05140274,"('unmotivated', 'motivated')",1.3559124,1.573023,0.35948142,0.35790274,-1.2621238,-1.270733,0.1077873,0.1521975,-0.0444102
71,-0.021381535,-0.10211897,"('diffident', 'self-confident')",0.50463665,0.52084744,0.11888614,-0.0434255,0.22052245,0.32834476,0.2056659,0.1759119,0.029754
80,0.016614519,0.12579848,"('dominated', 'dominating')",0.58556336,0.6805686,1.4125184,1.6149354,-1.2905216,-1.1333646,0.1810436,0.3219844,-0.1409408
37,-0.010865755,-0.10002692,"('fake', 'genuine')",0.3406197,0.13273548,0.2217728,-0.12158306,0.4396567,0.4482696,0.2477959,0.0898488,0.1579471
49,0.00043823943,0.32080376,"('unable', 'able')",1.155354,1.7753743,-0.7104773,-0.34068012,-0.58625376,-0.025164451,-0.0352347,0.4325834,-0.4678181
