,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
0,-2.004559,-1.6688243,"('unsociable', 'sociable')",0.8949021,0.84031546,-0.031729788,-0.15419465,-0.3804622,-0.3275678,-0.0528944
13,-1.8347319,-1.6206905,"('impolite', 'polite')",0.7023542,0.7502383,-0.19083914,-0.08422692,-0.4410723,-0.3182264,-0.1228459
10,-1.8177868,-1.6777471,"('unsympathetic', 'sympathetic')",-0.019494507,0.015234634,-0.1145014,-0.32572374,-0.6505942,-0.6627454,0.0121512
43,-1.6999987,-1.3619378,"('irresponsible', 'responsible')",0.33567023,0.51160944,0.40577275,0.6029363,-0.3195186,-0.082464,-0.2370546
28,-1.6218328,-1.4749563,"('disloyal', 'loyal')",0.74618834,0.5923995,0.91666764,0.6802826,0.0136744,-0.0674247,0.0810991
45,-1.5702373,-1.2304224,"('incompetent', 'competent')",0.7285843,0.61454296,0.09833131,-0.005606428,-0.2477739,-0.2071619,-0.040612
61,-1.5342618,-1.2928426,"('illogical', 'logical')",0.87836003,0.8862016,0.52514166,0.22562581,-0.0435867,-0.0603384,0.0167517
86,-1.4947104,-1.3891615,"('uninfluential', 'influential')",0.45771295,0.36703983,-0.12440957,-0.46182308,-0.3871357,-0.4946483,0.1075126
21,-1.4792794,-1.1083257,"('immoral', 'moral')",1.5991582,1.7285852,0.07145298,-0.027972527,0.0637772,0.197429,-0.1336518
60,-1.4261463,-1.3381654,"('inefficient', 'efficient')",1.1129653,1.1472211,0.32442752,0.28419903,0.0037489,0.0310849,-0.027336
69,1.4031768,0.99983734,"('lazy', 'industrious')",0.59391654,0.18859737,-1.0155365,-1.1251065,0.3271856,0.0211094,0.3060762
56,-1.351397,-1.0373403,"('impractical', 'practical')",1.1066353,1.5090115,-0.41762018,-0.026239146,-0.220794,0.1484774,-0.3692714
46,-1.3430961,-1.2957354,"('uncompetitive', 'competitive')",0.84734225,0.8796971,-0.22401522,-0.4013621,-0.239923,-0.2724668,0.0325438
57,-1.2892424,-0.78083086,"('unimaginative', 'imaginative')",-0.010923114,0.11161435,-2.9483755,-2.9297945,-1.4161803,-1.1996703,-0.21651
63,-1.2206806,-1.3302593,"('unperceptive', 'insightful')",1.2030243,0.8509176,0.6417677,0.19939914,0.2080371,-0.0933142,0.3013513
14,-1.2077796,-0.9073126,"('antisocial', 'social')",1.7544062,1.9898721,0.34307623,0.4735911,0.2965676,0.5187169,-0.2221493
11,-1.1998637,-0.8391504,"('unhelpful', 'helpful')",0.7942996,0.963488,2.1539273,2.2755768,0.5827878,0.7999714,-0.2171836
77,-1.1784621,-1.5440747,"('unmotivated', 'motivated')",0.49953842,0.18342906,-0.88002014,-1.2330976,-0.519648,-0.864581,0.344933
23,-1.1609559,-0.97621477,"('insincere', 'sincere')",0.9868612,0.873244,5.983991,5.8950787,1.9366322,1.9307027,0.0059295
