,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-2.0415976,-2.4744475,"('unfriendly', 'friendly')",1.2989457,0.953133,-0.371326,-0.7606573,0.3893313
86,-1.979021,-2.2064116,"('uninfluential', 'influential')",-0.5260103,-0.56141603,-1.2525156,-1.3839138,0.1313982
53,-1.7840328,-1.8874322,"('uncreative', 'creative')",0.22675866,0.058717668,-0.7786371,-0.9143573,0.1357202
9,-1.479231,-1.7294896,"('unaffectionate', 'caring')",0.9804409,0.84903896,-0.249395,-0.4402253,0.1908303
8,-1.3041062,-1.5037861,"('unaffectionate', 'affectionate')",0.6889218,0.49244946,-0.3075922,-0.5056683,0.1980761
44,1.2599374,1.1912972,"('prejudiced', 'unprejudiced')",-1.3081603,-1.4379703,-0.0241114,-0.1233366,0.0992252
10,-1.2460545,-1.4438828,"('unsympathetic', 'sympathetic')",-0.35203713,-0.33119124,-0.7990458,-0.887537,0.0884912
77,-1.166529,-1.2494354,"('unmotivated', 'motivated')",-1.3282219,-1.111408,-1.2473755,-1.1804217,-0.0669538
0,-1.1617785,-1.3312742,"('unsociable', 'sociable')",-0.015195115,-0.13115257,-0.5884868,-0.7312133,0.1427265
6,-1.1396253,-1.1982026,"('distant', 'open')",-0.54778486,-0.62525815,-0.8437051,-0.9117304,0.0680253
23,-1.0843163,-1.1636668,"('insincere', 'sincere')",5.3022227,5.464917,2.1089532,2.1506252,-0.041672
69,1.0508358,1.0798818,"('lazy', 'industrious')",-0.59062374,-0.6079798,0.2301061,0.235951,-0.0058449
19,-1.03222,-0.79175884,"('inhospitable', 'hospitable')",-0.6675794,-0.56128967,-0.8498997,-0.6765243,-0.1733754
54,-0.9908911,-0.8409227,"('incapable', 'capable')",0.59216946,0.69158214,-0.1993608,-0.0746703,-0.1246905
51,-0.9767488,-0.7826842,"('uneducated', 'educated')",-0.15542117,-0.13316324,-0.566085,-0.4579237,-0.1081613
46,-0.96456033,-1.0870554,"('uncompetitive', 'competitive')",-0.9271047,-0.8934659,-0.9458325,-0.9902607,0.0444282
36,-0.96118426,-1.1289973,"('hostile', 'amicable')",-0.13092402,-0.34034273,-0.5460541,-0.73467,0.1886159
24,-0.91621053,-1.0111544,"('dishonest', 'honest')",0.17485869,0.23816952,-0.3706759,-0.3864924,0.0158165
72,-0.8663655,-0.6865302,"('unambitious', 'ambitious')",-0.6363376,-0.49188766,-0.7513515,-0.5892089,-0.1621426
82,-0.865862,-0.6906862,"('poor', 'rich')",5.8707757,6.024699,2.5024569,2.6670065,-0.1645496
28,-0.8605888,-1.3677034,"('disloyal', 'loyal')",0.9281716,0.7151606,0.0337914,-0.3262714,0.3600628
73,0.84738535,0.8326673,"('helpless', 'self-reliant')",-3.041079,-3.0380585,-1.0968468,-1.1026956,0.0058488
38,-0.8312116,-0.7673884,"('untruthful', 'truthful')",-0.6968212,-0.5700491,-0.7640164,-0.6687188,-0.0952976
84,0.82906264,0.70250326,"('inferior', 'superior')",1.0525714,1.0915017,0.940817,0.8970025,0.0438145
61,-0.8286285,-0.97521675,"('illogical', 'logical')",0.48789516,0.2549703,-0.1703667,-0.3601232,0.1897565
18,-0.75663626,-0.6787162,"('disagreeable', 'welcoming')",-0.5067667,-0.5831325,-0.6317015,-0.6309243,-0.0007772
63,-0.7553927,-0.714628,"('unperceptive', 'insightful')",0.38434517,0.53908795,-0.1855237,-0.08777,-0.0977537
57,-0.7398411,-1.1402725,"('unimaginative', 'imaginative')",-2.767569,-3.0277877,-1.753705,-2.0840302,0.3303252
67,0.713231,1.008892,"('doubtful', 'determined')",-0.658949,-0.48233673,0.027141,0.2632776,-0.2361366
13,-0.70754796,-0.41713694,"('impolite', 'polite')",-1.0077145,-0.89961153,-0.8576312,-0.6583742,-0.199257
5,-0.70602834,-0.6577193,"('distant', 'outgoing')",-0.7334395,-0.77166563,-0.719734,-0.7146925,-0.0050415
45,-0.68107367,-0.7761678,"('incompetent', 'competent')",-0.08406671,-0.11915522,-0.3825702,-0.4476615,0.0650913
48,-0.677599,-0.83946335,"('unintelligent', 'intelligent')",0.7153341,0.7253717,0.0188676,-0.0570458,0.0759134
7,-0.6705148,-0.63233334,"('insensitive', 'sensitive')",0.40840578,0.3934989,-0.1310545,-0.1194172,-0.0116373
78,-0.6227262,-0.6445621,"('nonresilient', 'resilient')",0.13635951,0.1111978,-0.2431833,-0.2666821,0.0234988
32,-0.58365744,-0.532674,"('unkind', 'kind')",0.44004864,0.3829467,-0.0718044,-0.0748637,0.0030593
39,0.56731653,0.4396987,"('exploitative', 'cooperative')",0.19046637,0.194472,0.3788915,0.3170854,0.0618061
12,-0.55336773,-0.5929,"('unsupportive', 'supportive')",-2.0782697,-2.0781963,-1.3158188,-1.3355482,0.0197294
25,-0.5439127,-0.69021,"('egoistic', 'altruistic')",1.3721924,1.14149,0.4141398,0.22564,0.1884998
3,-0.5425524,-0.67446035,"('repellent', 'pleasant')",0.77460927,0.83363116,0.1160284,0.0795854,0.036443
31,-0.5171607,-0.64183307,"('evil', 'good')",-0.8084519,-1.0214204,-0.6628063,-0.8316267,0.1688204
21,-0.5168628,-0.40818515,"('immoral', 'moral')",-0.4892542,-0.30094802,-0.5030585,-0.3545666,-0.1484919
41,-0.48166752,-0.5682369,"('unforgiving', 'forgiving')",-0.09207668,-0.17104097,-0.2868721,-0.3696389,0.0827668
50,0.4809155,0.4962679,"('clumsy', 'skillful')",-0.002279006,-0.0282854,0.2393182,0.2339913,0.0053269
71,-0.47768545,-0.59291005,"('diffident', 'self-confident')",0.44001055,0.2971788,-0.0188375,-0.1478656,0.1290281
79,-0.44622588,-0.44822377,"('wavering', 'unwavering')",-0.53612125,-0.53010386,-0.4911736,-0.4891638,-0.0020098
58,-0.44114956,-0.6133601,"('undiscriminating', 'discriminating')",0.06790774,-0.118559346,-0.1866209,-0.3659597,0.1793388
42,0.43916053,0.62255067,"('unreliable', 'reliable')",-3.3547864,-3.356049,-1.4578129,-1.3667492,-0.0910637
55,-0.42845544,-0.45499733,"('incompetent', 'clever')",0.28322342,0.2572018,-0.072616,-0.0988978,0.0262818
83,-0.42205915,-0.3357451,"('powerless', 'powerful')",-1.1384692,-0.9521038,-0.7802642,-0.6439245,-0.1363397
2,0.4105836,0.61222345,"('unlikable', 'likable')",0.27984905,0.3568542,0.3452163,0.4845388,-0.1393225
52,-0.39702737,-0.500754,"('irrational', 'rational')",0.0022252426,-0.19730937,-0.1974011,-0.3490317,0.1516306
66,-0.39419442,-0.60879713,"('inactive', 'active')",0.10420463,0.035992272,-0.1449949,-0.2864024,0.1414075
74,-0.39130002,-0.28418833,"('undedicated', 'dedicated')",-0.37838554,-0.38953587,-0.3848428,-0.3368621,-0.0479807
85,-0.38915038,-0.6057333,"('insignificant', 'prestigious')",-0.054810897,-0.3714778,-0.2219806,-0.4886056,0.266625
88,-0.36829838,-0.5092999,"('low', 'eminent')",-0.5018979,-0.52215785,-0.4350981,-0.5157288,0.0806307
68,-0.35821915,-0.23727222,"('dependent', 'independent')",-0.798975,-0.7999658,-0.5785971,-0.518619,-0.0599781
26,-0.35316616,-0.6844019,"('hardhearted', 'benevolent')",1.8042883,1.4414053,0.725561,0.3785017,0.3470593
65,-0.33025706,-0.27664414,"('insecure', 'secure')",-0.29686257,-0.1969206,-0.3135598,-0.2367824,-0.0767774
27,-0.32958925,-0.34665293,"('hardhearted', 'softhearted')",1.3062513,1.148205,0.488331,0.4007761,0.0875549
43,-0.32144302,-0.40622866,"('irresponsible', 'responsible')",0.35054082,0.35006356,0.0145489,-0.0280825,0.0426314
22,-0.2924717,-0.27790064,"('untrustworthy', 'trustworthy')",-0.95725965,-0.98469174,-0.6248657,-0.6312962,0.0064305
17,-0.2903485,-0.24368376,"('nasty', 'nice')",-0.63445705,-0.7116755,-0.4624028,-0.4776796,0.0152768
