,howmet_male,howmet_female,tuple,aerospace_male,aerospace_female,inc_male,inc_female,average_male,average_female,male-female
57,-1.8927982,-1.5441078,"('unimaginative', 'imaginative')",0.037577763,-0.023251537,-2.82501,-2.6323302,-1.5600769,-1.3998965,-0.1601804
86,-1.8877426,-1.5031117,"('uninfluential', 'influential')",0.6150825,0.6697241,-0.4754894,-0.27701464,-0.5827165,-0.3701341,-0.2125824
1,-1.6698043,-1.1599548,"('unfriendly', 'friendly')",0.9402219,1.0767597,1.7319652,2.1605015,0.3341276,0.6924354,-0.3583078
69,1.631207,1.2810204,"('lazy', 'industrious')",0.9447046,0.92440534,-0.13640678,-0.31544834,0.8131682,0.6299925,0.1831757
53,-1.6202195,-1.4339892,"('uncreative', 'creative')",0.9858638,0.90724736,0.85976297,1.010894,0.0751358,0.161384,-0.0862482
44,1.4673327,0.9292619,"('prejudiced', 'unprejudiced')",-0.88084126,-1.1104208,-1.1643054,-1.6145233,-0.1926047,-0.5985607,0.405956
83,-1.4324402,-1.3450999,"('powerless', 'powerful')",-0.29636502,-0.22808191,-1.3760227,-1.3323472,-1.0349426,-0.9685097,-0.0664329
0,-1.3907497,-1.2126983,"('unsociable', 'sociable')",0.060958136,-0.116589144,-0.7029914,-0.4945256,-0.6775943,-0.6079377,-0.0696566
67,1.3658167,1.0028116,"('doubtful', 'determined')",0.755977,0.68519944,-0.34988177,-0.26925614,0.5906373,0.4729183,0.117719
58,-1.2692543,-0.8448615,"('undiscriminating', 'discriminating')",0.3896622,0.5368213,-0.40564683,-0.15395029,-0.428413,-0.1539968,-0.2744162
46,-1.2120372,-0.9592317,"('uncompetitive', 'competitive')",0.14888589,-0.0094433725,-0.9342174,-0.76426995,-0.6657896,-0.5776483,-0.0881413
48,-1.2087555,-0.7934105,"('unintelligent', 'intelligent')",1.3498678,1.655181,0.4270129,0.89728963,0.1893751,0.5863534,-0.3969783
10,-1.2027494,-1.0802016,"('unsympathetic', 'sympathetic')",-0.16619149,-0.38076857,-0.678446,-0.43135336,-0.6824623,-0.6307745,-0.0516878
9,-1.1540775,-0.8786065,"('unaffectionate', 'caring')",0.73684204,0.95854217,1.0369202,1.4735821,0.2065616,0.5178393,-0.3112777
28,-1.1515398,-0.92157435,"('disloyal', 'loyal')",0.14611001,0.18957114,0.71007305,1.03665,-0.0984522,0.1015489,-0.2000011
78,-1.136684,-0.91860414,"('nonresilient', 'resilient')",0.20184308,0.23188639,0.2727386,0.5180936,-0.2207007,-0.0562081,-0.1644926
8,-1.1353968,-1.0148416,"('unaffectionate', 'affectionate')",0.21073644,0.3556863,0.5087911,0.8159442,-0.1386231,0.052263,-0.1908861
26,-1.046955,-0.5672817,"('hardhearted', 'benevolent')",1.2263906,1.2085022,1.4134392,1.4548503,0.5309583,0.6986903,-0.167732
45,-1.0179964,-0.10459804,"('incompetent', 'competent')",-0.15635873,0.093213424,-0.5077876,-0.1275277,-0.5607142,-0.0463041,-0.5144101
63,-1.006639,-0.48130545,"('unperceptive', 'insightful')",0.10567707,0.33057788,0.40582386,1.0282605,-0.165046,0.292511,-0.457557
88,-0.9372365,-0.95890456,"('low', 'eminent')",-0.23461798,-0.14941397,0.17409112,0.3003478,-0.3325878,-0.2693236,-0.0632642
72,-0.9013344,-0.8625264,"('unambitious', 'ambitious')",-0.06708525,0.21777667,-1.1821601,-0.81591916,-0.71686,-0.4868896,-0.2299704
33,0.8812801,0.9272276,"('wrong', 'right')",1.2170732,1.3676411,-0.37583533,-0.31846002,0.5741727,0.6588029,-0.0846302
77,-0.8793722,-1.0391461,"('unmotivated', 'motivated')",0.5241764,0.3273026,-1.211197,-1.1252633,-0.5221309,-0.6123689,0.090238
35,0.87368333,0.8544843,"('corrupt', 'incorrupt')",-0.07827522,-0.020432532,-0.061243597,-0.17970482,0.2447215,0.2181156,0.0266059
55,-0.83576316,-0.7055831,"('incompetent', 'clever')",-0.027562845,-0.16121057,-0.2920707,-0.18997341,-0.3851322,-0.3522557,-0.0328765
74,-0.8178294,-0.51256096,"('undedicated', 'dedicated')",0.47155315,0.48172733,-0.17159131,-0.15927397,-0.1726225,-0.0633692,-0.1092533
61,-0.7958038,-0.71496695,"('illogical', 'logical')",0.529599,0.54083145,-0.082826175,-0.12572533,-0.1163436,-0.0999536,-0.01639
39,0.74867815,0.524975,"('exploitative', 'cooperative')",0.9979771,0.90138507,-0.10582397,-0.16970082,0.5469437,0.4188864,0.1280573
73,0.73124194,0.7104639,"('helpless', 'self-reliant')",0.06711148,0.2604863,-3.2481532,-3.1786983,-0.8165999,-0.7359161,-0.0806838
20,-0.7141841,-0.6242973,"('rough', 'thoughtful')",0.28984076,0.41313943,0.91813415,0.8790316,0.1645969,0.2226246,-0.0580277
3,-0.6676751,-0.70235705,"('repellent', 'pleasant')",-0.7161836,-0.8389207,0.12962684,-0.10504562,-0.4180773,-0.5487745,0.1306972
43,-0.6671272,-0.4788777,"('irresponsible', 'responsible')",0.4870735,0.261509,0.2715705,0.37498453,0.0305056,0.0525386,-0.022033
19,-0.6553536,-0.2851101,"('inhospitable', 'hospitable')",-0.74784434,-0.6227099,-0.16762015,0.056200124,-0.5236061,-0.2838733,-0.2397328
60,-0.65488625,-0.4404582,"('inefficient', 'efficient')",0.49915722,0.71399313,-0.3323838,0.12902178,-0.1627043,0.1341856,-0.2968899
82,-0.64030606,-0.20065175,"('poor', 'rich')",0.35545173,0.39958087,6.313457,6.494367,2.0095342,2.2310988,-0.2215646
12,-0.62349254,-0.34211805,"('unsupportive', 'supportive')",0.482292,0.57867944,-1.8905292,-1.4932778,-0.6772432,-0.4189055,-0.2583377
70,-0.60740435,-0.35545087,"('lethargic', 'energetic')",-0.41887015,-0.39744326,0.31165522,0.5521822,-0.2382064,-0.066904,-0.1713024
85,-0.5817268,-0.5431126,"('insignificant', 'prestigious')",-0.09819696,-0.14019084,0.6003491,0.49236554,-0.0265249,-0.063646,0.0371211
27,-0.5783321,-0.49867162,"('hardhearted', 'softhearted')",-0.3699687,-0.24586593,1.0636228,1.1835488,0.0384407,0.1463371,-0.1078964
6,-0.57653415,-0.33321515,"('distant', 'open')",-0.8600154,-0.66900134,0.4879311,0.53898805,-0.3162061,-0.1544095,-0.1617966
68,-0.5489393,-0.51476365,"('dependent', 'independent')",-0.65291554,-0.49252725,-0.8763795,-0.6293485,-0.6927447,-0.5455465,-0.1471982
37,0.54298186,0.46456552,"('fake', 'genuine')",-0.34667107,-0.27736637,0.035578564,0.2451306,0.0772965,0.1441099,-0.0668134
32,-0.5127629,-0.32796106,"('unkind', 'kind')",-0.03918803,-0.10683055,0.84022564,1.1726092,0.0960916,0.2459392,-0.1498476
31,-0.47086164,-0.14787406,"('evil', 'good')",-0.31339344,-0.24389437,-0.87333494,-0.8311209,-0.55253,-0.4076298,-0.1449002
2,0.46908394,0.4265503,"('unlikable', 'likable')",0.30197,0.1945205,0.8787993,0.6949889,0.5499511,0.4386866,0.1112645
40,-0.4687939,0.020646455,"('stingy', 'generous')",-0.4789047,-0.33088636,-1.8382109,-1.598001,-0.9286366,-0.6360803,-0.2925563
50,0.46316752,0.48018843,"('clumsy', 'skillful')",-0.29528826,-0.2320585,0.26839164,0.52693725,0.1454236,0.2583557,-0.1129321
62,-0.44815657,-0.08990903,"('incompetent', 'brilliant')",0.70328873,1.0026388,-0.026686063,0.51603943,0.0761487,0.4762564,-0.4001077
51,-0.44737527,-0.21431914,"('uneducated', 'educated')",0.04302562,0.15280893,0.20675763,0.45117536,-0.065864,0.1298884,-0.1957524
11,-0.4461667,-0.37433496,"('unhelpful', 'helpful')",0.75408363,0.8573349,1.7064029,2.029824,0.67144,0.837608,-0.166168
76,0.44469696,0.20102897,"('anxious', 'daring')",-0.064960174,-0.2479215,0.09247206,0.051650714,0.157403,0.0015861,0.1558169
7,-0.4321816,-0.3399477,"('insensitive', 'sensitive')",0.77733225,0.65911424,0.24122229,0.5546435,0.1954577,0.29127,-0.0958123
87,0.42201507,0.24646305,"('unsuccessful', 'successful')",0.5518284,0.66618556,0.50104135,0.53378624,0.4916282,0.482145,0.0094832
