,howmet_male,howmet_female,tuple,aerospace_male,aerospace_female,inc_male,inc_female,average_male,average_female,male-female
14,-0.40253952,-0.4823185,"('antisocial', 'social')",0.36012873,0.076419175,-1.1669688,-1.2648995,-0.4031266,-0.5569329,0.1538063
65,-0.3829779,-0.5065411,"('insecure', 'secure')",0.11254458,0.015558617,-0.6013995,-0.57503146,-0.2906109,-0.355338,0.0647271
21,-0.3751338,-0.5126155,"('immoral', 'moral')",0.8189525,0.4778412,-0.92434174,-1.0267348,-0.1601743,-0.3538364,0.1936621
47,0.37265086,0.29188648,"('stupid', 'smart')",1.1737806,0.9429405,5.789296,5.52805,2.4452426,2.2542923,0.1909503
49,-0.35253647,-0.28704438,"('unable', 'able')",0.20877609,0.23273772,-0.104671426,0.0943858,-0.0828106,0.0133597,-0.0961703
30,-0.34261405,0.052463382,"('intolerant', 'tolerant')",1.1017702,1.1079625,1.0577891,1.2001703,0.6056484,0.7868654,-0.181217
34,0.34125033,0.11386376,"('mean', 'honorable')",0.814697,0.7261962,5.981297,5.821239,2.3790814,2.2204329,0.1586485
66,0.27351636,-0.22411996,"('inactive', 'active')",-0.56991166,-0.9324032,0.8189184,0.4941436,0.1741744,-0.2207932,0.3949676
24,0.25956538,0.39832962,"('dishonest', 'honest')",0.19162668,0.24051744,0.66930705,0.8872831,0.3734997,0.5087101,-0.1352104
38,-0.25227618,0.13113388,"('untruthful', 'truthful')",-0.42975897,-0.2266624,-0.029892553,0.24914399,-0.2373092,0.0512052,-0.2885144
64,0.24751845,0.07067491,"('shy', 'confident')",-0.66955304,-0.8490942,-6.5639477,-6.485184,-2.3286608,-2.4212012,0.0925404
81,-0.23949428,-0.5313308,"('submissive', 'aggressive')",0.14749503,0.09482418,-0.9705494,-0.8547434,-0.3541829,-0.4304167,0.0762338
54,-0.23792553,-0.54971594,"('incapable', 'capable')",0.47161818,0.4911282,1.1175234,1.1353385,0.4504054,0.3589169,0.0914885
75,0.22975588,0.34326288,"('meek', 'impulsive')",-0.32443145,-0.1773452,-0.29926568,-0.29023504,-0.1313138,-0.0414391,-0.0898747
18,-0.22719932,-0.39324585,"('disagreeable', 'welcoming')",-0.27659008,-0.5412638,-0.34934074,-0.4341234,-0.2843767,-0.456211,0.1718343
36,-0.21286389,-0.32139677,"('hostile', 'amicable')",-0.49567088,-0.6277148,0.35010958,-0.017140606,-0.1194751,-0.3220841,0.202609
16,-0.20995136,-0.05846814,"('unpopular', 'popular')",0.07070026,0.06431085,1.0616423,0.9535853,0.3074637,0.3198093,-0.0123456
41,0.20719405,0.7155453,"('unforgiving', 'forgiving')",-0.13340159,-0.19673006,-0.2293874,-0.13707928,-0.051865,0.1272453,-0.1791103
59,0.20640838,0.37435347,"('foolish', 'wise')",0.48303756,0.6287247,0.67911416,0.75776875,0.4561867,0.586949,-0.1307623
17,0.20228398,0.42007235,"('nasty', 'nice')",-0.008708136,0.12095098,-0.5208084,-0.42947403,-0.1090775,0.0371831,-0.1462606
79,0.19891272,0.26405096,"('wavering', 'unwavering')",-1.2915058,-1.1032453,0.021665059,0.15644671,-0.356976,-0.2275825,-0.1293935
52,-0.18660648,-0.29215798,"('irrational', 'rational')",0.7057649,0.612562,0.3014354,0.10505751,0.2735313,0.1418205,0.1317108
23,-0.14352082,0.08717932,"('insincere', 'sincere')",0.6260394,0.7147409,5.5600123,5.846186,2.014177,2.2160355,-0.2018585
5,-0.12756073,0.16086951,"('distant', 'outgoing')",-0.4367077,-0.22422226,-0.048838876,0.16657093,-0.2043691,0.0344061,-0.2387752
29,0.12680802,0.22615403,"('unfair', 'fair')",-0.36696768,-0.24078228,-0.62694013,-0.5411644,-0.2890333,-0.1852642,-0.1037691
15,0.11844626,0.39803702,"('boring', 'funny')",0.41637412,0.5567774,0.36244324,0.59487325,0.2990879,0.5165625,-0.2174746
84,-0.116187684,-0.25083083,"('inferior', 'superior')",1.1750771,1.1957749,0.7695684,0.8489144,0.6094859,0.5979528,0.0115331
13,-0.07311133,0.16633242,"('impolite', 'polite')",0.4301463,0.44080743,-0.24594888,0.19174454,0.0370287,0.2662948,-0.2292661
71,0.06453044,0.20033589,"('diffident', 'self-confident')",1.4686965,1.3099923,0.64654195,0.63743216,0.7265897,0.7159201,0.0106696
22,0.05258128,0.24998403,"('untrustworthy', 'trustworthy')",-0.47885174,-0.44439837,-1.0864282,-0.97096664,-0.5042329,-0.3884603,-0.1157726
80,-0.04849585,-0.18729115,"('dominated', 'dominating')",-0.6748642,-0.75982034,-1.5003124,-1.534874,-0.7412241,-0.8273285,0.0861044
4,0.027151043,0.62764406,"('disliked', 'liked')",-0.094475925,-0.041491713,-6.1307797,-5.849748,-2.066035,-1.7545319,-0.3115031
25,-0.026593506,-0.1759587,"('egoistic', 'altruistic')",0.7043496,0.5313302,1.6527148,1.3490419,0.7768237,0.5681378,0.2086859
56,-0.022237662,0.36547244,"('impractical', 'practical')",0.7420417,0.77980256,-0.39387673,-0.13906884,0.1086424,0.3354021,-0.2267597
42,0.008335911,0.16413876,"('unreliable', 'reliable')",-1.2675725,-1.4450552,-3.1928253,-2.9833295,-1.4840206,-1.4214153,-0.0626053
