,sysco_male,sysco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
21,-0.71693814,-0.7672198,"('immoral', 'moral')",-0.5423131,-0.5174145,-0.6296256,-0.6423172,0.0126916
24,-0.70755506,-0.75772583,"('dishonest', 'honest')",0.53417665,0.38233438,-0.0866892,-0.1876957,0.1010065
22,-0.70478797,-0.8352622,"('untrustworthy', 'trustworthy')",-1.0148696,-1.0198095,-0.8598288,-0.9275358,0.067707
46,-0.67618495,-0.7291494,"('uncompetitive', 'competitive')",-1.0069829,-0.9001757,-0.841584,-0.8146626,-0.0269214
8,-0.64887756,-0.6083444,"('unaffectionate', 'affectionate')",0.939963,0.86974305,0.1455427,0.1306993,0.0148434
52,0.61331916,0.56947196,"('irrational', 'rational')",0.07406451,0.0117903575,0.3436918,0.2906311,0.0530607
12,-0.59400994,-0.5074926,"('unsupportive', 'supportive')",-1.9947746,-1.9226719,-1.2943922,-1.2150823,-0.0793099
53,-0.5851045,-0.6133044,"('uncreative', 'creative')",0.5008912,0.3926928,-0.0421067,-0.1103058,0.0681991
2,0.57545215,0.668467,"('unlikable', 'likable')",0.47762623,0.57540673,0.5265392,0.6219369,-0.0953977
5,0.55877984,0.55046713,"('distant', 'outgoing')",-0.30657062,-0.6231426,0.1261046,-0.0363377,0.1624423
68,-0.54230976,-0.81867373,"('dependent', 'independent')",-0.61995316,-0.9174862,-0.5811315,-0.86808,0.2869485
66,-0.53717405,-0.2640701,"('inactive', 'active')",0.1856454,0.3947755,-0.1757643,0.0653527,-0.241117
54,-0.5334795,-0.5593152,"('incapable', 'capable')",0.9065247,0.8772709,0.1865226,0.1589778,0.0275448
15,0.5264775,0.53867275,"('boring', 'funny')",0.06004513,-0.013947342,0.2932613,0.2623627,0.0308986
76,-0.5242865,-0.41853523,"('anxious', 'daring')",-0.46642277,-0.49455214,-0.4953547,-0.4565437,-0.038811
36,0.51331943,0.5040753,"('hostile', 'amicable')",0.003425395,-0.082287475,0.2583724,0.2108939,0.0474785
25,0.5000533,0.41399434,"('egoistic', 'altruistic')",1.1770513,1.1837175,0.8385523,0.7988559,0.0396964
84,0.48769674,0.399737,"('inferior', 'superior')",0.9216117,0.81800044,0.7046542,0.6088687,0.0957855
41,-0.47482404,-0.27283147,"('unforgiving', 'forgiving')",0.047039542,0.10240507,-0.2138923,-0.0852132,-0.1286791
29,-0.432562,-0.5698079,"('unfair', 'fair')",-0.31713468,-0.49828914,-0.3748483,-0.5340485,0.1592002
9,-0.38946962,-0.38077515,"('unaffectionate', 'caring')",1.4256027,1.3155274,0.5180665,0.4673761,0.0506904
19,-0.3683908,-0.29329523,"('inhospitable', 'hospitable')",-0.23538683,-0.27634263,-0.3018888,-0.2848189,-0.0170699
88,-0.36519745,-0.42931983,"('low', 'eminent')",-0.43014285,-0.5337816,-0.3976701,-0.4815507,0.0838806
6,0.31436998,0.31432083,"('distant', 'open')",-0.3174835,-0.56261176,-0.0015568,-0.1241455,0.1225887
67,-0.30595785,-0.2983201,"('doubtful', 'determined')",-0.8892913,-0.8209517,-0.5976245,-0.5596359,-0.0379886
62,-0.30286244,-0.42315543,"('incompetent', 'brilliant')",0.47498173,0.307563,0.0860596,-0.0577962,0.1438558
27,-0.2872206,-0.27369848,"('hardhearted', 'softhearted')",1.1057363,1.1916142,0.4092578,0.4589579,-0.0497001
58,0.27859578,0.29186073,"('undiscriminating', 'discriminating')",0.5186387,0.43236965,0.3986172,0.3621152,0.036502
75,0.2649859,0.13681489,"('meek', 'impulsive')",-0.53232396,-0.7079088,-0.133669,-0.285547,0.151878
80,0.25252396,0.37271318,"('dominated', 'dominating')",-0.86894155,-0.6289213,-0.3082088,-0.128104,-0.1801048
20,0.24409622,0.034542736,"('rough', 'thoughtful')",0.9073953,0.7901616,0.5757458,0.4123522,0.1633936
83,-0.24047123,-0.29389,"('powerless', 'powerful')",-0.9612051,-1.1210102,-0.6008382,-0.7074501,0.1066119
59,-0.22109495,-0.29118007,"('foolish', 'wise')",-0.09257116,-0.23636578,-0.1568331,-0.2637729,0.1069398
50,0.21313603,0.21390584,"('clumsy', 'skillful')",0.15375063,0.11633561,0.1834433,0.1651207,0.0183226
49,-0.208353,-0.36955118,"('unable', 'able')",-0.32961756,-0.38218805,-0.2689853,-0.3758696,0.1068843
79,-0.20604447,-0.10860585,"('wavering', 'unwavering')",-0.21025345,-0.3550769,-0.208149,-0.2318414,0.0236924
77,-0.17267732,-0.18706308,"('unmotivated', 'motivated')",-1.0078664,-0.9730446,-0.5902718,-0.5800538,-0.010218
37,0.15729648,0.09227442,"('fake', 'genuine')",0.30057392,0.043232102,0.2289352,0.0677533,0.1611819
16,0.09184639,-0.107041605,"('unpopular', 'popular')",0.19114006,0.07880582,0.1414932,-0.0141179,0.1556111
4,0.09086138,0.05517365,"('disliked', 'liked')",-7.058141,-7.291353,-3.48364,-3.6180897,0.1344497
74,0.082669884,0.026523769,"('undedicated', 'dedicated')",-0.3465281,-0.27421287,-0.1319291,-0.1238445,-0.0080846
61,-0.081609234,-0.045649488,"('illogical', 'logical')",0.4458616,0.5251095,0.1821262,0.23973,-0.0576038
48,-0.07837427,-0.4125466,"('unintelligent', 'intelligent')",0.80410266,0.77271104,0.3628642,0.1800822,0.182782
1,-0.0751871,-0.18200774,"('unfriendly', 'friendly')",1.6253729,1.4017212,0.7750929,0.6098567,0.1652362
71,-0.055144772,-0.09289124,"('diffident', 'self-confident')",0.050475,-0.024726044,-0.0023349,-0.0588086,0.0564737
17,0.030025667,0.19000211,"('nasty', 'nice')",-0.7164401,-0.63117844,-0.3432072,-0.2205882,-0.122619
40,0.017313,-0.05001053,"('stingy', 'generous')",-1.7045615,-1.8634796,-0.8436242,-0.9567451,0.1131209
34,0.014327098,-0.12048291,"('mean', 'honorable')",5.826338,5.503801,2.9203324,2.691659,0.2286734
