,sysco_male,sysco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-2.5637774,-2.383487,"('unsympathetic', 'sympathetic')",-0.6448359,-0.3368704,-1.6043067,-1.3601787,-0.244128
57,-1.9230047,-1.9208851,"('unimaginative', 'imaginative')",-3.228136,-3.0600338,-2.5755703,-2.4904594,-0.0851109
43,-1.7249688,-1.5704322,"('irresponsible', 'responsible')",0.12770845,0.1891682,-0.7986302,-0.690632,-0.1079982
69,1.6648903,1.8963195,"('lazy', 'industrious')",-0.99326545,-0.8532878,0.3358124,0.5215158,-0.1857034
0,-1.6510378,-1.561924,"('unsociable', 'sociable')",-0.41003156,-0.36094636,-1.0305347,-0.9614352,-0.0690995
81,-1.4134977,-1.5194162,"('submissive', 'aggressive')",-1.0461164,-0.93702424,-1.229807,-1.2282202,-0.0015868
72,-1.3743877,-1.4240534,"('unambitious', 'ambitious')",-0.14305164,-0.40513647,-0.7587197,-0.9145949,0.1558752
70,-1.3551285,-1.5077274,"('lethargic', 'energetic')",0.05046728,0.04687927,-0.6523306,-0.730424,0.0780934
13,-1.3125038,-1.278203,"('impolite', 'polite')",-0.6879942,-0.6439122,-1.000249,-0.9610576,-0.0391914
51,-1.2743266,-1.3393332,"('uneducated', 'educated')",0.71829367,0.70783836,-0.2780164,-0.3157474,0.037731
55,-1.2398517,-1.2549646,"('incompetent', 'clever')",0.23718701,0.37924373,-0.5013323,-0.4378604,-0.0634719
56,-1.2175735,-1.3546611,"('impractical', 'practical')",-0.74127716,-1.0257349,-0.9794253,-1.1901979,0.2107726
7,-1.2081307,-1.2206128,"('insensitive', 'sensitive')",0.5534186,0.5140164,-0.3273561,-0.3532982,0.0259421
86,-1.1764284,-1.2474087,"('uninfluential', 'influential')",-0.0017735958,0.09673958,-0.589101,-0.5753346,-0.0137664
30,-1.1123643,-1.0282551,"('intolerant', 'tolerant')",0.38994408,0.30043003,-0.3612101,-0.3639125,0.0027024
23,-1.0743445,-1.191705,"('insincere', 'sincere')",6.227663,5.8500304,2.5766592,2.3291626,0.2474966
45,-1.0510424,-1.0601314,"('incompetent', 'competent')",-0.12950066,-0.16467975,-0.5902715,-0.6124056,0.0221341
26,1.0494545,1.15729,"('hardhearted', 'benevolent')",1.3842398,1.6932471,1.2168472,1.4252685,-0.2084213
14,-1.0298173,-0.9147478,"('antisocial', 'social')",-0.334592,-0.13991725,-0.6822047,-0.5273325,-0.1548722
33,1.0086881,1.0354096,"('wrong', 'right')",-0.50953656,-0.6020981,0.2495758,0.2166557,0.0329201
38,-0.98707896,-1.0468049,"('untruthful', 'truthful')",-0.096079014,-0.37311453,-0.541579,-0.7099597,0.1683807
85,0.9638897,0.9911957,"('insignificant', 'prestigious')",-0.095430315,-0.18483768,0.4342297,0.403179,0.0310507
47,-0.954528,-0.9372038,"('stupid', 'smart')",5.1946125,5.071417,2.1200423,2.0671065,0.0529358
39,0.9428707,1.0596375,"('exploitative', 'cooperative')",0.19722092,0.30471218,0.5700458,0.6821749,-0.1121291
63,-0.9314391,-1.0692838,"('unperceptive', 'insightful')",0.81516236,0.6157366,-0.0581384,-0.2267736,0.1686352
60,-0.91413623,-1.127332,"('inefficient', 'efficient')",-0.06050549,-0.19053094,-0.4873209,-0.6589314,0.1716105
73,0.91364634,0.9731816,"('helpless', 'self-reliant')",-3.0476263,-3.2921565,-1.0669899,-1.1594875,0.0924976
42,-0.89435154,-0.6502296,"('unreliable', 'reliable')",-3.7245677,-3.707008,-2.3094597,-2.1786187,-0.130841
65,-0.87680614,-0.92324233,"('insecure', 'secure')",-0.33217207,-0.36422122,-0.6044891,-0.6437318,0.0392427
32,-0.8407648,-0.89267397,"('unkind', 'kind')",0.54127896,0.57181287,-0.1497429,-0.1604306,0.0106877
28,-0.8368337,-0.85976017,"('disloyal', 'loyal')",1.0598321,0.9376286,0.1114992,0.0389342,0.072565
31,0.8005609,0.78489864,"('evil', 'good')",-0.5815749,-0.7766818,0.109493,0.0041084,0.1053846
44,0.7953789,0.71314394,"('prejudiced', 'unprejudiced')",-1.8315125,-1.7151135,-0.5180668,-0.5009848,-0.017082
35,0.7711381,0.6059078,"('corrupt', 'incorrupt')",-0.4219905,-0.5120567,0.1745738,0.0469255,0.1276483
64,-0.7489914,-0.5164508,"('shy', 'confident')",-6.9571342,-6.708802,-3.8530629,-3.6126266,-0.2404363
18,-0.7416281,-0.65464014,"('disagreeable', 'welcoming')",-0.51662856,-0.58023167,-0.6291283,-0.6174359,-0.0116924
87,0.7407109,0.6972474,"('unsuccessful', 'successful')",1.0040488,1.078303,0.8723799,0.8877752,-0.0153953
78,0.72958636,0.58888644,"('nonresilient', 'resilient')",0.5038122,0.60580087,0.6166993,0.5973437,0.0193556
3,-0.72722745,-0.7009416,"('repellent', 'pleasant')",0.94513476,1.0303545,0.1089537,0.1647064,-0.0557527
11,-0.7257272,-0.8172031,"('unhelpful', 'helpful')",1.6072485,1.54171,0.4407607,0.3622535,0.0785072
82,-0.7219354,-0.92900264,"('poor', 'rich')",6.8078794,6.521673,3.0429721,2.7963352,0.2466369
