,international_male,international_female,tuple,business_male,business_female,machs_male,machs_female,cor_male,cor_female,average_male,average_female,male-female
2,2.1515095,1.9834911,"('unlikable', 'likable')",2.0655856,2.084975,0.58746177,0.447162,1.0068609,0.8868433,1.4528545,1.3506179,0.1022366
56,2.1246388,1.6729962,"('impractical', 'practical')",2.523169,2.3774002,2.0881267,1.7097844,0.79758906,0.5293648,1.8833809,1.5723865,0.3109944
62,1.9182879,1.6704903,"('incompetent', 'brilliant')",2.8224537,2.7397501,1.371486,1.3498662,0.72785544,0.6404215,1.7100208,1.6001319,0.1098889
87,1.8237879,1.6542913,"('unsuccessful', 'successful')",2.553803,2.395129,0.383847,0.3120588,0.5074993,0.54741293,1.3172344,1.227223,0.0900114
76,1.7843318,1.6033777,"('anxious', 'daring')",2.2576392,2.1237895,1.3459773,1.0729479,0.9721763,0.7932628,1.5900311,1.3983445,0.1916866
74,1.764316,1.3831872,"('undedicated', 'dedicated')",1.7250998,1.6351588,0.73453915,0.60606396,-0.044409,-0.14052522,1.0448865,0.8709711,0.1739154
63,1.7439859,1.5140367,"('unperceptive', 'insightful')",1.5144044,1.3294512,0.8382204,0.7304253,0.27127904,0.2700822,1.0919725,0.9609988,0.1309737
81,1.6456755,1.4625008,"('submissive', 'aggressive')",3.2378726,3.1637774,1.5267718,1.5757182,0.7009039,0.700357,1.777806,1.7255882,0.0522178
51,1.6237231,1.5503093,"('uneducated', 'educated')",1.20815,1.3972845,0.41093186,0.4227178,0.05865395,0.13698967,0.8253647,0.8768253,-0.0514606
31,-1.59516,-1.3049232,"('evil', 'good')",-2.6843991,-2.7177527,-1.968071,-1.9152251,-2.1703744,-2.1888018,-2.1045012,-2.0316758,-0.0728254
29,-1.4069203,-1.1542176,"('unfair', 'fair')",-1.5835022,-1.475158,-0.9857815,-0.9967209,-1.1028905,-1.0769912,-1.2697736,-1.1757718,-0.0940018
69,1.3478408,1.4480705,"('lazy', 'industrious')",-0.6448695,-0.6547513,-0.73504674,-0.29100809,-0.65820473,-0.42843592,-0.17257,0.0184688,-0.1910388
14,1.2999699,1.5601112,"('antisocial', 'social')",2.5635686,2.673818,1.4903035,1.595645,1.0670033,1.1585587,1.6052113,1.7470332,-0.1418219
42,1.297949,0.8740535,"('unreliable', 'reliable')",0.9709789,0.7086417,0.36668134,-0.14553678,-0.983205,-1.2838615,0.413101,0.0383242,0.3747768
43,1.2662307,1.1892371,"('irresponsible', 'responsible')",2.3068042,2.2403533,0.80294824,0.756211,0.42912754,0.42737246,1.2012777,1.1532935,0.0479842
27,-1.2225106,-1.0561371,"('hardhearted', 'softhearted')",-1.552583,-1.6750842,-1.2942162,-1.4124581,-0.14956628,-0.08417759,-1.054719,-1.0569642,0.0022452
17,-1.1772255,-1.103302,"('nasty', 'nice')",-0.34876746,-0.3405018,-0.7077205,-0.6042504,-0.6063954,-0.426131,-0.7100272,-0.6185463,-0.0914809
37,-1.1698211,-0.9641869,"('fake', 'genuine')",-0.49935544,-0.38096964,0.079776004,0.10347246,0.0005083531,0.018783154,-0.3972231,-0.3057252,-0.0914979
26,1.1573944,1.1055818,"('hardhearted', 'benevolent')",0.5158819,0.5917715,-0.5915357,-0.42021495,0.41242152,0.575441,0.3735405,0.4631448,-0.0896043
66,1.1489252,1.2200785,"('inactive', 'active')",0.137539,0.04156927,-1.6606324,-1.4512165,-1.0825508,-0.94542086,-0.3641797,-0.2837474,-0.0804323
70,1.1277649,0.9478774,"('lethargic', 'energetic')",1.4212476,1.2938788,0.34989426,0.2568359,0.10350669,0.14301977,0.7506034,0.660403,0.0902004
39,1.1259956,1.5313932,"('exploitative', 'cooperative')",1.8885835,2.085536,1.1833181,1.3233197,1.6160362,1.647769,1.4534833,1.6470044,-0.1935211
60,1.0376645,0.98047626,"('inefficient', 'efficient')",2.8819053,2.899494,2.2892401,2.3532467,1.3454144,1.3884102,1.888556,1.9054067,-0.0168507
19,-1.0100671,-1.149242,"('inhospitable', 'hospitable')",-0.9047401,-0.91035813,-1.1808296,-1.3513088,-1.6027875,-1.8288189,-1.1746061,-1.309932,0.1353259
58,1.002743,0.9856357,"('undiscriminating', 'discriminating')",0.918379,0.7755541,-0.4103569,-0.3493958,-0.030530434,0.10373009,0.3700587,0.378881,-0.0088223
21,0.9505752,0.9480814,"('immoral', 'moral')",2.655737,2.694262,1.3804463,1.2889202,0.58654237,0.5651951,1.3933251,1.3741148,0.0192103
45,0.92934775,0.7244682,"('incompetent', 'competent')",1.0704772,0.93178576,0.6224057,0.5378869,-0.045162916,0.08248368,0.644267,0.5691562,0.0751108
30,0.92667145,0.86701655,"('intolerant', 'tolerant')",1.5658047,1.577885,1.7000504,1.5840846,1.1640998,1.0938536,1.3391566,1.2807099,0.0584467
54,0.89603347,0.51483697,"('incapable', 'capable')",0.46182716,0.32962155,-0.16830666,-0.41517302,-0.40269545,-0.64658,0.1967146,-0.0543236,0.2510382
88,0.8815365,0.5102654,"('low', 'eminent')",0.26347053,0.23420332,-0.64356184,-0.5387438,-0.9582602,-0.9122464,-0.1142038,-0.1766304,0.0624266
