,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,male-female
79,1.9045465,1.7620893,"('wavering', 'unwavering')",2.6305819,2.5155883,-0.90123713,-0.8004316,0.26180485,0.37780628,0.9739241,0.963763,0.0101611
86,-1.8087357,-1.8822174,"('uninfluential', 'influential')",-1.6072836,-1.6575475,0.21932314,0.16914487,-0.108385734,-0.17095253,-0.8262705,-0.8853931,0.0591226
83,-1.6649586,-1.4547766,"('powerless', 'powerful')",-1.4862239,-1.3383821,-0.0029648542,0.08726053,-1.4508901,-1.3661445,-1.1512594,-1.0180107,-0.1332487
55,-1.6527816,-1.6839409,"('incompetent', 'clever')",-2.575922,-2.5756242,-0.37104446,-0.4657111,0.06944659,-0.01607839,-1.1325754,-1.1853387,0.0527633
61,-1.6497627,-1.6940498,"('illogical', 'logical')",-0.7519914,-0.6734601,0.38043368,0.35851458,0.13302612,0.15550269,-0.4720736,-0.4633732,-0.0087004
73,1.6464671,1.7640344,"('helpless', 'self-reliant')",1.5251168,1.8691273,0.024578255,0.017895006,-3.2480342,-3.3227513,-0.012968,0.0820763,-0.0950443
10,-1.6007451,-1.8088515,"('unsympathetic', 'sympathetic')",-2.2349439,-2.5361843,-0.36131856,-0.49863264,-0.038073275,-0.1596825,-1.0587702,-1.2508376,0.1920674
14,-1.5597154,-1.3010991,"('antisocial', 'social')",-1.6345905,-1.3752719,0.54122674,0.52494097,-0.47384936,-0.49155894,-0.7817321,-0.6607473,-0.1209848
53,-1.42886,-1.3509462,"('uncreative', 'creative')",-1.2239331,-1.1719346,-0.44366693,-0.6199063,0.6568654,0.6411026,-0.6098986,-0.6254211,0.0155225
81,-1.3040198,-1.490802,"('submissive', 'aggressive')",-2.8563814,-2.86727,0.5396316,0.48719355,-0.04814978,-0.12553439,-0.9172299,-0.9991032,0.0818733
18,1.2630031,1.1355765,"('disagreeable', 'welcoming')",1.841586,1.757799,0.15518665,0.16996382,-0.023536637,0.008772973,0.8090597,0.7680281,0.0410316
46,-1.2306906,-1.3345754,"('uncompetitive', 'competitive')",-1.8120809,-2.0285113,0.09508996,-0.10306145,-0.39355418,-0.68204534,-0.8353089,-1.0370483,0.2017394
44,1.2302252,1.6950243,"('prejudiced', 'unprejudiced')",-0.27275896,0.062150195,-0.8063966,-0.6301563,-1.4989114,-1.4590954,-0.3369604,-0.0830193,-0.2539411
0,-1.1798509,-1.3755448,"('unsociable', 'sociable')",-1.1431805,-1.3026074,1.0931878,0.9039242,-0.114079505,-0.22788471,-0.3359808,-0.5005282,0.1645474
58,-1.1648179,-0.5511861,"('undiscriminating', 'discriminating')",-0.831115,-0.63338,-1.090822,-1.1124741,-0.58447057,-0.44479024,-0.9178063,-0.6854576,-0.2323487
57,-1.1491051,-0.9561471,"('unimaginative', 'imaginative')",-2.8788717,-2.9244606,-0.2807277,-0.47001886,-2.6425486,-2.8495436,-1.7378134,-1.8000425,0.0622291
59,1.1323116,0.85194474,"('foolish', 'wise')",2.9111083,2.6902106,0.56310135,0.55707616,0.4305316,0.52260554,1.2592632,1.1554592,0.103804
88,-1.1212779,-1.2004412,"('low', 'eminent')",-1.2354381,-1.3731607,-0.59835756,-0.63488,0.3542862,0.3173314,-0.6501969,-0.7227877,0.0725908
