,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
15,-0.20778356,-0.21058801,"('boring', 'funny')",-0.042430583,-0.2182332,-0.4143765,-0.4334541,-0.2215302,-0.2874251,0.0658949
39,0.20437776,0.16619083,"('exploitative', 'cooperative')",0.0554119,0.0582,0.41248783,0.33751273,0.2240925,0.1873012,0.0367913
11,-0.19578105,-0.00831138,"('unhelpful', 'helpful')",0.2628957,0.39208436,1.6418514,1.6317499,0.5696553,0.671841,-0.1021857
36,-0.19268265,-0.24397524,"('hostile', 'amicable')",-0.4557692,-0.7301079,-0.9571769,-0.9112561,-0.5352096,-0.6284464,0.0932368
81,-0.17620318,0.3580422,"('submissive', 'aggressive')",1.1901482,1.3573515,-0.24171942,-0.18237065,0.2574086,0.5110077,-0.2535991
58,0.16542254,0.28349027,"('undiscriminating', 'discriminating')",0.88755035,0.6910269,0.015277776,-0.07406205,0.3560836,0.3001517,0.0559319
77,-0.16073474,-0.34700125,"('unmotivated', 'motivated')",0.6078418,0.7214892,-0.79660153,-0.77423686,-0.1164982,-0.1332496,0.0167514
59,-0.15846913,-0.37550282,"('foolish', 'wise')",0.9849947,0.9397519,-0.8030159,-0.7767371,0.0078366,-0.0708293,0.0786659
70,0.14329936,0.25607872,"('lethargic', 'energetic')",0.37617892,0.13910043,0.9825416,0.9359242,0.5006733,0.4437011,0.0569722
67,0.13068023,0.32132947,"('doubtful', 'determined')",-0.5633809,-0.28791505,-0.8907462,-0.7285328,-0.441149,-0.2317061,-0.2094429
27,-0.0955859,-0.3879504,"('hardhearted', 'softhearted')",0.2660613,0.047900233,0.9212189,0.6011968,0.3638981,0.0870489,0.2768492
46,-0.085861176,0.2722613,"('uncompetitive', 'competitive')",0.20602976,0.10969449,-0.17205805,-0.19684516,-0.0172965,0.0617035,-0.079
34,0.08392477,0.068608604,"('mean', 'honorable')",0.33721945,0.40135753,5.1226315,5.4942055,1.8479252,1.9880571,-0.1401319
4,-0.049307376,0.0891616,"('disliked', 'liked')",0.45614406,0.38730004,-7.0635986,-7.4444127,-2.2189207,-2.3226503,0.1037296
25,0.016997337,-0.02747503,"('egoistic', 'altruistic')",1.3816506,0.9625,1.0709033,1.0195353,0.8231837,0.6515201,0.1716636
29,0.012698979,-0.08432501,"('unfair', 'fair')",-0.41029802,-0.3732302,-0.18698311,-0.21912915,-0.1948607,-0.2255615,0.0307008
21,-0.008362472,0.6237208,"('immoral', 'moral')",1.143851,1.1803321,0.22552505,0.32319134,0.4536712,0.7090814,-0.2554102
66,-0.004641585,-0.20319135,"('inactive', 'active')",-0.74303764,-0.59094083,0.45063382,0.5191769,-0.0990151,-0.0916518,-0.0073633
