,medco_male,medco_female,tuple,health_male,health_female,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.6259404,-1.4738191,"('unfriendly', 'friendly')",1.4252055,1.5328431,0.5327436,0.5906564,2.0056674,2.2559168,0.584419,0.7263993,-0.1419803
58,-1.5395725,-1.5242366,"('undiscriminating', 'discriminating')",-1.1362925,-1.120287,-0.37365603,-0.3899933,-0.22719306,-0.18506429,-0.8191785,-0.8048953,-0.0142832
57,-1.4915555,-1.4515771,"('unimaginative', 'imaginative')",-0.18517618,-0.1533846,-0.67060226,-0.6719015,-2.6760368,-2.3745778,-1.2558427,-1.1628602,-0.0929825
8,-1.4911847,-1.3721348,"('unaffectionate', 'affectionate')",0.30522755,0.37957072,-1.3345399,-1.2027155,0.79628116,0.8141985,-0.431054,-0.3452703,-0.0857837
53,-1.388358,-1.2915554,"('uncreative', 'creative')",-0.44942117,-0.436166,-0.22770318,-0.24924037,1.14904,1.3049537,-0.2291106,-0.168002,-0.0611086
10,-1.3808172,-1.2892799,"('unsympathetic', 'sympathetic')",-0.51246977,-0.33770016,-0.39523038,-0.28177345,-0.732105,-0.5444956,-0.7551556,-0.6133122,-0.1418434
69,1.361104,1.3604405,"('lazy', 'industrious')",1.0506066,1.1107385,1.6349963,1.5636917,0.1805763,0.33479,1.0568209,1.0924151,-0.0355942
86,-1.3578179,-1.2178264,"('uninfluential', 'influential')",-0.078956604,-0.014020991,-0.6350962,-0.60340065,-0.21892849,-0.16184846,-0.5726998,-0.4992741,-0.0734257
23,-1.2098398,-1.237665,"('insincere', 'sincere')",-0.05451847,0.031271264,1.0178859,0.9855922,5.1029606,4.784026,1.2141221,1.1408061,0.073316
39,1.0794295,1.0301939,"('exploitative', 'cooperative')",0.14905259,0.19924328,1.2344159,1.2023042,0.03390357,0.14455868,0.6242004,0.644075,-0.0198746
82,-1.0390422,-1.092551,"('poor', 'rich')",-0.62411606,-0.75342965,-0.4403185,-0.5370291,6.0594687,5.7344346,0.988998,0.8378562,0.1511418
28,-1.0271833,-0.8562765,"('disloyal', 'loyal')",-0.020631999,0.110224694,-0.0768172,-0.023408357,0.9382906,1.0237819,-0.0465855,0.0635804,-0.1101659
42,1.0068761,1.0637528,"('unreliable', 'reliable')",1.9327495,2.114536,1.1550668,1.1395518,-2.6145926,-2.288914,0.370025,0.5072317,-0.1372067
45,-0.94676596,-0.8528105,"('incompetent', 'competent')",-0.020101544,0.081557624,0.499685,0.5092095,-0.5258745,-0.37460974,-0.2482643,-0.1591633,-0.089101
