,medco_male,medco_female,tuple,health_male,health_female,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,male-female
65,-0.908254,-0.8619081,"('insecure', 'secure')",-1.4020401,-1.4141694,-0.22870207,-0.15527663,-0.62643504,-0.55309343,-0.7913578,-0.7461119,-0.0452459
54,-0.7854887,-0.76455253,"('incapable', 'capable')",0.6351597,0.6047843,0.2935058,0.33531404,1.0800521,1.1396418,0.3058072,0.3287969,-0.0229897
7,-0.77075756,-0.7384411,"('insensitive', 'sensitive')",-0.3210018,-0.25850093,0.3152895,0.33763957,0.36763915,0.56341696,-0.1022077,-0.0239714,-0.0782363
26,-0.76160824,-0.5528272,"('hardhearted', 'benevolent')",1.2076969,1.4946752,0.9113057,1.1522466,1.6054305,1.960257,0.7407062,1.013588,-0.2728818
0,-0.756712,-0.7245392,"('unsociable', 'sociable')",0.11811225,0.09938012,0.16253255,0.18992513,-0.8599439,-0.751208,-0.3340028,-0.2966105,-0.0373923
9,-0.7430582,-0.57187563,"('unaffectionate', 'caring')",1.4451095,1.518202,0.582889,0.709227,1.4014995,1.3706192,0.6716099,0.7565432,-0.0849333
63,-0.7355128,-0.7558743,"('unperceptive', 'insightful')",0.9172099,0.80517256,1.9405886,1.84151,0.8559089,0.8432455,0.7445487,0.6835135,0.0610352
20,-0.7232579,-0.89117694,"('rough', 'thoughtful')",-0.58203673,-0.5634841,0.50821227,0.47509164,0.88275456,1.0034022,0.021418,0.0059582,0.0154598
61,-0.72263,-0.61432755,"('illogical', 'logical')",-0.32279554,-0.22513285,0.8922485,0.914352,-0.014996238,0.10502315,-0.0420433,0.0449787,-0.087022
73,0.7224881,0.7010273,"('helpless', 'self-reliant')",1.1686939,1.1821492,-0.025778847,-0.029460384,-2.9245176,-2.81502,-0.2647786,-0.240326,-0.0244526
43,-0.7213765,-0.6529829,"('irresponsible', 'responsible')",1.2826493,1.3808295,0.19423665,0.28121638,0.2095266,0.30871746,0.241259,0.3294451,-0.0881861
55,-0.71008486,-0.77469903,"('incompetent', 'clever')",-1.4221072,-1.405936,-0.38141596,-0.35149196,-0.5522358,-0.474671,-0.766461,-0.7516994,-0.0147616
41,-0.7071466,-0.5035062,"('unforgiving', 'forgiving')",0.5273898,0.5653167,0.7189792,0.90718544,0.2945432,0.46630874,0.2084414,0.3588262,-0.1503848
2,0.7036596,0.7475418,"('unlikable', 'likable')",1.2286114,1.2436099,1.49799,1.6633347,0.86216474,1.1242359,1.0731065,1.1946806,-0.1215741
71,0.69041544,0.69899035,"('diffident', 'self-confident')",2.8223536,2.914174,1.9704803,1.9762146,0.90831786,0.8643009,1.5978918,1.61342,-0.0155282
68,-0.6900433,-0.75124425,"('dependent', 'independent')",-1.2067299,-1.3442581,-0.04616745,-0.21491627,-0.54342955,-0.5076533,-0.6215925,-0.704518,0.0829255
52,-0.67703706,-0.53250575,"('irrational', 'rational')",0.3061018,0.39194643,0.11702153,0.066306636,0.18365724,0.29547712,-0.0175641,0.0553061,-0.0728702
27,-0.6769577,-0.65403533,"('hardhearted', 'softhearted')",0.6020502,0.6806189,0.75993824,0.78347933,1.7859848,1.8042588,0.6177539,0.6535804,-0.0358265
87,0.6731117,0.6131468,"('unsuccessful', 'successful')",0.21312976,0.32374385,1.0013365,1.0230379,0.36271912,0.53256273,0.5625743,0.6231228,-0.0605485
81,-0.6630363,-0.65632135,"('submissive', 'aggressive')",-0.023850083,-0.14073652,0.13067508,0.21093816,-1.2369605,-1.2109759,-0.448293,-0.4492739,0.0009809
12,0.6395241,0.68259853,"('unsupportive', 'supportive')",3.047345,3.1686063,1.8035939,1.8891549,-1.529072,-1.3106534,0.9903478,1.1074266,-0.1170788
14,-0.6354105,-0.56281894,"('antisocial', 'social')",-0.4144982,-0.17262837,-0.19412538,0.03734035,-1.3930199,-1.1346349,-0.6592635,-0.4581854,-0.2010781
88,-0.6329999,-0.7262634,"('low', 'eminent')",-0.1996991,-0.1115461,0.3053523,0.28436974,0.20921575,0.21684167,-0.0795327,-0.0841495,0.0046168
36,-0.62550896,-0.48977014,"('hostile', 'amicable')",-0.020519156,0.14251164,-0.53055555,-0.5094973,0.7731753,0.83749205,-0.1008521,-0.0048159,-0.0960362
70,-0.6157676,-0.72979945,"('lethargic', 'energetic')",0.15599617,0.12309393,0.68196917,0.6265665,0.45283306,0.45244944,0.1687577,0.1180776,0.0506801
48,-0.6121814,-0.7632022,"('unintelligent', 'intelligent')",0.06055424,-0.019775651,-0.6721704,-0.7414837,0.20646736,0.17030682,-0.2543325,-0.3385387,0.0842062
33,0.59705013,0.6678474,"('wrong', 'right')",1.0545189,1.1259104,1.3385247,1.431983,-0.1342513,0.011755407,0.7139606,0.8093741,-0.0954135
67,0.5840588,0.71443015,"('doubtful', 'determined')",-0.046328858,0.0115340585,0.7574033,0.6783131,-0.77194166,-0.64979684,0.1307979,0.1886201,-0.0578222
25,-0.56021506,-0.5120202,"('egoistic', 'altruistic')",0.36591685,0.3966328,0.7322942,0.740484,1.5591189,1.7905502,0.5242787,0.6039117,-0.079633
84,0.5110583,0.44316882,"('inferior', 'superior')",0.90427065,0.8770355,0.5566696,0.4628209,0.697728,0.7803462,0.6674317,0.6408429,0.0265888
22,-0.5107544,-0.5128442,"('untrustworthy', 'trustworthy')",0.17578425,0.19851568,0.5513339,0.5960485,-1.081781,-0.9361749,-0.2163543,-0.1636137,-0.0527406
51,-0.49685276,-0.55826205,"('uneducated', 'educated')",-0.055624172,-0.068907075,0.2293544,0.13791731,0.016215876,-0.00033776462,-0.0767267,-0.1223974,0.0456707
49,-0.47267282,-0.5398576,"('unable', 'able')",-0.41318962,-0.28832084,0.17875165,0.21202177,-0.15767027,-0.24784376,-0.2161953,-0.2160001,-0.0001952
44,0.4683445,0.2781231,"('prejudiced', 'unprejudiced')",-0.39813793,-0.4754486,0.06718927,0.05044996,-1.2532879,-1.3041428,-0.278973,-0.3627546,0.0837816
46,-0.4624668,-0.60539967,"('uncompetitive', 'competitive')",-0.099460505,-0.1392682,0.3059703,0.3153134,-1.0334891,-0.93658686,-0.3223615,-0.3414853,0.0191238
21,-0.46068698,-0.48203975,"('immoral', 'moral')",0.8968606,0.9181762,0.57779443,0.6632512,-1.0068583,-0.87532663,0.0017774,0.0560153,-0.0542379
3,-0.44601944,-0.58667874,"('repellent', 'pleasant')",-1.3501679,-1.4487914,-0.029762354,-0.16552031,-0.017315142,-0.08382169,-0.4608162,-0.571203,0.1103868
83,-0.41714472,-0.3559832,"('powerless', 'powerful')",-0.09839457,-0.035497345,-0.55639946,-0.46272954,-1.171983,-1.2042607,-0.5609804,-0.5146177,-0.0463627
38,-0.40898216,-0.26788262,"('untruthful', 'truthful')",0.98111385,0.99479717,0.4424575,0.5817377,0.14797059,0.27355406,0.2906399,0.3955516,-0.1049117
72,-0.39243641,-0.40888244,"('unambitious', 'ambitious')",0.39385274,0.43086052,-0.95260745,-0.8239412,-1.172248,-1.1362056,-0.5308598,-0.4845422,-0.0463176
62,-0.38803566,-0.37981755,"('incompetent', 'brilliant')",-0.10247323,-0.05007553,0.7087139,0.81475097,-0.42470506,-0.33582968,-0.051625,0.0122571,-0.0638821
66,-0.38580918,-0.27570927,"('inactive', 'active')",-0.1888361,-0.06446564,0.31243977,0.3723693,1.2419963,1.3558432,0.2449477,0.3470094,-0.1020617
18,-0.37473726,-0.42036104,"('disagreeable', 'welcoming')",-0.30039912,-0.26238605,0.088348016,0.20996188,-0.007848614,0.2434129,-0.1486592,-0.0573431,-0.0913161
80,0.3698783,0.30970222,"('dominated', 'dominating')",-0.70775145,-0.7153773,0.6822371,0.6145461,-1.6909912,-1.7218212,-0.3366568,-0.3782375,0.0415807
50,0.35902503,0.29641113,"('clumsy', 'skillful')",0.98683715,1.049812,0.93952465,0.9987379,0.50191987,0.5531928,0.6968267,0.7245384,-0.0277117
32,0.35129192,0.39657202,"('unkind', 'kind')",1.8474642,1.9624392,0.76818174,1.000053,0.9378649,1.071819,0.9762007,1.1077207,-0.13152
19,-0.34406847,-0.12669058,"('inhospitable', 'hospitable')",0.41589034,0.6020462,-0.09884004,-0.063096374,0.28303462,0.48365432,0.0640041,0.2239784,-0.1599743
37,-0.3388305,-0.42624637,"('fake', 'genuine')",0.33778763,0.349597,0.3184278,0.34912518,0.38522142,0.4257195,0.1756516,0.1745488,0.0011028
47,-0.33610675,-0.3234756,"('stupid', 'smart')",1.3913593,1.4628217,0.92688316,0.9382609,5.4718356,5.28088,1.8634928,1.8396218,0.023871
76,-0.32742622,-0.37714106,"('anxious', 'daring')",-0.826625,-0.68119335,-0.1998649,-0.1870976,-0.068746425,-0.008232288,-0.3556656,-0.313416,-0.0422496
11,-0.3225637,-0.30638537,"('unhelpful', 'helpful')",0.0041071326,0.033261962,1.5645807,1.5914525,1.5300331,1.4725337,0.6940393,0.6977157,-0.0036764
78,-0.3185323,-0.5034759,"('nonresilient', 'resilient')",1.5581548,1.5148894,1.8585812,1.6736884,0.28147012,0.22911891,0.8449184,0.7285552,0.1163632
59,0.31562454,0.38958701,"('foolish', 'wise')",2.1112344,2.060766,1.134451,1.1558633,0.80227274,0.8658585,1.0908957,1.1180186,-0.0271229
64,0.31500757,0.33272475,"('shy', 'confident')",0.15627283,0.089617506,0.48239264,0.52906656,-6.510262,-6.135019,-1.3891473,-1.2959025,-0.0932448
24,-0.30909997,-0.12937829,"('dishonest', 'honest')",0.5089621,0.6515165,-0.92626977,-0.77528495,0.45927,0.7997444,-0.0667844,0.1366494,-0.2034338
6,-0.26372677,0.0058311485,"('distant', 'open')",0.99906087,1.1586534,0.18447973,0.23355322,0.91990733,1.0413859,0.4599303,0.6098559,-0.1499256
13,0.26042718,0.43563935,"('impolite', 'polite')",0.3569485,0.521267,0.8242141,1.0656948,-0.3889799,-0.29768354,0.2631525,0.4312294,-0.1680769
77,-0.24387409,-0.43193698,"('unmotivated', 'motivated')",-0.09425949,-0.2704351,0.86205006,0.69679666,-1.3935827,-1.3379416,-0.2174166,-0.3358793,0.1184627
79,-0.21277244,-0.051140476,"('wavering', 'unwavering')",0.692068,0.80883133,-0.9068839,-0.8434911,0.23986924,0.33963132,-0.0469298,0.0634578,-0.1103876
15,-0.20849547,-0.12829308,"('boring', 'funny')",0.46255842,0.4466259,0.17746821,0.22932704,0.31004944,0.44373235,0.1853952,0.247848,-0.0624528
40,0.20327002,0.20937368,"('stingy', 'generous')",0.97077686,0.9048047,0.12033669,0.0089233,-1.5533421,-1.2523603,-0.0647396,-0.0323147,-0.0324249
31,-0.20274186,-0.015649434,"('evil', 'good')",-0.3397353,-0.32973453,-0.36207032,-0.39264125,-0.42650434,-0.26428252,-0.332763,-0.2505769,-0.0821861
29,0.18589962,0.104620054,"('unfair', 'fair')",-0.006638434,-0.0073508397,-0.123694986,-0.27872702,-0.4627595,-0.53413707,-0.1017983,-0.1788987,0.0771004
34,-0.1491992,-0.12938559,"('mean', 'honorable')",0.58059824,0.6788513,0.024772177,0.011884904,5.8475657,5.7624583,1.5759342,1.5809523,-0.0050181
4,0.112996474,0.13419557,"('disliked', 'liked')",1.137894,1.1189216,0.3217698,0.31746435,-5.9208426,-5.414326,-1.0870456,-0.9609362,-0.1261094
30,-0.10876181,-0.08231296,"('intolerant', 'tolerant')",0.089767605,0.19005695,0.9855511,1.0392605,0.7481338,0.9486551,0.4286727,0.5239149,-0.0952422
74,0.10706599,0.13693233,"('undedicated', 'dedicated')",0.762867,0.8859606,0.73242784,0.7472971,0.22354586,0.44244996,0.4564767,0.55316,-0.0966833
60,0.10364677,-0.0072344355,"('inefficient', 'efficient')",-0.1493562,-0.12450768,0.84697974,0.92475307,-0.3436616,-0.35927016,0.1144022,0.1084352,0.005967
75,0.0742576,0.13346863,"('meek', 'impulsive')",0.16914737,0.09309626,-0.9181431,-0.8159191,-0.2797576,-0.3196907,-0.2386239,-0.2272612,-0.0113627
16,-0.06892692,-0.06626294,"('unpopular', 'popular')",-0.02674935,-0.032375768,0.43062696,0.47471982,0.7361354,0.8301881,0.2677715,0.3015673,-0.0337958
85,0.0678683,0.05637756,"('insignificant', 'prestigious')",2.0232482,2.0498054,0.7502712,0.6707325,1.0979191,1.2217251,0.9848267,0.9996601,-0.0148334
17,-0.048563886,-0.014133519,"('nasty', 'nice')",-0.36952347,-0.12418168,-0.39463153,-0.2974972,-0.6811775,-0.5568953,-0.3734741,-0.2481769,-0.1252972
35,0.041844767,0.20927852,"('corrupt', 'incorrupt')",-0.41848466,-0.3293891,0.16022702,0.26392174,0.4024967,0.5011198,0.046521,0.1612327,-0.1147117
5,0.013900412,0.17094757,"('distant', 'outgoing')",0.8948516,0.98466355,0.36632225,0.3016146,0.36494774,0.41446665,0.4100055,0.4679231,-0.0579176
56,0.0024409965,-0.020462317,"('impractical', 'practical')",0.9562044,1.0333588,-0.004912831,-0.0034050234,-0.7145666,-0.6128822,0.0597915,0.0991523,-0.0393608
