,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
39,3.8793154,3.6088364,"('exploitative', 'cooperative')",1.5094377,1.5092064,0.37647527,0.37678626,1.9217428,1.8316097,0.0901331
60,2.9895587,2.5498195,"('inefficient', 'efficient')",1.788966,1.8501966,-0.35851774,0.064571634,1.4733356,1.4881959,-0.0148603
6,-2.7126062,-2.090709,"('distant', 'open')",-1.0855354,-0.9110622,0.5409578,0.43738377,-1.0857279,-0.8547958,-0.2309321
4,-2.5932076,-2.2244842,"('disliked', 'liked')",-0.6201376,-0.50171334,-6.2713795,-6.2602077,-3.1615747,-2.9954685,-0.1661062
23,2.4797254,2.0871484,"('insincere', 'sincere')",1.0050317,1.133061,5.191074,5.6603894,2.8919436,2.9601997,-0.0682561
36,-2.3704796,-1.8976521,"('hostile', 'amicable')",-1.9365655,-1.9725301,0.35204116,-0.058087535,-1.3183346,-1.3094233,-0.0089113
16,-2.2707717,-2.251033,"('unpopular', 'popular')",-0.694525,-0.7396705,0.21809024,0.15565154,-0.9157355,-0.9450173,0.0292818
31,-2.2603161,-1.5507989,"('evil', 'good')",-1.8347886,-1.7464039,-0.73295575,-0.9096703,-1.6093535,-1.402291,-0.2070625
65,2.2444584,1.7058303,"('insecure', 'secure')",0.7597375,0.5536252,-0.35136414,-0.21530892,0.8842773,0.6813823,0.202895
5,-2.208142,-1.6863669,"('distant', 'outgoing')",-0.6217387,-0.4992465,-0.01980352,-0.07214765,-0.9498947,-0.752587,-0.1973077
76,2.1830177,1.7627445,"('anxious', 'daring')",1.0622536,1.0490404,0.114107825,0.31815022,1.119793,1.0433118,0.0764812
69,-2.0253677,-1.6628374,"('lazy', 'industrious')",-0.12590608,-0.13215756,-0.2357188,-0.55503273,-0.7956642,-0.7833425,-0.0123217
10,1.9511228,1.247506,"('unsympathetic', 'sympathetic')",0.5132894,0.4533136,-0.80796725,-0.5114749,0.5521483,0.3964482,0.1557001
52,-1.9420961,-1.6411363,"('irrational', 'rational')",-0.88852704,-0.9481493,-0.012096471,-0.3781725,-0.9475732,-0.9891527,0.0415795
35,-1.891803,-1.3188868,"('corrupt', 'incorrupt')",-2.2992048,-2.233396,-0.21061933,-0.429902,-1.467209,-1.327395,-0.139814
43,1.8899478,1.2974471,"('irresponsible', 'responsible')",1.6005434,1.6066171,0.35835743,0.5858805,1.2829495,1.1633149,0.1196346
46,1.7640218,1.1446666,"('uncompetitive', 'competitive')",1.7686962,1.7338653,-0.7194754,-0.6076524,0.9377475,0.7569598,0.1807877
56,1.7085336,1.5735508,"('impractical', 'practical')",1.2459185,1.4130727,-0.59021455,-0.19824985,0.7880792,0.9294579,-0.1413787
62,1.6894486,1.5267864,"('incompetent', 'brilliant')",1.137239,1.430548,-0.40339366,0.18925859,0.8077646,1.0488644,-0.2410998
85,-1.680052,-1.137335,"('insignificant', 'prestigious')",-0.29449672,-0.41039693,0.81606936,0.50038666,-0.3861598,-0.3491151,-0.0370447
20,1.6774929,1.5538869,"('rough', 'thoughtful')",0.494826,0.5426325,0.7906886,0.7126075,0.9876692,0.9363756,0.0512936
70,1.6521527,1.3135359,"('lethargic', 'energetic')",0.6754578,0.68974495,0.6534465,0.9671037,0.9936856,0.9901282,0.0035574
7,1.5917609,1.1775355,"('insensitive', 'sensitive')",0.90718395,0.9259926,0.6749013,0.965021,1.0579487,1.0228497,0.035099
72,1.5319003,1.244904,"('unambitious', 'ambitious')",-0.641921,-0.6178241,-0.9898545,-0.72579336,-0.0332917,-0.0329045,-0.0003872
59,-1.5194166,-1.1482505,"('foolish', 'wise')",0.11015715,0.09776568,0.42685848,0.33773234,-0.327467,-0.2375842,-0.0898828
74,1.5045857,1.4216436,"('undedicated', 'dedicated')",0.8624312,0.98586065,0.14299454,0.2419129,0.8366706,0.8831391,-0.0464685
75,-1.4980311,-1.0908871,"('meek', 'impulsive')",-1.5891422,-1.4957047,-0.4597554,-0.45966756,-1.1823096,-1.0154198,-0.1668898
29,-1.3279455,-1.1828853,"('unfair', 'fair')",-0.92317474,-0.9639393,-0.3384077,-0.49276936,-0.8631759,-0.8798647,0.0166888
84,1.2111624,1.0732243,"('inferior', 'superior')",0.16610807,0.15774575,0.8857192,0.83303607,0.7543298,0.688002,0.0663278
21,1.2003787,0.84816474,"('immoral', 'moral')",0.86074215,0.8957222,-1.0168197,-0.8702011,0.3481003,0.2912286,0.0568717
63,1.1949775,0.9857388,"('unperceptive', 'insightful')",0.97653687,1.0530968,0.99920696,1.2972685,1.0569072,1.1120346,-0.0551274
17,-1.1753407,-1.0936267,"('nasty', 'nice')",-1.0583769,-0.90248257,-0.9313337,-0.7903618,-1.0550171,-0.9288237,-0.1261934
80,1.1731715,0.90057975,"('dominated', 'dominating')",0.8337734,0.9141045,-1.4296299,-1.2141988,0.1924383,0.2001618,-0.0077235
24,1.1665944,1.0080212,"('dishonest', 'honest')",-0.2366459,-0.11668739,0.3572268,0.5869253,0.4290584,0.492753,-0.0636946
30,1.1363666,1.1145715,"('intolerant', 'tolerant')",1.4310088,1.5048693,0.7808531,1.0231445,1.1160762,1.2141951,-0.0981189
78,1.1156988,0.7823475,"('nonresilient', 'resilient')",1.4808868,1.4191002,0.35381,0.35543147,0.9834653,0.8522931,0.1311722
66,-1.1145414,-1.1833353,"('inactive', 'active')",-0.6221131,-0.7529328,0.944321,0.6705962,-0.2641112,-0.4218907,0.1577795
55,1.0964981,0.62398165,"('incompetent', 'clever')",0.88043547,0.92347884,-0.3622839,-0.089864284,0.5382166,0.4858654,0.0523512
77,1.0886315,0.5998223,"('unmotivated', 'motivated')",0.36197847,0.18205468,-1.3457007,-1.3881582,0.0349697,-0.2020937,0.2370634
11,0.9445591,0.7855877,"('unhelpful', 'helpful')",0.4796418,0.60646045,1.4541475,1.8270966,0.9594495,1.0730483,-0.1135988
79,-0.91811085,-0.6247913,"('wavering', 'unwavering')",-1.2435836,-1.1006341,0.13620692,0.025153168,-0.6751626,-0.5667574,-0.1084052
19,-0.9161745,-0.6041153,"('inhospitable', 'hospitable')",-0.44515795,-0.31147116,0.05730546,0.1679701,-0.4346757,-0.2492055,-0.1854702
67,0.886368,0.77139866,"('doubtful', 'determined')",-0.21132165,-0.20217869,-0.67333686,-0.65056634,0.0005698,-0.0271155,0.0276853
12,0.8647161,0.74449855,"('unsupportive', 'supportive')",1.0456198,1.1242701,-1.4835421,-1.3938477,0.1422646,0.158307,-0.0160424
71,0.83797526,0.87965196,"('diffident', 'self-confident')",2.2123652,2.1571388,0.7013298,0.6275764,1.2505568,1.2214557,0.0291011
22,0.79067695,0.5629481,"('untrustworthy', 'trustworthy')",0.4437801,0.50064456,-0.82608014,-0.672059,0.1361256,0.1305112,0.0056144
27,0.7691406,0.67695206,"('hardhearted', 'softhearted')",0.574415,0.57454616,1.5539954,1.4301045,0.9658504,0.8938676,0.0719828
32,0.718627,0.4588908,"('unkind', 'kind')",1.0981547,0.9465901,0.83224756,0.88649046,0.8830098,0.7639904,0.1190194
9,0.6607151,0.58719414,"('unaffectionate', 'caring')",0.5932072,0.5654917,1.1339192,1.1916286,0.7959472,0.7814382,0.014509
0,0.66043705,0.15865557,"('unsociable', 'sociable')",1.0732197,0.92574346,-0.8189363,-0.6995363,0.3049068,0.1282876,0.1766192
14,0.6193347,0.49668404,"('antisocial', 'social')",0.78980094,0.8624733,-0.913187,-0.63537717,0.1653162,0.2412601,-0.0759439
58,0.59838873,0.4878296,"('undiscriminating', 'discriminating')",0.7220127,0.5895316,0.11787051,0.16598025,0.479424,0.4144471,0.0649769
54,0.5860464,0.45992804,"('incapable', 'capable')",0.9457664,0.83960015,1.31869,1.2559733,0.9501676,0.8518338,0.0983338
57,-0.5552157,-0.83702207,"('unimaginative', 'imaginative')",-0.25862095,-0.28451598,-2.419971,-2.437482,-1.0779359,-1.18634,0.1084041
53,0.55056906,0.319461,"('uncreative', 'creative')",0.8924178,0.75129205,0.8886566,0.8040936,0.7772145,0.6249489,0.1522656
