,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,2.1125557,2.0397499,"('unfriendly', 'friendly')",1.2585243,1.0978996,1.68554,1.5688248,0.1167152
26,1.8964906,1.9250996,"('hardhearted', 'benevolent')",1.0184354,1.1018407,1.457463,1.5134702,-0.0560072
71,1.7963288,1.9567416,"('diffident', 'self-confident')",0.24583346,0.35008192,1.0210811,1.1534117,-0.1323306
9,1.7104888,1.6164582,"('unaffectionate', 'caring')",0.6276625,0.5127459,1.1690756,1.064602,0.1044736
56,1.7020029,1.5798826,"('impractical', 'practical')",0.5816668,0.8069183,1.1418349,1.1934005,-0.0515656
53,1.5691864,1.6559846,"('uncreative', 'creative')",1.0004299,1.0746106,1.2848082,1.3652976,-0.0804894
12,1.5555624,1.7020227,"('unsupportive', 'supportive')",-1.2989547,-1.1922575,0.1283038,0.2548826,-0.1265788
44,-1.531742,-1.5076612,"('prejudiced', 'unprejudiced')",-1.4233738,-1.4022548,-1.4775579,-1.454958,-0.0225999
23,1.3192781,1.226613,"('insincere', 'sincere')",5.9875007,6.1918044,3.6533895,3.7092087,-0.0558192
33,1.3127642,1.4294593,"('wrong', 'right')",-1.0655013,-1.228817,0.1236314,0.1003212,0.0233102
84,1.2580177,1.2439197,"('inferior', 'superior')",1.033857,1.0910978,1.1459373,1.1675088,-0.0215715
72,1.1187745,0.8787626,"('unambitious', 'ambitious')",-0.5719226,-0.7095035,0.273426,0.0846296,0.1887964
74,1.1155449,1.2426267,"('undedicated', 'dedicated')",0.6194755,0.71348614,0.8675102,0.9780564,-0.1105462
85,1.0701708,1.4518458,"('insignificant', 'prestigious')",-0.124893054,-0.20424823,0.4726388,0.6237988,-0.15116
54,1.0666796,1.2751639,"('incapable', 'capable')",1.1974719,1.124653,1.1320758,1.1999085,-0.0678327
64,-1.0105476,-0.9063281,"('shy', 'confident')",-5.490893,-5.5124693,-3.2507203,-3.2093987,-0.0413216
57,-0.99826586,-0.9396204,"('unimaginative', 'imaginative')",-2.3338342,-2.307289,-1.66605,-1.6234546,-0.0425954
17,-0.9813692,-1.0147657,"('nasty', 'nice')",-0.8680873,-0.8452085,-0.9247283,-0.9299871,0.0052588
35,-0.9797467,-0.6611087,"('corrupt', 'incorrupt')",-0.8076592,-0.9701037,-0.893703,-0.8156062,-0.0780968
24,0.9754179,1.0578138,"('dishonest', 'honest')",1.327872,1.4449391,1.1516449,1.2513764,-0.0997315
39,0.946747,1.1783652,"('exploitative', 'cooperative')",-0.13796423,-0.037501164,0.4043914,0.570432,-0.1660406
29,-0.9240225,-0.94752955,"('unfair', 'fair')",-0.80514747,-0.73479587,-0.864585,-0.8411627,-0.0234223
32,0.9074311,0.81599045,"('unkind', 'kind')",1.1511778,1.3741362,1.0293045,1.0950633,-0.0657588
4,-0.87475616,-0.7530829,"('disliked', 'liked')",-5.956559,-6.164498,-3.4156578,-3.4587903,0.0431325
60,0.83431375,0.54148376,"('inefficient', 'efficient')",1.1203761,1.34928,0.9773449,0.9453819,0.031963
22,-0.7987789,-0.46375892,"('untrustworthy', 'trustworthy')",-1.3303078,-1.1149929,-1.0645434,-0.7893759,-0.2751675
3,-0.7838705,-0.819783,"('repellent', 'pleasant')",-0.04236207,0.19599554,-0.4131163,-0.3118937,-0.1012226
86,0.7734923,0.66191375,"('uninfluential', 'influential')",0.09036831,0.22783893,0.4319303,0.4448763,-0.012946
73,0.76940966,0.9450119,"('helpless', 'self-reliant')",-3.1120062,-3.1213746,-1.1712983,-1.0881814,-0.0831169
69,-0.7315563,-0.31370988,"('lazy', 'industrious')",-1.2071838,-1.2466118,-0.9693701,-0.7801608,-0.1892093
45,-0.7161671,-0.73387486,"('incompetent', 'competent')",-0.3438095,-0.18876381,-0.5299883,-0.4613193,-0.068669
61,0.6857537,0.8157211,"('illogical', 'logical')",-0.00973979,0.16067907,0.3380069,0.4882001,-0.1501932
62,0.65333134,0.716373,"('incompetent', 'brilliant')",0.69946986,0.83992904,0.6764006,0.778151,-0.1017504
82,0.64652896,0.43321365,"('poor', 'rich')",6.221386,6.4086204,3.4339576,3.420917,0.0130406
75,-0.64446676,-0.6085672,"('meek', 'impulsive')",-0.13263237,-0.28094506,-0.3885496,-0.4447561,0.0562065
38,0.63910294,0.5287791,"('untruthful', 'truthful')",0.58554006,0.5346055,0.6123215,0.5316923,0.0806292
14,-0.6317817,-0.5853984,"('antisocial', 'social')",-1.2967356,-0.89630795,-0.9642587,-0.7408532,-0.2234055
36,-0.62193304,-0.41754895,"('hostile', 'amicable')",-0.80698967,-0.92805195,-0.7144613,-0.6728004,-0.0416609
30,0.61804533,0.71172464,"('intolerant', 'tolerant')",0.8132334,1.1770076,0.7156394,0.9443661,-0.2287267
66,-0.58701843,-0.67167383,"('inactive', 'active')",0.3702974,0.232975,-0.1083605,-0.2193494,0.1109889
8,0.5676437,0.5222607,"('unaffectionate', 'affectionate')",-0.08976319,-0.2518148,0.2389403,0.135223,0.1037173
67,0.5673302,0.6271036,"('doubtful', 'determined')",-0.2086328,-0.1410032,0.1793487,0.2430502,-0.0637015
5,0.5571898,0.8349025,"('distant', 'outgoing')",-0.79167295,-0.9536278,-0.1172416,-0.0593626,-0.057879
80,-0.5498569,-0.6377276,"('dominated', 'dominating')",-0.7804519,-0.7552158,-0.6651544,-0.6964717,0.0313173
43,0.54644364,0.6459491,"('irresponsible', 'responsible')",0.89575785,1.2171445,0.7211007,0.9315468,-0.2104461
16,-0.5374319,-0.57501596,"('unpopular', 'popular')",0.28617683,0.28262112,-0.1256275,-0.1461974,0.0205699
11,0.53253067,0.38755292,"('unhelpful', 'helpful')",2.8033838,2.8324184,1.6679573,1.6099857,0.0579716
81,-0.5139955,-0.546479,"('submissive', 'aggressive')",-0.31181782,-0.12639141,-0.4129067,-0.3364352,-0.0764715
68,-0.5076389,-0.55180043,"('dependent', 'independent')",-0.37530223,-0.42018327,-0.4414706,-0.4859918,0.0445212
48,0.47365063,0.087634355,"('unintelligent', 'intelligent')",0.82145286,0.8799484,0.6475518,0.4837914,0.1637604
76,0.47218487,0.29512915,"('anxious', 'daring')",0.9067261,1.1247866,0.6894555,0.7099579,-0.0205024
18,-0.4717489,-0.19155896,"('disagreeable', 'welcoming')",-0.75237393,-0.60455537,-0.6120614,-0.3980572,-0.2140042
34,0.45032173,0.32524782,"('mean', 'honorable')",5.9803195,6.137501,3.2153206,3.2313743,-0.0160537
13,-0.41856995,-0.50675815,"('impolite', 'polite')",-0.184809,0.03066723,-0.3016895,-0.2380455,-0.063644
63,0.38232762,0.3387437,"('unperceptive', 'insightful')",1.3185856,1.3021362,0.8504566,0.8204399,0.0300167
47,0.3817989,0.5220414,"('stupid', 'smart')",4.80882,5.0261188,2.5953093,2.77408,-0.1787707
65,-0.3581492,-0.27904478,"('insecure', 'secure')",-0.20188624,0.09683587,-0.2800177,-0.0911045,-0.1889132
50,-0.3564531,-0.5264091,"('clumsy', 'skillful')",0.70354974,0.53124005,0.1735483,0.0024155,0.1711328
21,0.35118487,0.45513475,"('immoral', 'moral')",-0.5698341,-0.32192805,-0.1093246,0.0666033,-0.1759279
58,0.33336142,0.003286668,"('undiscriminating', 'discriminating')",0.13253534,0.055692114,0.2329484,0.0294894,0.203459
46,-0.30274522,-0.61432385,"('uncompetitive', 'competitive')",0.38149214,0.47827536,0.0393735,-0.0680242,0.1073977
55,-0.27834892,-0.20789444,"('incompetent', 'clever')",0.09650837,0.44691357,-0.0909203,0.1195096,-0.2104299
59,0.26579067,0.6746849,"('foolish', 'wise')",0.057515062,-0.08037907,0.1616529,0.2971529,-0.1355
87,0.24839056,0.29343763,"('unsuccessful', 'successful')",0.6218856,0.69853765,0.4351381,0.4959877,-0.0608496
28,0.24019389,0.11131566,"('disloyal', 'loyal')",1.4447273,1.340446,0.8424606,0.7258808,0.1165798
42,-0.23094791,-0.07067956,"('unreliable', 'reliable')",-2.6182795,-2.5142999,-1.4246137,-1.2924898,-0.1321239
31,-0.22152619,0.07960146,"('evil', 'good')",-2.1951535,-2.293515,-1.2083398,-1.1069567,-0.1013831
52,-0.20982096,-0.2140455,"('irrational', 'rational')",-0.7352461,-0.9470337,-0.4725335,-0.5805396,0.1080061
40,-0.20743419,-0.2873131,"('stingy', 'generous')",-1.9253155,-1.9935943,-1.0663749,-1.1404537,0.0740788
41,0.19503838,0.21142098,"('unforgiving', 'forgiving')",-0.3873154,-0.28660625,-0.0961385,-0.0375926,-0.0585459
70,-0.18574221,-0.19914606,"('lethargic', 'energetic')",1.1633672,1.4239597,0.4888125,0.6124068,-0.1235943
37,-0.18497562,-0.19564737,"('fake', 'genuine')",0.5981301,0.49222177,0.2065772,0.1482872,0.05829
79,0.18434666,0.13869262,"('wavering', 'unwavering')",0.33266094,0.10452653,0.2585038,0.1216096,0.1368942
83,0.17684087,0.052789222,"('powerless', 'powerful')",-0.36746603,-0.49807698,-0.0953126,-0.2226439,0.1273313
2,0.15166059,0.4300842,"('unlikable', 'likable')",0.45479268,0.69994885,0.3032266,0.5650165,-0.2617899
15,-0.14030659,-0.04522427,"('boring', 'funny')",-0.22209379,-0.12546334,-0.1812002,-0.0853438,-0.0958564
0,-0.12406328,-0.22516344,"('unsociable', 'sociable')",-0.6025816,-0.3802839,-0.3633224,-0.3027237,-0.0605987
27,0.10777655,0.1281222,"('hardhearted', 'softhearted')",0.6507561,0.5063776,0.3792663,0.3172499,0.0620164
88,0.09763997,0.0641308,"('low', 'eminent')",0.4980963,0.6453107,0.2978681,0.3547207,-0.0568526
77,-0.083018154,-0.12861091,"('unmotivated', 'motivated')",-0.4126625,-0.5562449,-0.2478403,-0.3424279,0.0945876
78,0.074374996,-0.23782259,"('nonresilient', 'resilient')",0.40622163,0.28996488,0.2402983,0.0260711,0.2142272
25,0.07122719,0.18410127,"('egoistic', 'altruistic')",0.85172784,0.73576117,0.4614775,0.4599312,0.0015463
51,-0.06562642,-0.30857033,"('uneducated', 'educated')",1.2841263,1.2477701,0.6092499,0.4695999,0.13965
10,-0.05388096,-0.22240245,"('unsympathetic', 'sympathetic')",0.22989967,0.41039088,0.0880094,0.0939942,-0.0059848
49,0.046943914,0.13827547,"('unable', 'able')",-0.40878618,-0.24828154,-0.1809211,-0.055003,-0.1259181
6,0.046109177,0.36867258,"('distant', 'open')",-0.39717966,-0.5066246,-0.1755352,-0.068976,-0.1065592
7,-0.023585744,0.26576144,"('insensitive', 'sensitive')",0.53185123,0.66370475,0.2541327,0.4647331,-0.2106004
19,0.01647102,0.32824102,"('inhospitable', 'hospitable')",-0.074907385,-0.045912754,-0.0292182,0.1411641,-0.1703823
20,0.009091876,0.0034851544,"('rough', 'thoughtful')",1.0367188,1.0541238,0.5229053,0.5288045,-0.0058992
