,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,male-female
80,0.5406609,0.35158554,"('dominated', 'dominating')",-0.84146523,-0.9344345,0.35021818,0.12309563,-0.8858434,-1.2757999,-0.2091074,-0.4338883,0.2247809
19,-0.5226059,-0.21796736,"('inhospitable', 'hospitable')",0.6121795,0.8640652,-0.5307635,-0.35572186,-0.46566308,-0.22558324,-0.2267132,0.0161982,-0.2429114
40,0.5192362,0.5079116,"('stingy', 'generous')",-0.21672659,-0.1305599,-0.11793943,0.065546155,-1.5987171,-1.920795,-0.3535367,-0.3694743,0.0159376
5,0.50725335,0.6637927,"('distant', 'outgoing')",1.5027412,1.5007129,0.3777308,0.34237987,0.2711384,0.594431,0.6647159,0.7753291,-0.1106132
16,-0.4773612,-0.6895157,"('unpopular', 'popular')",0.70510817,0.5624696,-0.22749394,-0.23597428,0.6149864,0.43235853,0.1538099,0.0173345,0.1364754
18,-0.47456035,-0.4262076,"('disagreeable', 'welcoming')",0.084479034,0.07137957,-0.99402577,-0.4332013,-0.11280659,-0.30405167,-0.3742284,-0.2730202,-0.1012082
29,0.4651823,0.36144644,"('unfair', 'fair')",0.6982533,0.65257835,-0.77969325,-0.8447204,-0.36330518,-0.31938434,0.0051093,-0.03752,0.0426293
75,0.46177542,0.5448562,"('meek', 'impulsive')",1.2850435,1.3929303,0.33845556,0.19919966,-0.40060395,-0.35521388,0.4211676,0.445443,-0.0242754
62,0.44936696,0.29003397,"('incompetent', 'brilliant')",-1.0399829,-1.0384088,-0.04857658,0.25267175,-0.26905823,-0.033088423,-0.2270627,-0.1321979,-0.0948648
13,-0.4173953,-0.46925354,"('impolite', 'polite')",-1.054182,-1.0311329,-0.72116154,-0.49795455,-0.44624662,-0.35810852,-0.6597464,-0.5891124,-0.070634
49,-0.4113866,-0.514059,"('unable', 'able')",-0.38606706,-0.2572173,-1.0493593,-0.88104045,-0.54959756,-0.22978182,-0.5991026,-0.4705247,-0.1285779
67,0.40046743,0.66121066,"('doubtful', 'determined')",0.4014982,0.65819716,0.5293611,0.7654261,-0.5666213,-0.33128238,0.1911764,0.4383879,-0.2472115
63,0.3961489,0.2336855,"('unperceptive', 'insightful')",-0.6037321,-0.6539369,-0.004255886,0.004183161,-0.110582024,0.00088794157,-0.0806053,-0.1037951,0.0231898
41,0.39185116,0.29336524,"('unforgiving', 'forgiving')",-0.5730731,-0.7294464,0.05151231,0.03070459,0.13174742,-0.16223282,0.0005094,-0.1419024,0.1424118
53,0.38018072,0.11339545,"('uncreative', 'creative')",0.31359705,-0.058782827,-0.12164505,-0.53177065,0.6501798,0.5019347,0.3055781,0.0061942,0.2993839
87,0.379251,0.07811536,"('unsuccessful', 'successful')",0.30029958,0.18245742,1.5254753,1.1348922,0.19799688,-0.12705308,0.6007557,0.317103,0.2836527
10,-0.3663828,-0.60509104,"('unsympathetic', 'sympathetic')",-1.9932867,-1.9138131,-1.1337155,-1.1222628,0.12627907,0.304869,-0.8417764,-0.8340746,-0.0077018
15,0.3648852,0.38698605,"('boring', 'funny')",0.7691035,0.64038396,0.40143842,0.3082408,0.30474076,0.4023654,0.460042,0.434494,0.025548
7,0.34969515,-0.05652818,"('insensitive', 'sensitive')",-0.60556805,-0.7824079,-0.7421473,-0.955128,0.706082,0.6522991,-0.0729846,-0.2854412,0.2124566
23,0.33908662,-0.011590574,"('insincere', 'sincere')",-0.68981147,-0.87941885,-1.0192516,-0.9910186,5.3030653,5.408562,0.9832722,0.8816335,0.1016387
66,-0.28701374,-0.1962776,"('inactive', 'active')",0.55756664,0.5898883,0.7859243,0.44734228,1.2080632,1.0677614,0.5661351,0.4771786,0.0889565
78,0.27636093,0.066463545,"('nonresilient', 'resilient')",-0.19430234,-0.15682563,-0.34530112,-0.48678625,-0.4852259,-0.40150845,-0.1871171,-0.2446642,0.0575471
44,-0.2721888,-0.19144258,"('prejudiced', 'unprejudiced')",-0.53667134,-0.42544258,0.31505468,0.19869137,-1.173167,-1.0619249,-0.4167431,-0.3700297,-0.0467134
3,-0.26702017,-0.61977583,"('repellent', 'pleasant')",-0.9637949,-1.1319945,-0.27047342,-0.20869346,0.5606487,0.4913994,-0.2351599,-0.3672661,0.1321062
64,-0.2561371,-0.6618091,"('shy', 'confident')",-0.64827865,-0.9379022,0.8296309,0.5437306,-6.1873507,-6.3331647,-1.5655339,-1.8472863,0.2817524
42,0.2555213,0.2593012,"('unreliable', 'reliable')",-1.5190864,-1.4537284,0.31099436,0.12514368,-2.4217572,-2.438369,-0.843582,-0.8769132,0.0333312
22,0.25052133,-0.30227968,"('untrustworthy', 'trustworthy')",-0.750856,-1.1283927,0.23144531,-0.12135436,-1.2307038,-1.216336,-0.3748983,-0.6920907,0.3171924
72,0.24973075,0.44764367,"('unambitious', 'ambitious')",0.038408037,0.14091314,-0.16366178,0.011966367,0.23679012,0.3347698,0.0903168,0.2338232,-0.1435064
48,0.24192998,0.12541276,"('unintelligent', 'intelligent')",-0.14436644,-0.19148605,-0.7171209,-0.7200798,-0.03066514,0.05966954,-0.1625556,-0.1816209,0.0190653
11,0.24078223,0.047942832,"('unhelpful', 'helpful')",-0.35836887,-0.3948748,-0.38916135,-0.45834786,1.08368,1.102472,0.144233,0.074298,0.069935
37,0.23006892,0.15993097,"('fake', 'genuine')",-0.49259293,-0.47049496,-0.3845569,-0.40074855,0.23849857,0.34796333,-0.1021456,-0.0908373,-0.0113083
38,0.227734,0.16354367,"('untruthful', 'truthful')",0.93807125,1.0269749,-0.13430157,0.032430936,-0.15981722,-0.100825526,0.2179216,0.280531,-0.0626094
83,0.21371861,0.2035087,"('powerless', 'powerful')",0.872992,0.91501874,-0.20390593,-0.08404029,-0.78096175,-0.690266,0.0254607,0.0860553,-0.0605946
27,-0.20841697,-0.0026069554,"('hardhearted', 'softhearted')",-0.12803206,-0.13490722,-0.64658296,-0.44905028,1.5636612,1.5220153,0.1451573,0.2338627,-0.0887054
70,0.18329984,-0.032535914,"('lethargic', 'energetic')",-1.9017326,-1.8302741,-0.24227944,-0.19284427,0.63681424,0.7733638,-0.3309745,-0.3205726,-0.0104019
77,-0.17950676,-0.6711007,"('unmotivated', 'motivated')",-0.09765628,-0.31368747,-0.2756632,-0.38894382,-1.459299,-1.4560704,-0.5030313,-0.7074506,0.2044193
86,0.1447936,-0.14809607,"('uninfluential', 'influential')",-0.4176323,-0.625561,-0.40677753,-0.39343044,0.06355852,-0.0070794374,-0.1540144,-0.2935418,0.1395274
47,0.1309095,0.13811222,"('stupid', 'smart')",-1.0438919,-0.8779536,0.37474453,0.46639365,4.955584,5.3411775,1.1043365,1.2669325,-0.162596
34,0.12904382,0.05374542,"('mean', 'honorable')",-0.6508553,-0.6516716,-0.0717675,0.1562951,4.351852,4.658338,0.9395682,1.0541768,-0.1146086
45,-0.118753776,-0.68989706,"('incompetent', 'competent')",-1.7615464,-1.9387803,0.0853822,-0.33625528,-0.66567075,-0.9331926,-0.6151472,-0.9745313,0.3593841
28,0.108336255,-0.32634255,"('disloyal', 'loyal')",0.282127,0.015451621,-0.20689377,-0.49368274,1.0726211,0.96387106,0.3140476,0.0398244,0.2742232
21,-0.10063484,-0.27769634,"('immoral', 'moral')",-1.0383557,-1.0511128,-0.6639462,-0.31734094,-1.1435676,-0.9873427,-0.7366261,-0.6583732,-0.0782529
20,0.08929983,0.055991773,"('rough', 'thoughtful')",-0.47540975,-0.4594774,-0.33974248,-0.19810423,0.26394796,0.13647984,-0.1154761,-0.1162775,0.0008014
58,-0.07818475,-0.1386235,"('undiscriminating', 'discriminating')",0.17137831,0.15119636,0.59828407,0.3951746,-0.11956054,-0.2562818,0.1429793,0.0378664,0.1051129
55,-0.07632007,-0.32948786,"('incompetent', 'clever')",-1.979993,-2.0772266,-0.0136714205,0.04210482,-0.33804214,-0.46683332,-0.6020067,-0.7078608,0.1058541
76,-0.07597051,0.13652672,"('anxious', 'daring')",-1.1223441,-0.8329194,-0.10281828,0.1279367,-0.31808153,-0.07275565,-0.4048036,-0.1603029,-0.2445007
60,-0.07384482,-0.13543613,"('inefficient', 'efficient')",-1.877437,-1.8140051,0.16819075,0.47975674,-0.32785982,-0.036058865,-0.5277377,-0.3764359,-0.1513018
79,0.044950455,0.08962937,"('wavering', 'unwavering')",1.1390516,1.2683972,-0.69336873,-0.9864548,-0.02826043,0.061230753,0.1155932,0.1082006,0.0073926
35,-0.033105366,0.08816798,"('corrupt', 'incorrupt')",1.8943782,1.8003747,0.2750179,-0.00020827912,-0.17931877,-0.22346847,0.489243,0.4162165,0.0730265
6,-0.031134002,0.16134977,"('distant', 'open')",1.5570035,1.4865371,-0.03806707,-0.051035736,0.9486061,1.2336286,0.6091021,0.7076199,-0.0985178
65,0.020397838,-0.42244685,"('insecure', 'secure')",-1.6869847,-1.8973718,0.06467433,-0.19330359,-0.45835575,-0.58830893,-0.515067,-0.7753577,0.2602907
50,-0.019459806,-0.19640124,"('clumsy', 'skillful')",0.6917738,0.6665527,-0.020501228,-0.117926426,0.42505258,0.2829574,0.2692163,0.1587956,0.1104207
14,-0.0015340298,-0.39610556,"('antisocial', 'social')",-1.5345769,-1.6522677,0.79846674,0.73375595,-0.46903867,-0.77203584,-0.3016707,-0.5216633,0.2199926
