,tyson_male,tyson_female,tuple,foods_male,foods_female,inc_male,inc_female,average_male,average_female,male-female
44,-2.0680928,-2.034422,"('prejudiced', 'unprejudiced')",-0.8383554,-0.80139387,-1.5644174,-1.559694,-1.4902886,-1.4651699,-0.0251187
3,-1.8561451,-1.749014,"('repellent', 'pleasant')",-1.7697576,-1.8094342,-0.027896762,-0.036118206,-1.2179332,-1.1981889,-0.0197443
71,1.7959334,1.6710055,"('diffident', 'self-confident')",1.4239486,1.2612655,0.58049905,0.38094628,1.2667937,1.1044057,0.162388
85,1.6706511,1.1332088,"('insignificant', 'prestigious')",1.2695931,1.1109278,1.2136874,0.8546895,1.3846439,1.032942,0.3517019
9,1.604246,1.4806391,"('unaffectionate', 'caring')",0.76267135,0.6267067,1.4836491,1.38428,1.2835221,1.1638753,0.1196468
74,1.5529878,1.5959364,"('undedicated', 'dedicated')",0.13425626,0.097795375,-0.054861393,-0.16931413,0.5441275,0.5081392,0.0359883
17,-1.5339949,-1.7080319,"('nasty', 'nice')",-0.80921435,-0.7635525,-0.45552036,-0.3837472,-0.9329099,-0.9517771,0.0188672
11,-1.5162497,-1.3002996,"('unhelpful', 'helpful')",-0.56469154,-0.46627274,1.2972997,1.4450297,-0.2612138,-0.1071809,-0.1540329
87,-1.4130721,-1.2643678,"('unsuccessful', 'successful')",0.026214175,-0.09490661,0.32085073,0.16897772,-0.3553358,-0.3967655,0.0414297
1,1.4073912,1.11222,"('unfriendly', 'friendly')",0.63938713,0.5837059,2.1700082,1.9479145,1.4055955,1.2146134,0.1909821
37,1.3852198,1.4179457,"('fake', 'genuine')",0.33316922,0.22940676,0.5953607,0.5625041,0.7712499,0.7366188,0.0346311
8,1.3384751,1.2113038,"('unaffectionate', 'affectionate')",0.5977467,0.59385496,1.3555042,1.3206254,1.097242,1.0419281,0.0553139
57,-1.2439823,-1.2321478,"('unimaginative', 'imaginative')",-0.8392869,-0.73043007,-2.8773093,-3.0911236,-1.6535261,-1.6845671,0.031041
16,-1.2076154,-1.4987357,"('unpopular', 'popular')",-0.557136,-0.6113184,0.431664,0.3086373,-0.4443625,-0.6004723,0.1561098
75,-1.1282147,-1.3086554,"('meek', 'impulsive')",-0.87991565,-0.65466624,-0.32867113,-0.11961238,-0.7789338,-0.6943114,-0.0846224
12,1.1233668,1.187286,"('unsupportive', 'supportive')",0.68250096,0.7495696,-1.7564943,-1.8878336,0.0164578,0.0163407,0.0001171
54,1.1172692,0.9533997,"('incapable', 'capable')",0.2770588,0.17847282,1.4076282,1.4434072,0.9339854,0.8584266,0.0755588
45,-1.0512046,-1.0323164,"('incompetent', 'competent')",0.038138866,0.034405462,-0.48325685,-0.52911484,-0.4987742,-0.5090086,0.0102344
80,-1.0387974,-0.66018397,"('dominated', 'dominating')",-0.09299396,-0.1227106,-1.2960678,-1.2661253,-0.8092864,-0.6830066,-0.1262798
19,1.0311006,0.9666966,"('inhospitable', 'hospitable')",-0.25113952,-0.1895415,0.47463238,0.54026294,0.4181978,0.4391394,-0.0209416
72,-1.0085863,-0.90379494,"('unambitious', 'ambitious')",-0.85802436,-0.85450226,-0.83823055,-0.73456633,-0.9016137,-0.8309546,-0.0706591
26,0.98799264,0.6012044,"('hardhearted', 'benevolent')",0.8180222,0.68965346,1.720118,1.5180969,1.1753776,0.9363182,0.2390594
14,-0.974215,-0.82273084,"('antisocial', 'social')",-0.3439966,-0.49768645,-1.0806475,-1.0720422,-0.7996197,-0.7974865,-0.0021332
33,0.9288139,0.8627622,"('wrong', 'right')",0.7114709,0.62502444,-0.14240538,-0.29418293,0.4992931,0.3978679,0.1014252
24,0.91297024,0.92645526,"('dishonest', 'honest')",-0.11722876,-0.16652036,0.6140075,0.59839267,0.4699163,0.4527759,0.0171404
47,-0.87455046,-0.69065726,"('stupid', 'smart')",0.12744236,0.10843955,5.1490107,5.372667,1.4673009,1.5968164,-0.1295155
46,-0.851695,-0.36548194,"('uncompetitive', 'competitive')",0.17738777,0.18817659,-1.1906662,-1.2290434,-0.6216578,-0.4687829,-0.1528749
25,0.8324132,0.33231285,"('egoistic', 'altruistic')",1.693442,1.4557523,1.9359156,1.7408566,1.4872568,1.1763072,0.3109496
22,-0.8212702,-0.9237469,"('untrustworthy', 'trustworthy')",-1.0847604,-1.0818712,-1.133401,-1.2068901,-1.0131439,-1.0708361,0.0576922
66,-0.80862284,-0.80178934,"('inactive', 'active')",-0.5544468,-0.44858277,1.0604386,1.0877509,-0.100877,-0.0542071,-0.0466699
20,-0.79438514,-0.7065592,"('rough', 'thoughtful')",-0.40237835,-0.48038918,1.1884477,1.031021,-0.0027719,-0.0519758,0.0492039
76,-0.79180646,-0.42407376,"('anxious', 'daring')",-0.8474276,-0.68568903,-0.22121021,-0.120689675,-0.6201481,-0.4101508,-0.2099973
83,-0.7898209,-0.6907979,"('powerless', 'powerful')",-0.35942155,-0.34717372,-1.4642814,-1.3126116,-0.8711747,-0.7835277,-0.087647
29,-0.75993556,-0.8697207,"('unfair', 'fair')",-0.5969526,-0.59985185,-0.24749655,-0.24266848,-0.5347949,-0.570747,0.0359521
86,0.73389256,0.8232573,"('uninfluential', 'influential')",-0.172737,-0.27804467,-0.31508118,-0.285704,0.0820248,0.0865029,-0.0044781
50,0.7311683,0.3595214,"('clumsy', 'skillful')",0.3035398,0.09825735,0.6578948,0.42127225,0.564201,0.293017,0.271184
60,-0.7286918,-0.5673635,"('inefficient', 'efficient')",0.5264435,0.41668138,-0.5886248,-0.5331514,-0.2636244,-0.2279445,-0.0356799
0,-0.7284086,-0.65844643,"('unsociable', 'sociable')",0.15630603,0.14874214,-0.97115254,-0.9235637,-0.5144184,-0.477756,-0.0366624
64,-0.69265103,-0.79537594,"('shy', 'confident')",-0.7785371,-0.8692207,-7.361721,-7.496935,-2.9443029,-3.0538438,0.1095409
13,-0.6879787,-0.4581625,"('impolite', 'polite')",0.2879282,0.39895436,-0.52063733,-0.5081693,-0.3068959,-0.1891258,-0.1177701
67,0.6669625,0.8624156,"('doubtful', 'determined')",-0.15186624,-0.060317285,-0.6245925,-0.47439012,-0.0364987,0.1092361,-0.1457348
73,0.66157544,0.58871716,"('helpless', 'self-reliant')",0.43030328,0.5026196,-3.2154732,-3.3073833,-0.7078648,-0.7386822,0.0308174
32,0.64197564,0.5597638,"('unkind', 'kind')",0.69715613,0.65555674,0.7607015,0.72202927,0.6999444,0.6457833,0.0541611
65,-0.62196034,-0.5685088,"('insecure', 'secure')",-0.6790353,-0.8072893,-0.6763934,-0.72007227,-0.6591297,-0.6986235,0.0394938
30,0.59468865,0.85969126,"('intolerant', 'tolerant')",-0.20505813,-0.03415364,0.6559416,0.7588923,0.3485241,0.5281433,-0.1796192
40,-0.5786673,-0.9684896,"('stingy', 'generous')",0.37084144,0.36856434,-1.3731586,-1.6395413,-0.5269948,-0.7464889,0.2194941
48,0.56658345,0.48427007,"('unintelligent', 'intelligent')",0.70156145,0.6435075,0.13412976,0.030539911,0.4674249,0.3861058,0.0813191
62,-0.53345746,-0.26309603,"('incompetent', 'brilliant')",0.08059375,-0.0031426474,-0.40784308,-0.3431876,-0.2869023,-0.2031421,-0.0837602
4,-0.5274983,-0.83383167,"('disliked', 'liked')",-0.026904002,0.09571278,-6.6130085,-6.6520314,-2.389137,-2.4633834,0.0742464
81,-0.51169646,-0.21588528,"('submissive', 'aggressive')",0.2385006,0.26479867,-1.36967,-1.181597,-0.547622,-0.3775612,-0.1700608
