,travelers_male,travelers_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
56,2.207329,1.9593135,"('impractical', 'practical')",1.5583402,1.4568483,-0.70910287,-0.6471745,1.0188555,0.9229957,0.0958598
30,2.1670802,2.0025983,"('intolerant', 'tolerant')",2.0128396,1.9652268,0.6679275,0.6777959,1.615949,1.5485403,0.0674087
12,2.1574185,2.2074876,"('unsupportive', 'supportive')",1.6266123,1.6501824,-1.5474766,-1.5555184,0.745518,0.7673838,-0.0218658
49,-1.8381215,-1.9403151,"('unable', 'able')",-0.46918312,-0.46143818,-0.6011686,-0.53595144,-0.9694911,-0.9792349,0.0097438
7,1.8131503,1.718606,"('insensitive', 'sensitive')",1.3599452,1.2344873,1.1305529,1.0112782,1.4345495,1.3214571,0.1130924
0,1.7445292,1.5093967,"('unsociable', 'sociable')",1.546453,1.345649,-0.3964337,-0.47210407,0.9648495,0.7943139,0.1705356
68,-1.6398548,-1.7552196,"('dependent', 'independent')",-0.4866196,-0.57016623,-0.4103526,-0.49943668,-0.845609,-0.9416075,0.0959985
71,1.6297547,1.7345921,"('diffident', 'self-confident')",-0.41415578,-0.4063788,0.12721401,0.18510842,0.4476043,0.5044405,-0.0568362
60,1.628424,1.4216872,"('inefficient', 'efficient')",2.5937905,2.6196072,-0.18429075,-0.059334356,1.3459746,1.3273201,0.0186545
9,1.5732648,1.7250289,"('unaffectionate', 'caring')",0.030298423,0.09261065,1.5121095,1.5120623,1.0385576,1.1099006,-0.071343
13,1.5511594,1.3027906,"('impolite', 'polite')",1.2356858,1.136875,-0.035520427,-0.012543835,0.9171083,0.8090406,0.1080677
26,1.5278838,1.6145302,"('hardhearted', 'benevolent')",1.7758152,1.8581021,2.140083,2.1445262,1.814594,1.8723863,-0.0577923
14,1.4580374,1.3005254,"('antisocial', 'social')",2.0490587,1.968141,-0.43411386,-0.3735556,1.0243274,0.9650369,0.0592905
43,1.4508957,1.467202,"('irresponsible', 'responsible')",0.73572624,0.7452673,0.5867042,0.5800911,0.9244421,0.9308534,-0.0064113
44,-1.4183503,-1.2397342,"('prejudiced', 'unprejudiced')",-0.805237,-0.6767502,-1.2580969,-1.3057265,-1.1605614,-1.0740703,-0.0864911
19,-1.4175237,-1.4126878,"('inhospitable', 'hospitable')",-0.93242806,-0.91089803,-0.009939378,0.059953764,-0.7866304,-0.754544,-0.0320864
