,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
15,-0.48249754,-0.84512436,"('boring', 'funny')",-0.79986256,-0.9797068,0.43600404,0.26794964,-0.2821187,-0.5189606,0.2368419
65,0.47611126,0.16116765,"('insecure', 'secure')",0.062424537,0.090098076,-0.5346718,-0.34747893,0.001288,-0.0320711,0.0333591
69,0.4587372,0.40025866,"('lazy', 'industrious')",0.7587506,0.8809597,0.031944934,-0.07677554,0.4164776,0.4014809,0.0149967
37,0.45431662,0.44781527,"('fake', 'genuine')",0.009728599,0.08694884,0.1538342,0.26858228,0.2059598,0.2677821,-0.0618223
87,0.4461534,0.567217,"('unsuccessful', 'successful')",0.8429159,0.87339824,0.7284197,0.7594514,0.6724963,0.7333555,-0.0608592
58,-0.40543014,-0.23221274,"('undiscriminating', 'discriminating')",0.4745205,0.31732965,-0.16507624,-0.21899769,-0.0319953,-0.0446269,0.0126316
43,0.39384997,0.47726357,"('irresponsible', 'responsible')",-0.48413822,-0.27616554,0.07184587,0.09622833,-0.0061475,0.0991088,-0.1052563
22,-0.38272136,-0.2794439,"('untrustworthy', 'trustworthy')",-0.44323266,-0.33373597,-1.087823,-1.1019645,-0.6379257,-0.5717148,-0.0662109
75,-0.33268812,0.07933506,"('meek', 'impulsive')",0.000526458,-0.049740963,-0.02612823,0.030634196,-0.11943,0.0200761,-0.1395061
77,-0.331133,-0.25459903,"('unmotivated', 'motivated')",0.80182517,1.0621399,-0.9687422,-0.73713684,-0.1660167,0.023468,-0.1894847
8,-0.33048916,-0.3814273,"('unaffectionate', 'affectionate')",-0.6102255,-0.83238125,0.32629037,0.09647259,-0.2048081,-0.3724453,0.1676372
27,-0.32763553,-0.49854088,"('hardhearted', 'softhearted')",-0.2199868,-0.09054031,1.3430423,1.2657144,0.26514,0.2255444,0.0395956
79,0.32455993,0.31458932,"('wavering', 'unwavering')",-1.308073,-1.3605807,0.12187941,0.18619147,-0.2872112,-0.2866,-0.0006112
38,0.31887192,0.21416515,"('untruthful', 'truthful')",0.30652457,0.3692642,0.22052002,0.51189256,0.2819722,0.3651073,-0.0831351
1,-0.30564487,-0.5495552,"('unfriendly', 'friendly')",0.05386196,-0.032740697,1.283204,1.1406363,0.343807,0.1861135,0.1576935
10,0.28395566,0.16004558,"('unsympathetic', 'sympathetic')",-0.23555501,-0.13096923,-0.346057,-0.17812851,-0.0992188,-0.0496841,-0.0495347
55,0.2793614,0.32029298,"('incompetent', 'clever')",-0.03546708,-0.033099048,-0.2068199,-0.35510376,0.0123581,-0.0226366,0.0349947
18,-0.2617633,-0.4200601,"('disagreeable', 'welcoming')",-0.5377914,-0.581925,-0.3180941,-0.5517445,-0.3725496,-0.5179098,0.1453602
51,-0.22807656,-0.34421432,"('uneducated', 'educated')",-0.22980925,-0.1330989,0.41985375,0.46413004,-0.0126774,-0.0043944,-0.008283
40,-0.20813462,-0.06815097,"('stingy', 'generous')",0.25839338,0.27380133,-1.4901581,-1.581746,-0.4799664,-0.4586986,-0.0212678
14,-0.20631045,-0.36638647,"('antisocial', 'social')",0.7904232,0.9410308,-0.71327233,-0.827482,-0.0430532,-0.0842792,0.041226
67,-0.20146132,-0.20840648,"('doubtful', 'determined')",0.27191678,0.3868078,-0.29437092,-0.3963086,-0.0746385,-0.0726358,-0.0020027
35,-0.18351814,-0.14342237,"('corrupt', 'incorrupt')",-1.2979561,-1.2668806,-0.07818351,-0.29040715,-0.5198859,-0.5669034,0.0470175
83,-0.1743376,-0.22666204,"('powerless', 'powerful')",0.62766606,0.52974415,-0.9437124,-0.8331199,-0.1634613,-0.1766793,0.013218
20,0.1725731,0.21633095,"('rough', 'thoughtful')",0.24951474,0.35158348,0.89932114,0.781759,0.4404697,0.4498912,-0.0094215
47,-0.16885552,-0.078846425,"('stupid', 'smart')",0.2300845,0.4157009,4.8115807,5.254489,1.6242698,1.8637811,-0.2395113
82,-0.15481132,-0.30582824,"('poor', 'rich')",-0.053222254,0.23921943,5.4047427,6.0266933,1.7322364,1.9866948,-0.2544584
86,-0.15478542,-0.12200911,"('uninfluential', 'influential')",-0.5609741,-0.58704555,-0.544935,-0.60312086,-0.4202315,-0.4373918,0.0171603
29,-0.15441997,0.017792787,"('unfair', 'fair')",0.059730813,0.14819597,-0.627826,-0.75940865,-0.2408384,-0.1978066,-0.0430318
13,-0.13562864,-0.28280896,"('impolite', 'polite')",-0.1718433,-0.097288325,0.014175795,0.04944531,-0.0977654,-0.1102173,0.0124519
42,0.12404904,0.26426154,"('unreliable', 'reliable')",-0.12877241,0.19413455,-2.6797712,-2.7839682,-0.8948315,-0.7751907,-0.1196408
46,-0.11820705,0.15494889,"('uncompetitive', 'competitive')",0.7348875,0.87628573,-0.50766987,-0.35836303,0.0363369,0.2242905,-0.1879536
28,0.11742523,-0.24634783,"('disloyal', 'loyal')",-0.30556384,-0.1975027,0.28936037,0.35259533,0.0337406,-0.0304184,0.064159
68,0.11065987,0.10015355,"('dependent', 'independent')",-0.5289297,-0.42075685,-0.30903587,-0.19607766,-0.2424352,-0.172227,-0.0702082
64,0.10254637,0.11331502,"('shy', 'confident')",0.71537435,0.85295707,-5.587457,-5.623156,-1.5898455,-1.5522947,-0.0375508
49,-0.10219601,-0.4180995,"('unable', 'able')",0.1115339,0.19284585,-0.028344437,0.12962025,-0.0063355,-0.0318778,0.0255423
50,-0.09296903,-0.2730255,"('clumsy', 'skillful')",-0.041413832,-0.023296561,0.3007108,0.2564445,0.0554426,-0.0132925,0.0687351
3,0.092826605,-0.07570324,"('repellent', 'pleasant')",1.1678414,1.253979,0.071413934,-0.060545266,0.4440273,0.3725768,0.0714505
54,-0.05209519,-0.075415686,"('incapable', 'capable')",-0.30535683,-0.2731581,0.9518103,1.1813694,0.1981194,0.2775985,-0.0794791
26,-0.046586264,-0.2642398,"('hardhearted', 'benevolent')",0.44166645,0.2313343,1.3166378,0.73476785,0.5705727,0.2339541,0.3366186
34,-0.040028304,-0.3398064,"('mean', 'honorable')",0.24725205,0.18394709,5.6602683,6.0187173,1.9558307,1.9542859,0.0015448
57,-0.033599406,0.08752188,"('unimaginative', 'imaginative')",-0.13631335,-0.15921465,-2.386878,-2.6305647,-0.8522636,-0.9007525,0.0484889
25,-0.018257424,-0.23027158,"('egoistic', 'altruistic')",0.4338088,0.26577497,1.3081,1.1484421,0.5745505,0.3946485,0.179902
66,-0.015407965,0.11595729,"('inactive', 'active')",-0.85921335,-0.6804537,1.2517439,1.189517,0.1257075,0.2083402,-0.0826327
70,-0.007674355,0.27429435,"('lethargic', 'energetic')",0.12646875,0.3766814,0.356459,0.7016527,0.1584178,0.4508762,-0.2924584
