,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
36,-1.6510328,-2.1246567,"('hostile', 'amicable')",-2.3081384,-2.7840335,0.054385066,-0.37357116,-1.3015954,-1.7607539,0.4591585
6,-1.6005737,-1.3473855,"('distant', 'open')",-1.6051619,-1.4106487,0.07093373,0.18431035,-1.044934,-0.8579079,-0.1870261
39,1.5077951,1.3479471,"('exploitative', 'cooperative')",-0.06833589,0.15822904,-0.020978665,-0.12210884,0.4728268,0.4613558,0.011471
16,-1.4463414,-1.5813557,"('unpopular', 'popular')",0.16012846,0.112200156,0.59041697,0.4515856,-0.231932,-0.33919,0.107258
62,1.3684179,1.5182867,"('incompetent', 'brilliant')",0.5304544,0.81176597,0.08321993,0.45827144,0.6606974,0.9294414,-0.268744
0,-1.3156047,-1.5295253,"('unsociable', 'sociable')",-0.10770722,-0.11289118,-0.6833882,-0.8170825,-0.7022334,-0.819833,0.1175996
56,1.3112375,1.3343569,"('impractical', 'practical')",0.68771183,0.93673706,-0.2906832,-0.082611784,0.569422,0.729494,-0.160072
30,1.20097,0.9733784,"('intolerant', 'tolerant')",1.7641358,1.7144388,1.4056376,1.2926178,1.4569146,1.3268116,0.130103
60,1.1868144,1.0860722,"('inefficient', 'efficient')",1.1562771,1.4014095,0.111482546,0.26963416,0.8181914,0.9190386,-0.1008472
88,1.1510999,0.506645,"('low', 'eminent')",0.13127442,0.044592604,0.48715603,0.17007601,0.5898435,0.2404379,0.3494056
73,1.1425003,1.3930597,"('helpless', 'self-reliant')",0.62898993,0.60299534,-2.845671,-2.96379,-0.3580602,-0.3225783,-0.0354819
9,1.1387966,1.0883166,"('unaffectionate', 'caring')",0.5627622,0.5722473,0.82165366,0.8214252,0.8410708,0.8273297,0.0137411
24,1.10479,1.0827903,"('dishonest', 'honest')",0.06392225,0.1044575,0.6036473,0.6977392,0.5907865,0.628329,-0.0375425
31,-1.1037858,-1.1736122,"('evil', 'good')",-1.2874212,-1.4651372,-1.1934431,-1.44893,-1.1948833,-1.36256,0.1676767
76,1.0996437,1.154949,"('anxious', 'daring')",0.58685374,0.7827284,0.47393936,0.6292376,0.7201456,0.8556383,-0.1354927
4,-1.0450026,-1.3015809,"('disliked', 'liked')",-0.5156664,-0.5823189,-5.5546465,-5.9693775,-2.3717718,-2.6177591,0.2459873
5,-1.0190164,-0.7542967,"('distant', 'outgoing')",-1.0364155,-0.790814,-0.18193638,0.017693076,-0.7457894,-0.5091392,-0.2366502
81,1.008824,0.8955647,"('submissive', 'aggressive')",1.7243644,1.93502,-0.20424001,0.009120792,0.8429828,0.9465684,-0.1035856
33,0.99704087,0.93342423,"('wrong', 'right')",0.7154917,0.571623,-0.36882642,-0.5241521,0.447902,0.3269651,0.1209369
41,-0.9157081,-1.0707673,"('unforgiving', 'forgiving')",-0.22424659,-0.44046134,0.036605127,-0.2809913,-0.3677832,-0.5974066,0.2296234
80,0.8657525,1.1724797,"('dominated', 'dominating')",0.39335945,0.7361327,-0.9428205,-0.9222414,0.1054305,0.3287904,-0.2233599
53,0.8626659,0.9451665,"('uncreative', 'creative')",0.2675992,0.2991174,0.65612566,0.7284882,0.5954636,0.6575907,-0.0621271
44,-0.8266915,-0.8612605,"('prejudiced', 'unprejudiced')",-0.8300062,-0.6983923,-1.1967806,-1.3261607,-0.9511595,-0.9619378,0.0107783
85,-0.82534945,-1.0587317,"('insignificant', 'prestigious')",0.033603154,-0.19830215,0.68863,0.3143074,-0.0343721,-0.3142421,0.27987
71,0.7872554,0.6702805,"('diffident', 'self-confident')",1.2660517,1.3658346,0.45754626,0.41349298,0.8369511,0.816536,0.0204151
48,0.7523242,0.3633595,"('unintelligent', 'intelligent')",1.379049,1.1656648,0.7905196,0.5929685,0.9739642,0.7073309,0.2666333
12,0.7485501,0.9532299,"('unsupportive', 'supportive')",0.55621856,0.7754226,-1.5888109,-1.5750396,-0.0946807,0.0512043,-0.145885
7,0.73481864,0.3971099,"('insensitive', 'sensitive')",0.7560068,0.8989016,0.59173864,0.5743732,0.694188,0.6234616,0.0707264
11,0.72834533,0.8081186,"('unhelpful', 'helpful')",0.83477336,1.2339417,1.846807,2.0918236,1.1366419,1.3779613,-0.2413194
72,0.71181464,0.98186874,"('unambitious', 'ambitious')",0.77899945,0.7092556,-1.137262,-0.91974044,0.1178507,0.257128,-0.1392773
74,0.69975704,0.736404,"('undedicated', 'dedicated')",0.2781797,0.50437117,-0.50926405,-0.606913,0.1562242,0.2112874,-0.0550632
32,0.69506764,0.2962072,"('unkind', 'kind')",0.28527394,0.4220116,0.88501996,0.8350329,0.6217872,0.5177506,0.1040366
45,-0.6849284,-0.7387799,"('incompetent', 'competent')",-0.5748665,-0.49793643,-0.72270435,-0.76088226,-0.6608331,-0.6658662,0.0050331
61,0.6767163,0.61437434,"('illogical', 'logical')",0.37379688,0.41045275,-0.0077112,-0.047994748,0.3476007,0.3256108,0.0219899
23,0.6588025,0.29709646,"('insincere', 'sincere')",0.75953627,0.90890527,5.059511,5.4819474,2.1592833,2.2293164,-0.0700331
19,-0.61179984,-0.65465474,"('inhospitable', 'hospitable')",-1.6158553,-1.4518535,-0.1198863,-0.10857503,-0.7825139,-0.7383611,-0.0441528
21,0.6075388,0.14308904,"('immoral', 'moral')",1.0402573,1.0057383,-0.56103957,-0.6166529,0.3622522,0.1773915,0.1848607
52,-0.605152,-0.7834059,"('irrational', 'rational')",-0.49288228,-0.7766613,-0.35747707,-0.6363083,-0.4851704,-0.7321251,0.2469547
59,0.5944792,0.549369,"('foolish', 'wise')",0.77540505,0.8278083,0.37179735,0.33119085,0.5805605,0.569456,0.0111045
63,-0.55132556,-0.3814512,"('unperceptive', 'insightful')",0.9005434,1.1113491,1.0010743,1.3757288,0.4500974,0.7018756,-0.2517782
2,0.5460979,0.23720299,"('unlikable', 'likable')",0.85193884,0.81257147,0.7445476,0.6022211,0.7141948,0.5506651,0.1635297
84,0.5412161,0.72065586,"('inferior', 'superior')",1.1308489,1.1941291,1.0828702,1.166423,0.9183118,1.0270693,-0.1087575
17,-0.5115483,-0.8009026,"('nasty', 'nice')",0.23175827,0.11495286,-0.28214204,-0.5757542,-0.1873107,-0.420568,0.2332573
78,-0.49017125,-0.5054777,"('nonresilient', 'resilient')",0.15673186,0.49512863,0.3999095,0.7077041,0.0221567,0.2324517,-0.210295
