,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,male-female
45,-1.8700207,-1.8432647,"('incompetent', 'competent')",-2.162922,-2.068816,-0.8141638,-0.78405976,-1.6157022,-1.5653801,-0.0503221
83,1.7976726,1.7334573,"('powerless', 'powerful')",-0.06315512,-0.22433946,-0.6481743,-0.6632823,0.3621144,0.2819452,0.0801692
85,1.6845832,2.0144491,"('insignificant', 'prestigious')",1.5511032,1.9687759,0.4309202,0.8389363,1.2222021,1.6073871,-0.385185
46,-1.6053495,-1.7826442,"('uncompetitive', 'competitive')",-1.7499278,-1.8233743,-0.29413095,-0.40664333,-1.2164694,-1.337554,0.1210846
70,-1.4948361,-1.4905045,"('lethargic', 'energetic')",-1.7847874,-1.9137315,0.5120991,0.3630699,-0.9225082,-1.0137219,0.0912137
71,1.4903178,1.5284289,"('diffident', 'self-confident')",1.15361,1.3976643,0.20758837,0.4469795,0.9505054,1.1243575,-0.1738521
57,-1.3741704,-1.2447524,"('unimaginative', 'imaginative')",-1.3733238,-0.9761655,-2.6752763,-2.267922,-1.8075902,-1.49628,-0.3113102
36,1.2823131,1.5280656,"('hostile', 'amicable')",1.8200169,2.2683237,0.1529967,0.47752202,1.0851089,1.424637,-0.3395281
88,1.249507,1.1120719,"('low', 'eminent')",-0.50649136,-0.5979812,0.361569,0.36084926,0.3681949,0.2916466,0.0765483
15,1.2298759,1.3087173,"('boring', 'funny')",1.7427841,1.6424453,0.2695427,0.1776904,1.0807343,1.042951,0.0377833
22,-1.2129723,-1.0670704,"('untrustworthy', 'trustworthy')",-1.19562,-1.1371392,-1.0056819,-1.0056921,-1.1380914,-1.0699673,-0.0681241
3,-1.1862468,-1.3444273,"('repellent', 'pleasant')",-1.4007031,-1.4142663,0.00027201325,0.12544349,-0.8622259,-0.8777501,0.0155242
