,big_male,big_female,tuple,lots_male,lots_female,inc_male,inc_female,average_male,average_female,male-female
70,1.3277961,1.0548327,"('lethargic', 'energetic')",2.3424582,1.855416,0.9131332,0.66755766,1.5277958,1.1926022,0.3351936
87,1.3254868,0.98529637,"('unsuccessful', 'successful')",1.9072047,1.3169782,0.961384,0.8064304,1.3980252,1.036235,0.3617902
72,1.2612206,1.2122267,"('unambitious', 'ambitious')",1.571755,1.2895801,-0.47204652,-0.35406882,0.7869763,0.7159127,0.0710636
9,1.2594315,1.305813,"('unaffectionate', 'caring')",-0.6115755,-0.50042695,1.3102956,1.6820087,0.6527172,0.8291316,-0.1764144
38,1.2305669,1.1864835,"('untruthful', 'truthful')",1.697659,1.4836243,0.4417828,0.6057285,1.1233362,1.0919455,0.0313907
83,1.2064154,1.0653186,"('powerless', 'powerful')",0.31553236,-0.021829173,-0.8969733,-0.9823289,0.2083248,0.0203869,0.1879379
50,-1.1962729,-1.0094811,"('clumsy', 'skillful')",-1.3803279,-1.3440274,0.19018635,0.4576552,-0.7954715,-0.6319511,-0.1635204
20,-1.1818181,-1.0857841,"('rough', 'thoughtful')",-0.6895805,-0.52574784,0.890254,0.94549084,-0.3270482,-0.2220137,-0.1050345
79,-1.1321812,-0.92040926,"('wavering', 'unwavering')",-1.9585961,-1.6192617,0.23658346,0.35352346,-0.951398,-0.7287158,-0.2226822
43,1.0590665,0.72467846,"('irresponsible', 'responsible')",2.2047226,1.6055472,0.8180725,0.612887,1.3606205,0.9810376,0.3795829
51,1.0383371,0.78399265,"('uneducated', 'educated')",1.5043348,1.025124,0.298649,0.19481665,0.947107,0.6679777,0.2791293
12,1.0375421,0.9399197,"('unsupportive', 'supportive')",1.056628,0.5416311,-1.5262415,-1.6524,0.1893095,-0.0569497,0.2462592
21,1.0372756,0.5035147,"('immoral', 'moral')",2.9028063,2.3206773,-0.45534694,-0.8990133,1.1615783,0.6417263,0.519852
17,-0.9935943,-0.8076942,"('nasty', 'nice')",-0.6051362,-0.4606701,-0.6125597,-0.7020827,-0.7370968,-0.6568157,-0.0802811
15,-0.9701211,-0.7135104,"('boring', 'funny')",-0.3886493,-0.31728265,0.37255284,0.2956067,-0.3287392,-0.2450621,-0.0836771
28,0.93182874,0.60624576,"('disloyal', 'loyal')",0.4169585,0.2291757,1.0551381,1.1795708,0.8013085,0.6716641,0.1296444
71,0.91826683,0.8302765,"('diffident', 'self-confident')",1.2407411,1.3293327,0.6937753,0.7843328,0.9509277,0.981314,-0.0303863
13,0.91467404,0.52510965,"('impolite', 'polite')",2.7131202,2.147769,-0.118355304,-0.37065867,1.169813,0.7674067,0.4024063
34,-0.8990823,-0.85029256,"('mean', 'honorable')",0.8848215,0.8562418,6.78227,6.763222,2.2560031,2.2563906,-0.0003875
49,-0.8438957,-0.7396324,"('unable', 'able')",-0.19252504,-0.43488848,0.35782647,0.50709075,-0.2261981,-0.2224767,-0.0037214
37,-0.7812978,-1.0907601,"('fake', 'genuine')",0.037727177,-0.35780594,0.37735522,0.40189683,-0.1220718,-0.3488897,0.2268179
23,0.7090925,0.3815352,"('insincere', 'sincere')",3.7536201,3.3239923,6.6433573,6.604434,3.7020232,3.4366538,0.2653694
64,0.7047192,0.44001502,"('shy', 'confident')",0.5050739,-0.15280282,-6.774347,-7.092437,-1.8548512,-2.2684081,0.4135569
61,0.69307065,0.44502658,"('illogical', 'logical')",1.0442296,0.82231086,0.28907573,0.13963151,0.6754587,0.4689897,0.206469
67,0.6903471,0.6313508,"('doubtful', 'determined')",0.46035576,0.42352882,-0.5999961,-0.64369863,0.1835689,0.1370603,0.0465086
6,-0.6873906,-0.37465757,"('distant', 'open')",-2.4904442,-1.9689745,0.34530267,0.7599987,-0.9441774,-0.5278778,-0.4162996
42,0.65269375,0.61199504,"('unreliable', 'reliable')",0.14312652,-0.051713996,-2.8701777,-3.023636,-0.6914525,-0.8211184,0.1296659
44,-0.623097,-0.3243731,"('prejudiced', 'unprejudiced')",-1.7649239,-1.4001945,-1.4293579,-1.3997293,-1.2724597,-1.0414323,-0.2310274
0,0.5893946,0.23849158,"('unsociable', 'sociable')",2.8506386,2.1721973,-0.32417327,-0.67949706,1.03862,0.577064,0.461556
5,-0.56539,-0.07795164,"('distant', 'outgoing')",-2.3245564,-1.8561006,0.07009617,0.46153536,-0.9399501,-0.490839,-0.4491111
75,-0.5567244,-0.034726784,"('meek', 'impulsive')",-1.8450553,-1.3682264,-0.54377663,-0.36408457,-0.9818521,-0.5890126,-0.3928395
88,-0.53275836,-0.40795675,"('low', 'eminent')",-0.24638873,-0.30174568,0.18908106,0.3598022,-0.1966887,-0.1166334,-0.0800553
59,-0.4967599,-0.38363382,"('foolish', 'wise')",-2.4024007,-2.3631136,0.2819219,0.6271085,-0.8724129,-0.7065463,-0.1658666
25,-0.485182,-0.3959183,"('egoistic', 'altruistic')",-0.5790013,-0.38796762,0.88090676,0.97556484,-0.0610922,0.063893,-0.1249852
14,0.46831873,0.14385055,"('antisocial', 'social')",3.0505717,2.6632605,-0.7838788,-1.3206713,0.9116705,0.4954799,0.4161906
27,-0.43700245,-0.24818885,"('hardhearted', 'softhearted')",-0.91333634,-0.9086245,1.4153734,1.3734494,0.0216782,0.072212,-0.0505338
18,-0.40473598,-0.17697221,"('disagreeable', 'welcoming')",0.10184834,0.2684344,-0.40949768,-0.42912886,-0.2374618,-0.1125556,-0.1249062
78,-0.4042739,-0.62765723,"('nonresilient', 'resilient')",-0.39738175,-0.6757454,0.5661879,0.5148385,-0.0784892,-0.2628547,0.1843655
53,0.36982003,0.42843774,"('uncreative', 'creative')",0.45075148,0.41483247,1.0835212,1.1586285,0.6346976,0.6672996,-0.032602
7,0.36445737,0.009166099,"('insensitive', 'sensitive')",1.8753598,1.4049467,0.82753515,0.7034937,1.0224508,0.7058689,0.3165819
10,0.36192352,-0.17378342,"('unsympathetic', 'sympathetic')",2.4378371,1.761503,-0.1512477,-0.31137386,0.8828376,0.4254486,0.457389
58,-0.35056734,-0.28396025,"('undiscriminating', 'discriminating')",-0.68221074,-0.70010674,-0.06441153,-0.18673456,-0.3657298,-0.3902672,0.0245374
33,0.31846097,0.3879401,"('wrong', 'right')",-0.7485696,-0.69586444,-0.8132242,-0.666154,-0.4144443,-0.3246928,-0.0897515
22,0.3016338,0.06304684,"('untrustworthy', 'trustworthy')",1.2301829,0.9471036,-0.8203017,-0.920678,0.2371717,0.0298241,0.2073476
65,-0.2985558,-0.70668733,"('insecure', 'secure')",1.9526417,1.4794371,0.0004988704,-0.2531501,0.5515283,0.1731999,0.3783284
47,-0.2968645,-0.40767688,"('stupid', 'smart')",1.4116343,1.3918306,6.11466,6.2464275,2.4098099,2.4101938,-0.0003839
30,0.2954613,0.2087024,"('intolerant', 'tolerant')",2.9737525,2.6675725,1.1474138,1.0290902,1.4722091,1.3017883,0.1704208
54,-0.27515352,-0.19472933,"('incapable', 'capable')",-0.71480787,-0.70055586,1.6853126,2.031972,0.2317837,0.3788956,-0.1471119
39,-0.27442223,-0.14391623,"('exploitative', 'cooperative')",1.079092,1.3114879,0.13738012,0.074048355,0.3140166,0.4138734,-0.0998568
41,-0.22673681,-0.12379818,"('unforgiving', 'forgiving')",0.0058388487,0.15891568,-0.33918542,-0.47934657,-0.1866945,-0.1480764,-0.0386181
68,-0.2260124,-0.4818685,"('dependent', 'independent')",0.15722683,-0.026542418,-0.16126193,-0.32282156,-0.0766825,-0.2770775,0.200395
1,-0.2100719,-0.05281079,"('unfriendly', 'friendly')",-1.350289,-1.2708929,1.9772758,2.3374527,0.1389716,0.3379163,-0.1989447
2,0.15477708,0.4554252,"('unlikable', 'likable')",0.13518795,0.26346502,0.15603921,0.30224362,0.1486681,0.3403779,-0.1917098
73,0.12755144,0.4905514,"('helpless', 'self-reliant')",-1.5752304,-1.232582,-3.3160346,-3.058295,-1.5879045,-1.2667752,-0.3211293
66,-0.12447854,-0.18633507,"('inactive', 'active')",-1.6229583,-1.7750067,0.7329537,0.57993734,-0.3381611,-0.4604681,0.122307
8,-0.124336585,0.1904126,"('unaffectionate', 'affectionate')",-1.8592769,-1.6812817,0.73776793,1.314556,-0.4152819,-0.058771,-0.3565109
82,-0.11300431,-0.3059541,"('poor', 'rich')",1.9835409,1.69852,7.055279,7.095483,2.9752719,2.8293495,0.1459224
45,-0.10713357,-0.5678765,"('incompetent', 'competent')",2.3802152,1.7486305,0.15946507,-0.11829462,0.8108489,0.3541531,0.4566958
29,0.09878408,-0.15416026,"('unfair', 'fair')",-0.82457423,-0.89767015,-0.44132683,-0.48344693,-0.389039,-0.5117591,0.1227201
48,-0.09787661,-0.5046649,"('unintelligent', 'intelligent')",1.7360442,1.4163456,0.8250704,0.87514037,0.8210793,0.595607,0.2254723
3,0.08641766,-0.07515001,"('repellent', 'pleasant')",2.3076577,2.0388503,0.12140411,-0.13380724,0.8384932,0.6099644,0.2285288
77,0.080557086,-0.18709904,"('unmotivated', 'motivated')",1.3866577,1.0046399,-0.67045146,-0.90159434,0.2655878,-0.0280178,0.2936056
74,0.07450627,-0.20551923,"('undedicated', 'dedicated')",0.29989076,0.048998505,-0.26719567,-0.22783737,0.0357338,-0.1281194,0.1638532
4,-0.0653906,0.24724893,"('disliked', 'liked')",-2.2842119,-2.046057,-6.8405547,-6.8016677,-3.0633856,-2.8668251,-0.1965605
57,0.04650353,-0.08643313,"('unimaginative', 'imaginative')",0.58005834,0.21585739,-2.8063018,-3.002726,-0.72658,-0.9577672,0.2311872
40,0.016421337,-0.0028183367,"('stingy', 'generous')",-0.03392923,0.07596167,-1.7890441,-1.8817209,-0.602184,-0.6028592,0.0006752
86,-0.014691204,-0.57081056,"('uninfluential', 'influential')",1.503102,0.66764665,-0.07302338,-0.4592508,0.4717958,-0.1208049,0.5926007
84,0.012828775,-0.0832217,"('inferior', 'superior')",-1.4603062,-1.3307679,0.8159937,0.94500464,-0.2104945,-0.1563283,-0.0541662
