,reynolds_male,reynolds_female,tuple,american_male,american_female,inc_male,inc_female,average_male,average_female,male-female
68,-2.0517895,-1.9212041,"('dependent', 'independent')",-0.2353206,-0.21765605,-0.7964417,-0.67676353,-1.0278506,-0.9385413,-0.0893093
29,-2.0458534,-1.6777681,"('unfair', 'fair')",-1.9519583,-1.6605717,-1.0829355,-0.95836914,-1.6935824,-1.4322364,-0.261346
22,-1.9881244,-1.6918309,"('untrustworthy', 'trustworthy')",-1.0009217,-0.7919828,-1.6231991,-1.4865687,-1.537415,-1.3234608,-0.2139542
82,-1.982039,-1.7575482,"('poor', 'rich')",-0.7648904,-0.5016286,5.5565352,5.6898065,0.9365353,1.1435432,-0.2070079
71,1.8741257,1.4176823,"('diffident', 'self-confident')",0.84321594,0.8638379,0.79229623,0.7926427,1.1698793,1.024721,0.1451583
73,1.8460732,2.0722318,"('helpless', 'self-reliant')",0.86739886,1.0593722,-2.6857033,-2.3249662,0.0092562,0.2688793,-0.2596231
51,-1.8272784,-1.4778923,"('uneducated', 'educated')",0.40784213,0.5082577,0.053943362,0.06185571,-0.4551643,-0.302593,-0.1525713
14,-1.8223771,-1.5415509,"('antisocial', 'social')",-0.23481268,-0.14542815,-0.9857962,-1.0534852,-1.0143286,-0.9134881,-0.1008405
45,-1.8202357,-1.3438396,"('incompetent', 'competent')",-0.62227553,-0.44043323,-0.31870857,-0.37623474,-0.9204067,-0.7201692,-0.2002375
85,1.785981,1.1320583,"('insignificant', 'prestigious')",-0.8215367,-1.0754669,0.93671924,0.72712284,0.6337212,0.2612381,0.3724831
55,-1.7511868,-1.2757243,"('incompetent', 'clever')",-0.621071,-0.5954129,-0.28004712,-0.37232277,-0.8841016,-0.74782,-0.1362816
1,1.7286762,1.3222576,"('unfriendly', 'friendly')",-1.1023475,-1.0183225,1.8181355,1.779258,0.8148214,0.6943978,0.1204236
33,1.6811113,1.3658946,"('wrong', 'right')",0.7199613,0.52699447,-0.25467163,-0.26553282,0.715467,0.5424521,0.1730149
