,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
28,-1.3329973,-0.99583125,"('disloyal', 'loyal')",-0.8585969,-0.5240692,0.7711675,0.73926675,-0.4734755,-0.2602112,-0.2132643
23,-1.3151813,-1.0945691,"('insincere', 'sincere')",-0.936432,-0.75172746,5.4319715,4.9404736,1.0601195,1.0313923,0.0287272
75,-1.3109387,-1.6235416,"('meek', 'impulsive')",-0.22604863,-0.36362568,-0.4684748,-0.56458557,-0.6684874,-0.8505843,0.1820969
8,1.2957027,1.4206902,"('unaffectionate', 'affectionate')",-0.7087443,-0.2689275,0.99528015,1.0443311,0.5274129,0.7320313,-0.2046184
84,1.2793143,1.300927,"('inferior', 'superior')",0.593798,0.65647864,1.1210114,1.0927849,0.9980412,1.0167301,-0.0186889
38,-1.1946329,-1.3268175,"('untruthful', 'truthful')",-0.5463066,-0.4776618,0.0038914084,-0.00466311,-0.579016,-0.6030475,0.0240315
53,1.1698997,1.4005557,"('uncreative', 'creative')",0.06627791,0.38281137,1.07775,1.2440504,0.7713092,1.0091392,-0.23783
63,-1.1202426,-1.0202692,"('unperceptive', 'insightful')",0.6455013,0.57849133,1.0385153,0.908308,0.1879247,0.1555101,0.0324146
66,1.0665584,0.91498774,"('inactive', 'active')",1.8660167,1.9329646,1.4992255,1.6453128,1.4772669,1.4977551,-0.0204882
19,1.0420333,0.8627872,"('inhospitable', 'hospitable')",-0.52970606,-0.52575153,0.34197918,0.28461683,0.2847688,0.2072175,0.0775513
14,-1.0338275,-0.71623135,"('antisocial', 'social')",0.86305445,0.7353584,-0.9817976,-0.798854,-0.3841902,-0.259909,-0.1242812
16,0.9952207,0.977803,"('unpopular', 'popular')",1.213072,1.2115829,1.335374,1.3352817,1.1812223,1.1748892,0.0063331
39,0.97099733,1.0905368,"('exploitative', 'cooperative')",0.95194143,1.1300279,-0.07792078,0.06677894,0.615006,0.7624479,-0.1474419
2,0.9603174,0.9784876,"('unlikable', 'likable')",1.4195775,1.5188793,0.7345423,0.89863145,1.0381457,1.1319995,-0.0938538
37,-0.95969695,-0.73922247,"('fake', 'genuine')",-0.8544569,-0.76506454,0.36904994,0.52692395,-0.4817013,-0.3257877,-0.1559136
86,-0.94858897,-0.7981558,"('uninfluential', 'influential')",-0.55866516,-0.649781,-0.40059882,-0.5402363,-0.635951,-0.6627243,0.0267733
82,-0.93247145,-0.65615284,"('poor', 'rich')",-1.1759346,-1.1484522,6.037729,5.523036,1.3097742,1.239477,0.0702972
48,-0.92085093,-0.6719793,"('unintelligent', 'intelligent')",-0.5462749,-0.5488763,0.14308806,0.04651824,-0.4413459,-0.3914458,-0.0499001
76,-0.88375616,-0.78717196,"('anxious', 'daring')",0.6537354,0.458053,-0.043229323,-0.09616032,-0.0910834,-0.1417598,0.0506764
65,-0.7930134,-0.445492,"('insecure', 'secure')",0.14996845,-0.051917594,-0.86404794,-0.91380286,-0.5023643,-0.4704041,-0.0319602
27,0.7818752,0.84258604,"('hardhearted', 'softhearted')",-0.28421962,0.10800043,1.4198306,1.4978395,0.6391621,0.8161419,-0.1769798
12,0.76657337,0.79706657,"('unsupportive', 'supportive')",0.679624,0.9565204,-1.5193336,-1.2602751,-0.0243787,0.1644373,-0.188816
73,0.7449366,0.6601442,"('helpless', 'self-reliant')",0.0059382915,-0.092124395,-3.3314176,-3.1181839,-0.8601809,-0.8500547,-0.0101262
56,-0.72226995,-0.6357281,"('impractical', 'practical')",0.49008894,0.399757,-0.48667675,-0.54712045,-0.2396193,-0.2610305,0.0214112
25,0.687791,0.91186357,"('egoistic', 'altruistic')",0.23038861,0.5206917,1.4940851,1.5917773,0.8040883,1.0081108,-0.2040225
13,-0.6834195,-0.6716587,"('impolite', 'polite')",0.7172968,0.4876021,-0.40298414,-0.64537966,-0.1230356,-0.2764787,0.1534431
49,-0.60707533,-0.52298164,"('unable', 'able')",-0.6217841,-0.4490081,-0.47472036,-0.4443654,-0.5678599,-0.4721184,-0.0957415
31,0.5962942,0.69876415,"('evil', 'good')",-0.58944905,-0.29400188,-0.59935224,-0.6085014,-0.1975024,-0.067913,-0.1295894
79,0.5926499,0.4735873,"('wavering', 'unwavering')",-0.24885069,-0.1191798,0.2633786,0.23152903,0.2023926,0.1953122,0.0070804
58,0.51034176,0.530504,"('undiscriminating', 'discriminating')",0.2732004,0.19620535,-0.015800081,-0.036323577,0.255914,0.2301286,0.0257854
61,0.49887073,0.5662364,"('illogical', 'logical')",-0.18138596,-0.17231944,0.2245313,0.22026077,0.180672,0.2047259,-0.0240539
17,0.46372393,0.34755504,"('nasty', 'nice')",-1.0739557,-1.0742546,-0.68026435,-0.6608753,-0.4301654,-0.462525,0.0323596
72,0.43735018,0.55882967,"('unambitious', 'ambitious')",-0.4582728,-0.4207493,-1.0956,-1.174383,-0.3721742,-0.3454342,-0.02674
7,-0.4271407,-0.1264913,"('insensitive', 'sensitive')",-0.4158142,-0.23193736,0.7202103,0.67067415,-0.0409149,0.1040818,-0.1449967
40,0.42556292,0.6139858,"('stingy', 'generous')",0.36851862,0.5265156,-1.1939547,-1.1221727,-0.133291,0.0061096,-0.1394006
50,0.39029276,0.39645225,"('clumsy', 'skillful')",0.47880286,0.5798748,0.39404076,0.45276505,0.4210455,0.4763641,-0.0553186
0,-0.3160258,-0.2555205,"('unsociable', 'sociable')",0.13104147,-0.0034488738,-0.53032905,-0.54467887,-0.2384378,-0.2678827,0.0294449
67,0.26316413,-0.005456605,"('doubtful', 'determined')",0.21931803,0.09602274,-0.34926638,-0.4882512,0.0444053,-0.1325617,0.176967
47,0.241782,0.42105576,"('stupid', 'smart')",-0.40110117,-0.31940493,5.4474945,5.0793614,1.762725,1.7270041,0.0357209
42,-0.23576412,-0.18904269,"('unreliable', 'reliable')",0.86418253,0.8713844,-2.7604346,-2.602125,-0.7106721,-0.6399277,-0.0707444
68,-0.21916921,-0.38171205,"('dependent', 'independent')",0.07535373,-0.12635106,-0.5253282,-0.56318367,-0.2230479,-0.3570822,0.1340343
15,0.19900836,0.084244944,"('boring', 'funny')",-0.34467903,-0.24828291,0.43012685,0.41384354,0.0948187,0.0832685,0.0115502
34,0.18863536,0.20467907,"('mean', 'honorable')",0.017765647,-0.16685766,6.0160894,5.5982714,2.0741634,1.8786976,0.1954658
20,0.18778123,0.25552556,"('rough', 'thoughtful')",0.61539936,0.71165293,1.2097331,1.3743727,0.6709712,0.7805171,-0.1095459
30,0.18759567,0.33050528,"('intolerant', 'tolerant')",-0.44202256,-0.42450777,0.62406874,0.59093195,0.1232139,0.1656432,-0.0424293
88,-0.11866556,0.016129535,"('low', 'eminent')",-0.51247376,-0.42506284,-0.04065672,0.053905483,-0.223932,-0.1183426,-0.1055894
29,-0.1008905,-0.1908328,"('unfair', 'fair')",-0.1964923,-0.14056537,-0.51031303,-0.56690824,-0.269232,-0.2994355,0.0302035
87,-0.09382045,-0.15616654,"('unsuccessful', 'successful')",1.9319007,1.7864132,1.0466716,1.2064747,0.9615839,0.9455738,0.0160101
83,0.087454,0.08676302,"('powerless', 'powerful')",0.0069376677,-0.107589684,-0.7058564,-0.541547,-0.2038216,-0.1874579,-0.0163637
74,0.051818386,0.012841985,"('undedicated', 'dedicated')",0.28428584,0.41195312,-0.04436338,0.054045,0.0972469,0.1596134,-0.0623665
4,0.0513102,-0.11612454,"('disliked', 'liked')",0.17566925,0.10951904,-6.313464,-5.735958,-2.0288283,-1.9141879,-0.1146404
78,0.04855694,0.18232837,"('nonresilient', 'resilient')",1.2278522,1.2942303,0.87960386,1.0041634,0.718671,0.8269073,-0.1082363
32,0.03883682,0.11256295,"('unkind', 'kind')",-0.4692088,-0.2643632,0.75711024,0.83008397,0.1089127,0.2260946,-0.1171819
41,-0.032938827,0.13305166,"('unforgiving', 'forgiving')",0.12389871,0.22886407,0.08291805,0.1563977,0.0579593,0.1727711,-0.1148118
43,-0.012582216,0.14659142,"('irresponsible', 'responsible')",-0.11814545,0.14519088,0.42190275,0.458652,0.0970584,0.2501448,-0.1530864
