,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
81,-3.4041724,-3.3848062,"('submissive', 'aggressive')",-0.019257456,-0.5504028,-1.2102215,-1.4356916,-1.5445506,-1.7903002,0.2457496
85,3.1098266,2.8641953,"('insignificant', 'prestigious')",0.21393755,0.44980982,1.1637197,1.2458612,1.495828,1.5199555,-0.0241275
26,2.9921353,2.8962505,"('hardhearted', 'benevolent')",1.2584159,1.369646,1.7850659,1.8205024,2.0118723,2.0287995,-0.0169272
71,2.8417547,2.7537546,"('diffident', 'self-confident')",1.2460016,1.3990693,0.921146,1.0140363,1.669634,1.7222867,-0.0526527
45,-2.6422896,-2.2826111,"('incompetent', 'competent')",-0.67941546,-0.648036,-0.7480344,-0.8142827,-1.3565798,-1.2483099,-0.1082699
1,2.544002,2.6202116,"('unfriendly', 'friendly')",0.16308734,0.6542986,2.2071483,2.1814969,1.6380793,1.818669,-0.1805897
46,-2.5295634,-2.3053718,"('uncompetitive', 'competitive')",0.18187124,-0.15541764,-0.74974585,-0.7581733,-1.0324794,-1.0729876,0.0405082
80,-2.5095165,-2.5659971,"('dominated', 'dominating')",0.17467903,-0.16962075,-1.5254006,-1.6080978,-1.286746,-1.4479052,0.1611592
21,-2.4990106,-2.2517502,"('immoral', 'moral')",-0.087815315,-0.2222935,-1.3057923,-1.3171613,-1.2975394,-1.2637351,-0.0338043
55,-2.3897483,-1.9824687,"('incompetent', 'clever')",-1.0603263,-1.1018342,-0.45406377,-0.45919222,-1.3013795,-1.1811651,-0.1202144
62,-2.3313372,-1.9766101,"('incompetent', 'brilliant')",-0.09233309,-0.040747404,-0.20953673,-0.23349299,-0.8777357,-0.7502835,-0.1274522
60,-2.2993054,-1.9531541,"('inefficient', 'efficient')",-0.18276699,-0.27143598,-0.5534828,-0.6103562,-1.0118517,-0.9449821,-0.0668696
6,2.2204683,2.047582,"('distant', 'open')",-0.02048859,0.32847738,1.0282738,1.1243799,1.0760845,1.1668131,-0.0907286
64,-2.1641607,-2.0473058,"('shy', 'confident')",0.15523629,0.10862818,-6.7690034,-6.1360044,-2.9259758,-2.6915607,-0.2344151
36,2.1570764,2.2446775,"('hostile', 'amicable')",1.0415066,1.2391617,0.812791,0.93822056,1.3371247,1.47402,-0.1368953
59,2.0985239,1.8401778,"('foolish', 'wise')",0.50580966,0.8693534,0.8366638,1.0424386,1.146999,1.2506566,-0.1036576
69,2.0759332,1.9182426,"('lazy', 'industrious')",2.0744836,2.1678174,-0.070427954,0.33946943,1.3599963,1.4751765,-0.1151802
44,-2.073567,-2.3369768,"('prejudiced', 'unprejudiced')",0.4870953,0.25572908,-1.3810318,-1.3388947,-0.9891678,-1.1400476,0.1508798
77,-2.0718844,-1.8372412,"('unmotivated', 'motivated')",-0.6258033,-0.6172316,-1.3484755,-1.2077049,-1.348721,-1.2207259,-0.1279951
5,1.9899948,1.6618687,"('distant', 'outgoing')",-0.12516908,0.09846963,0.18480057,0.28582293,0.6832088,0.6820537,0.0011551
3,-1.9588268,-1.74212,"('repellent', 'pleasant')",-0.42238978,-0.45938784,-0.019845165,-0.14370787,-0.8003539,-0.7817386,-0.0186153
10,-1.9304439,-1.4710181,"('unsympathetic', 'sympathetic')",-1.141171,-1.1226741,-0.39959642,-0.45704523,-1.1570704,-1.0169125,-0.1401579
11,-1.9146006,-1.9927391,"('unhelpful', 'helpful')",-0.104151554,-0.26560542,1.5675282,1.4090897,-0.150408,-0.2830849,0.1326769
33,1.880725,1.59169,"('wrong', 'right')",1.0829707,1.1212138,0.09044475,0.13264935,1.0180469,0.9485177,0.0695292
57,-1.8462145,-1.7210811,"('unimaginative', 'imaginative')",-0.50282997,-0.5542087,-2.859585,-2.5601707,-1.7362099,-1.6118202,-0.1243897
70,-1.7420965,-1.5770184,"('lethargic', 'energetic')",-0.322697,-0.31247136,0.5111834,0.37118578,-0.5178701,-0.5061013,-0.0117688
22,-1.7234563,-1.7507361,"('untrustworthy', 'trustworthy')",-0.45007023,-0.6608109,-1.1307446,-1.1768515,-1.1014237,-1.1961328,0.0947091
52,1.6718189,1.6231436,"('irrational', 'rational')",-0.33945793,-0.18117678,0.17941166,0.2358233,0.5039242,0.5592633,-0.0553391
18,1.6670582,1.6449287,"('disagreeable', 'welcoming')",1.5631683,1.7514957,-0.01741144,0.04497312,1.0709383,1.1471325,-0.0761942
9,1.6560962,1.8263087,"('unaffectionate', 'caring')",-0.017999142,0.4941009,1.5163611,1.5532873,1.051486,1.2912323,-0.2397463
51,-1.5518656,-1.4233063,"('uneducated', 'educated')",1.0225915,0.6887776,0.4573991,0.28258485,-0.0239583,-0.150648,0.1266897
54,1.4532545,1.4129206,"('incapable', 'capable')",0.39322767,0.5312584,1.4557989,1.4652591,1.1007603,1.1364794,-0.0357191
24,-1.4393296,-1.1472086,"('dishonest', 'honest')",-0.8031845,-0.5320621,0.5638645,0.5732428,-0.5595499,-0.368676,-0.1908739
35,1.428153,1.2101849,"('corrupt', 'incorrupt')",0.19565488,0.44013727,0.25018054,0.41044563,0.6246628,0.6869226,-0.0622598
