,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
56,3.0744178,3.0782382,"('impractical', 'practical')",2.0848112,2.1083074,0.4386058,0.6230218,1.865945,1.9365223,-0.0705773
16,-2.7276177,-2.647375,"('unpopular', 'popular')",-1.167455,-1.0994824,0.5869088,0.54184425,-1.1027213,-1.0683378,-0.0343835
14,2.5412302,2.4421697,"('antisocial', 'social')",1.9948394,1.8725569,-0.4677007,-0.5535103,1.3561231,1.2537389,0.1023842
60,2.4643362,2.2073874,"('inefficient', 'efficient')",2.6564438,2.4075632,0.5943923,0.42852017,1.9050574,1.681157,0.2239004
52,-2.3521972,-2.2217553,"('irrational', 'rational')",-1.47286,-1.2477903,-0.5506195,-0.32448086,-1.4585589,-1.2646755,-0.1938834
12,2.2407062,2.4516435,"('unsupportive', 'supportive')",1.7726107,1.7262902,-1.2053273,-1.0933872,0.9359966,1.0281822,-0.0921856
44,-2.232627,-2.083161,"('prejudiced', 'unprejudiced')",-1.1402721,-1.0173708,-1.5210235,-1.3655924,-1.6313076,-1.4887082,-0.1425994
36,-2.177769,-1.9169745,"('hostile', 'amicable')",-3.1808827,-2.770194,-0.66065776,-0.41750124,-2.0064365,-1.7015567,-0.3048798
10,1.9829379,1.8241647,"('unsympathetic', 'sympathetic')",1.3143408,0.999252,0.3103696,0.25938463,1.2025495,1.0276004,0.1749491
74,1.9195026,2.192396,"('undedicated', 'dedicated')",1.2021556,1.4150232,0.26183137,0.8521195,1.1278299,1.4865128,-0.3586829
55,1.8700212,1.7215163,"('incompetent', 'clever')",1.9482884,1.710197,0.45407218,0.33570975,1.4241273,1.2558076,0.1683197
70,1.8480341,1.9215524,"('lethargic', 'energetic')",1.598629,1.6651601,1.2095696,1.0866077,1.5520776,1.5577733,-0.0056957
51,1.730038,1.4662104,"('uneducated', 'educated')",0.9533759,0.7051333,0.43072405,0.43917662,1.038046,0.8701735,0.1678725
86,1.7212819,1.4563966,"('uninfluential', 'influential')",0.87409747,0.54282945,0.22124013,0.20573369,0.9388731,0.7349866,0.2038865
6,-1.6953464,-1.368449,"('distant', 'open')",-2.0372152,-1.7532927,0.20638709,0.552285,-1.1753915,-0.8564856,-0.3189059
5,-1.6607072,-1.3872879,"('distant', 'outgoing')",-1.3978173,-1.158427,-0.26355994,-0.05735704,-1.1073615,-0.8676906,-0.2396709
31,-1.6279687,-1.2222363,"('evil', 'good')",-1.5685976,-1.4127302,-1.4602329,-1.3592242,-1.5522663,-1.3313969,-0.2208694
21,1.6151674,1.5230017,"('immoral', 'moral')",1.5757504,1.4789681,-0.5328346,-0.50880617,0.8860277,0.8310545,0.0549732
35,-1.61255,-1.358604,"('corrupt', 'incorrupt')",-2.8712556,-2.6540263,-1.0433335,-0.84782845,-1.8423797,-1.620153,-0.2222267
85,-1.5634568,-1.1463963,"('insignificant', 'prestigious')",-0.9003112,-0.48778594,-0.15281369,0.24519645,-0.8721939,-0.4629953,-0.4091986
67,1.5622053,1.4699886,"('doubtful', 'determined')",0.11226729,0.15929604,-0.32992005,-0.27951452,0.4481842,0.4499234,-0.0017392
81,1.533835,1.3070121,"('submissive', 'aggressive')",2.0150883,1.6911035,0.050385892,-0.15288472,1.1997698,0.9484103,0.2513595
0,1.5281917,1.2565639,"('unsociable', 'sociable')",0.98030746,0.6650487,-0.24112958,-0.38916644,0.7557898,0.5108154,0.2449744
75,-1.5050074,-1.571624,"('meek', 'impulsive')",-1.0388253,-0.79584086,-0.5125891,-0.5785642,-1.0188073,-0.9820097,-0.0367976
43,1.4992608,1.608145,"('irresponsible', 'responsible')",1.4276536,1.5033728,0.82251465,0.95765215,1.2498096,1.35639,-0.1065804
72,1.485775,1.2899232,"('unambitious', 'ambitious')",0.08782395,0.054500382,-0.70872283,-0.9019948,0.2882921,0.1474762,0.1408159
4,-1.4503995,-1.3282622,"('disliked', 'liked')",-0.3829168,-0.25641322,-6.0552683,-5.795582,-2.6295282,-2.4600857,-0.1694425
59,-1.4060979,-0.8552859,"('foolish', 'wise')",-0.9439625,-0.66093946,-0.16585943,0.11919139,-0.83864,-0.465678,-0.372962
7,1.3015422,1.305262,"('insensitive', 'sensitive')",0.9325751,0.9839029,1.0275316,0.91325724,1.0872163,1.067474,0.0197423
46,1.2985104,0.8909317,"('uncompetitive', 'competitive')",2.527556,2.2543828,-0.12981862,-0.21381935,1.2320826,0.9771651,0.2549175
63,1.2772709,1.2983191,"('unperceptive', 'insightful')",1.8993937,1.9138675,1.5068421,1.4675398,1.561169,1.5599089,0.0012601
20,1.2765661,1.1798675,"('rough', 'thoughtful')",-0.12082709,-0.06421173,1.0104214,0.8911621,0.7220535,0.6689393,0.0531142
69,-1.2523506,-1.1571646,"('lazy', 'industrious')",-0.2833012,-0.15900145,-0.7109611,-0.60499495,-0.748871,-0.640387,-0.108484
25,-1.2172195,-1.180012,"('egoistic', 'altruistic')",-0.057722613,0.21948838,0.95826197,1.0926795,-0.10556,0.044052,-0.149612
49,-1.2108036,-1.1110243,"('unable', 'able')",-0.36403754,-0.27430683,-0.3028523,-0.23187134,-0.6258978,-0.5390675,-0.0868303
45,1.2021104,1.2522589,"('incompetent', 'competent')",1.6403449,1.4626861,0.18138577,0.1324983,1.007947,0.9491477,0.0587993
41,1.1116617,1.3793384,"('unforgiving', 'forgiving')",0.14279258,0.2282201,0.109719574,0.11501215,0.4547246,0.5741902,-0.1194656
30,1.1045969,1.1716263,"('intolerant', 'tolerant')",2.311292,2.3436954,1.106486,1.1439193,1.5074582,1.5530804,-0.0456222
39,1.10206,1.4327232,"('exploitative', 'cooperative')",0.7772483,0.93886745,0.29755744,0.35630468,0.7256219,0.9092984,-0.1836765
80,1.0805142,0.69790196,"('dominated', 'dominating')",1.4003551,1.0421462,-0.7371491,-0.95679045,0.5812401,0.2610859,0.3201542
76,1.0706809,0.9633915,"('anxious', 'daring')",1.44486,1.3583074,0.5833896,0.677866,1.0329768,0.999855,0.0331218
79,-1.0465691,-0.9704729,"('wavering', 'unwavering')",-1.645594,-1.4787161,-0.19447751,0.014969399,-0.9622135,-0.8114065,-0.150807
62,1.0092162,1.0396316,"('incompetent', 'brilliant')",2.3709245,2.2564304,0.7855131,0.745515,1.3885512,1.3471923,0.0413589
84,0.9552236,0.7525249,"('inferior', 'superior')",-0.5028198,-0.53396696,0.22126377,0.32022274,0.2245559,0.1795936,0.0449623
24,0.92170316,1.114472,"('dishonest', 'honest')",-0.14806384,-0.03419514,1.0667853,1.1151433,0.6134749,0.7318068,-0.1183319
29,-0.9075966,-0.9047001,"('unfair', 'fair')",-1.7902046,-1.7012397,-0.8599105,-0.92449903,-1.1859039,-1.176813,-0.0090909
23,0.8323744,1.018477,"('insincere', 'sincere')",0.82744616,1.0132881,5.983654,5.996742,2.5478249,2.6761691,-0.1283442
50,-0.7933617,-0.63607895,"('clumsy', 'skillful')",-0.849063,-0.59702116,0.15464999,0.2909369,-0.4959249,-0.3140544,-0.1818705
65,0.7700108,0.8973658,"('insecure', 'secure')",0.67714536,0.518459,0.26416796,0.066734344,0.5704414,0.4941864,0.076255
1,-0.7665976,-0.3764966,"('unfriendly', 'friendly')",-0.68031716,-0.49248582,1.3668989,1.6425992,-0.026672,0.2578723,-0.2845443
