,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
54,-0.7548764,-0.33600563,"('incapable', 'capable')",-0.6207168,-0.42861962,0.6501363,0.8012385,-0.241819,0.0122044,-0.2540234
11,0.7540697,0.8426625,"('unhelpful', 'helpful')",1.4382421,1.5962318,2.6919389,2.8091776,1.6280835,1.7493572,-0.1212737
73,-0.73792374,-0.53490984,"('helpless', 'self-reliant')",-0.07567556,0.1234544,-3.3828888,-3.1244678,-1.3988293,-1.1786411,-0.2201882
32,0.73098207,1.0780814,"('unkind', 'kind')",0.8476126,1.0037217,1.2896636,1.431204,0.9560861,1.1710024,-0.2149163
66,-0.7252519,-0.7500842,"('inactive', 'active')",-0.29902706,-0.3414448,1.0156847,1.0210763,-0.0028648,-0.0234842,0.0206194
87,0.72473544,0.5351754,"('unsuccessful', 'successful')",2.153634,1.9135715,0.98922944,1.1230568,1.2891997,1.1906012,0.0985985
71,0.7213038,1.1249821,"('diffident', 'self-confident')",0.19464268,0.43544662,0.52738696,0.6449554,0.4811111,0.7351281,-0.254017
22,0.70965266,0.91356903,"('untrustworthy', 'trustworthy')",0.5927512,0.6127792,-0.8434086,-0.9765353,0.1529984,0.183271,-0.0302726
13,0.68926287,0.8444804,"('impolite', 'polite')",1.3121423,1.1973596,0.47215363,0.19490764,0.8245196,0.7455826,0.078937
17,-0.6782548,-0.72812784,"('nasty', 'nice')",-0.8115027,-0.6970647,-0.45513684,-0.41589612,-0.6482981,-0.6136963,-0.0346018
37,0.6467518,0.52220416,"('fake', 'genuine')",0.08265891,0.11764855,0.65357774,0.6820378,0.4609962,0.4406302,0.020366
19,-0.6032439,-0.41654438,"('inhospitable', 'hospitable')",-1.3032469,-0.9296094,-0.477224,-0.15561278,-0.7945716,-0.5005889,-0.2939827
15,-0.5798117,-0.3547543,"('boring', 'funny')",-0.73792094,-0.44093832,0.24880908,0.41113275,-0.3563078,-0.1281866,-0.2281212
26,0.57250583,0.9426083,"('hardhearted', 'benevolent')",1.4416595,1.5551299,1.3753488,1.6758446,1.1298381,1.3911942,-0.2613561
3,0.51814556,0.3524866,"('repellent', 'pleasant')",0.8513127,0.6023189,0.55141586,0.3275501,0.6402914,0.4274518,0.2128396
18,-0.5092058,-0.04408382,"('disagreeable', 'welcoming')",-0.5042108,-0.18000315,-0.4263987,-0.3066492,-0.4799384,-0.1769121,-0.3030263
77,0.50410247,0.16968802,"('unmotivated', 'motivated')",0.68812394,0.4468397,-0.830688,-1.0191131,0.1205128,-0.1341951,0.2547079
8,-0.49006143,-0.22803697,"('unaffectionate', 'affectionate')",-0.82615125,-0.4564485,0.30293265,0.39828292,-0.33776,-0.0954008,-0.2423592
27,0.4721483,0.6692731,"('hardhearted', 'softhearted')",0.28330785,0.2395512,1.1608598,0.961415,0.638772,0.6234131,0.0153589
57,0.4012491,0.33005196,"('unimaginative', 'imaginative')",0.38767657,0.35324132,-2.2013752,-2.0902555,-0.4708165,-0.4689874,-0.0018291
34,-0.35594293,-0.3606212,"('mean', 'honorable')",0.4537233,0.5807529,6.2499175,6.20823,2.1158992,2.1427873,-0.0268881
68,-0.3550742,-0.36529028,"('dependent', 'independent')",-0.56954664,-0.82694453,-0.6158262,-0.67752075,-0.5134823,-0.6232518,0.1097695
38,0.35237283,0.51340103,"('untruthful', 'truthful')",0.009015032,0.1203385,0.11391089,0.25993547,0.1584329,0.2978917,-0.1394588
9,0.3478264,0.58005255,"('unaffectionate', 'caring')",0.15005292,0.35427502,1.1251497,1.2070658,0.5410097,0.7137978,-0.1727881
61,0.33293068,0.4228998,"('illogical', 'logical')",-0.23999153,-0.31118226,0.16288519,0.16692933,0.0852748,0.0928823,-0.0076075
64,-0.3266451,-0.2757824,"('shy', 'confident')",1.2245834,0.9625123,-5.9779468,-5.9852166,-1.6933362,-1.7661622,0.072826
48,0.2747629,0.15612099,"('unintelligent', 'intelligent')",0.10270341,-0.22336064,0.43120837,0.23109403,0.2695582,0.0546181,0.2149401
58,0.2656183,-0.004283536,"('undiscriminating', 'discriminating')",0.4097905,0.43403882,-0.11373955,0.048836593,0.1872231,0.1595306,0.0276925
88,0.22002023,0.48529273,"('low', 'eminent')",0.22827448,0.4211383,0.19436078,0.4853398,0.2142185,0.4639236,-0.2497051
28,0.21659741,0.053506065,"('disloyal', 'loyal')",-0.019251887,-0.07697874,0.99595636,1.1311936,0.3977673,0.3692403,0.028527
82,0.15457338,0.3051733,"('poor', 'rich')",0.18548842,0.33359784,6.219465,6.236232,2.1865088,2.2916676,-0.1051588
42,0.15044855,0.44304186,"('unreliable', 'reliable')",0.44706008,0.6018777,-2.1463811,-1.838473,-0.5162908,-0.2645178,-0.251773
47,0.12350364,0.19839767,"('stupid', 'smart')",0.5467627,0.6514798,5.434126,5.232044,2.0347974,2.0273072,0.0074902
78,0.10240396,-0.19388305,"('nonresilient', 'resilient')",1.0021546,0.6623661,0.36115143,0.206478,0.48857,0.224987,0.263583
33,0.09973809,0.23214221,"('wrong', 'right')",-0.14916348,-0.11883552,-0.609372,-0.61573243,-0.2195991,-0.1674752,-0.0521239
83,-0.08843632,-0.44124898,"('powerless', 'powerful')",-0.31295532,-0.37717953,-0.9118482,-0.9799242,-0.4377466,-0.5994509,0.1617043
40,0.08132078,-0.046066668,"('stingy', 'generous')",0.7301663,0.60977226,-0.95905143,-1.1250815,-0.0491881,-0.1871253,0.1379372
53,0.066526026,-0.0036802934,"('uncreative', 'creative')",0.05476047,0.2270748,0.93771297,1.0790802,0.3529998,0.4341582,-0.0811584
2,-0.052655242,0.25154176,"('unlikable', 'likable')",0.83809817,1.1463027,0.5424404,0.86228496,0.4426278,0.7533765,-0.3107487
