,capital_male,capital_female,tuple,one_male,one_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
36,-1.3171202,-1.7209321,"('hostile', 'amicable')",-0.4503435,-1.2822422,0.23274443,-0.001236666,-0.7246528,-0.6921814,-0.564843,-0.9241481,0.3593051
51,1.2669369,1.182168,"('uneducated', 'educated')",0.33221197,0.16829742,-0.36368522,-0.4780903,0.89595276,0.58173305,0.5328541,0.3635271,0.169327
23,1.2071351,1.1275237,"('insincere', 'sincere')",0.3539481,0.41022393,0.771184,0.75657,6.176676,6.3530097,2.1272359,2.1618319,-0.034596
4,-1.1954402,-1.1301214,"('disliked', 'liked')",0.0011039609,-0.39020106,-0.09735991,0.30194828,-6.9870586,-6.920256,-2.0696888,-2.0346575,-0.0350313
56,1.1381929,1.5669632,"('impractical', 'practical')",0.71384716,1.2889515,0.10890475,0.30639076,-0.6976869,-0.55036867,0.3158145,0.6529841,-0.3371696
11,1.1332791,1.0060441,"('unhelpful', 'helpful')",0.5021299,0.62452877,0.02029774,0.08295065,2.1000583,2.2269197,0.9389412,0.9851108,-0.0461696
60,1.125499,1.4089054,"('inefficient', 'efficient')",0.10793019,0.61161095,-0.27005982,-0.06741298,0.39935437,0.28227377,0.3406809,0.5588443,-0.2181634
7,1.0934677,1.3348453,"('insensitive', 'sensitive')",0.1562507,0.76072896,0.6870829,0.9010969,0.923448,1.2788074,0.7150623,1.0688696,-0.3538073
31,-1.0825946,-1.5734258,"('evil', 'good')",-0.2668969,-1.3575466,-0.3127961,-0.62573206,-1.875879,-1.8150932,-0.8845417,-1.3429494,0.4584077
9,1.0357729,0.79458874,"('unaffectionate', 'caring')",-0.3787774,-0.96206397,1.4083462,1.3965042,0.9468079,1.3027523,0.7530374,0.6329453,0.1200921
32,0.99772704,1.1423504,"('unkind', 'kind')",0.5723319,0.7801278,0.14845943,0.08620383,0.91861653,0.68464833,0.6592838,0.6733326,-0.0140488
61,0.97965956,1.1861877,"('illogical', 'logical')",-0.4708845,-0.43861562,1.0994873,0.91294974,0.5928879,0.48048994,0.5502875,0.5352529,0.0150346
25,-0.9733176,-0.76105124,"('egoistic', 'altruistic')",-0.67790127,-0.8853028,0.4624309,0.58750015,1.0167127,1.2127225,-0.0430188,0.0384672,-0.081486
43,0.9502149,0.87384266,"('irresponsible', 'responsible')",0.40266854,0.20274976,0.43584946,0.14816402,0.61868656,0.41842142,0.6018549,0.4107945,0.1910604
16,-0.9045694,-0.40230352,"('unpopular', 'popular')",-1.2225229,-0.6505234,-0.38951513,0.117171064,-0.055250026,0.15935035,-0.6429644,-0.1940764,-0.448888
35,-0.90074205,-0.29441848,"('corrupt', 'incorrupt')",0.15776472,0.10174603,-0.6040521,-0.36668125,-1.4450859,-1.051321,-0.6980288,-0.4026687,-0.2953601
14,0.887871,1.6532019,"('antisocial', 'social')",-0.10010935,0.4458461,1.3912786,1.9036517,0.1123511,0.077287935,0.5728479,1.019997,-0.4471491
54,0.8782705,0.44833064,"('incapable', 'capable')",-0.13353047,-0.6552693,1.23456,0.80133,0.28723586,0.29488698,0.5666339,0.2223196,0.3443143
29,0.8718857,1.1299082,"('unfair', 'fair')",-0.2012495,-0.28580952,-0.36018622,-0.048713192,-0.3398862,-0.40530613,-0.007359,0.0975198,-0.1048788
77,0.8686616,1.0557601,"('unmotivated', 'motivated')",-0.50358105,-0.13940084,0.866663,0.957425,-0.8290817,-0.8854867,0.1006655,0.2470744,-0.1464089
50,0.8539495,0.70282054,"('clumsy', 'skillful')",0.26789445,0.2176044,0.87292445,0.6821281,0.13486913,0.2282865,0.5324094,0.4577099,0.0746995
59,0.82975674,0.6302455,"('foolish', 'wise')",0.39903307,0.1679782,1.1302052,1.1355442,-0.74310374,-0.18214136,0.4039728,0.4379066,-0.0339338
71,0.8294766,0.9324396,"('diffident', 'self-confident')",1.0460978,1.1840975,1.684806,1.9718906,0.18633236,0.29722342,0.9366782,1.0964128,-0.1597346
67,0.82679355,0.2833455,"('doubtful', 'determined')",0.67778355,0.6106048,0.15547843,-0.08857638,-0.8625975,-0.9890739,0.1993645,-0.045925,0.2452895
33,0.82464004,0.46968046,"('wrong', 'right')",0.84626925,0.3916432,1.5962477,1.1499302,-1.1322184,-0.97752714,0.5337347,0.2584317,0.275303
81,0.8007633,0.7689739,"('submissive', 'aggressive')",-0.42436463,-0.43299618,0.32804698,-0.047210976,-0.223203,-0.524048,0.1203107,-0.0588203,0.179131
73,0.7805845,0.60901356,"('helpless', 'self-reliant')",0.976149,0.95269585,1.3249333,1.3385814,-3.4977689,-2.9063516,-0.1040255,-0.0015152,-0.1025103
40,0.7531153,1.197326,"('stingy', 'generous')",0.05568844,-0.09253475,1.2038345,1.5768787,-2.047524,-1.613617,-0.0087214,0.2670132,-0.2757346
58,0.7498506,0.5293177,"('undiscriminating', 'discriminating')",-0.43703732,-0.6727726,1.4024354,1.0711801,0.19155239,0.18991508,0.4767003,0.2794101,0.1972902
49,-0.749416,-0.22950241,"('unable', 'able')",-0.9547802,-0.08389863,-1.1544062,-0.71734107,-0.5061508,-0.11343691,-0.8411883,-0.2860448,-0.5551435
24,0.7352918,0.55433327,"('dishonest', 'honest')",0.2632463,0.12202774,0.075789854,0.15445095,0.5085729,0.8191712,0.3957252,0.4124958,-0.0167706
30,0.7240327,0.70466036,"('intolerant', 'tolerant')",0.09334554,-0.031140048,0.2834222,0.36259866,0.43812445,0.6044105,0.3847312,0.4101324,-0.0254012
87,0.6876682,0.9275926,"('unsuccessful', 'successful')",0.21678545,0.70079136,1.1486093,1.236371,1.1758547,1.0797571,0.8072294,0.986128,-0.1788986
22,0.6396943,0.6823113,"('untrustworthy', 'trustworthy')",0.070909426,0.15181154,-0.3696409,-0.26862305,-0.45558146,-0.45993906,-0.0286547,0.0263902,-0.0550449
80,0.5947148,1.0303115,"('dominated', 'dominating')",0.2723935,0.7863115,-0.18373251,-0.19508186,0.22219588,0.09513496,0.2263929,0.429169,-0.2027761
64,0.5619591,0.50236547,"('shy', 'confident')",0.91014695,0.6416671,0.3771746,0.3043543,-5.4863315,-6.008718,-0.9092627,-1.1400828,0.2308201
44,-0.5547892,-0.6684345,"('prejudiced', 'unprejudiced')",0.38608968,0.426018,-0.14307185,-0.13391894,-1.3318866,-1.6650758,-0.4109145,-0.5103528,0.0994383
15,-0.5294053,-0.74725723,"('boring', 'funny')",0.0394663,-0.5049751,0.09782839,0.011256475,-0.52497375,-0.51236373,-0.2292711,-0.4383349,0.2090638
41,0.509357,0.39720878,"('unforgiving', 'forgiving')",0.19478835,-0.5689731,0.7458972,0.7357861,-0.24732223,-0.42898384,0.3006801,0.0337595,0.2669206
68,-0.5068071,-0.6666683,"('dependent', 'independent')",0.031571046,0.8071195,-1.9951003,-1.6461538,-0.91387403,-0.6335657,-0.8460526,-0.5348171,-0.3112355
1,-0.5035389,-0.52159786,"('unfriendly', 'friendly')",-1.3180718,-1.9898858,1.3373473,1.2000568,0.582073,1.0291524,0.0244524,-0.0705686,0.095021
75,-0.46333742,-0.5411346,"('meek', 'impulsive')",-0.24140099,-0.6843709,-0.3526993,-0.3088458,-0.9680746,-0.93981946,-0.5063781,-0.6185427,0.1121646
55,0.451899,0.6210406,"('incompetent', 'clever')",-0.83933526,-0.30597973,-1.0038952,-1.0495133,0.7905966,0.5614528,-0.1501837,-0.0432499,-0.1069338
82,-0.450182,0.12606892,"('poor', 'rich')",-0.829157,-0.2521156,-0.38011938,0.35648882,6.253698,6.7559695,1.1485598,1.7466029,-0.5980431
85,0.44833824,0.10888048,"('insignificant', 'prestigious')",-1.0928541,-1.8384508,1.8461161,1.4741791,-0.7943001,-0.7498405,0.101825,-0.2513079,0.3531329
0,-0.4130526,-0.11792965,"('unsociable', 'sociable')",-1.3398846,-1.5421097,-0.40205008,-0.38946924,-0.11396293,-0.111870274,-0.5672376,-0.5403447,-0.0268929
69,-0.4088903,-0.27104092,"('lazy', 'industrious')",0.24146667,-0.24175763,1.0726607,1.361039,-1.5695677,-1.4577491,-0.1660827,-0.1523772,-0.0137055
57,0.3844165,0.3165988,"('unimaginative', 'imaginative')",-1.1536332,-1.5779787,-0.68048406,-0.76109564,-2.8228528,-3.213444,-1.0681384,-1.30898,0.2408416
78,-0.3451191,0.08356243,"('nonresilient', 'resilient')",-0.46055645,0.12869473,0.9421733,1.2250643,0.42749313,0.5293135,0.1409977,0.4916587,-0.350661
38,0.33787104,-0.07620024,"('untruthful', 'truthful')",0.5268919,0.15648848,0.6296498,0.42530468,-0.2924869,-0.06949189,0.3004814,0.1090253,0.1914561
66,0.32147193,-0.090112105,"('inactive', 'active')",-0.16040087,-1.5082623,0.9932479,0.5931067,0.5945674,0.093358725,0.4372216,-0.2279772,0.6651988
65,0.32081202,0.75531584,"('insecure', 'secure')",-0.24118942,0.25966045,-0.6234904,-0.68353486,0.37364754,0.51214707,-0.0425551,0.2108971,-0.2534522
5,0.3169111,0.04275414,"('distant', 'outgoing')",-0.1334213,-0.76761705,0.9059072,1.0636343,-1.1310643,-0.63163674,-0.0104168,-0.0732163,0.0627995
28,0.31387946,0.9024013,"('disloyal', 'loyal')",-0.08199363,-0.16905987,0.1496661,0.18141802,1.167968,1.4929285,0.38738,0.601922,-0.214542
27,0.31316432,0.21647398,"('hardhearted', 'softhearted')",-0.08047682,-0.51065016,-0.18006772,-0.116135776,0.8036607,0.816746,0.2140701,0.1016085,0.1124616
10,0.31088644,0.22357386,"('unsympathetic', 'sympathetic')",-0.6094196,-0.31075916,-1.1175566,-1.4653386,0.23253761,-0.28872323,-0.295888,-0.4603118,0.1644238
21,0.31012547,0.3876887,"('immoral', 'moral')",0.15453526,0.6561458,0.33403206,0.17196688,0.045741394,-0.09487557,0.2111086,0.2802314,-0.0691228
26,-0.28368098,-0.285124,"('hardhearted', 'benevolent')",-0.29216626,-0.88139194,2.0025997,1.7117934,1.2851863,1.1692461,0.6779847,0.4286309,0.2493538
6,-0.25107563,-0.6584304,"('distant', 'open')",-0.56227005,-1.3964643,0.10624558,-0.018373966,-1.15447,-0.8303158,-0.4653925,-0.7258961,0.2605036
46,0.24805585,0.2807522,"('uncompetitive', 'competitive')",0.63235307,1.0985117,0.1141552,0.021168098,-0.008457674,-0.15545128,0.2465266,0.3112452,-0.0647186
17,-0.23118018,-0.08935085,"('nasty', 'nice')",-0.36902195,-0.4308709,-0.74833196,-0.59180677,-0.9599914,-1.0583512,-0.5771314,-0.5425949,-0.0345365
18,0.22822754,0.08732922,"('disagreeable', 'welcoming')",0.03581111,-0.23881899,-0.13967663,0.021122418,-0.61120874,-0.3630827,-0.1217117,-0.1233625,0.0016508
84,0.21684088,0.7731817,"('inferior', 'superior')",0.29397625,0.7322367,0.28237066,0.7487566,0.5288085,0.9208347,0.3304991,0.7937524,-0.4632533
19,-0.20695737,-0.9491799,"('inhospitable', 'hospitable')",-0.64135677,-1.1900142,-0.28866476,-0.5054549,-0.9035541,-0.72016823,-0.5101333,-0.8412043,0.331071
52,0.19542724,-0.19655642,"('irrational', 'rational')",-0.48971254,-1.2648519,0.47607255,0.29232737,-0.37317592,-0.3036646,-0.0478472,-0.3681864,0.3203392
45,-0.19444826,-0.07264679,"('incompetent', 'competent')",-0.3315459,0.012896806,-0.82987064,-0.6124366,-0.0006493218,-0.16433851,-0.3391285,-0.2091313,-0.1299972
86,0.12478494,-0.21300006,"('uninfluential', 'influential')",-0.8892431,-1.1700606,-0.39625537,-0.60815716,0.1250761,-0.206211,-0.2589094,-0.5493572,0.2904478
20,0.12419154,0.8653272,"('rough', 'thoughtful')",-0.93596965,-0.50105923,-0.03437517,0.383278,0.19307485,0.50530124,-0.1632696,0.3132118,-0.4764814
53,-0.114043385,0.32414773,"('uncreative', 'creative')",-1.7229552,-1.3529732,1.1303637,1.4149816,0.17453462,0.47885132,-0.1330251,0.2162519,-0.349277
88,0.10303408,0.089786164,"('low', 'eminent')",-0.10351409,-0.40371192,-0.7120685,-0.819164,-0.26299888,-0.2720502,-0.2438868,-0.351285,0.1073982
34,-0.1012851,-0.16249537,"('mean', 'honorable')",-0.17140073,-0.07466376,0.2271883,0.3229289,5.391308,5.832012,1.3364526,1.4794455,-0.1429929
48,0.08533904,0.5298,"('unintelligent', 'intelligent')",-1.0338264,-0.66156924,-1.0315464,-1.0374538,0.42647836,0.40949664,-0.3883888,-0.1899316,-0.1984572
79,0.08379896,-0.5687458,"('wavering', 'unwavering')",-0.018793615,-0.97131664,-0.26151693,-0.69566625,-0.6914832,-0.80520105,-0.2219987,-0.7602324,0.5382337
13,0.06535786,-0.07094075,"('impolite', 'polite')",0.39989978,0.512261,-0.16230112,-0.48701882,-0.475517,-0.7029582,-0.0431401,-0.1871642,0.1440241
8,-0.059249476,-0.5857555,"('unaffectionate', 'affectionate')",-0.57696086,-1.4668306,0.32357892,0.04269413,0.09945144,0.20386346,-0.053295,-0.4515071,0.3982121
47,-0.03841484,0.22119834,"('stupid', 'smart')",-0.031605765,-0.16380845,0.9410705,1.0186234,4.963845,5.1956244,1.4587237,1.5679094,-0.1091857
37,0.03416889,-0.14766657,"('fake', 'genuine')",0.23694453,0.41245356,-0.5346098,-0.72792804,0.17617105,0.3195399,-0.0218313,-0.0359003,0.014069
3,-0.0028998153,0.2747642,"('repellent', 'pleasant')",-0.284742,0.16741039,-0.5901532,-0.32593066,1.3525033,1.3062452,0.1186771,0.3556223,-0.2369452
