,capital_male,capital_female,tuple,one_male,one_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
12,2.1379678,1.9520748,"('unsupportive', 'supportive')",0.88583165,0.4872216,1.2097038,1.2454101,-1.6972017,-1.7551123,0.6340754,0.4823985,0.1516769
42,1.9752287,1.5594169,"('unreliable', 'reliable')",0.8255743,0.88029456,0.9073979,0.69443166,-2.3510933,-2.454748,0.3392769,0.1698489,0.169428
2,1.775615,1.6781772,"('unlikable', 'likable')",0.67025834,-0.13992557,2.2409172,1.804996,0.5303967,0.23031405,1.3042967,0.8933904,0.4109063
63,1.5825891,1.208808,"('unperceptive', 'insightful')",0.47277457,0.41612506,1.1377519,0.9386982,1.0849016,0.9640683,1.0695043,0.8819249,0.1875794
83,1.4639829,1.3060024,"('powerless', 'powerful')",-0.027479053,-0.079841085,0.78390557,0.58349705,-0.6829862,-0.700655,0.3843558,0.2772508,0.107105
76,1.4302108,1.535317,"('anxious', 'daring')",-0.0666015,0.34182757,-0.22107051,-0.35972407,0.10240069,-0.091718905,0.3112349,0.3564254,-0.0451905
72,1.4104179,1.5902839,"('unambitious', 'ambitious')",-0.18222728,0.14290082,-0.24869385,-0.047630876,-0.62928015,-0.4255823,0.0875542,0.3149929,-0.2274387
39,1.3952522,1.7067313,"('exploitative', 'cooperative')",1.4396677,1.5738697,0.9514712,1.1904509,0.56320715,0.62922287,1.0873996,1.2750688,-0.1876692
70,1.3885022,1.4861926,"('lethargic', 'energetic')",0.14303428,0.25105852,0.10883204,0.2460232,0.93876487,0.85681695,0.6447834,0.7100228,-0.0652394
62,1.3748935,1.5372626,"('incompetent', 'brilliant')",0.36483753,1.0964324,0.3921448,0.44875473,0.41782945,0.54697067,0.6374264,0.9073551,-0.2699287
74,1.3304149,1.408924,"('undedicated', 'dedicated')",0.43060622,-0.1527323,0.6103319,0.6287228,-0.24769314,-0.30306864,0.530915,0.3954615,0.1354535
