,apa_male,apa_female,tuple,corp_male,corp_female,average_male,average_female,male-female
81,0.7707376,0.8950219,"('submissive', 'aggressive')",-0.43099737,-0.11436501,0.1698701,0.3903285,-0.2204584
20,0.7116527,0.42239705,"('rough', 'thoughtful')",1.0034664,0.88170433,0.8575596,0.6520507,0.2055089
18,-0.7071701,-0.64383805,"('disagreeable', 'welcoming')",-0.4917626,-0.5592985,-0.5994664,-0.6015683,0.0021019
78,-0.65426767,-0.30547547,"('nonresilient', 'resilient')",-0.044718906,-0.111720875,-0.3494933,-0.2085982,-0.1408951
17,-0.64276487,-0.76443475,"('nasty', 'nice')",-0.702953,-0.85537654,-0.672859,-0.8099056,0.1370466
10,-0.61600846,-0.46619707,"('unsympathetic', 'sympathetic')",-0.39814538,-0.51901,-0.5070769,-0.4926035,-0.0144734
32,-0.605408,-0.14929573,"('unkind', 'kind')",0.48128712,0.7176651,-0.0620604,0.2841847,-0.3462451
64,0.59106195,0.39122644,"('shy', 'confident')",-6.0730567,-6.0938993,-2.7409973,-2.8513365,0.1103392
85,-0.58939695,-0.26112008,"('insignificant', 'prestigious')",0.1653223,0.18872836,-0.2120373,-0.0361959,-0.1758414
62,0.56818277,0.8445507,"('incompetent', 'brilliant')",0.36323467,0.55057293,0.4657087,0.6975619,-0.2318532
51,-0.54023004,-0.33930537,"('uneducated', 'educated')",0.2156494,0.16970104,-0.1622903,-0.0848022,-0.0774881
34,-0.52664435,-0.3560952,"('mean', 'honorable')",4.97807,5.1179676,2.2257128,2.3809361,-0.1552233
37,0.5047623,0.23743966,"('fake', 'genuine')",0.06402655,-0.20044154,0.2843944,0.0184991,0.2658953
3,0.4954506,0.5334165,"('repellent', 'pleasant')",0.8307684,0.93252265,0.6631095,0.7329696,-0.0698601
11,-0.49393559,-0.2463834,"('unhelpful', 'helpful')",1.0306627,1.1684786,0.2683635,0.4610476,-0.1926841
0,-0.4837175,-0.6747682,"('unsociable', 'sociable')",-0.069330856,-0.15320814,-0.2765242,-0.4139882,0.137464
80,0.48076814,0.26807207,"('dominated', 'dominating')",-0.78849375,-0.7974515,-0.1538628,-0.2646897,0.1108269
44,0.480568,0.47905213,"('prejudiced', 'unprejudiced')",-1.35502,-1.1488541,-0.437226,-0.334901,-0.102325
25,-0.47808066,-0.21038926,"('egoistic', 'altruistic')",1.4505291,1.6346225,0.4862242,0.7121166,-0.2258924
28,-0.47108775,-0.47984818,"('disloyal', 'loyal')",0.9092621,1.0166439,0.2190872,0.2683979,-0.0493107
15,-0.46437973,-0.46842003,"('boring', 'funny')",0.08582919,0.091208756,-0.1892753,-0.1886056,-0.0006697
56,0.45269486,0.8277835,"('impractical', 'practical')",-0.66866785,-0.25530225,-0.1079865,0.2862406,-0.3942271
84,0.4407908,0.32341003,"('inferior', 'superior')",1.0107177,0.8865589,0.7257543,0.6049845,0.1207698
23,-0.4379394,-0.39749143,"('insincere', 'sincere')",5.1290746,5.126501,2.3455677,2.3645048,-0.0189371
50,-0.42169937,-0.23942189,"('clumsy', 'skillful')",-0.2525853,-0.3538731,-0.3371423,-0.2966475,-0.0404948
68,0.4166109,-0.039593704,"('dependent', 'independent')",-0.7758664,-1.0010558,-0.1796277,-0.5203248,0.3406971
41,0.40198144,0.43576604,"('unforgiving', 'forgiving')",0.24725711,0.09349476,0.3246193,0.2646304,0.0599889
65,0.39305207,-0.021358661,"('insecure', 'secure')",-0.3051691,-0.16868857,0.0439415,-0.0950236,0.1389651
2,0.39124897,0.84153634,"('unlikable', 'likable')",0.60242283,0.9402897,0.4968359,0.890913,-0.3940771
4,-0.3839416,-0.090812616,"('disliked', 'liked')",-6.4016767,-6.441905,-3.3928092,-3.2663589,-0.1264503
38,-0.38075155,0.12881196,"('untruthful', 'truthful')",-0.64849657,-0.38270622,-0.5146241,-0.1269471,-0.387677
40,0.3527605,0.16176608,"('stingy', 'generous')",-1.2311376,-1.7409289,-0.4391886,-0.7895814,0.3503928
83,-0.34876004,-0.29296976,"('powerless', 'powerful')",-0.9350374,-0.8724298,-0.6418987,-0.5826998,-0.0591989
72,0.34786373,0.4029538,"('unambitious', 'ambitious')",-0.5685697,-0.5941271,-0.110353,-0.0955867,-0.0147663
29,-0.34090933,-0.5385251,"('unfair', 'fair')",-0.42166206,-0.64002603,-0.3812857,-0.5892756,0.2079899
76,0.3351686,0.38346615,"('anxious', 'daring')",-0.30862737,-0.101531476,0.0132706,0.1409673,-0.1276967
35,-0.3071472,-0.2523817,"('corrupt', 'incorrupt')",-0.42481592,-0.53172046,-0.3659816,-0.3920511,0.0260695
12,-0.2948427,0.108563386,"('unsupportive', 'supportive')",-1.9445536,-1.9403812,-1.1196982,-0.9159089,-0.2037893
67,0.29110846,0.3804754,"('doubtful', 'determined')",-0.5641645,-0.34554183,-0.136528,0.0174668,-0.1539948
70,0.2710494,0.4806754,"('lethargic', 'energetic')",0.19361883,0.15528542,0.2323341,0.3179804,-0.0856463
77,-0.2644885,-0.007751137,"('unmotivated', 'motivated')",-1.0396941,-0.885652,-0.6520913,-0.4467016,-0.2053897
74,0.25805098,0.5809093,"('undedicated', 'dedicated')",-0.23458844,-0.021593671,0.0117313,0.2796578,-0.2679265
49,-0.24654263,-0.052917287,"('unable', 'able')",-0.38151643,-0.34512147,-0.3140295,-0.1990194,-0.1150101
43,0.24044192,0.44436508,"('irresponsible', 'responsible')",0.40219393,0.5222894,0.3213179,0.4833272,-0.1620093
75,-0.2239623,0.35281336,"('meek', 'impulsive')",-0.8895887,-0.71349895,-0.5567755,-0.1803428,-0.3764327
42,0.2173094,0.5188143,"('unreliable', 'reliable')",-3.0771701,-2.854519,-1.4299303,-1.1678523,-0.262078
52,-0.21408312,-0.439054,"('irrational', 'rational')",-0.012741301,-0.17655031,-0.1134122,-0.3078022,0.19439
45,-0.21374102,-0.042046405,"('incompetent', 'competent')",0.12231134,0.09007431,-0.0457148,0.024014,-0.0697288
47,-0.21105789,-0.1462681,"('stupid', 'smart')",4.9825315,4.799388,2.3857369,2.32656,0.0591769
26,-0.20935348,-0.3112343,"('hardhearted', 'benevolent')",2.0793393,1.9617951,0.9349929,0.8252804,0.1097125
30,0.2088092,-0.14150137,"('intolerant', 'tolerant')",0.89978224,0.94502777,0.5542957,0.4017632,0.1525325
13,-0.20189133,-0.31146982,"('impolite', 'polite')",-0.95414066,-0.9597033,-0.578016,-0.6355866,0.0575706
63,0.19233379,0.2545215,"('unperceptive', 'insightful')",0.3968962,0.2041657,0.294615,0.2293436,0.0652714
33,-0.1860696,-0.3118824,"('wrong', 'right')",-0.7627256,-0.94891816,-0.4743976,-0.6304003,0.1560027
46,0.14709829,0.28625783,"('uncompetitive', 'competitive')",-0.80807734,-0.72241926,-0.3304895,-0.2180807,-0.1124088
61,0.14207175,-0.113614894,"('illogical', 'logical')",0.6300691,0.60289955,0.3860704,0.2446423,0.1414281
59,-0.13896963,-0.17354897,"('foolish', 'wise')",0.062696174,-0.19119549,-0.0381367,-0.1823722,0.1442355
24,-0.1026196,-0.27812976,"('dishonest', 'honest')",0.45930517,0.45606178,0.1783428,0.088966,0.0893768
55,0.08887294,-0.018600658,"('incompetent', 'clever')",0.6187721,0.6180817,0.3538225,0.2997405,0.054082
27,-0.07968503,-0.2577778,"('hardhearted', 'softhearted')",1.3053751,0.9681783,0.6128451,0.3552002,0.2576449
22,0.07058019,-0.10088987,"('untrustworthy', 'trustworthy')",-0.8824458,-1.168646,-0.4059328,-0.6347679,0.2288351
69,0.048554577,-0.0034506917,"('lazy', 'industrious')",-0.43412095,-0.519059,-0.1927832,-0.2612548,0.0684716
58,0.048536308,-0.35210449,"('undiscriminating', 'discriminating')",0.48391432,0.26882148,0.2662253,-0.0416415,0.3078668
48,0.03526086,-0.34536698,"('unintelligent', 'intelligent')",0.86159533,0.6647921,0.4484281,0.1597126,0.2887155
7,0.024219006,-0.23694976,"('insensitive', 'sensitive')",0.56101346,0.25381884,0.2926162,0.0084345,0.2841817
87,0.007692069,0.10881811,"('unsuccessful', 'successful')",0.9442323,0.89121234,0.4759622,0.5000152,-0.024053
