,integrys_male,integrys_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
19,-0.97660196,-0.8637087,"('inhospitable', 'hospitable')",-1.1697631,-1.0347482,-2.076657,-1.8452296,-0.2985493,-0.13460231,-1.1303929,-0.9695722,-0.1608207
10,-0.95808303,-1.1127123,"('unsympathetic', 'sympathetic')",-0.42184395,-0.5258588,0.049629778,0.24199021,-0.5571598,-0.34611154,-0.4718642,-0.4356731,-0.0361911
50,0.93516964,0.65178376,"('clumsy', 'skillful')",0.16956401,0.101980075,0.2603749,0.12546325,0.47074935,0.44131806,0.4589645,0.3301363,0.1288282
82,-0.8993179,-1.1088842,"('poor', 'rich')",-0.176622,-0.4246137,0.2259722,-0.2679326,6.49874,6.1027055,1.4121931,1.0753188,0.3368743
44,0.8977051,0.9471206,"('prejudiced', 'unprejudiced')",-0.08270362,-0.04509464,-0.036574334,-0.37204564,-1.2276495,-1.5314566,-0.1123056,-0.2503691,0.1380635
88,-0.8898469,-1.2097081,"('low', 'eminent')",-0.24303767,-0.5561185,-0.7315607,-1.4391214,0.3053546,0.06337496,-0.3897727,-0.7853932,0.3956205
72,-0.8859225,-1.1410128,"('unambitious', 'ambitious')",0.561304,0.3403285,0.47165447,0.2606936,-0.99733686,-0.9907771,-0.2125752,-0.3826919,0.1701167
63,-0.8801286,-1.0011411,"('unperceptive', 'insightful')",0.72546256,0.7803807,1.1693505,1.5051308,0.71298337,1.1262363,0.431917,0.6026517,-0.1707347
5,-0.8751171,-0.594161,"('distant', 'outgoing')",0.1822438,0.30106604,-2.109157,-1.5687377,-0.18297407,0.08060543,-0.7462512,-0.4453068,-0.3009444
24,-0.8723818,-0.8590928,"('dishonest', 'honest')",0.41055247,0.47880167,-0.4508957,-0.15590684,0.64133984,0.65676725,-0.0678463,0.0301423,-0.0979886
54,-0.864838,-1.1149528,"('incapable', 'capable')",-0.025139201,-0.15787303,-0.33198842,-0.42674407,1.0964289,0.83220094,-0.0313842,-0.2168422,0.185458
22,-0.86255974,-0.78532195,"('untrustworthy', 'trustworthy')",-0.9302635,-0.88797265,0.9430605,1.243762,-1.2034694,-0.94254255,-0.513308,-0.3430188,-0.1702892
53,-0.8243027,-1.0439265,"('uncreative', 'creative')",0.6520657,0.46846968,0.12791796,-0.06785952,1.137306,1.111435,0.2732467,0.1170297,0.156217
26,-0.81383365,-0.8046998,"('hardhearted', 'benevolent')",0.435894,0.55058706,0.19238037,0.37713003,1.2279987,1.3324679,0.2606099,0.3638713,-0.1032614
12,-0.8063443,-0.77344,"('unsupportive', 'supportive')",0.7742551,0.81047916,0.5469339,1.1495315,-1.9912035,-1.4024309,-0.3690897,-0.0539651,-0.3151246
13,-0.77960116,-0.72945696,"('impolite', 'polite')",-0.010175079,-0.061413947,0.25396767,0.62387156,-0.3944478,-0.18404649,-0.2325641,-0.0877615,-0.1448026
36,-0.77801496,-0.71802676,"('hostile', 'amicable')",-0.7688022,-0.84485626,-1.7327867,-1.8153569,0.49300775,0.1535686,-0.6966491,-0.8061678,0.1095187
41,-0.77361256,-0.9165699,"('unforgiving', 'forgiving')",-0.7275108,-0.8561876,0.53609794,0.70024705,0.14316276,0.107204564,-0.2054657,-0.2413265,0.0358608
40,-0.7601992,-0.53553486,"('stingy', 'generous')",0.10903761,0.16726865,-0.23895004,0.1619651,-1.9532651,-1.4219711,-0.7108442,-0.407068,-0.3037762
28,-0.73538774,-1.2485274,"('disloyal', 'loyal')",0.53498405,0.1444755,0.52288,0.03791835,1.1553342,0.77434516,0.3694527,-0.0729471,0.4423998
55,-0.7271985,-0.9669687,"('incompetent', 'clever')",-0.39207456,-0.5662827,1.3624296,1.1457098,-0.15812214,-0.19872566,0.0212586,-0.1465668,0.1678254
79,-0.7264352,-0.67210853,"('wavering', 'unwavering')",-0.3108444,-0.3327998,-1.856192,-1.9319556,-0.05333264,-0.039585035,-0.7367011,-0.7441123,0.0074112
87,0.72362477,0.4544457,"('unsuccessful', 'successful')",0.5400414,0.24369945,1.843199,1.4269408,0.7485601,0.74582136,0.9638563,0.7177268,0.2461295
43,-0.7088665,-0.98835784,"('irresponsible', 'responsible')",1.0002614,0.8879511,0.8410095,0.72196424,0.4719263,0.47563905,0.4010827,0.2742991,0.1267836
2,0.70203716,0.4742283,"('unlikable', 'likable')",1.19942,0.91259116,1.8757796,1.3930087,0.99954087,0.87091213,1.1941944,0.912685,0.2815094
25,-0.6790297,-0.6859099,"('egoistic', 'altruistic')",0.56088877,0.5048806,-0.3394529,-0.45621845,1.5601828,1.4601134,0.2756473,0.2057164,0.0699309
18,-0.64890033,-0.740979,"('disagreeable', 'welcoming')",-1.0206152,-1.1398406,-0.87247336,-0.80125374,-0.28958136,-0.25867346,-0.7078925,-0.7351867,0.0272942
48,-0.6361571,-0.9167616,"('unintelligent', 'intelligent')",0.7517058,0.49110183,-0.35182405,-0.5018382,0.3011245,0.30307192,0.0162123,-0.1561065,0.1723188
85,-0.6235527,-1.0058295,"('insignificant', 'prestigious')",0.27832514,0.098721564,-0.81103694,-1.2342671,0.35646215,0.081767306,-0.1999506,-0.5149019,0.3149513
75,0.59372985,0.6073715,"('meek', 'impulsive')",-0.13932298,-0.21484947,-1.0759548,-1.3782653,-0.16775966,-0.15847093,-0.1973269,-0.2860535,0.0887266
69,0.5935903,0.8396107,"('lazy', 'industrious')",1.3030837,1.2846458,0.07894154,0.4130428,-0.40362036,-0.21171571,0.3929988,0.5813959,-0.1883971
3,-0.58456135,-0.7256724,"('repellent', 'pleasant')",-0.3883342,-0.45956138,1.420109,1.2586116,0.45148304,0.21944936,0.2246741,0.0732068,0.1514673
84,0.57766354,0.72700745,"('inferior', 'superior')",0.35645732,0.32409316,0.6083346,0.7024504,0.35992658,0.5808298,0.4755955,0.5835952,-0.1079997
47,-0.5686407,-0.5087271,"('stupid', 'smart')",0.87856996,0.83191925,0.8842199,1.2491384,5.688411,5.5436654,1.7206401,1.778999,-0.0583589
39,0.5594357,0.34271863,"('exploitative', 'cooperative')",0.26965582,0.22508106,1.8524008,1.7635137,-0.0072819144,-0.24739423,0.6685526,0.5209798,0.1475728
23,-0.5455744,-1.0379567,"('insincere', 'sincere')",-0.056854222,-0.27611315,0.25437176,0.09870909,5.9749527,5.5387344,1.406724,1.0808434,0.3258806
76,0.52545404,0.1062459,"('anxious', 'daring')",0.067071766,-0.18029276,1.5130975,1.0131677,0.46894857,0.2032435,0.643643,0.2855911,0.3580519
60,0.4647025,0.15997432,"('inefficient', 'efficient')",1.8927404,1.7193208,1.7615191,1.7740396,-0.22871122,-0.029845973,0.9725627,0.9058722,0.0666905
42,0.46103016,0.3998364,"('unreliable', 'reliable')",0.14647576,-0.014184333,1.2629907,1.0859492,-3.0819852,-2.7514186,-0.3028722,-0.3199543,0.0170821
17,-0.45904,-0.46210697,"('nasty', 'nice')",-0.6932281,-0.7645771,-0.9793786,-0.8531332,-0.1539712,-0.3537129,-0.5714045,-0.6083825,0.036978
61,-0.43191192,-0.49011198,"('illogical', 'logical')",0.85698366,0.7139612,-0.02023891,0.068694234,-0.045019176,-0.032601684,0.0899534,0.0649854,0.024968
51,-0.42334333,-0.61597335,"('uneducated', 'educated')",-0.39758807,-0.47810104,0.750816,0.6191629,0.4824666,0.517632,0.1030878,0.0106801,0.0924077
29,-0.35891482,-0.16732837,"('unfair', 'fair')",-0.8753836,-0.80949676,-0.45651808,-0.30036658,-0.75212383,-0.67169416,-0.6107351,-0.4872214,-0.1235137
35,0.34772673,0.43181047,"('corrupt', 'incorrupt')",-0.4260321,-0.38783017,-1.7037528,-1.7371235,-0.07422814,-0.14688845,-0.4640716,-0.4600079,-0.0040637
52,-0.34682775,-0.4751495,"('irrational', 'rational')",-0.25849262,-0.43638435,-1.1896336,-1.4679158,0.1579886,-0.18707407,-0.4092413,-0.6416309,0.2323896
70,-0.33872956,-0.2003268,"('lethargic', 'energetic')",0.4734916,0.5044696,0.49181956,0.72902775,0.28096548,0.7491642,0.2268868,0.4455837,-0.2186969
74,-0.31843126,-0.56892914,"('undedicated', 'dedicated')",0.22432183,0.26346177,1.1871237,1.2784885,-0.16021152,0.25667062,0.2332007,0.3074229,-0.0742222
32,-0.309226,-0.7312984,"('unkind', 'kind')",0.10974382,-0.11467744,0.8796033,0.7533761,1.0757229,0.9672329,0.438961,0.2186583,0.2203027
21,0.28379297,-0.09551156,"('immoral', 'moral')",1.320971,0.97745126,1.0538962,0.5144507,-0.7848103,-0.9507929,0.4684625,0.1113994,0.3570631
59,-0.27427414,-0.30135965,"('foolish', 'wise')",1.1166267,1.0635673,-1.1313618,-1.039024,0.5329678,0.39005032,0.0609896,0.0283085,0.0326811
46,-0.2623151,-0.3583655,"('uncompetitive', 'competitive')",0.3321042,0.25520492,1.8645396,1.8277452,-0.86505014,-0.67801,0.2673197,0.2616436,0.0056761
81,0.26171893,-0.101737015,"('submissive', 'aggressive')",1.7466223,1.3976334,2.3326015,1.7619686,-0.6231111,-0.7886723,0.9294579,0.5672982,0.3621597
16,0.25162262,-0.072507516,"('unpopular', 'popular')",0.10831693,-0.23487797,0.16887297,-0.21922995,1.1755328,0.7493551,0.4260863,0.0556849,0.3704014
37,0.25059012,0.5948079,"('fake', 'genuine')",-0.016920712,0.14952935,-0.3358724,0.22823042,0.12831546,0.55435187,0.0065281,0.3817299,-0.3752018
38,-0.24390283,-0.4132871,"('untruthful', 'truthful')",0.42824858,0.3219542,-0.5864006,-0.57745326,0.17595427,0.15776141,-0.0565252,-0.1277562,0.071231
65,-0.23856537,-0.44734657,"('insecure', 'secure')",0.16149208,-0.060931206,1.3669271,1.0588331,-0.33125278,-0.44798884,0.2396502,0.0256416,0.2140086
66,0.23632649,0.48313922,"('inactive', 'active')",-0.51656306,-0.5123497,0.65936965,0.9377036,0.774776,1.0090661,0.2884773,0.4793898,-0.1909125
14,0.23458992,-0.18943205,"('antisocial', 'social')",0.9944105,0.7325535,2.1530726,1.794292,-0.4173457,-0.8196268,0.7411818,0.3794466,0.3617352
83,0.2233227,-0.05391738,"('powerless', 'powerful')",1.0499848,0.7940726,0.18538788,-0.38177472,-1.1261666,-1.2571676,0.0831322,-0.2246968,0.307829
71,-0.21474583,-0.12289874,"('diffident', 'self-confident')",1.7398701,1.6942434,-0.050989076,0.28310087,0.36086258,0.6818203,0.4587494,0.6340665,-0.1753171
20,-0.20780212,-0.2983579,"('rough', 'thoughtful')",-0.18417764,-0.12113822,1.1186476,0.9964068,1.0372915,1.0686617,0.4409899,0.4113931,0.0295968
49,0.18297426,-0.07766576,"('unable', 'able')",-0.017967477,-0.034324836,-0.4857684,-0.7152426,-0.16766997,-0.2591739,-0.1221079,-0.2716018,0.1494939
64,-0.157437,0.11611059,"('shy', 'confident')",1.0677772,1.0398592,1.3870211,1.4985533,-6.830523,-6.4469523,-1.1332904,-0.9481074,-0.185183
15,0.1474574,-0.064970315,"('boring', 'funny')",0.12248481,0.13882965,-0.9049808,-1.2300918,0.5613126,0.5007656,-0.0184315,-0.1638667,0.1454352
62,-0.13964176,-0.33226016,"('incompetent', 'brilliant')",0.6099095,0.47159,1.0251012,0.7342428,0.16136554,0.2604355,0.4141836,0.283502,0.1306816
4,-0.13703175,0.02304541,"('disliked', 'liked')",0.66151065,0.79544026,-0.122881524,-0.14221276,-6.1758714,-5.785666,-1.4435685,-1.2773483,-0.1662202
11,-0.13698202,-0.5644579,"('unhelpful', 'helpful')",0.62153614,0.30227083,0.3344887,0.044319168,2.0530322,1.959876,0.7180188,0.435502,0.2825168
7,-0.13453084,-0.033370994,"('insensitive', 'sensitive')",0.85253245,0.8910158,0.16010626,0.42574912,0.25644612,0.82262623,0.2836385,0.5265051,-0.2428666
33,0.13381995,0.34237194,"('wrong', 'right')",1.0543872,1.1579089,-0.45924726,-0.08020724,-0.57379854,-0.3658837,0.0387903,0.2635475,-0.2247572
30,-0.120431006,-0.5339376,"('intolerant', 'tolerant')",1.0230298,0.6701143,0.9131974,0.49242678,1.0811781,0.89509016,0.7242435,0.3809234,0.3433201
68,-0.06616603,-0.04298884,"('dependent', 'independent')",-0.11452525,-0.0551147,0.1557491,0.30218267,-0.60889685,-0.3895266,-0.1584598,-0.0463619,-0.1120979
78,-0.06337495,-0.1604533,"('nonresilient', 'resilient')",0.5956432,0.6716664,0.96418405,1.2044015,-0.09633881,0.26951513,0.3500284,0.4962824,-0.146254
56,0.05329954,-0.24754721,"('impractical', 'practical')",1.435817,1.1963096,1.3242973,0.8999217,-0.016903173,-0.06867063,0.6991277,0.4450034,0.2541243
34,-0.046936844,-0.057150148,"('mean', 'honorable')",0.30632204,0.15298325,-0.21771878,-0.030176938,6.0340486,6.045391,1.5189288,1.5277618,-0.008833
77,0.03751914,-0.019668875,"('unmotivated', 'motivated')",0.8628504,0.660166,0.7937018,0.70778185,-1.1174611,-1.1040728,0.1441526,0.0610515,0.0831011
58,0.016904904,0.011276722,"('undiscriminating', 'discriminating')",0.56630665,0.46911395,0.5022398,0.63621825,-0.38404348,-0.07152674,0.175352,0.2612705,-0.0859185
