,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,male-female
12,0.7806726,1.1121505,"('unsupportive', 'supportive')",-1.742839,-1.6952844,-0.4810832,-0.2915669,-0.1895163
7,0.7732631,0.81548965,"('insensitive', 'sensitive')",0.7309664,0.72157115,0.7521148,0.7685304,-0.0164156
84,0.7675381,0.49091625,"('inferior', 'superior')",0.8025179,0.63694125,0.785028,0.5639287,0.2210993
82,-0.7438421,-0.8926346,"('poor', 'rich')",6.6264687,6.433429,2.9413133,2.7703972,0.1709161
63,0.7404281,0.8455786,"('unperceptive', 'insightful')",0.9112743,0.7740177,0.8258512,0.8097981,0.0160531
43,0.73226863,0.89500546,"('irresponsible', 'responsible')",0.731646,0.878056,0.7319573,0.8865308,-0.1545735
21,0.72700906,0.5482866,"('immoral', 'moral')",-0.18468487,-0.21580094,0.2711621,0.1662428,0.1049193
14,0.70057195,0.776076,"('antisocial', 'social')",-0.041533235,0.057049107,0.3295194,0.4165626,-0.0870432
20,0.64066505,0.37008446,"('rough', 'thoughtful')",1.038592,0.97902817,0.8396285,0.6745563,0.1650722
23,0.64038193,0.4957647,"('insincere', 'sincere')",6.6664867,6.351264,3.6534343,3.4235144,0.2299199
86,0.5979544,0.6143219,"('uninfluential', 'influential')",-0.2604587,-0.13189949,0.1687478,0.2412112,-0.0724634
5,-0.5670847,-0.36073565,"('distant', 'outgoing')",-0.5391015,-0.7145917,-0.5530931,-0.5376637,-0.0154294
41,0.5493469,0.8013202,"('unforgiving', 'forgiving')",-0.18544374,-0.059310734,0.1819516,0.3710047,-0.1890531
59,-0.52987325,-0.626493,"('foolish', 'wise')",0.24315986,0.050227746,-0.1433567,-0.2881326,0.1447759
81,0.5000031,0.25167704,"('submissive', 'aggressive')",-0.24864036,-0.44716915,0.1256814,-0.0977461,0.2234275
2,0.49524808,0.5979248,"('unlikable', 'likable')",0.3159971,0.4623935,0.4056226,0.5301592,-0.1245366
68,0.49088797,-0.019970555,"('dependent', 'independent')",-0.27313742,-0.58960724,0.1088753,-0.3047889,0.4136642
69,-0.48986945,-0.39916503,"('lazy', 'industrious')",-0.8666932,-0.7787623,-0.6782813,-0.5889636,-0.0893177
85,-0.47869813,-0.083148286,"('insignificant', 'prestigious')",-0.7467633,-0.56301284,-0.6127307,-0.3230806,-0.2896501
10,0.4574384,0.7762245,"('unsympathetic', 'sympathetic')",0.029604398,0.2493887,0.2435214,0.5128066,-0.2692852
15,-0.43962082,-0.46599972,"('boring', 'funny')",-0.19295137,-0.24391788,-0.3162861,-0.3549588,0.0386727
70,0.42902598,0.54742765,"('lethargic', 'energetic')",0.57740265,0.6036493,0.5032143,0.5755385,-0.0723242
76,0.41054392,0.49147624,"('anxious', 'daring')",0.2252324,0.20950243,0.3178881,0.3504893,-0.0326012
32,0.37434062,0.7786213,"('unkind', 'kind')",0.62434745,0.8140288,0.4993441,0.7963251,-0.296981
22,0.37054873,0.2943827,"('untrustworthy', 'trustworthy')",-0.85718864,-0.8697732,-0.24332,-0.2876953,0.0443753
53,-0.36331624,-0.28947416,"('uncreative', 'creative')",0.23108311,0.27443364,-0.0661166,-0.0075203,-0.0585963
25,0.35982075,0.4362521,"('egoistic', 'altruistic')",0.935994,1.1389755,0.6479074,0.7876138,-0.1397064
51,-0.34592146,-0.6553509,"('uneducated', 'educated')",0.50415933,0.38560534,0.0791189,-0.1348728,0.2139917
49,0.3144817,0.016097043,"('unable', 'able')",0.004319135,-0.25009,0.1594004,-0.1169965,0.2763969
73,0.29319423,0.22798097,"('helpless', 'self-reliant')",-3.4228575,-3.4977152,-1.5648316,-1.6348672,0.0700356
47,-0.22428435,-0.29884356,"('stupid', 'smart')",5.967771,5.7649693,2.8717434,2.733063,0.1386804
34,-0.21513318,-0.20791847,"('mean', 'honorable')",5.8077703,5.6532626,2.7963185,2.722672,0.0736465
54,0.2141568,0.23158684,"('incapable', 'capable')",0.9796036,0.7910538,0.5968802,0.5113203,0.0855599
65,0.21048097,0.08655238,"('insecure', 'secure')",0.09684047,-0.0053571872,0.1536607,0.0405976,0.1130631
11,0.1990315,0.32706726,"('unhelpful', 'helpful')",1.8496325,1.8329784,1.024332,1.0800228,-0.0556908
58,0.1797333,-0.009683177,"('undiscriminating', 'discriminating')",0.087397054,0.099600494,0.1335652,0.0449587,0.0886065
45,0.17032704,0.29227358,"('incompetent', 'competent')",0.046357624,0.21254401,0.1083423,0.2524088,-0.1440665
0,-0.16033204,0.022609739,"('unsociable', 'sociable')",0.08150042,0.16290602,-0.0394158,0.0927579,-0.1321737
67,0.1515693,-0.05713187,"('doubtful', 'determined')",-0.420518,-0.36867788,-0.1344744,-0.2129049,0.0784305
26,0.14858456,0.5506016,"('hardhearted', 'benevolent')",0.99869907,1.2897711,0.5736418,0.9201863,-0.3465445
40,-0.13941121,-0.24404752,"('stingy', 'generous')",-1.9448099,-2.1477206,-1.0421106,-1.195884,0.1537734
42,-0.112443976,-0.07623226,"('unreliable', 'reliable')",-3.0131185,-2.9593747,-1.5627812,-1.5178034,-0.0449778
28,-0.10517916,0.15422374,"('disloyal', 'loyal')",1.1179553,1.055751,0.5063881,0.6049874,-0.0985993
78,0.09342498,0.03795338,"('nonresilient', 'resilient')",0.48629996,0.1602197,0.2898625,0.0990865,0.190776
1,0.08720047,0.28877914,"('unfriendly', 'friendly')",1.1957762,1.1938292,0.6414884,0.7413042,-0.0998158
87,0.06769895,0.16293006,"('unsuccessful', 'successful')",1.106574,1.10009,0.5871365,0.63151,-0.0443735
3,0.0659459,0.281382,"('repellent', 'pleasant')",0.789202,0.8826717,0.4275739,0.5820268,-0.1544529
88,0.0635264,-0.032282896,"('low', 'eminent')",-0.23658308,-0.2864676,-0.0865283,-0.1593753,0.072847
8,-0.061262865,0.16985665,"('unaffectionate', 'affectionate')",0.63608456,0.678175,0.2874109,0.4240158,-0.1366049
38,0.05599843,0.1441792,"('untruthful', 'truthful')",-0.060858935,-0.19682798,-0.0024303,-0.0263244,0.0238941
13,0.05594255,0.17411982,"('impolite', 'polite')",-0.33791262,-0.28747523,-0.140985,-0.0566777,-0.0843073
18,0.05509056,-0.0036028326,"('disagreeable', 'welcoming')",-0.37552825,-0.47419506,-0.1602188,-0.2388989,0.0786801
74,0.023249336,0.10375221,"('undedicated', 'dedicated')",-0.6043507,-0.4687074,-0.2905507,-0.1824776,-0.1080731
29,-0.008099692,-0.3338396,"('unfair', 'fair')",-0.34011847,-0.32308152,-0.1741091,-0.3284606,0.1543515
