,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
62,-1.1241791,-0.95663244,"('incompetent', 'brilliant')",0.2742946,0.5179415,-0.03737399,0.2597972,-0.2957528,-0.0596313,-0.2361215
7,-1.123996,-1.0250977,"('insensitive', 'sensitive')",-0.91892976,-0.7680525,0.5970078,0.61263317,-0.4819727,-0.3935057,-0.088467
28,-1.1210717,-1.1813142,"('disloyal', 'loyal')",-0.67036885,-0.7570472,0.78594965,0.71878225,-0.3351636,-0.4065264,0.0713628
30,-1.0963919,-1.100631,"('intolerant', 'tolerant')",-0.3291437,-0.33119422,0.85729903,0.9467752,-0.1894122,-0.1616833,-0.0277289
46,-1.0868499,-0.94523984,"('uncompetitive', 'competitive')",0.6141341,0.8556574,-0.58306015,-0.6407025,-0.3519253,-0.2434283,-0.108497
22,-1.0777832,-1.021688,"('untrustworthy', 'trustworthy')",-0.8041684,-0.7145691,-0.9746305,-0.8539764,-0.9521941,-0.8634112,-0.0887829
43,-1.0599967,-1.0668046,"('irresponsible', 'responsible')",-0.05520384,0.03115284,0.39186373,0.42897657,-0.2411123,-0.2022251,-0.0388872
0,-1.0554336,-1.0688682,"('unsociable', 'sociable')",0.11424953,0.1369322,-0.6592255,-0.66954124,-0.5334699,-0.5338257,0.0003558
19,1.0317163,0.9218207,"('inhospitable', 'hospitable')",-0.27088767,-0.39448443,0.37156317,0.23941043,0.3774639,0.2555822,0.1218817
77,-1.0261619,-0.85106707,"('unmotivated', 'motivated')",-0.60891736,-0.42887068,-1.5698142,-1.4752672,-1.0682979,-0.9184016,-0.1498963
50,0.9647801,0.85058826,"('clumsy', 'skillful')",0.65646017,0.53266203,0.4312597,0.3091767,0.6841667,0.5641423,0.1200244
63,-0.93480164,-0.80132574,"('unperceptive', 'insightful')",0.30977488,0.3701328,0.8193632,0.82666147,0.0647788,0.1318228,-0.067044
4,0.9248346,0.92441964,"('disliked', 'liked')",0.056468416,0.08875635,-6.549926,-6.712799,-1.8562075,-1.8998744,0.0436669
82,-0.80154115,-0.7558228,"('poor', 'rich')",-0.76299214,-0.8298055,6.4105945,6.52042,1.6153537,1.6449305,-0.0295768
29,0.7350582,0.67287505,"('unfair', 'fair')",-0.5148114,-0.498751,-0.46270573,-0.4862232,-0.0808196,-0.1040331,0.0232135
54,0.7125907,0.6651603,"('incapable', 'capable')",0.06179913,-0.0042517744,1.4947569,1.5238255,0.7563822,0.7282447,0.0281375
31,0.66899514,0.6661693,"('evil', 'good')",-0.76435065,-0.89304745,-0.83509207,-1.0428326,-0.3101492,-0.4232369,0.1130877
84,0.66752315,0.5906128,"('inferior', 'superior')",1.0043525,0.9442363,0.8869202,0.8159638,0.852932,0.7836043,0.0693277
66,0.61745286,0.60404575,"('inactive', 'active')",1.2251304,1.1580343,0.8078615,0.7117944,0.8834816,0.8246249,0.0588567
41,-0.5939218,-0.6070607,"('unforgiving', 'forgiving')",-0.15865849,-0.14470232,-0.13801053,-0.25636137,-0.2968636,-0.3360415,0.0391779
32,-0.5808262,-0.62806493,"('unkind', 'kind')",-1.0714475,-1.0895032,1.0244015,0.9952976,-0.2092907,-0.2407568,0.0314661
1,0.5625524,0.39690724,"('unfriendly', 'friendly')",-0.35625142,-0.51715523,1.8895673,1.6174268,0.6986227,0.4990596,0.1995631
47,-0.5527462,-0.5250395,"('stupid', 'smart')",-0.40587038,-0.32875302,5.4551563,5.6410513,1.4988465,1.5957529,-0.0969064
67,0.5485986,0.47986543,"('doubtful', 'determined')",0.5405473,0.51869315,-0.60544693,-0.5420668,0.161233,0.1521639,0.0090691
64,-0.5259429,-0.4907606,"('shy', 'confident')",-0.19429407,-0.1704844,-6.957158,-6.8766093,-2.5591316,-2.5126181,-0.0465135
68,-0.50908357,-0.52177364,"('dependent', 'independent')",0.41626817,0.41977975,-0.5266741,-0.56102735,-0.2064965,-0.2210071,0.0145106
61,-0.49173856,-0.4895579,"('illogical', 'logical')",-0.14522247,-0.085807174,0.35466692,0.36101195,-0.094098,-0.071451,-0.022647
76,-0.48988166,-0.36897564,"('anxious', 'daring')",0.71539146,0.90859175,0.14188962,0.28464273,0.1224665,0.2747529,-0.1522864
88,-0.46821415,-0.5714865,"('low', 'eminent')",-0.6029161,-0.8063458,0.17883585,0.109291814,-0.2974315,-0.4228468,0.1254153
12,-0.42422676,-0.33302453,"('unsupportive', 'supportive')",-0.23599517,-0.018218026,-1.9314964,-1.8903759,-0.8639061,-0.7472061,-0.1167
15,0.41919902,0.2977418,"('boring', 'funny')",-0.13199352,-0.25878802,0.60263747,0.6335286,0.2966143,0.2241608,0.0724535
18,0.36906993,0.36872646,"('disagreeable', 'welcoming')",0.7456957,0.78344893,-0.18840995,-0.2073801,0.3087852,0.3149318,-0.0061466
39,0.35896596,0.39133388,"('exploitative', 'cooperative')",0.21363005,0.23698105,-0.045058466,0.05617776,0.1758458,0.2281642,-0.0523184
74,-0.34822106,-0.25597522,"('undedicated', 'dedicated')",0.6997066,0.9218362,0.2419969,0.28278586,0.1978275,0.3162156,-0.1183881
13,-0.3461282,-0.3847103,"('impolite', 'polite')",0.89178264,0.8661725,-0.23763403,-0.16294254,0.1026735,0.1061732,-0.0034997
75,0.33871973,0.32535222,"('meek', 'impulsive')",0.12617658,0.08962588,-0.34794673,-0.32980454,0.0389832,0.0283912,0.010592
2,0.31518665,0.25803682,"('unlikable', 'likable')",1.4107894,1.3202995,0.8638923,0.9248583,0.8632894,0.8343982,0.0288912
20,0.30139402,0.30637702,"('rough', 'thoughtful')",0.43088418,0.49685645,0.7996741,0.86056155,0.5106508,0.5545983,-0.0439475
37,-0.2633968,-0.40195745,"('fake', 'genuine')",-0.6240357,-0.73324174,0.3128064,0.2204419,-0.191542,-0.3049191,0.1133771
87,0.2517932,0.35622123,"('unsuccessful', 'successful')",1.5112207,1.5402246,1.1325667,1.2097874,0.9651935,1.035411,-0.0702175
8,0.24524137,0.05440308,"('unaffectionate', 'affectionate')",-0.4348504,-0.59190524,0.85670626,0.71207273,0.2223657,0.0581902,0.1641755
58,-0.20997205,-0.23617381,"('undiscriminating', 'discriminating')",0.589159,0.5831138,-0.11533069,-0.20174287,0.0879521,0.048399,0.0395531
42,0.19724388,0.27109447,"('unreliable', 'reliable')",0.16429211,0.31351274,-3.4225621,-3.2879367,-1.020342,-0.9011099,-0.1192321
38,-0.19677101,-0.20783462,"('untruthful', 'truthful')",-0.41111094,-0.4250768,0.111386,0.07381621,-0.1654987,-0.1863651,0.0208664
40,0.16316785,0.2233108,"('stingy', 'generous')",-0.04792646,0.10201309,-1.6254919,-1.7561171,-0.5034168,-0.4769311,-0.0264857
44,0.15851136,0.20012273,"('prejudiced', 'unprejudiced')",0.076766685,0.021157607,-1.3807523,-1.3236777,-0.3818248,-0.3674658,-0.014359
26,0.15296447,0.067271404,"('hardhearted', 'benevolent')",0.43948376,0.30150816,1.6149814,1.420557,0.7358099,0.5964455,0.1393644
78,0.13769451,0.27182898,"('nonresilient', 'resilient')",1.2742144,1.4819883,0.18470024,0.19428882,0.532203,0.6493687,-0.1171657
83,0.118052006,0.1920056,"('powerless', 'powerful')",-0.038631253,0.10694754,-1.0300976,-0.88726544,-0.3168923,-0.1961041,-0.1207882
17,-0.11655504,-0.0708482,"('nasty', 'nice')",-1.1801609,-1.1457251,-0.7704789,-0.6684691,-0.689065,-0.6283475,-0.0607175
27,0.089703135,0.09304818,"('hardhearted', 'softhearted')",-0.606304,-0.599418,1.2008816,1.1001161,0.2280936,0.1979154,0.0301782
56,-0.07485545,0.07849404,"('impractical', 'practical')",0.76871365,1.0160499,-0.4211083,-0.13161705,0.0909166,0.3209756,-0.230059
49,0.03531058,0.19498523,"('unable', 'able')",-0.41584092,-0.21340099,-0.22596483,0.023941465,-0.2021651,0.0018419,-0.204007
34,-0.02911116,0.0014189351,"('mean', 'honorable')",0.4405103,0.4146275,6.116552,6.2565556,2.1759837,2.2242007,-0.048217
9,0.024957448,-0.13248914,"('unaffectionate', 'caring')",-0.015564732,-0.035934247,1.2611345,1.1964668,0.4235091,0.3426811,0.080828
53,0.024700657,-0.010724232,"('uncreative', 'creative')",0.052105255,0.098903015,0.8939114,0.7787294,0.3235724,0.2889694,0.034603
