,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,male-female
77,-0.8538634,-0.7634342,"('unmotivated', 'motivated')",-0.9066106,-1.0093215,-1.2529337,-1.2432165,-1.0044692,-1.005324,0.0008548
51,-0.82300466,-0.6087557,"('uneducated', 'educated')",-0.4651606,-0.4273013,1.4661094,1.5776182,0.0593147,0.1805204,-0.1212057
54,0.8034156,0.8443917,"('incapable', 'capable')",0.8260932,0.82939756,1.0318937,0.98800945,0.8871342,0.8872662,-0.000132
58,0.795362,0.38990209,"('undiscriminating', 'discriminating')",0.95728385,0.65118057,0.3057747,0.12707281,0.6861402,0.3893851,0.2967551
84,0.67412025,0.7237682,"('inferior', 'superior')",0.6328149,0.67816055,0.5720111,0.5170122,0.6263154,0.6396469,-0.0133315
88,0.6469939,0.6809942,"('low', 'eminent')",0.5610999,0.53573567,0.014859389,0.34697685,0.4076511,0.5212356,-0.1135845
7,-0.63611424,-0.31081155,"('insensitive', 'sensitive')",-1.0311428,-1.0852015,0.4495681,0.13434821,-0.4058963,-0.420555,0.0146587
37,-0.6330652,-0.88052016,"('fake', 'genuine')",-2.182282,-2.300874,-0.113704875,-0.3756201,-0.9763507,-1.1856714,0.2093207
68,-0.6177355,-0.54552174,"('dependent', 'independent')",-0.68468416,-0.56303793,-1.6168178,-1.6187081,-0.9730792,-0.9090892,-0.06399
39,0.6039426,1.0593543,"('exploitative', 'cooperative')",-0.67226017,-0.34844026,0.6036779,0.7470494,0.1784534,0.4859878,-0.3075344
86,0.6024491,0.3809382,"('uninfluential', 'influential')",-0.41522044,-0.78995824,-0.0074559003,-0.5479904,0.0599243,-0.3190035,0.3789278
72,0.58331645,0.70154905,"('unambitious', 'ambitious')",-0.7865542,-0.70966524,-0.54146695,-0.4801544,-0.2482349,-0.1627569,-0.085478
24,-0.55419475,-0.25686485,"('dishonest', 'honest')",-1.6718229,-1.5198052,0.45194322,0.47553068,-0.5913582,-0.4337131,-0.1576451
12,0.5472822,0.57053167,"('unsupportive', 'supportive')",-0.0694237,-0.30722022,-1.5050985,-1.7608707,-0.3424133,-0.4991864,0.1567731
25,0.4332233,0.05149507,"('egoistic', 'altruistic')",0.6920613,0.6364374,0.82506907,0.89405173,0.6501179,0.5273281,0.1227898
28,-0.41541252,-0.47558808,"('disloyal', 'loyal')",-0.9005143,-1.1958472,0.9595862,1.0725967,-0.1187802,-0.1996129,0.0808327
17,-0.4133801,-0.4521401,"('nasty', 'nice')",0.01549218,-0.09027152,-0.17559585,-0.20306721,-0.1911613,-0.248493,0.0573317
78,-0.41164333,-0.697365,"('nonresilient', 'resilient')",-0.116153434,-0.7047784,0.20103979,-0.08712645,-0.108919,-0.4964233,0.3875043
57,-0.41057807,-0.45587155,"('unimaginative', 'imaginative')",-0.82257783,-0.9505773,-2.7655706,-2.8274617,-1.3329089,-1.4113035,0.0783946
73,0.4103479,0.46713093,"('helpless', 'self-reliant')",0.42566675,0.5161541,-3.5759766,-3.5258968,-0.9133207,-0.8475372,-0.0657835
29,-0.40536028,-0.2920981,"('unfair', 'fair')",0.05902251,0.17266035,-1.0915909,-1.1081828,-0.4793096,-0.4092069,-0.0701027
38,-0.3778337,-0.32740217,"('untruthful', 'truthful')",-0.23137324,-0.21361531,0.0805089,0.109980494,-0.1762327,-0.143679,-0.0325537
32,-0.36972535,-0.17019874,"('unkind', 'kind')",-0.8184148,-0.94808555,1.4667321,1.459547,0.092864,0.1137543,-0.0208903
16,0.36400676,0.30817062,"('unpopular', 'popular')",1.1377672,1.1172066,0.097779036,0.20882937,0.5331843,0.5447355,-0.0115512
61,0.31865478,0.44131812,"('illogical', 'logical')",-0.31154892,-0.3617603,-0.35000357,-0.48020214,-0.1142992,-0.1335481,0.0192489
66,0.31111586,0.44951853,"('inactive', 'active')",0.09977297,0.0963089,0.03795955,-0.154253,0.1496161,0.1305248,0.0190913
27,-0.30344966,-0.4662321,"('hardhearted', 'softhearted')",-1.3667918,-1.6281314,0.43314344,-0.05341421,-0.412366,-0.7159259,0.3035599
50,0.26240054,0.046079207,"('clumsy', 'skillful')",0.77108824,0.47716287,-0.004633732,-0.28585324,0.3429517,0.0791296,0.2638221
79,0.25931677,-0.21329394,"('wavering', 'unwavering')",1.1794258,0.9236159,-0.5929462,-0.58533657,0.2819322,0.0416618,0.2402704
20,-0.23456217,-0.15009432,"('rough', 'thoughtful')",-0.65482265,-0.753304,0.40393674,0.37810773,-0.161816,-0.1750969,0.0132809
47,-0.20396127,-0.08771208,"('stupid', 'smart')",0.33610195,0.29189324,5.262731,4.9473753,1.7982906,1.7171855,0.0811051
23,-0.17042382,-0.04210278,"('insincere', 'sincere')",-1.1504122,-1.3239383,6.1037583,5.992531,1.5943074,1.5421632,0.0521442
34,-0.13347998,-0.13550243,"('mean', 'honorable')",-0.061516088,0.019299641,5.255561,5.1400886,1.686855,1.6746286,0.0122264
19,0.114449605,-0.0625471,"('inhospitable', 'hospitable')",0.22181004,0.0706957,-0.18718824,-0.16678993,0.0496905,-0.0528804,0.1025709
48,-0.10401123,-0.2065294,"('unintelligent', 'intelligent')",-0.96145815,-1.169745,-0.027660657,-0.23224753,-0.3643767,-0.536174,0.1717973
67,-0.0750807,0.3473365,"('doubtful', 'determined')",0.574027,0.9678735,-0.11521755,-0.06529796,0.1279096,0.4166373,-0.2887277
49,-0.041783974,0.020981055,"('unable', 'able')",-0.24789487,-0.2134068,-0.42858922,-0.33401313,-0.2394227,-0.1754796,-0.0639431
75,-0.038627937,-0.10358554,"('meek', 'impulsive')",1.0511781,1.2115761,-0.27217558,-0.26808655,0.2467915,0.279968,-0.0331765
87,0.023927595,0.19792548,"('unsuccessful', 'successful')",0.13985896,0.13847998,0.9078684,0.7222658,0.3572183,0.3528904,0.0043279
83,0.018677488,0.017117184,"('powerless', 'powerful')",0.021904457,0.03780405,-1.5554713,-1.4942424,-0.5049631,-0.4797737,-0.0251894
41,0.0008491259,-0.1462346,"('unforgiving', 'forgiving')",-0.17929381,-0.17590296,0.89361435,0.7265151,0.2383899,0.1347925,0.1035974
