,medco_male,medco_female,tuple,health_male,health_female,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.4304456,-1.3053229,"('unfriendly', 'friendly')",1.3224524,1.4537038,0.6907224,0.65221727,1.9122468,2.3059201,0.623744,0.7766296,-0.1528856
57,-1.4283588,-1.5164435,"('unimaginative', 'imaginative')",-0.17868397,-0.082934365,-0.59090924,-0.6156433,-2.639288,-2.5268028,-1.2093101,-1.185456,-0.0238541
10,-1.408018,-1.4136921,"('unsympathetic', 'sympathetic')",-0.6154449,-0.498567,-0.3163697,-0.3816115,-0.56383395,-0.5874952,-0.7259166,-0.7203414,-0.0055752
53,-1.3833246,-1.3731259,"('uncreative', 'creative')",-0.58166057,-0.62700915,-0.2992083,-0.38614464,0.8488455,1.0501751,-0.353837,-0.3340261,-0.0198109
86,-1.324601,-1.3028655,"('uninfluential', 'influential')",-0.25440073,-0.07956733,-0.5866318,-0.632763,-0.2622479,-0.26996952,-0.6069704,-0.5712913,-0.0356791
58,-1.3034692,-1.3483422,"('undiscriminating', 'discriminating')",-1.0930723,-0.9817194,-0.28150028,-0.32218936,-0.0519311,-0.08778706,-0.6824933,-0.6850095,0.0025162
8,-1.2677114,-1.255675,"('unaffectionate', 'affectionate')",0.40720385,0.44945955,-1.1884588,-1.1861191,0.9804056,0.9332085,-0.2671402,-0.2647815,-0.0023587
69,1.1940092,1.3135943,"('lazy', 'industrious')",0.9565408,0.9939477,1.3070381,1.2780095,-0.22513537,-0.027159125,0.8081132,0.8895981,-0.0814849
82,-1.1776208,-1.22205,"('poor', 'rich')",-0.78084505,-0.93381226,-0.63926077,-0.69044876,5.7401643,5.7374682,0.7856094,0.7227893,0.0628201
23,-1.1115581,-1.2592285,"('insincere', 'sincere')",0.064435996,-0.016567528,1.1397098,0.9830283,5.301616,5.1440134,1.348551,1.2128115,0.1357395
39,1.0432714,0.9470001,"('exploitative', 'cooperative')",0.28903663,0.12964155,1.3673358,1.1878136,0.42100233,0.3933718,0.7801616,0.6644568,0.1157048
65,-0.99617165,-0.9887867,"('insecure', 'secure')",-1.4279202,-1.4464214,-0.11124221,-0.09016729,-0.49644196,-0.58896554,-0.757944,-0.7785852,0.0206412
45,-0.97074074,-1.008184,"('incompetent', 'competent')",-0.115449145,-0.040426705,0.42885137,0.423792,-0.57926375,-0.64783514,-0.3091506,-0.3181635,0.0090129
28,-0.93694806,-0.9473497,"('disloyal', 'loyal')",-0.02929008,0.08216925,0.079315946,0.04693201,0.84652734,0.90925723,-0.0100987,0.0227522,-0.0328509
42,0.9290755,0.8510755,"('unreliable', 'reliable')",1.956369,2.044352,0.7939176,0.772093,-2.928275,-2.8602612,0.1877718,0.2018148,-0.014043
0,-0.8530271,-0.81617737,"('unsociable', 'sociable')",-0.15070069,-0.04767838,0.15640444,0.15816371,-0.87999606,-0.94259936,-0.4318299,-0.4120728,-0.0197571
68,-0.8470249,-0.8255514,"('dependent', 'independent')",-1.3999262,-1.4220257,-0.21879292,-0.19528829,-0.6761452,-0.43221176,-0.7854723,-0.7187693,-0.066703
43,-0.8325017,-0.91018367,"('irresponsible', 'responsible')",1.1075367,1.029155,0.04966882,-0.0017540529,0.14979556,0.14421476,0.1186248,0.065358,0.0532668
55,-0.80536395,-0.85063887,"('incompetent', 'clever')",-1.4692792,-1.4238712,-0.23036274,-0.20113283,-0.41197738,-0.48515517,-0.7292458,-0.7401994,0.0109536
81,-0.8019296,-0.8485137,"('submissive', 'aggressive')",-0.10514456,-0.123349816,0.34895515,0.29754013,-1.0861619,-1.2794577,-0.4110702,-0.4884453,0.0773751
20,-0.77463317,-0.8819197,"('rough', 'thoughtful')",-0.5558529,-0.52069974,0.5638435,0.5811902,0.9352431,1.0448238,0.0421501,0.0558487,-0.0136986
54,-0.75845516,-0.735896,"('incapable', 'capable')",0.61454165,0.60095423,0.24926844,0.27564767,1.1138135,1.1855649,0.3047921,0.3315677,-0.0267756
7,-0.7390897,-0.84330404,"('insensitive', 'sensitive')",-0.23432371,-0.4187731,0.58248997,0.32748368,0.8094732,0.7853428,0.1046374,-0.0373127,0.1419501
12,0.73072094,0.6372014,"('unsupportive', 'supportive')",3.0607955,3.1496596,1.8860127,1.76303,-1.4155945,-1.5227104,1.0654837,1.0067952,0.0586885
73,0.7088675,0.6762167,"('helpless', 'self-reliant')",1.2220963,1.2278333,-0.16310821,-0.07719199,-2.9687755,-2.916602,-0.30023,-0.272436,-0.027794
70,-0.6971654,-0.8006245,"('lethargic', 'energetic')",0.10611554,0.051482122,0.7273837,0.5959522,0.7266305,0.48211524,0.2157411,0.0822313,0.1335098
63,-0.69455606,-0.8058015,"('unperceptive', 'insightful')",0.81840897,0.8351665,1.941025,1.7678605,0.9899419,0.7192765,0.763705,0.6291255,0.1345795
61,-0.68653566,-0.7372754,"('illogical', 'logical')",-0.47712642,-0.43941027,0.9607023,0.95460826,0.036198754,0.12774897,-0.0416903,-0.0235821,-0.0181082
88,-0.6799063,-0.6731791,"('low', 'eminent')",-0.16270068,-0.057006706,0.37577447,0.28580326,0.017365858,0.1930517,-0.1123667,-0.0628327,-0.049534
