,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
28,-1.3712591,-1.2976023,"('disloyal', 'loyal')",-0.6629096,-0.4915094,0.6594123,0.7474858,-0.4582521,-0.3472087,-0.1110434
32,-1.3580579,-1.2338841,"('unkind', 'kind')",-0.6613404,-0.43701842,0.6681886,0.8746344,-0.4504032,-0.2654227,-0.1849805
84,1.342505,1.3993356,"('inferior', 'superior')",0.77512723,0.67247593,1.0223851,0.9499038,1.0466724,1.0072385,0.0394339
33,1.3197087,1.2042079,"('wrong', 'right')",0.54867566,0.3756591,-0.28897902,-0.2691807,0.5264684,0.4368954,0.089573
41,-1.2814591,-1.1264329,"('unforgiving', 'forgiving')",-1.0364598,-1.0206225,0.2014682,0.2552722,-0.7054835,-0.6305944,-0.0748891
0,-1.2672873,-1.1458565,"('unsociable', 'sociable')",-0.79632735,-0.6688183,-0.4412013,-0.35016805,-0.8349386,-0.7216143,-0.1133243
73,1.2566551,1.303774,"('helpless', 'self-reliant')",0.6045332,0.55900097,-2.9978416,-2.9924715,-0.3788844,-0.3765655,-0.0023189
21,-1.2533368,-0.9847922,"('immoral', 'moral')",0.1265077,0.29311997,-1.264791,-1.1066461,-0.7972067,-0.5994394,-0.1977673
35,1.2016265,1.105538,"('corrupt', 'incorrupt')",0.017844003,0.002919957,0.055938706,0.19173166,0.4251364,0.4333965,-0.0082601
60,-1.042404,-0.66105276,"('inefficient', 'efficient')",0.22309177,0.6707096,-0.6597348,-0.24870066,-0.4930157,-0.0796813,-0.4133344
80,-1.0042154,-0.86269724,"('dominated', 'dominating')",-0.004839599,0.10669368,-1.4501041,-1.5213661,-0.8197196,-0.7591232,-0.0605964
59,1.0023019,0.9033997,"('foolish', 'wise')",0.4803889,0.25074273,0.4522083,0.55630547,0.6449664,0.5701493,0.0748171
43,-0.9988354,-0.783264,"('irresponsible', 'responsible')",-1.1533865,-0.9439483,-0.19505441,-0.054060906,-0.7824254,-0.5937577,-0.1886677
46,-0.95440525,-0.9615834,"('uncompetitive', 'competitive')",0.5999368,0.69478524,-0.7674986,-0.9070099,-0.373989,-0.3912694,0.0172804
72,-0.9471637,-0.89274037,"('unambitious', 'ambitious')",-1.4193869,-1.1814238,-1.6639999,-1.4330748,-1.3435168,-1.1690796,-0.1744372
53,0.9090515,0.76452243,"('uncreative', 'creative')",1.2404028,1.2976149,1.4614931,1.3383763,1.2036492,1.1335045,0.0701447
39,0.8547434,0.98193717,"('exploitative', 'cooperative')",0.87088656,1.0224328,-0.0048277136,0.10806051,0.5736008,0.7041435,-0.1305427
15,0.8264912,0.92737746,"('boring', 'funny')",-0.26797602,-0.29552785,0.6921317,0.7277473,0.4168823,0.453199,-0.0363167
22,-0.8082851,-0.6259564,"('untrustworthy', 'trustworthy')",-0.53295094,-0.3152638,-1.229465,-1.0950736,-0.8569004,-0.6787646,-0.1781358
54,0.8048293,0.7166426,"('incapable', 'capable')",0.5508794,0.4878704,1.0225388,1.1005334,0.7927492,0.7683489,0.0244003
26,0.7999596,0.5462855,"('hardhearted', 'benevolent')",0.38647774,0.24301243,1.6983299,1.7708,0.9615891,0.853366,0.1082231
34,0.7945825,0.7260913,"('mean', 'honorable')",-0.18858542,-0.1472435,5.723506,5.766337,2.1098344,2.1150616,-0.0052272
50,0.75083196,0.7105843,"('clumsy', 'skillful')",0.62857497,0.6098225,-0.042437494,0.04955998,0.4456565,0.4566556,-0.0109991
48,-0.7311473,-0.61855185,"('unintelligent', 'intelligent')",0.29763776,0.48090872,0.6929861,0.70429754,0.0864922,0.1888848,-0.1023926
38,-0.71497005,-0.72363883,"('untruthful', 'truthful')",-0.66079897,-0.5897312,-0.16620131,-0.0411169,-0.5139901,-0.4514956,-0.0624945
40,-0.704088,-0.7359038,"('stingy', 'generous')",-0.19061711,-0.19046201,-1.4312029,-1.4210721,-0.7753026,-0.7824793,0.0071767
42,-0.6653338,-0.43913227,"('unreliable', 'reliable')",-1.1964349,-1.2850043,-2.971498,-2.9119852,-1.6110889,-1.5453739,-0.065715
20,0.6518077,0.7419266,"('rough', 'thoughtful')",1.0446713,1.2026675,0.8506015,0.888143,0.8490268,0.9442457,-0.0952189
31,0.6413865,0.24258214,"('evil', 'good')",-0.15829693,-0.4519745,-0.6462034,-0.6872264,-0.0543713,-0.2988729,0.2445016
13,-0.61461467,-0.33827746,"('impolite', 'polite')",-0.46629986,-0.21801712,-0.49503484,-0.42048907,-0.5253164,-0.3255945,-0.1997219
83,0.6046154,0.61279476,"('powerless', 'powerful')",0.38521948,0.34478432,-1.012161,-0.9795921,-0.007442,-0.0073377,-0.0001043
1,0.6037257,0.253969,"('unfriendly', 'friendly')",-0.018400237,-0.12804958,1.8960643,1.8919846,0.8271299,0.6726347,0.1544952
12,0.5976231,0.6215627,"('unsupportive', 'supportive')",0.44177386,0.5100108,-1.5472366,-1.6074432,-0.1692799,-0.1586233,-0.0106566
56,-0.59564036,-0.3309797,"('impractical', 'practical')",-0.71689767,-0.5895554,-0.6178354,-0.46353006,-0.6434578,-0.4613551,-0.1821027
23,-0.59070814,-0.5871282,"('insincere', 'sincere')",-0.6328427,-0.43578672,4.46137,4.6186013,1.0792731,1.1985621,-0.119289
64,-0.5707655,-0.2732199,"('shy', 'confident')",-0.46842095,-0.37500733,-5.9272976,-5.8900347,-2.3221614,-2.1794206,-0.1427408
49,0.48262283,0.5735599,"('unable', 'able')",0.6199702,0.84299713,-0.024317764,0.09159693,0.3594251,0.502718,-0.1432929
4,0.4792316,0.39110363,"('disliked', 'liked')",-0.23345576,-0.43544507,-5.2868237,-5.3095946,-1.6803493,-1.7846454,0.1042961
57,-0.43985805,-0.4864644,"('unimaginative', 'imaginative')",0.3542512,0.3949121,-1.9179587,-2.240109,-0.6678552,-0.7772204,0.1093652
67,0.41344118,0.6005468,"('doubtful', 'determined')",0.43541178,0.46071276,-0.8226127,-0.58883446,0.0087468,0.157475,-0.1487282
74,-0.40295526,-0.44657528,"('undedicated', 'dedicated')",-0.3913542,-0.29352182,0.07318568,0.058604777,-0.2403746,-0.2271641,-0.0132105
61,0.3904493,0.5926284,"('illogical', 'logical')",0.35005173,0.41402006,-0.050228465,0.029832676,0.2300909,0.3454938,-0.1154029
29,-0.3511663,-0.19316624,"('unfair', 'fair')",-0.8031101,-0.81636196,-0.53036326,-0.609317,-0.5615466,-0.5396151,-0.0219315
78,0.32757288,0.32113326,"('nonresilient', 'resilient')",1.6857631,1.6802752,0.43922308,0.27734426,0.8175197,0.7595843,0.0579354
27,0.3092651,0.24872988,"('hardhearted', 'softhearted')",0.33101708,0.29914537,1.5514569,1.3018452,0.7305797,0.6165735,0.1140062
47,0.30868107,0.4729045,"('stupid', 'smart')",0.7843364,0.995483,4.961755,5.2838645,2.0182575,2.2507507,-0.2324932
19,0.29124734,0.121583104,"('inhospitable', 'hospitable')",-0.040845763,-0.16399486,0.058693185,0.05239559,0.1030316,0.0033279,0.0997037
58,0.23929222,0.022662224,"('undiscriminating', 'discriminating')",0.60351354,0.39398053,-0.091920905,-0.27018893,0.2502949,0.0488179,0.201477
7,-0.22594659,-0.03626328,"('insensitive', 'sensitive')",0.041622594,0.27499866,0.33976215,0.36605334,0.0518127,0.2015962,-0.1497835
30,-0.22088864,2.2996217e-05,"('intolerant', 'tolerant')",1.127562,1.3881506,0.6051063,0.8700546,0.5039266,0.7527428,-0.2488162
87,0.21951349,0.21710269,"('unsuccessful', 'successful')",0.8877032,0.82968557,0.6868655,0.5494526,0.5980274,0.5320803,0.0659471
16,0.19939852,0.070509166,"('unpopular', 'popular')",0.24062493,0.19209236,0.5901403,0.5970756,0.3433879,0.286559,0.0568289
37,-0.14484048,-0.17140341,"('fake', 'genuine')",-0.14183106,-0.13986668,0.056372274,0.16658388,-0.0767664,-0.0482287,-0.0285377
63,-0.13529694,-0.12005866,"('unperceptive', 'insightful')",0.7023728,0.74675846,0.7960217,0.75051963,0.4543658,0.4590731,-0.0047073
75,-0.12853019,-0.22261274,"('meek', 'impulsive')",0.09502886,0.06317648,-0.28872553,-0.26236656,-0.107409,-0.1406009,0.0331919
68,0.12353767,0.3506381,"('dependent', 'independent')",0.17295027,0.27249148,-0.45105642,-0.42916256,-0.0515228,0.0646557,-0.1161785
88,-0.11605835,-0.10216111,"('low', 'eminent')",-0.08359519,0.056776404,-0.006099878,0.16048828,-0.0685845,0.0383679,-0.1069524
79,0.10970667,-0.21934152,"('wavering', 'unwavering')",-1.1629068,-1.3277962,-0.11390497,-0.15873653,-0.389035,-0.5686247,0.1795897
66,0.09420933,-0.027145213,"('inactive', 'active')",-0.12744084,-0.30264062,1.3783393,1.0478221,0.4483693,0.2393454,0.2090239
77,0.090501465,0.17090651,"('unmotivated', 'motivated')",1.0416311,1.224596,-1.0925275,-0.9586137,0.0132017,0.1456296,-0.1324279
11,0.06927925,0.12153163,"('unhelpful', 'helpful')",0.9776617,1.1451533,1.6917722,1.7526925,0.9129044,1.0064591,-0.0935547
9,-0.06643473,-0.21563593,"('unaffectionate', 'caring')",0.012062907,-0.00463897,1.2661766,1.268292,0.4039349,0.349339,0.0545959
2,-0.06381641,0.089754395,"('unlikable', 'likable')",0.042634353,0.22715227,0.48622933,0.73720336,0.1550158,0.35137,-0.1963542
25,-0.047086686,-0.1361498,"('egoistic', 'altruistic')",0.2611495,0.44433028,1.583781,1.6969991,0.5992813,0.6683932,-0.0691119
18,0.022099141,0.022635274,"('disagreeable', 'welcoming')",0.19954169,0.2822484,-0.3310271,-0.12647392,-0.0364621,0.0594699,-0.095932
8,-0.0006696619,-0.34423313,"('unaffectionate', 'affectionate')",-0.56653357,-0.65920144,0.54273826,0.58749145,-0.008155,-0.1386477,0.1304927
17,0.0006054491,0.000476446,"('nasty', 'nice')",-0.4143093,-0.40438133,-0.5649152,-0.43917915,-0.3262063,-0.281028,-0.0451783
44,0.00018723868,0.008006154,"('prejudiced', 'unprejudiced')",-0.100985974,-0.11552657,-1.2454656,-1.2282491,-0.4487548,-0.4452565,-0.0034983
