,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.5925627,-2.375977,"('unsympathetic', 'sympathetic')",-1.2451591,-1.1073658,-0.7841463,-0.7705295,-1.5406227,-1.4179575,-0.1226652
45,-2.3099294,-2.210568,"('incompetent', 'competent')",-1.3261851,-1.2792583,-0.895536,-0.815761,-1.5105502,-1.4351958,-0.0753544
69,2.068297,1.9902011,"('lazy', 'industrious')",1.4266124,1.3137288,0.15886176,0.22717723,1.2179236,1.1770356,0.040888
55,-1.952733,-1.6414442,"('incompetent', 'clever')",-0.44773442,-0.1276646,-0.5234939,-0.38248608,-0.9746537,-0.7171983,-0.2574554
81,-1.9476404,-1.4029275,"('submissive', 'aggressive')",-0.16427952,0.26704994,-1.1347371,-0.8917973,-1.082219,-0.6758916,-0.4063274
24,-1.9256762,-1.6845535,"('dishonest', 'honest')",-2.3226075,-2.1700118,0.15706801,0.5179569,-1.3637387,-1.1122027,-0.251536
3,-1.8276702,-1.7891858,"('repellent', 'pleasant')",0.022037156,0.11318448,-0.03171365,-0.16890016,-0.6124489,-0.6149671,0.0025182
82,-1.7653483,-1.7488651,"('poor', 'rich')",-0.3116433,-0.10578083,5.168363,5.531325,1.0304572,1.2255596,-0.1951024
5,1.7653182,1.5599865,"('distant', 'outgoing')",0.12218024,-0.018414762,0.22311166,0.3573869,0.7035367,0.6329862,0.0705505
14,-1.7460612,-1.2969849,"('antisocial', 'social')",-0.14980417,0.25624585,-1.5199738,-1.0803018,-1.1386131,-0.7070136,-0.4315995
76,-1.6976076,-1.3504387,"('anxious', 'daring')",-0.024032246,0.24597207,-0.29926148,-0.073688135,-0.6736338,-0.3927183,-0.2809155
86,-1.6667248,-1.8017213,"('uninfluential', 'influential')",-0.45639476,-0.4636672,-0.35620403,-0.38280717,-0.8264412,-0.8827319,0.0562907
51,-1.5505421,-1.3964132,"('uneducated', 'educated')",-0.39221424,-0.321498,0.12739016,0.17405848,-0.6051221,-0.5146176,-0.0905045
71,1.5463248,1.4182441,"('diffident', 'self-confident')",1.1571414,1.141058,0.86268806,0.7641139,1.1887182,1.1078053,0.0809129
70,-1.5241148,-1.2512019,"('lethargic', 'energetic')",-0.64879686,-0.47440153,-0.022710986,0.15552288,-0.7318742,-0.5233602,-0.208514
85,1.4908514,1.0932714,"('insignificant', 'prestigious')",0.93580663,0.54677033,0.89553463,0.7744004,1.1073976,0.804814,0.3025836
62,-1.4547026,-1.1304802,"('incompetent', 'brilliant')",0.21999905,0.5728738,-0.5052875,-0.23535284,-0.579997,-0.2643197,-0.3156773
36,1.4481789,1.0160742,"('hostile', 'amicable')",-0.32186317,-0.5558252,0.77262104,0.7338285,0.6329789,0.3980258,0.2349531
52,1.4187955,1.2761419,"('irrational', 'rational')",0.17404279,-0.12968327,0.34715047,0.36031127,0.6466629,0.5022566,0.1444063
6,1.3991274,1.1715599,"('distant', 'open')",-0.19977976,-0.4166036,0.74940515,0.8719731,0.6495843,0.5423098,0.1072745
65,-1.3739165,-1.0677938,"('insecure', 'secure')",-0.764063,-0.48813885,-0.8296086,-0.67907643,-0.9891961,-0.7450031,-0.244193
