,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.499313,-2.4589639,"('unfriendly', 'friendly')",1.4230046,1.4947574,-0.5381542,-0.4821032,-0.056051
53,-2.0847437,-1.8519022,"('uncreative', 'creative')",0.58377296,0.65216553,-0.7504854,-0.5998684,-0.150617
6,-1.9192984,-1.5232369,"('distant', 'open')",-0.3578779,-0.01901063,-1.1385882,-0.7711238,-0.3674644
9,-1.866271,-1.9154334,"('unaffectionate', 'caring')",0.9682556,1.1209004,-0.4490077,-0.3972665,-0.0517412
86,-1.8037622,-2.0754597,"('uninfluential', 'influential')",-0.37324035,-0.56991196,-1.0885012,-1.3226858,0.2341846
8,-1.8031954,-1.7778761,"('unaffectionate', 'affectionate')",0.48912066,0.6429373,-0.6570374,-0.5674694,-0.089568
36,-1.7958446,-1.646808,"('hostile', 'amicable')",-0.2977899,-0.26115486,-1.0468172,-0.9539815,-0.0928357
66,-1.7202746,-1.7324759,"('inactive', 'active')",0.12633175,0.072856784,-0.7969714,-0.8298095,0.0328381
10,-1.5515596,-1.7120239,"('unsympathetic', 'sympathetic')",-0.30498472,-0.33690518,-0.9282721,-1.0244645,0.0961924
58,-1.4674509,-1.3317355,"('undiscriminating', 'discriminating')",0.110377595,0.1656262,-0.6785367,-0.5830547,-0.095482
5,-1.4169146,-1.0916461,"('distant', 'outgoing')",-0.5522058,-0.22906603,-0.9845602,-0.660356,-0.3242042
31,-1.4004648,-1.2410338,"('evil', 'good')",-1.3478316,-1.350878,-1.3741481,-1.2959559,-0.0781922
57,-1.3853325,-1.6595887,"('unimaginative', 'imaginative')",-2.1238976,-2.4402413,-1.7546151,-2.0499151,0.2953
78,-1.2976094,-1.3589224,"('nonresilient', 'resilient')",0.37148118,0.41890606,-0.4630641,-0.4700081,0.006944
12,-1.2902282,-1.3656075,"('unsupportive', 'supportive')",-1.5242934,-1.5777528,-1.4072609,-1.4716802,0.0644193
0,-1.2198946,-1.5091205,"('unsociable', 'sociable')",-0.34302327,-0.5252402,-0.781459,-1.0171803,0.2357213
19,-1.1931419,-0.9807681,"('inhospitable', 'hospitable')",-0.3434806,-0.102574766,-0.7683113,-0.5416714,-0.2266399
63,-1.1366193,-1.1911144,"('unperceptive', 'insightful')",1.3065357,1.3624876,0.0849582,0.0856866,-0.0007284
74,-1.0880064,-1.0544877,"('undedicated', 'dedicated')",-0.20662084,-0.33682412,-0.6473136,-0.6956559,0.0483423
61,-1.072266,-1.2146446,"('illogical', 'logical')",0.03124369,-0.091277175,-0.5205112,-0.6529608,0.1324496
45,-1.064546,-1.3983508,"('incompetent', 'competent')",-0.14878367,-0.3314284,-0.6066648,-0.8648896,0.2582248
27,-1.0124635,-0.8317401,"('hardhearted', 'softhearted')",1.0967774,1.0446155,0.042157,0.1064377,-0.0642807
72,-0.9753764,-0.80855894,"('unambitious', 'ambitious')",-0.96825594,-0.74478453,-0.9718162,-0.7766718,-0.1951444
25,-0.97210515,-0.82756364,"('egoistic', 'altruistic')",1.1434376,1.1700034,0.0856662,0.1712199,-0.0855537
38,-0.96294063,-0.84563,"('untruthful', 'truthful')",-0.037822675,0.24417606,-0.5003816,-0.300727,-0.1996546
28,-0.9510742,-1.104616,"('disloyal', 'loyal')",0.7782839,0.7519138,-0.0863951,-0.1763511,0.089956
82,-0.9316062,-0.78853405,"('poor', 'rich')",5.300596,5.759254,2.184495,2.4853599,-0.3008649
67,0.8975374,0.8336983,"('doubtful', 'determined')",-0.3823658,-0.39409214,0.2575858,0.2198031,0.0377827
46,-0.8714507,-1.1429648,"('uncompetitive', 'competitive')",-0.31859845,-0.4769676,-0.5950246,-0.8099662,0.2149416
24,-0.83839303,-0.77472466,"('dishonest', 'honest')",0.42983216,0.6174049,-0.2042804,-0.0786599,-0.1256205
84,0.824305,0.66011226,"('inferior', 'superior')",1.2602742,1.3239682,1.0422896,0.9920402,0.0502494
43,-0.8094443,-1.0112512,"('irresponsible', 'responsible')",0.39004958,0.34442008,-0.2096974,-0.3334156,0.1237182
44,0.8006702,0.96027684,"('prejudiced', 'unprejudiced')",-1.3640969,-1.319386,-0.2817133,-0.1795546,-0.1021587
30,0.78893256,0.75008404,"('intolerant', 'tolerant')",1.4659137,1.4458857,1.127423,1.0979848,0.0294382
73,0.77207816,0.90312594,"('helpless', 'self-reliant')",-2.6122262,-2.5967624,-0.920074,-0.8468182,-0.0732558
85,-0.7719572,-0.69230616,"('insignificant', 'prestigious')",0.35349008,0.40042162,-0.2092336,-0.1459423,-0.0632913
41,-0.75523496,-0.8000112,"('unforgiving', 'forgiving')",0.043131568,-0.017241325,-0.3560517,-0.4086263,0.0525746
