,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,male-female
52,-0.74040866,-0.8152101,"('irrational', 'rational')",0.09750731,0.013968412,-0.3214507,-0.4006208,0.0791701
54,-0.717692,-0.6084315,"('incapable', 'capable')",0.948897,1.3123252,0.1156025,0.3519469,-0.2363444
16,-0.70689976,-0.7180114,"('unpopular', 'popular')",0.31981364,0.28886777,-0.1935431,-0.2145718,0.0210287
7,-0.66318774,-0.84037995,"('insensitive', 'sensitive')",0.56592697,0.5033871,-0.0486304,-0.1684964,0.119866
11,-0.6263612,-0.6719677,"('unhelpful', 'helpful')",1.9337012,2.1267798,0.65367,0.727406,-0.073736
79,-0.6186775,-0.5798875,"('wavering', 'unwavering')",-0.45890716,-0.25970787,-0.5387923,-0.4197977,-0.1189946
4,-0.60437435,-0.573909,"('disliked', 'liked')",-5.764308,-6.026777,-3.1843412,-3.3003428,0.1160016
87,-0.6025423,-0.85069865,"('unsuccessful', 'successful')",0.6120191,0.55136997,0.0047384,-0.1496643,0.1544027
40,-0.59785825,-0.50544786,"('stingy', 'generous')",-1.4200062,-1.5307723,-1.0089322,-1.01811,0.0091778
60,0.5727138,0.44512856,"('inefficient', 'efficient')",0.42055014,0.44104815,0.496632,0.4430884,0.0535436
17,-0.5715289,-0.37743077,"('nasty', 'nice')",-0.59818655,-0.4577219,-0.5848577,-0.4175763,-0.1672814
39,0.5664308,0.59081954,"('exploitative', 'cooperative')",0.09498271,0.15085344,0.3307068,0.3708365,-0.0401297
81,0.50193614,0.14589825,"('submissive', 'aggressive')",-0.2817019,-0.3057616,0.1101171,-0.0799317,0.1900488
3,-0.48402706,-0.5093515,"('repellent', 'pleasant')",-0.043669097,-0.115759976,-0.2638481,-0.3125557,0.0487076
2,-0.47646058,-0.4209469,"('unlikable', 'likable')",0.3007463,0.4536227,-0.0878571,0.0163379,-0.104195
26,-0.4747396,-0.47040293,"('hardhearted', 'benevolent')",1.5279764,1.3666351,0.5266184,0.4481161,0.0785023
51,-0.471651,-0.60761946,"('uneducated', 'educated')",0.57337,0.4665265,0.0508595,-0.0705465,0.121406
23,-0.4454379,-0.4983138,"('insincere', 'sincere')",5.246241,5.4835267,2.4004016,2.4926064,-0.0922048
80,-0.44387934,-0.7133327,"('dominated', 'dominating')",-1.2636229,-1.4435087,-0.8537511,-1.0784208,0.2246697
50,0.44354004,0.22178261,"('clumsy', 'skillful')",0.60471165,0.5557186,0.5241258,0.3887506,0.1353752
32,-0.42754412,-0.49276745,"('unkind', 'kind')",0.80266285,0.7420219,0.1875594,0.1246272,0.0629322
35,-0.4238,-0.12329711,"('corrupt', 'incorrupt')",-0.4615426,-0.27115387,-0.4426713,-0.1972255,-0.2454458
55,-0.41733906,-0.6474301,"('incompetent', 'clever')",0.29318076,0.10501748,-0.0620791,-0.2712063,0.2091272
65,0.41265148,0.11795002,"('insecure', 'secure')",-0.28036484,-0.29301792,0.0661433,-0.087534,0.1536773
47,-0.36629555,-0.40811798,"('stupid', 'smart')",4.894479,5.1738048,2.2640917,2.3828435,-0.1187518
29,-0.3572388,-0.46923035,"('unfair', 'fair')",-0.3909903,-0.5082003,-0.3741145,-0.4887153,0.1146008
18,-0.35635582,-0.1553926,"('disagreeable', 'welcoming')",-0.47496086,-0.38782284,-0.4156584,-0.2716077,-0.1440507
71,-0.35247213,-0.3808942,"('diffident', 'self-confident')",0.3951519,0.31964087,0.0213399,-0.0306267,0.0519666
56,0.34732008,0.20573735,"('impractical', 'practical')",-0.005854156,-0.012769803,0.170733,0.0964838,0.0742492
22,-0.34491017,-0.33037987,"('untrustworthy', 'trustworthy')",-0.653904,-0.5904591,-0.4994071,-0.4604195,-0.0389876
77,-0.3419628,-0.603958,"('unmotivated', 'motivated')",-0.760895,-0.81375337,-0.5514289,-0.7088557,0.1574268
62,-0.31135172,-0.29996598,"('incompetent', 'brilliant')",0.5059324,0.78884405,0.0972903,0.244439,-0.1471487
33,-0.30983073,-0.3639609,"('wrong', 'right')",-0.6523476,-0.63618237,-0.4810892,-0.5000716,0.0189824
88,-0.30295205,-0.37871203,"('low', 'eminent')",0.327696,0.36104888,0.012372,-0.0088316,0.0212036
48,0.2800487,0.09941814,"('unintelligent', 'intelligent')",1.2700932,1.2431196,0.775071,0.6712689,0.1038021
59,-0.27117604,-0.27255374,"('foolish', 'wise')",0.46761486,0.5487731,0.0982194,0.1381097,-0.0398903
13,-0.25368175,-0.46178147,"('impolite', 'polite')",-0.28990334,-0.2963273,-0.2717925,-0.3790544,0.1072619
70,-0.24385965,-0.372126,"('lethargic', 'energetic')",0.6468934,0.69108987,0.2015169,0.1594819,0.042035
49,0.24381104,0.37806386,"('unable', 'able')",0.12877154,0.34404457,0.1862913,0.3610542,-0.1747629
76,0.22733341,0.2909366,"('anxious', 'daring')",0.3323328,0.3781265,0.2798331,0.3345315,-0.0546984
20,0.20239434,0.4326846,"('rough', 'thoughtful')",1.3816088,1.366378,0.7920016,0.8995312,-0.1075296
34,-0.19321105,-0.18031457,"('mean', 'honorable')",5.502036,5.785868,2.6544125,2.8027768,-0.1483643
14,-0.1754553,-0.2996984,"('antisocial', 'social')",-0.7397933,-0.93358433,-0.4576243,-0.6166414,0.1590171
42,0.16610739,0.09258073,"('unreliable', 'reliable')",-2.7058072,-2.7964973,-1.2698499,-1.3519583,0.0821084
75,-0.15586668,0.058645777,"('meek', 'impulsive')",-0.47676742,-0.27955547,-0.3163171,-0.1104548,-0.2058623
21,-0.122252144,-0.44467032,"('immoral', 'moral')",-0.3819962,-0.57360005,-0.2521242,-0.5091352,0.257011
83,-0.07961486,-0.06855469,"('powerless', 'powerful')",-0.93255174,-0.9015391,-0.5060833,-0.4850469,-0.0210364
15,0.06790155,0.014260285,"('boring', 'funny')",0.34574255,0.3197582,0.2068221,0.1670092,0.0398129
68,0.04883066,0.03586442,"('dependent', 'independent')",-0.26833642,-0.18133299,-0.1097529,-0.0727343,-0.0370186
37,0.035341244,-0.08959517,"('fake', 'genuine')",0.29900125,0.26483685,0.1671712,0.0876208,0.0795504
64,0.02056162,-0.33396104,"('shy', 'confident')",-5.9157376,-6.2139506,-2.947588,-3.2739558,0.3263678
69,-0.008479323,-0.061785378,"('lazy', 'industrious')",-0.59801406,-0.67452174,-0.3032467,-0.3681536,0.0649069
