,twenty_male,twenty_female,tuple,first_male,first_female,century_male,century_female,fox_male,fox_female,inc_male,inc_female,average_male,average_female,male-female
77,-0.5860188,-0.17014848,"('unmotivated', 'motivated')",-0.34489006,-0.3017354,-0.939411,-1.0789125,0.2967767,0.31774837,-0.86505437,-0.8621145,-0.4877195,-0.4190325,-0.068687
43,0.58438116,1.0642442,"('irresponsible', 'responsible')",-2.1281097,-2.1666865,-1.5042846,-1.588374,-0.26989686,-0.12302426,0.7714561,0.6275014,-0.5092908,-0.4372678,-0.072023
26,-0.5791463,-1.0212408,"('hardhearted', 'benevolent')",-1.1140403,-1.3162286,0.49189422,0.6243023,1.3569741,1.0858711,1.1814109,0.996863,0.2674186,0.0739134,0.1935052
42,-0.5643044,-0.39843214,"('unreliable', 'reliable')",-0.02970931,0.14225857,-0.32987356,-0.2240804,-0.41065004,-0.0720331,-2.6676137,-2.4396622,-0.8004302,-0.5983899,-0.2020403
49,-0.5495874,-0.032369614,"('unable', 'able')",0.49174434,0.88772386,0.800239,1.0815932,0.3134632,0.49523214,0.14133456,0.3720096,0.2394387,0.5608378,-0.3213991
71,0.54475784,0.56147444,"('diffident', 'self-confident')",-0.749685,-0.80009687,1.0025351,1.2870657,0.40838546,0.44340673,0.47717983,0.5066415,0.3366346,0.3996983,-0.0630637
83,-0.5372583,-0.51533365,"('powerless', 'powerful')",-0.108951,-0.095503226,0.22338796,0.028683214,0.46921209,0.65799356,-0.86628485,-0.6106113,-0.1639788,-0.1069543,-0.0570245
0,-0.5370975,-0.03792207,"('unsociable', 'sociable')",-3.4128678,-3.3951526,-1.9174633,-2.266114,0.36279202,0.0013936125,-0.30617425,-0.6519907,-1.1621622,-1.2699572,0.107795
17,-0.51959234,-0.489153,"('nasty', 'nice')",-1.8808692,-1.6834719,-0.19978563,-0.00899592,-0.8165065,-0.79435384,-0.5782843,-0.5968083,-0.7990076,-0.7145566,-0.084451
64,-0.5083126,-0.45320463,"('shy', 'confident')",-0.19084549,-0.32452166,-1.4066535,-2.0235739,-1.328437,-1.427591,-6.049646,-6.138332,-1.8967789,-2.0734446,0.1766657
40,-0.4917481,-0.5125848,"('stingy', 'generous')",0.035293616,0.14740577,-1.288511,-1.2029922,-0.4954281,-0.44142535,-1.8081313,-1.9403297,-0.809705,-0.7899853,-0.0197197
69,-0.4798078,-1.6238185,"('lazy', 'industrious')",2.577277,2.3748977,2.6563833,2.828258,0.18664922,0.06330025,-0.64944535,-0.5877617,0.8582112,0.6109751,0.2472361
72,0.4657459,0.65248305,"('unambitious', 'ambitious')",-1.1335707,-1.1842952,-1.190427,-1.1894248,0.6441747,0.79201275,-0.64229083,-0.4849521,-0.3712736,-0.2828352,-0.0884384
67,0.46554834,0.52324575,"('doubtful', 'determined')",0.27749348,0.21815202,0.5883335,0.5837548,-0.3774142,-0.4740705,-0.57939446,-0.56037265,0.0749133,0.0581419,0.0167714
82,-0.45155486,0.03569597,"('poor', 'rich')",-2.1149461,-2.2428718,-1.4390517,-1.3232325,0.31279933,0.24983662,6.0950108,6.153941,0.4804515,0.5746739,-0.0942224
12,-0.4411672,0.09584491,"('unsupportive', 'supportive')",-1.4316047,-1.3743309,-0.7392226,-0.63825154,0.41957816,0.5578694,-1.6335894,-1.6171548,-0.7652012,-0.5952046,-0.1699966
70,0.42900896,1.2060571,"('lethargic', 'energetic')",-2.3715544,-2.175542,-1.806276,-1.6772549,-0.33082145,-0.08792894,0.6882544,0.7998983,-0.6782777,-0.3869541,-0.2913236
63,0.41762745,0.9828719,"('unperceptive', 'insightful')",-1.3290929,-1.3225394,-0.74031657,-0.7196427,0.09548617,0.21320625,1.2891115,1.3367518,-0.0534369,0.0981296,-0.1515665
66,-0.39630917,-0.61850965,"('inactive', 'active')",1.1609482,0.84890676,0.2950493,0.10467575,-0.7498862,-0.8781739,0.5790141,0.5944353,0.1777632,0.0102668,0.1674964
88,-0.37128952,-0.5868267,"('low', 'eminent')",-0.20300698,-0.55937666,-0.10872671,-0.6060407,0.1975329,-0.0051868632,0.54535735,0.45197153,0.0119734,-0.2610919,0.2730653
45,-0.34990302,0.19900663,"('incompetent', 'competent')",-3.6248524,-3.6044242,-1.8471868,-1.8275517,-0.6072652,-0.39964792,-0.521087,-0.74149287,-1.3900589,-1.2748219,-0.115237
87,0.33141583,0.27492207,"('unsuccessful', 'successful')",0.035342157,-0.11196099,-0.83014345,-1.3163358,-0.03380981,-0.22890747,0.8438023,0.7893826,0.0693214,-0.1185799,0.1879013
44,0.31495285,-0.10848998,"('prejudiced', 'unprejudiced')",1.7354388,1.4719692,0.16366558,0.14225784,-1.0825343,-0.8633471,-1.2408717,-1.0985789,-0.0218698,-0.0912378,0.069368
25,-0.30342776,-0.7939329,"('egoistic', 'altruistic')",0.5465868,0.5107998,0.6836767,0.7999452,0.8602865,0.7238486,1.0325085,1.0057235,0.5639261,0.4492768,0.1146493
29,-0.2922466,-0.6295439,"('unfair', 'fair')",0.30340093,0.37121642,0.64352596,0.6262387,-0.17020196,0.028197125,-0.44144288,-0.49791846,0.0086071,-0.020362,0.0289691
81,0.28553528,1.2833042,"('submissive', 'aggressive')",-2.5348651,-2.3997624,-1.7582295,-1.8477203,0.37291712,0.49737808,-0.60908973,-0.5072419,-0.8487464,-0.5948085,-0.2539379
24,-0.26681918,0.023410697,"('dishonest', 'honest')",-2.6368334,-2.5503185,-1.1073489,-1.2421578,0.3165291,0.5141366,0.7448834,0.7996871,-0.5899179,-0.4910483,-0.0988696
9,-0.24401595,-0.47825193,"('unaffectionate', 'caring')",-1.12302,-1.1542104,0.3529381,0.2796939,1.2605311,1.1262364,1.2362542,1.2145541,0.2965375,0.1976044,0.0989331
84,0.23722276,0.186934,"('inferior', 'superior')",1.1613955,1.4033648,-0.08494336,-0.17566308,-0.21134998,-0.15577006,1.0318773,1.1122026,0.4268404,0.4742136,-0.0473732
48,0.23077415,0.82492656,"('unintelligent', 'intelligent')",-1.7625213,-1.8263457,0.060584307,-0.16340517,1.2410717,1.2108521,1.0464032,0.8777835,0.1632624,0.1847623,-0.0214999
35,-0.20781454,-1.0169283,"('corrupt', 'incorrupt')",3.4761252,3.346635,2.588097,2.782376,-1.3441046,-1.2388923,-0.60062885,-0.48912653,0.7823349,0.6768127,0.1055222
2,0.2011273,0.049696773,"('unlikable', 'likable')",0.70809305,0.48441195,0.23135641,0.026133768,0.76657325,0.6143983,0.5844769,0.56679267,0.4983254,0.3482867,0.1500387
33,0.17954442,-0.10673329,"('wrong', 'right')",2.8383634,2.7528265,0.50969064,0.4164443,0.61760837,0.69467103,-0.55961615,-0.42775467,0.7171182,0.6658907,0.0512275
3,0.15209746,0.5755943,"('repellent', 'pleasant')",-1.2961366,-1.0364906,-1.8221426,-1.7786764,-0.16725402,-0.08298187,-0.033960097,-0.18653058,-0.6334792,-0.501817,-0.1316622
30,0.13577157,0.7219354,"('intolerant', 'tolerant')",-2.3297312,-2.2960544,-1.0832485,-1.0861617,0.25147727,0.3828941,1.1505446,1.0072253,-0.3750373,-0.2540323,-0.121005
61,0.13156696,0.20435917,"('illogical', 'logical')",-1.0388254,-1.0860126,-1.0648776,-1.3575026,0.3415312,0.12258938,0.16199505,0.004439974,-0.293722,-0.4224253,0.1287033
51,-0.12149899,0.20952925,"('uneducated', 'educated')",-0.35128748,-0.30955467,-0.7904047,-0.81408894,-0.51936615,-0.49662188,0.60361284,0.49296263,-0.2357889,-0.1835547,-0.0522342
22,0.11785724,0.7094403,"('untrustworthy', 'trustworthy')",-0.34478056,-0.1275889,-1.4427419,-1.3973508,0.36917627,0.6216941,-0.91864157,-0.8732146,-0.4438261,-0.213404,-0.2304221
73,-0.10039555,-0.40164286,"('helpless', 'self-reliant')",1.1661566,1.1743556,0.48009622,0.6988879,-0.65024304,-0.4207574,-3.166618,-2.949197,-0.4542007,-0.3796708,-0.0745299
86,-0.096413404,0.5048944,"('uninfluential', 'influential')",-2.0064995,-2.1346304,-1.8445507,-2.087559,0.90665144,0.6480873,-0.45425445,-0.7019077,-0.6990133,-0.7542231,0.0552098
32,0.08040033,0.22375412,"('unkind', 'kind')",-0.8476441,-0.8822853,-0.8359368,-0.86089826,0.4213434,0.2344897,0.97662115,0.8609153,-0.0410432,-0.0848049,0.0437617
34,-0.07745497,0.20475185,"('mean', 'honorable')",-0.3357936,-0.22972424,0.3455041,0.72250015,1.1137487,1.3141022,6.133822,6.302333,1.4359653,1.6627926,-0.2268273
47,0.07101965,0.25699916,"('stupid', 'smart')",-1.3387029,-1.3614056,-0.7071377,-0.6872351,0.74302983,0.7522279,5.236293,5.3587775,0.8009004,0.8638727,-0.0629723
60,0.046101395,0.7997091,"('inefficient', 'efficient')",-2.8481772,-2.7904212,-2.2383845,-2.294912,1.4440148,1.5907696,0.7288367,0.6088451,-0.5735218,-0.4172019,-0.1563199
53,-0.034751467,0.07725255,"('uncreative', 'creative')",-0.3532127,-0.26894596,-0.4519058,-0.35733506,0.49092337,0.38187203,0.7430023,0.69190055,0.0788111,0.1049488,-0.0261377
75,0.028260313,-0.41677618,"('meek', 'impulsive')",1.5558742,1.3097098,0.80471754,0.90851533,-0.034271255,0.098594174,-0.475948,-0.33793774,0.3757266,0.3124211,0.0633055
78,-0.025378522,0.2401937,"('nonresilient', 'resilient')",0.1025242,0.118589744,-0.5230746,-0.49297208,1.0412724,0.9200002,0.75275683,0.6461381,0.2696201,0.2863899,-0.0167698
39,0.018904982,0.0061719697,"('exploitative', 'cooperative')",-1.1880436,-0.9729895,-0.41529727,0.13288403,0.1966641,0.56713796,0.0055093616,0.12596267,-0.2764525,-0.0281666,-0.2482859
