,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,male-female
10,-3.198104,-3.1913009,"('unsympathetic', 'sympathetic')",-0.43296486,-0.22749382,-1.8155344,-1.7093973,-0.1061371
69,2.820726,2.9167342,"('lazy', 'industrious')",-0.68174356,-0.74484026,1.0694911,1.085947,-0.0164559
85,2.6230245,2.559865,"('insignificant', 'prestigious')",0.06653538,-0.10306079,1.34478,1.2284021,0.1163779
45,-2.614836,-2.5633636,"('incompetent', 'competent')",-0.5799408,-0.43488818,-1.5973884,-1.4991258,-0.0982626
70,-2.3249073,-2.186767,"('lethargic', 'energetic')",0.05857116,0.22220364,-1.1331681,-0.9822817,-0.1508864
43,-2.1524217,-2.2175984,"('irresponsible', 'responsible')",0.17455344,0.38265657,-0.9889342,-0.9174709,-0.0714633
35,2.0704648,2.067671,"('corrupt', 'incorrupt')",-0.20649995,-0.3667521,0.9319825,0.8504595,0.081523
13,-2.00739,-1.9727745,"('impolite', 'polite')",-0.6211097,-0.5578743,-1.3142499,-1.2653244,-0.0489255
25,1.8479534,1.5931221,"('egoistic', 'altruistic')",1.5737225,1.4417866,1.710838,1.5174544,0.1933836
55,-1.844931,-2.0044103,"('incompetent', 'clever')",0.10349709,0.1570395,-0.8707169,-0.9236854,0.0529685
24,-1.7327735,-1.7182909,"('dishonest', 'honest')",0.7320832,0.7305897,-0.5003452,-0.4938506,-0.0064946
36,1.6935574,1.555403,"('hostile', 'amicable')",0.5130432,0.09030867,1.1033003,0.8228558,0.2804445
30,-1.6335586,-1.6388181,"('intolerant', 'tolerant')",0.2518748,0.381796,-0.6908419,-0.6285111,-0.0623308
23,-1.5801682,-1.693457,"('insincere', 'sincere')",5.8200684,5.772534,2.1199501,2.0395384,0.0804117
22,-1.569301,-1.5365366,"('untrustworthy', 'trustworthy')",-0.9392871,-0.93449986,-1.254294,-1.2355182,-0.0187758
46,-1.5318959,-1.4500487,"('uncompetitive', 'competitive')",-1.2266278,-1.0141404,-1.3792619,-1.2320945,-0.1471674
86,-1.5059867,-1.6985571,"('uninfluential', 'influential')",-0.8686818,-0.80910647,-1.1873343,-1.2538319,0.0664976
63,-1.5008035,-1.4617227,"('unperceptive', 'insightful')",-0.31278566,-0.036968928,-0.9067945,-0.7493458,-0.1574487
0,-1.5007199,-1.6005121,"('unsociable', 'sociable')",-0.29346246,-0.38727942,-0.8970912,-0.9938958,0.0968046
21,-1.4981521,-1.4340351,"('immoral', 'moral')",-1.2225304,-0.9755702,-1.3603413,-1.2048026,-0.1555387
11,-1.4850805,-1.5166125,"('unhelpful', 'helpful')",1.3192921,1.5527643,-0.0828942,0.0180759,-0.1009701
60,-1.4589967,-1.637011,"('inefficient', 'efficient')",-0.28947544,-0.04509808,-0.874236,-0.8410546,-0.0331814
51,-1.4578309,-1.4824244,"('uneducated', 'educated')",-0.10096717,-0.015940443,-0.779399,-0.7491824,-0.0302166
31,1.4199682,1.3364391,"('evil', 'good')",-0.5920895,-0.7776234,0.4139394,0.2794079,0.1345315
14,-1.3979154,-1.3675644,"('antisocial', 'social')",-0.22073133,-0.1647942,-0.8093234,-0.7661793,-0.0431441
56,-1.3665526,-1.3800786,"('impractical', 'practical')",-0.7449066,-0.44584537,-1.0557296,-0.912962,-0.1427676
81,-1.3425055,-1.4381703,"('submissive', 'aggressive')",-1.1997787,-1.0341426,-1.271142,-1.2361565,-0.0349855
3,-1.3316575,-1.3029385,"('repellent', 'pleasant')",0.5018151,0.52866286,-0.4149212,-0.3871378,-0.0277834
65,-1.322069,-1.3820275,"('insecure', 'secure')",-0.11681491,-0.11093581,-0.719442,-0.7464817,0.0270397
75,1.2604014,1.4243567,"('meek', 'impulsive')",-0.58097035,-0.37679407,0.3397155,0.5237813,-0.1840658
76,-1.2506412,-1.1263286,"('anxious', 'daring')",-0.40755853,-0.20954081,-0.8290999,-0.6679347,-0.1611652
57,-1.2355376,-1.3871182,"('unimaginative', 'imaginative')",-3.4786267,-3.3487573,-2.3570821,-2.3679378,0.0108557
33,1.2028701,1.1064119,"('wrong', 'right')",-0.67826897,-0.87830305,0.2623006,0.1140544,0.1482462
41,-1.155745,-1.271361,"('unforgiving', 'forgiving')",0.1538893,0.14546995,-0.5009279,-0.5629455,0.0620176
38,-1.1503754,-1.0921856,"('untruthful', 'truthful')",-0.32318106,-0.15254623,-0.7367782,-0.622366,-0.1144122
7,-1.1471802,-1.1234939,"('insensitive', 'sensitive')",-0.053629994,0.061637107,-0.6004051,-0.5309284,-0.0694767
73,1.0702621,1.3353812,"('helpless', 'self-reliant')",-3.1461434,-3.089961,-1.0379407,-0.87729,-0.1606507
26,1.0614069,0.9942581,"('hardhearted', 'benevolent')",1.9424247,1.8165476,1.5019157,1.4054029,0.0965128
42,-1.0188792,-0.77371424,"('unreliable', 'reliable')",-3.5055869,-3.3034291,-2.262233,-2.0385716,-0.2236614
28,-1.0158861,-1.2401904,"('disloyal', 'loyal')",0.8844331,0.8238141,-0.0657265,-0.2081881,0.1424616
68,-1.0127088,-1.0261844,"('dependent', 'independent')",-1.6563525,-1.7612985,-1.3345306,-1.3937415,0.0592109
71,0.98728824,0.88169646,"('diffident', 'self-confident')",0.6142582,0.55798507,0.8007733,0.7198408,0.0809325
62,-0.952299,-0.8700633,"('incompetent', 'brilliant')",-0.2774016,0.0922542,-0.6148503,-0.3889045,-0.2259458
59,0.9508854,0.92396533,"('foolish', 'wise')",0.15677811,0.07860221,0.5538318,0.5012838,0.052548
82,-0.9507981,-0.9241792,"('poor', 'rich')",5.9521174,5.8864207,2.5006597,2.4811208,0.0195389
74,-0.928162,-0.85593593,"('undedicated', 'dedicated')",-0.13003865,0.021117013,-0.5291003,-0.4174094,-0.1116909
4,0.89686906,0.90038055,"('disliked', 'liked')",-7.137253,-7.050612,-3.1201918,-3.0751157,-0.0450761
79,0.8832114,0.8369873,"('wavering', 'unwavering')",-0.55820423,-0.5022491,0.1625036,0.1673691,-0.0048655
27,-0.8087188,-0.82401156,"('hardhearted', 'softhearted')",1.0137789,0.96028024,0.1025301,0.0681343,0.0343958
16,0.7896292,0.7194547,"('unpopular', 'popular')",0.20915544,0.08034485,0.4993923,0.3998998,0.0994925
34,-0.7705785,-0.7770062,"('mean', 'honorable')",5.202385,5.264905,2.2159033,2.2439494,-0.0280461
2,0.7612762,0.8376341,"('unlikable', 'likable')",0.7898667,0.9199254,0.7755715,0.8787798,-0.1032083
5,0.75315654,0.7288458,"('distant', 'outgoing')",-0.21007448,-0.30612022,0.271541,0.2113628,0.0601782
52,0.7518778,0.5120027,"('irrational', 'rational')",0.2356618,-0.023994904,0.4937698,0.2440039,0.2497659
12,-0.74681276,-0.7627431,"('unsupportive', 'supportive')",-2.2957745,-2.1834712,-1.5212936,-1.4731071,-0.0481865
80,-0.7063135,-0.4594021,"('dominated', 'dominating')",-1.02635,-0.73266816,-0.8663318,-0.5960351,-0.2702967
32,-0.66592294,-0.72057176,"('unkind', 'kind')",0.71656173,0.7947493,0.0253194,0.0370888,-0.0117694
6,0.6622909,0.5488948,"('distant', 'open')",0.13982302,0.041802667,0.4010569,0.2953487,0.1057082
