,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
14,-0.87318254,-1.9214742,"('antisocial', 'social')",-1.0059466,-1.3615105,0.094145074,-0.20447782,-1.2117357,-1.5086673,-0.74918,-1.2490325,0.4998525
1,0.8704074,1.6771269,"('unfriendly', 'friendly')",0.83618134,1.2943933,0.61256576,0.9173038,1.3069359,1.5872235,0.9065226,1.3690119,-0.4624893
63,-0.8215613,-1.4009643,"('unperceptive', 'insightful')",-0.17120034,-0.39672542,0.5753097,0.52553827,0.4443947,0.2501542,0.0067357,-0.2554993,0.262235
13,-0.80742586,-1.1995842,"('impolite', 'polite')",-0.38507244,-0.50831425,-0.79929113,-0.5978573,-0.44981202,-0.66248983,-0.6104004,-0.7420614,0.131661
81,-0.80030847,-1.8967446,"('submissive', 'aggressive')",-0.52353966,-0.9872799,-0.088776454,-0.34679508,-1.2836164,-1.7068776,-0.6740602,-1.2344244,0.5603642
73,0.77718645,0.83045197,"('helpless', 'self-reliant')",0.78548497,0.68439144,-0.31705552,-0.40560985,-3.1665478,-2.8679984,-0.480233,-0.4396912,-0.0405418
12,0.7752215,0.6185448,"('unsupportive', 'supportive')",1.4657159,1.3173187,0.8546126,1.1142236,-1.8088673,-1.4600631,0.3216707,0.397506,-0.0758353
74,0.71431077,0.47923446,"('undedicated', 'dedicated')",0.8102698,0.6055338,0.22878239,0.3231645,-0.1049418,-0.18477343,0.4121053,0.3057898,0.1063155
48,-0.70291066,-0.9493924,"('unintelligent', 'intelligent')",-0.59250534,-0.77033305,-0.3693229,-0.18835507,-1.1873003,-1.2165767,-0.7130098,-0.7811643,0.0681545
8,0.70107573,1.359616,"('unaffectionate', 'affectionate')",1.0005054,1.070586,0.8649543,1.0392061,0.85526663,0.8652977,0.8554505,1.0836765,-0.228226
34,-0.69477725,-0.7236905,"('mean', 'honorable')",-0.50143087,-0.375331,0.12372779,0.29094982,5.217721,4.8717093,1.0363102,1.0159094,0.0204008
78,0.68559486,0.73865837,"('nonresilient', 'resilient')",1.0205784,1.0163876,1.1587393,1.4281691,1.7470816,1.719326,1.1529986,1.2256353,-0.0726367
25,0.63950443,1.3935859,"('egoistic', 'altruistic')",-0.014940511,0.39632833,0.8743168,1.2018895,1.5052086,1.8926351,0.7510223,1.2211096,-0.4700873
17,-0.6360631,-0.1666025,"('nasty', 'nice')",-0.58851963,-0.28027406,0.079617396,0.17946804,-0.5640372,-0.30980444,-0.4272506,-0.1443032,-0.2829474
21,-0.58933556,-1.4383748,"('immoral', 'moral')",-0.7122114,-0.80478483,-0.5058589,-0.21078092,-1.3525999,-1.596111,-0.7900014,-1.0125129,0.2225115
38,0.55763996,0.38817996,"('untruthful', 'truthful')",0.32569864,0.18964846,-0.45839727,-0.18697736,0.41140112,0.62096214,0.2090856,0.2529533,-0.0438677
15,0.5191867,0.8713216,"('boring', 'funny')",0.70687735,0.84524333,0.6840333,0.5628227,0.28428367,0.27231997,0.5485952,0.6379269,-0.0893317
82,-0.51243585,-0.870696,"('poor', 'rich')",-1.1902463,-1.6139499,-0.6938475,-1.0990627,4.7015996,3.75495,0.5762675,0.0428104,0.5334571
84,0.5020892,1.1970764,"('inferior', 'superior')",-0.17187534,0.11402872,0.56097263,0.5855174,0.39696226,0.47914088,0.3220372,0.5939409,-0.2719037
72,-0.4867344,-1.0505885,"('unambitious', 'ambitious')",-0.15795977,-0.7341652,-1.3540677,-1.5844157,-1.2996316,-1.5070932,-0.8245984,-1.2190657,0.3944673
77,0.4804002,0.1841209,"('unmotivated', 'motivated')",-0.23893593,-0.19469164,-0.24614137,0.17100494,-0.17055775,-0.13730912,-0.0438087,0.0057813,-0.04959
30,-0.45608696,-0.8358073,"('intolerant', 'tolerant')",-0.9759763,-1.1829728,-0.8878353,-0.89455616,-0.8922156,-1.1389078,-0.8030286,-1.013061,0.2100324
54,0.43094385,0.8021818,"('incapable', 'capable')",0.35821396,0.50943035,1.1203302,1.3459868,0.9473816,1.0094916,0.7142174,0.9167726,-0.2025552
29,-0.42521343,-0.26305026,"('unfair', 'fair')",-1.9862427,-1.8201685,-0.5847875,-0.6764498,-1.1703901,-1.2112489,-1.0416584,-0.9927294,-0.048929
56,0.4111899,-0.41350022,"('impractical', 'practical')",0.23246707,-0.16779703,-0.9056653,-1.2769423,-0.9819619,-1.3538697,-0.3109925,-0.8030273,0.4920348
49,-0.38226396,-0.122210234,"('unable', 'able')",-0.2809514,-0.06568527,0.25900948,0.54437083,-0.3533051,-0.2347431,-0.1893778,0.0304331,-0.2198109
2,0.36132982,0.4473079,"('unlikable', 'likable')",0.01671194,0.33809516,1.3638799,1.6574726,0.88545686,1.0970004,0.6568446,0.884969,-0.2281244
37,0.36046118,-0.06398047,"('fake', 'genuine')",0.33422083,0.2178508,-0.06540033,0.0011243001,0.43814477,0.34664628,0.2668566,0.1254102,0.1414464
60,-0.33751625,-1.6210091,"('inefficient', 'efficient')",-0.11536512,-0.5333453,-0.31066376,-0.38269982,-0.38836992,-0.8454034,-0.2879788,-0.8456144,0.5576356
36,0.31962675,1.7604656,"('hostile', 'amicable')",-0.24549586,0.55940306,0.21319602,0.9473924,0.27457485,1.1158658,0.1404755,1.0957817,-0.9553062
39,0.31492537,0.45166227,"('exploitative', 'cooperative')",0.17492117,0.685892,0.21416743,0.6000593,0.19461493,0.25622225,0.2246572,0.498459,-0.2738018
51,-0.29217282,-0.837451,"('uneducated', 'educated')",-0.070331685,-0.38016945,0.109062515,0.008368311,-0.42622536,-0.75948644,-0.1699168,-0.4921846,0.3222678
28,0.28179705,0.18937677,"('disloyal', 'loyal')",-0.2210066,-0.36398357,-0.53004694,-0.19392738,0.17609479,0.063036144,-0.0732904,-0.0763745,0.0030841
42,-0.2726821,-1.1825387,"('unreliable', 'reliable')",-0.7218133,-0.947908,0.35341072,0.24197148,-2.7567084,-2.9320621,-0.8494483,-1.2051344,0.3556861
18,-0.26212043,0.10338633,"('disagreeable', 'welcoming')",0.22405577,0.3488722,0.7036158,0.8031641,-1.1353712,-0.9807663,-0.117455,0.0686641,-0.1861191
31,0.25645816,1.1425897,"('evil', 'good')",-0.6407056,0.039199527,-0.12438596,0.18360877,-0.7701685,-0.21078244,-0.3197005,0.2886539,-0.6083544
7,-0.22524622,-0.31911793,"('insensitive', 'sensitive')",-0.4290862,-0.36629757,-0.77814096,-0.68863904,-0.22899675,-0.258821,-0.4153675,-0.4082189,-0.0071486
4,-0.22010669,0.33449447,"('disliked', 'liked')",-0.03582365,0.12661073,0.6245484,0.84179586,-6.1719236,-5.2485127,-1.4508264,-0.9864029,-0.4644235
40,-0.21937373,-0.12616557,"('stingy', 'generous')",-0.047275387,0.117265865,-0.42287087,-0.11123274,-2.5795941,-2.045026,-0.8172785,-0.5412896,-0.2759889
67,0.21028003,-0.1390907,"('doubtful', 'determined')",0.52534163,0.37786236,0.47022292,0.033730146,-0.42059642,-0.7408348,0.1963121,-0.1170832,0.3133953
87,-0.20344323,-0.58642954,"('unsuccessful', 'successful')",0.054146606,-0.059234664,1.3187412,1.4852351,0.52616066,0.6579213,0.4239013,0.374373,0.0495283
43,-0.20124722,-0.90308106,"('irresponsible', 'responsible')",0.061783336,-0.19948997,-0.559312,-0.49738267,0.23909852,-0.022202969,-0.1149193,-0.4055392,0.2906199
53,0.18314695,0.8810415,"('uncreative', 'creative')",-0.74272555,-0.4007263,0.08021975,0.3547234,0.92086685,1.25039,0.110377,0.5213572,-0.4109802
75,-0.18130383,0.07412522,"('meek', 'impulsive')",-0.26442897,-0.1615239,-0.06204921,-0.12299518,0.4892548,0.733511,-0.0046318,0.1307793,-0.1354111
64,-0.17284489,-0.55268425,"('shy', 'confident')",0.09976135,0.036698475,-0.29524076,-0.21859868,-5.7156825,-5.5316706,-1.5210017,-1.5665637,0.045562
62,-0.16411424,-0.98095495,"('incompetent', 'brilliant')",-0.15733333,-0.6050402,-0.8169995,-0.84260637,-0.42794532,-0.72164875,-0.3915981,-0.7875625,0.3959644
32,0.133923,-0.021443292,"('unkind', 'kind')",0.062111262,0.38808864,0.54495305,0.83993393,0.6633734,0.5640727,0.3510902,0.442663,-0.0915728
27,-0.114133574,-0.034699053,"('hardhearted', 'softhearted')",0.5459932,0.6139807,-0.3992669,-0.29789215,0.60557425,0.7813068,0.1595418,0.2656741,-0.1061323
20,-0.11412625,0.041884992,"('rough', 'thoughtful')",-0.79918116,-0.5718676,0.3904541,0.54391795,0.050015032,0.23337281,-0.1182096,0.061827,-0.1800366
88,0.09206547,0.4249317,"('low', 'eminent')",-0.3351739,0.030254371,0.36088458,0.5601737,-0.45944747,-0.39283773,-0.0854178,0.1556305,-0.2410483
52,-0.085239686,0.7731994,"('irrational', 'rational')",-0.29042318,0.022429097,0.101788804,0.30831867,-0.5033257,0.006540442,-0.1942999,0.2776219,-0.4719218
23,0.07958473,-0.59900534,"('insincere', 'sincere')",-0.027667325,-0.24633273,-0.7863546,-0.7299165,4.849679,4.1762266,1.0288105,0.650243,0.3785675
83,-0.07651296,-0.2514056,"('powerless', 'powerful')",-0.05170004,-0.10568231,-0.08853185,0.1006629,-1.073161,-0.8776344,-0.3224765,-0.2835149,-0.0389616
11,-0.07526609,-0.6112644,"('unhelpful', 'helpful')",0.16531742,-0.104961626,-0.8104591,-0.9265133,2.3729362,1.9750472,0.4131321,0.083077,0.3300551
50,0.06459355,-0.09072596,"('clumsy', 'skillful')",0.3072009,0.45086968,2.0418382,2.1091433,1.1750805,1.2457868,0.8971783,0.9287684,-0.0315901
16,0.056262307,0.5222869,"('unpopular', 'popular')",-0.061631266,0.43004522,0.5213989,0.9367093,0.5603054,0.94464374,0.2690839,0.7084213,-0.4393374
61,-0.052247122,0.015537679,"('illogical', 'logical')",-0.9589798,-0.8499001,-0.22752394,-0.03526634,-0.71233547,-0.67197436,-0.4877716,-0.3854008,-0.1023708
24,0.046082973,-0.49555743,"('dishonest', 'honest')",0.30381233,0.34259602,-0.5543481,-0.2968832,-0.30249238,-0.5046381,-0.1267363,-0.2386207,0.1118844
86,0.034742996,-0.44851276,"('uninfluential', 'influential')",0.47629267,-0.057831384,-0.056130268,-0.14734566,-0.83342993,-0.9588887,-0.0946311,-0.4031446,0.3085135
66,0.011888057,0.41239142,"('inactive', 'active')",0.12014565,0.3829245,1.2359354,1.4290165,1.6615086,2.1140342,0.7573694,1.0845916,-0.3272222
