,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,male-female
16,-1.1445215,-1.0147096,"('unpopular', 'popular')",-1.443989,-1.4825044,0.34084466,0.17384498,-0.749222,-0.7744563,0.0252343
80,1.142652,0.95782304,"('dominated', 'dominating')",2.0790355,1.9059515,-0.722386,-1.1081371,0.8331005,0.5852125,0.247888
72,1.1174171,1.6228577,"('unambitious', 'ambitious')",0.35952282,0.4933048,-1.0094397,-0.6224479,0.1558334,0.4979049,-0.3420715
33,-1.0898801,-0.9365752,"('wrong', 'right')",0.92902756,1.0968109,-1.1792032,-0.94936705,-0.4466852,-0.2630438,-0.1836414
8,-1.0698657,-0.85833794,"('unaffectionate', 'affectionate')",-1.4027944,-1.2189627,0.15115161,0.60251397,-0.7738361,-0.4915955,-0.2822406
27,-1.0468972,-1.0583161,"('hardhearted', 'softhearted')",-0.3693585,-0.49477625,0.60508966,0.79339945,-0.2703887,-0.253231,-0.0171577
54,-1.0189028,-0.7164513,"('incapable', 'capable')",-0.44522288,-0.5456101,0.76991326,1.233231,-0.2314041,-0.0096101,-0.221794
53,-0.9456193,-0.86420524,"('uncreative', 'creative')",-0.32845372,-0.469176,0.48780477,0.5162177,-0.2620894,-0.2723878,0.0102984
78,0.9263809,0.8914177,"('nonresilient', 'resilient')",1.2032915,0.99706805,1.2068435,1.1203779,1.112172,1.0029545,0.1092175
59,-0.8477668,-0.45011884,"('foolish', 'wise')",-0.16293986,-0.44357777,0.09856619,0.46618935,-0.3040468,-0.1425024,-0.1615444
19,-0.8339791,-0.4220982,"('inhospitable', 'hospitable')",-1.1690496,-0.87950504,-0.53863513,-0.16656537,-0.8472214,-0.4893895,-0.3578319
64,0.81961405,0.27626318,"('shy', 'confident')",0.6911746,0.27260545,-5.1619673,-5.740319,-1.2170595,-1.7304834,0.5134239
75,-0.7380558,-0.49430114,"('meek', 'impulsive')",-1.8921106,-1.7490641,-0.48012432,-0.25193435,-1.0367636,-0.8317665,-0.2049971
71,0.7009491,0.7603037,"('diffident', 'self-confident')",1.780406,1.4664345,0.6974634,0.57939446,1.0596062,0.9353776,0.1242286
37,0.6719467,0.5021847,"('fake', 'genuine')",1.2233729,1.0105712,0.41661417,0.5374816,0.7706447,0.6834125,0.0872322
87,0.6621647,0.726475,"('unsuccessful', 'successful')",1.8455827,1.6992395,1.3473383,1.063195,1.2850286,1.1629698,0.1220588
17,-0.6154672,-0.7476475,"('nasty', 'nice')",-0.7026799,-0.7377608,-0.59485936,-0.5579298,-0.6376688,-0.6811127,0.0434439
82,0.6053409,0.67878926,"('poor', 'rich')",-0.17180999,0.049411744,5.616296,6.1460543,2.0166089,2.2914184,-0.2748095
15,-0.60433453,-0.5137047,"('boring', 'funny')",-0.19448572,0.120736495,0.1620513,0.28117245,-0.2122563,-0.0372653,-0.174991
84,0.5978003,0.50082487,"('inferior', 'superior')",1.3974162,1.2445772,1.1247902,1.111805,1.0400023,0.9524024,0.0875999
18,-0.59149826,-0.7758171,"('disagreeable', 'welcoming')",-1.1859825,-0.89748806,-0.6739008,-0.4797466,-0.8171271,-0.717684,-0.0994431
50,-0.55680245,-0.5033315,"('clumsy', 'skillful')",0.24154279,-0.16740407,0.45004943,0.57697546,0.0449299,-0.0312534,0.0761833
9,0.5394447,0.60969615,"('unaffectionate', 'caring')",0.10456424,-0.016291212,1.0339296,1.3534343,0.5593128,0.6489464,-0.0896336
68,0.53425777,0.8135962,"('dependent', 'independent')",0.43186414,0.206375,-0.51897335,-0.28755528,0.1490495,0.2441386,-0.0950891
29,-0.5221461,-0.65127164,"('unfair', 'fair')",-0.11733031,-0.03959156,-0.8937144,-0.82993555,-0.5110636,-0.5069329,-0.0041307
2,0.5185626,0.3687572,"('unlikable', 'likable')",0.54274535,0.41780722,0.36546642,0.4031991,0.4755914,0.3965878,0.0790036
88,0.4615904,0.57488096,"('low', 'eminent')",-0.8796568,-0.867295,0.3017346,0.49164686,-0.0387773,0.0664109,-0.1051882
1,-0.42809558,-0.2232178,"('unfriendly', 'friendly')",-0.2355906,-0.09718542,0.8306839,1.2103598,0.0556659,0.2966522,-0.2409863
28,-0.42614,-0.6467999,"('disloyal', 'loyal')",0.10324659,-0.13603806,0.820347,0.8084778,0.1658179,0.0085466,0.1572713
26,-0.40737996,-0.45355713,"('hardhearted', 'benevolent')",1.2220174,1.1568636,1.3787903,1.2672684,0.7311425,0.6568583,0.0742842
77,0.4053767,0.18464392,"('unmotivated', 'motivated')",-0.040129438,-0.47551847,-0.5543318,-0.7270994,-0.0630282,-0.3393246,0.2762964
34,0.40003917,0.437298,"('mean', 'honorable')",-1.4267602,-1.4200431,5.7828345,6.079168,1.5853712,1.6988076,-0.1134364
38,0.3905934,0.4897188,"('untruthful', 'truthful')",0.25134224,0.23422536,0.21144767,0.4093004,0.2844611,0.3777482,-0.0932871
76,0.38701385,0.09877687,"('anxious', 'daring')",1.2044343,1.1287012,0.71525615,0.67738706,0.7689014,0.634955,0.1339464
49,0.37245938,0.55975336,"('unable', 'able')",-0.1073677,-0.2667376,0.40394163,0.51809955,0.2230111,0.2703718,-0.0473607
24,0.3227792,0.15115029,"('dishonest', 'honest')",0.8121058,0.94241667,0.5233878,0.78183764,0.5527576,0.6251349,-0.0723773
42,0.28474876,-0.3498037,"('unreliable', 'reliable')",0.46797752,0.33059454,-2.501572,-2.7662437,-0.5829485,-0.9284843,0.3455358
67,0.28254417,0.12894154,"('doubtful', 'determined')",0.9427021,0.5007476,-0.5540359,-0.5507384,0.2237368,0.0263169,0.1974199
58,0.27513838,0.08594205,"('undiscriminating', 'discriminating')",0.7525718,0.6569003,0.28685796,0.19532955,0.4381894,0.312724,0.1254654
20,0.26744956,0.2544002,"('rough', 'thoughtful')",0.33435857,0.3134571,1.3118712,1.3647311,0.6378931,0.6441961,-0.006303
83,-0.24015619,-0.32771313,"('powerless', 'powerful')",-0.35111764,-0.6065481,-0.5796036,-0.6847924,-0.3902925,-0.5396845,0.149392
61,0.20171341,-0.0956591,"('illogical', 'logical')",1.3483652,1.044537,0.102321215,-0.1623281,0.5508,0.2621833,0.2886167
39,0.16304865,0.049677357,"('exploitative', 'cooperative')",2.079572,1.8307903,0.006198354,0.04151339,0.7496064,0.6406604,0.108946
3,-0.14778244,-0.56068,"('repellent', 'pleasant')",-0.7896816,-0.9341054,0.1668052,-0.060851436,-0.2568863,-0.5185456,0.2616593
73,-0.14751701,0.061834164,"('helpless', 'self-reliant')",-0.026702642,0.010988604,-2.7599857,-2.7549944,-0.9780684,-0.8940572,-0.0840112
40,-0.11121873,-0.4604931,"('stingy', 'generous')",-0.72444594,-0.31703287,-1.6837686,-1.7169466,-0.8398111,-0.8314908,-0.0083203
7,0.10267742,-0.21952097,"('insensitive', 'sensitive')",1.283976,0.8367584,0.717346,0.648718,0.7013331,0.4219851,0.279348
4,0.0854975,-0.3475998,"('disliked', 'liked')",-0.4765891,-0.3929214,-5.5502114,-6.095585,-1.9804344,-2.2787021,0.2982677
