,jacobs_male,jacobs_female,tuple,engineering_male,engineering_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
56,2.5875776,2.34702,"('impractical', 'practical')",1.5114069,1.3354931,0.6050989,0.10599603,0.044395924,-0.21652028,1.1871198,0.8929972,0.2941226
12,2.236991,1.7816154,"('unsupportive', 'supportive')",0.8992773,0.80251884,1.0558618,0.74003726,-1.5179851,-1.4146214,0.6685362,0.4773875,0.1911487
16,-2.1714745,-1.5602866,"('unpopular', 'popular')",-0.68034816,-0.4504195,-0.3208363,0.14952573,0.26853555,0.6729449,-0.7260308,-0.2970589,-0.4289719
31,-2.1519341,-1.9037684,"('evil', 'good')",-0.707312,-0.7701815,-1.583215,-1.27763,-1.399228,-0.95593953,-1.4604223,-1.2268798,-0.2335425
39,2.045817,2.2513666,"('exploitative', 'cooperative')",0.04711924,0.115499526,1.8880174,1.9851412,0.18788628,0.15213838,1.04221,1.1260364,-0.0838264
46,1.8938774,1.1210413,"('uncompetitive', 'competitive')",0.19703539,0.122921556,2.056206,1.407818,-0.37929106,-0.5849702,0.9419569,0.5167027,0.4252542
70,1.867819,1.0998875,"('lethargic', 'energetic')",0.57898456,0.40839243,1.0373039,0.5208499,1.264941,0.9147557,1.1872621,0.7359713,0.4512908
43,1.7756335,1.3779463,"('irresponsible', 'responsible')",0.7572987,0.5633971,0.7978924,0.41090223,1.071079,0.881252,1.1004759,0.8083744,0.2921015
10,1.6962792,1.1306382,"('unsympathetic', 'sympathetic')",-0.6533404,-0.7151073,0.49890774,-0.11614017,0.31055567,0.069424,0.4631006,0.0922037,0.3708969
60,1.6549062,1.6739911,"('inefficient', 'efficient')",0.44031343,0.4092542,1.5360177,1.1974397,0.1977602,0.009247299,0.9572493,0.8224831,0.1347662
36,-1.6479065,-1.2881715,"('hostile', 'amicable')",-0.5479285,-0.40942046,-1.8632492,-1.224235,-0.26549444,0.26503137,-1.0811447,-0.6641989,-0.4169458
7,1.6346749,1.3666791,"('insensitive', 'sensitive')",0.41127473,0.39558586,0.2158252,-0.07806732,1.2666715,1.131004,0.8821117,0.7038004,0.1783113
23,1.5548087,1.6033092,"('insincere', 'sincere')",0.0793163,0.04805898,0.21248591,0.09734306,6.2722435,6.027944,2.0297136,1.9441638,0.0855498
30,1.5281943,1.1940148,"('intolerant', 'tolerant')",0.6338732,0.7380561,0.012486655,0.13655984,0.8925524,1.1187007,0.7667766,0.7968329,-0.0300563
82,-1.4312372,-1.3214985,"('poor', 'rich')",-0.08434588,0.11148489,-0.51848847,-0.26106358,6.2831645,6.115513,1.0622733,1.161109,-0.0988357
74,1.4261674,1.537518,"('undedicated', 'dedicated')",-0.78573763,-0.7197621,1.4748946,1.1828243,0.28002846,0.39108902,0.5988382,0.5979173,0.0009209
5,-1.4088368,-0.8237704,"('distant', 'outgoing')",0.24601184,0.16681094,-1.871143,-1.6621722,-0.554855,-0.20753784,-0.8972057,-0.6316674,-0.2655383
21,1.3778148,1.4065254,"('immoral', 'moral')",0.7044698,0.8809849,0.34020743,0.42589098,-0.87623733,-0.86733663,0.3865636,0.4615162,-0.0749526
4,-1.2895201,-1.4940014,"('disliked', 'liked')",-0.12338525,-0.3201762,-0.10959591,-0.3021695,-7.2021484,-6.6436014,-2.1811624,-2.1899872,0.0088248
37,1.261339,1.001362,"('fake', 'genuine')",0.418301,0.32960495,0.18974012,0.10356178,0.50241333,0.45013595,0.5929483,0.4711662,0.1217821
62,1.2437245,0.8893326,"('incompetent', 'brilliant')",0.46173504,0.20520529,1.0815005,0.5134841,0.4437133,0.19467175,0.8076683,0.4506734,0.3569949
73,1.2392312,1.1356986,"('helpless', 'self-reliant')",0.43082637,0.39892742,-0.33055228,-0.25044185,-3.5199199,-3.4432807,-0.5451037,-0.5397741,-0.0053296
77,1.211991,0.8028026,"('unmotivated', 'motivated')",-0.09344119,-0.041110806,0.58046645,0.34065688,-0.8108763,-0.93590766,0.222035,0.0416103,0.1804247
72,1.197674,0.8798615,"('unambitious', 'ambitious')",0.38525364,0.29196247,0.83746606,0.5961928,-0.51549166,-0.6815258,0.4762255,0.2716227,0.2046028
76,1.1921074,0.89831966,"('anxious', 'daring')",0.1341225,0.11697129,1.2871295,1.1703358,0.4088656,0.2694072,0.7555563,0.6137585,0.1417978
88,-1.1894605,-0.8212038,"('low', 'eminent')",-0.5603767,-0.2749239,-1.5861427,-0.9555883,0.0016123578,0.24094081,-0.8335919,-0.4526938,-0.3808981
80,1.1762122,0.5877055,"('dominated', 'dominating')",-0.06624808,-0.17189857,2.3055577,1.6058086,-0.8391975,-1.204392,0.6440811,0.2043059,0.4397752
52,-1.0736935,-0.2704404,"('irrational', 'rational')",0.11785041,0.29172993,-1.4321656,-0.7426201,-0.56065565,-0.12510322,-0.737166,-0.2116085,-0.5255575
42,1.0691172,0.9704912,"('unreliable', 'reliable')",-0.17800483,-0.34573814,1.1482148,0.93590564,-2.9207308,-2.9164212,-0.2203509,-0.3389406,0.1185897
6,-1.0647509,-0.5855049,"('distant', 'open')",-0.031200644,-0.05825431,-2.1617327,-1.8231295,0.030831844,0.48361287,-0.8067131,-0.4958189,-0.3108942
55,1.0500741,0.62667763,"('incompetent', 'clever')",-0.45032537,-0.5847969,1.3535844,0.89884007,0.12081297,-0.0285424,0.5185365,0.2280446,0.2904919
84,1.0401359,0.9801071,"('inferior', 'superior')",1.393153,1.433956,0.25401333,0.31314206,0.7177702,0.7945585,0.8512681,0.880441,-0.0291729
65,1.0361173,0.92920184,"('insecure', 'secure')",-0.62863475,-0.63293,1.0006448,0.7653152,-0.28673658,-0.5881523,0.2803477,0.1183587,0.161989
27,1.0154245,0.92883563,"('hardhearted', 'softhearted')",-0.61909425,-0.69528526,-0.45250764,-0.42602098,1.3923527,1.6957283,0.3340438,0.3758144,-0.0417706
