,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,male-female
29,-0.93929946,-0.64153934,"('unfair', 'fair')",-1.0191152,-0.902279,-0.9792073,-0.7719092,-0.2072981
2,0.9357747,0.6348121,"('unlikable', 'likable')",1.0857564,0.8202105,1.0107656,0.7275113,0.2832543
84,0.926779,1.0172557,"('inferior', 'superior')",0.15578525,0.25227326,0.5412821,0.6347644,-0.0934823
27,-0.9210283,-0.8257637,"('hardhearted', 'softhearted')",-0.16379443,0.09955297,-0.5424114,-0.3631054,-0.179306
35,-0.8950338,-0.85707974,"('corrupt', 'incorrupt')",-1.1658188,-1.5075073,-1.0304263,-1.1822935,0.1518672
12,0.8791365,0.94193137,"('unsupportive', 'supportive')",-2.0133474,-1.6696653,-0.5671054,-0.363867,-0.2032384
75,-0.8637076,-1.0421883,"('meek', 'impulsive')",-0.40897414,-0.5479452,-0.6363409,-0.7950667,0.1587258
68,-0.8611244,-0.9053019,"('dependent', 'independent')",-1.4849297,-1.420479,-1.173027,-1.1628904,-0.0101366
6,-0.8476224,-0.43797755,"('distant', 'open')",-1.2400775,-1.1481075,-1.0438499,-0.7930425,-0.2508074
9,0.8454821,0.95996,"('unaffectionate', 'caring')",0.5331355,0.6750242,0.6893088,0.8174921,-0.1281833
79,-0.8268875,-0.8275318,"('wavering', 'unwavering')",-0.47292247,-0.65214235,-0.649905,-0.7398371,0.0899321
66,-0.81936103,-0.6573546,"('inactive', 'active')",-0.2032029,0.053081684,-0.511282,-0.3021365,-0.2091455
65,0.79407156,0.49098775,"('insecure', 'secure')",0.6270787,0.6180103,0.7105751,0.554499,0.1560761
36,-0.7860137,-0.9734639,"('hostile', 'amicable')",-0.69608945,-1.0776994,-0.7410516,-1.0255816,0.28453
63,0.7376003,0.983772,"('unperceptive', 'insightful')",-0.07159829,0.33579212,0.333001,0.6597821,-0.3267811
55,0.72066844,0.691622,"('incompetent', 'clever')",0.6584734,0.8948134,0.6895709,0.7932177,-0.1036468
28,0.7106456,0.9747379,"('disloyal', 'loyal')",0.88188577,1.0429299,0.7962657,1.0088339,-0.2125682
32,0.69764346,0.39496514,"('unkind', 'kind')",1.2911035,1.1891093,0.9943734,0.7920372,0.2023362
37,-0.6929003,-0.61778444,"('fake', 'genuine')",-0.3394784,0.04231716,-0.5161893,-0.2877336,-0.2284557
5,-0.68495184,-0.36568987,"('distant', 'outgoing')",-1.4003612,-1.2786896,-1.0426565,-0.8221897,-0.2204668
16,-0.67334354,-0.9566693,"('unpopular', 'popular')",0.62690824,0.19938548,-0.0232176,-0.3786419,0.3554243
77,0.6697683,0.43088037,"('unmotivated', 'motivated')",-0.6360691,-0.6956812,0.0168496,-0.1324004,0.14925
51,0.65633965,0.622323,"('uneducated', 'educated')",1.1646068,1.2711574,0.9104732,0.9467402,-0.036267
3,-0.64691925,-0.654757,"('repellent', 'pleasant')",1.0256641,0.95683837,0.1893724,0.1510407,0.0383317
24,0.64268285,0.8134996,"('dishonest', 'honest')",0.82649446,1.0589372,0.7345886,0.9362184,-0.2016298
11,0.6214072,0.3390821,"('unhelpful', 'helpful')",2.9153466,2.7738955,1.7683769,1.5564888,0.2118881
86,0.6153931,1.089156,"('uninfluential', 'influential')",-0.70862675,-0.18385388,-0.0466168,0.4526511,-0.4992679
4,-0.6138902,-0.122687876,"('disliked', 'liked')",-6.380805,-6.2751813,-3.4973476,-3.1989346,-0.298413
50,-0.5927771,-0.7552762,"('clumsy', 'skillful')",0.09206728,-0.09255459,-0.2503549,-0.4239154,0.1735605
53,0.58234346,0.8208783,"('uncreative', 'creative')",0.63904977,0.7334171,0.6106966,0.7771477,-0.1664511
18,-0.5741174,-0.65513253,"('disagreeable', 'welcoming')",-1.2333634,-1.2490556,-0.9037404,-0.9520941,0.0483537
81,0.5484338,0.2496194,"('submissive', 'aggressive')",-0.15954275,-0.24266042,0.1944455,0.0034795,0.190966
38,0.5443052,0.46807757,"('untruthful', 'truthful')",0.25933748,0.045914516,0.4018213,0.256996,0.1448253
7,0.5428069,0.7237525,"('insensitive', 'sensitive')",-0.2796247,0.50523114,0.1315911,0.6144918,-0.4829007
57,-0.54107314,-0.3586546,"('unimaginative', 'imaginative')",-3.0081735,-2.6641805,-1.7746233,-1.5114175,-0.2632058
14,0.5206053,0.5693219,"('antisocial', 'social')",-0.43152657,-0.20037898,0.0445394,0.1844714,-0.139932
42,-0.5201938,-0.6358187,"('unreliable', 'reliable')",-2.4084594,-2.3290305,-1.4643266,-1.4824246,0.018098
80,0.49267492,0.3763915,"('dominated', 'dominating')",-0.3226844,-0.22741325,0.0849953,0.0744891,0.0105062
76,0.49009264,-0.003599573,"('anxious', 'daring')",0.72340673,0.5227644,0.6067497,0.2595824,0.3471673
67,0.4768391,0.56477296,"('doubtful', 'determined')",-0.12625414,-0.20552306,0.1752925,0.1796249,-0.0043324
49,0.47114822,0.3027667,"('unable', 'able')",-0.32321012,-0.41073614,0.0739691,-0.0539847,0.1279538
45,-0.4702982,0.030926459,"('incompetent', 'competent')",-0.45271972,-0.010036828,-0.461509,0.0104448,-0.4719538
48,0.44932178,0.48471928,"('unintelligent', 'intelligent')",-0.20959173,-0.069092296,0.119865,0.2078135,-0.0879485
73,0.43186173,0.33108842,"('helpless', 'self-reliant')",-3.3047411,-3.390291,-1.4364398,-1.5296013,0.0931615
20,0.40499225,0.3700104,"('rough', 'thoughtful')",0.47194025,0.63858396,0.4384663,0.5042972,-0.0658309
1,0.4016327,0.76093876,"('unfriendly', 'friendly')",0.4122068,0.80575293,0.4069197,0.7833458,-0.3764261
10,0.3549455,0.32742372,"('unsympathetic', 'sympathetic')",-0.032675758,0.39878884,0.1611349,0.3631063,-0.2019714
70,-0.34860012,-0.05363835,"('lethargic', 'energetic')",0.32881793,0.851782,-0.0098911,0.3990718,-0.4089629
52,-0.3315836,-0.56537104,"('irrational', 'rational')",-0.4865059,-0.9435122,-0.4090447,-0.7544416,0.3453969
64,-0.29345298,-0.12732561,"('shy', 'confident')",-5.316258,-5.175544,-2.8048553,-2.6514347,-0.1534206
43,0.2824653,-0.042587847,"('irresponsible', 'responsible')",0.82713526,1.0284448,0.5548003,0.4929284,0.0618719
34,0.24631763,0.09318112,"('mean', 'honorable')",4.829984,4.8839226,2.5381508,2.4885519,0.0495989
59,-0.2244453,-0.093093,"('foolish', 'wise')",-0.21947163,-0.36842847,-0.2219585,-0.2307607,0.0088022
78,-0.16971165,-0.011532277,"('nonresilient', 'resilient')",-0.21883889,-0.05320004,-0.1942753,-0.0323662,-0.1619091
69,0.16691755,0.4323447,"('lazy', 'industrious')",-1.2030362,-1.2214282,-0.5180593,-0.3945417,-0.1235176
88,0.16238323,-0.30392036,"('low', 'eminent')",0.32049713,-0.23363933,0.2414402,-0.2687798,0.51022
22,0.15931688,0.48188052,"('untrustworthy', 'trustworthy')",-0.79519594,-0.39096493,-0.3179395,0.0454578,-0.3633973
0,0.14438337,0.24054465,"('unsociable', 'sociable')",-0.43689135,-0.09483778,-0.146254,0.0728534,-0.2191074
46,0.14324203,0.12648916,"('uncompetitive', 'competitive')",-0.5613009,-0.17294392,-0.2090294,-0.0232274,-0.185802
58,0.14167435,0.19198957,"('undiscriminating', 'discriminating')",-0.105616026,0.38277987,0.0180292,0.2873847,-0.2693555
19,-0.1414068,-0.08750592,"('inhospitable', 'hospitable')",-0.33494908,-0.4216034,-0.2381779,-0.2545547,0.0163768
15,0.14006093,-0.0022601485,"('boring', 'funny')",0.65205157,0.40187213,0.3960562,0.199806,0.1962502
82,0.1329762,-0.16024387,"('poor', 'rich')",6.0745807,5.7129154,3.1037784,2.7763357,0.3274427
85,0.117040224,-0.005475849,"('insignificant', 'prestigious')",-0.6687821,-1.1014329,-0.2758709,-0.5534544,0.2775835
41,-0.052417774,-0.31645784,"('unforgiving', 'forgiving')",0.2468424,0.08393742,0.0972123,-0.1162602,0.2134725
13,0.0507714,0.23099285,"('impolite', 'polite')",-0.05051773,0.2039282,0.0001268,0.2174605,-0.2173337
8,-0.04530381,0.122163154,"('unaffectionate', 'affectionate')",-0.45916265,-0.20797294,-0.2522332,-0.0429049,-0.2093283
