,expedia_male,expedia_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
44,1.0423785,1.086221,"('prejudiced', 'unprejudiced')",-0.31056428,-0.15217991,-1.604802,-1.5051241,-0.2909959,-0.190361,-0.1006349
45,-1.001904,-1.0193049,"('incompetent', 'competent')",0.2632917,0.44471508,-0.25039902,-0.285497,-0.3296704,-0.2866956,-0.0429748
64,0.9387003,0.842569,"('shy', 'confident')",1.3981613,1.2541499,-6.794573,-6.594486,-1.4859037,-1.4992558,0.0133521
37,-0.86432207,-0.7856641,"('fake', 'genuine')",-0.10853106,-0.1798519,0.31948858,0.257018,-0.2177882,-0.236166,0.0183778
19,-0.8547495,-0.7891134,"('inhospitable', 'hospitable')",-1.7850872,-1.5889636,-0.0066032037,0.18872619,-0.8821467,-0.7297836,-0.1523631
23,-0.8517089,-0.70097274,"('insincere', 'sincere')",0.48118028,0.8039107,6.4643874,6.1486664,2.0312862,2.083868,-0.0525818
58,-0.84482235,-0.951489,"('undiscriminating', 'discriminating')",0.7872879,0.4813373,-0.20605151,-0.15696694,-0.087862,-0.2090395,0.1211775
39,0.7773103,0.88972735,"('exploitative', 'cooperative')",1.3488748,1.5367371,-0.2482606,-0.10502959,0.6259749,0.7738117,-0.1478368
75,0.7697901,0.7041813,"('meek', 'impulsive')",-1.4260263,-1.4398768,-0.365305,-0.34130576,-0.3405137,-0.3590004,0.0184867
74,-0.76187146,-0.71587074,"('undedicated', 'dedicated')",0.859312,0.863432,-0.15522572,-0.058120836,-0.0192617,0.0298135,-0.0490752
24,-0.75690705,-0.73386335,"('dishonest', 'honest')",-0.0017309189,0.07403963,0.9123919,0.99252707,0.0512513,0.1109011,-0.0596498
65,-0.75310916,-0.79751486,"('insecure', 'secure')",0.8917347,0.9427369,-0.368941,-0.53996783,-0.0767718,-0.1315819,0.0548101
42,0.7495476,0.72247195,"('unreliable', 'reliable')",1.321466,1.2658765,-3.0854297,-3.023923,-0.3381387,-0.3451915,0.0070528
59,0.7479031,0.74290305,"('foolish', 'wise')",-1.3819121,-1.4201307,0.57858163,0.64093864,-0.0184758,-0.0120963,-0.0063795
25,-0.73894066,-0.75663686,"('egoistic', 'altruistic')",-0.09479467,-0.13230509,1.3553188,1.3644615,0.1738611,0.1585065,0.0153546
60,0.7312148,0.8220652,"('inefficient', 'efficient')",2.1345832,2.2993286,0.26727182,0.5052678,1.0443566,1.2088872,-0.1645306
48,-0.67401785,-0.6167707,"('unintelligent', 'intelligent')",0.35071576,0.35709977,0.71543175,0.6466365,0.1307099,0.1289885,0.0017214
66,-0.6735839,-0.8430457,"('inactive', 'active')",0.4996067,0.28572696,0.9082753,0.87100613,0.244766,0.1045625,0.1402035
84,0.666158,0.63302296,"('inferior', 'superior')",0.37474108,0.17848325,0.87115663,0.88331306,0.6373519,0.5649397,0.0724122
76,-0.6466788,-0.6443315,"('anxious', 'daring')",0.96431655,1.1847357,0.26971054,0.2687949,0.1957828,0.269733,-0.0739502
56,0.63538295,0.58193344,"('impractical', 'practical')",1.1469574,1.2184577,0.03150576,0.095839396,0.6046153,0.6320769,-0.0274616
12,-0.61220783,-0.5529615,"('unsupportive', 'supportive')",1.1373183,1.0478898,-1.6282396,-1.546961,-0.3677097,-0.3506776,-0.0170321
36,-0.6081735,-0.7279387,"('hostile', 'amicable')",-1.9032105,-2.0485044,-0.087726325,-0.11333831,-0.8663701,-0.9632604,0.0968903
54,-0.60212517,-0.5169605,"('incapable', 'capable')",-0.15795077,0.044854138,1.1486803,1.2127023,0.1295348,0.2468653,-0.1173305
18,-0.5988253,-0.3193907,"('disagreeable', 'welcoming')",-0.29256612,-0.04061713,-0.3562025,-0.08743608,-0.4158646,-0.149148,-0.2667166
31,-0.59694076,-0.6437885,"('evil', 'good')",-1.3059524,-1.5342197,-1.1614372,-1.0860083,-1.0214434,-1.0880055,0.0665621
43,-0.5753207,-0.5605439,"('irresponsible', 'responsible')",0.85724264,0.88872147,0.5885881,0.5895237,0.29017,0.3059004,-0.0157304
7,-0.546716,-0.41006705,"('insensitive', 'sensitive')",0.3022802,0.41519567,0.70870054,0.8255699,0.1547549,0.2768995,-0.1221446
79,-0.5298306,-0.5922404,"('wavering', 'unwavering')",-2.2945247,-2.3320212,0.09753187,-0.015166093,-0.9089411,-0.9798092,0.0708681
22,-0.52080363,-0.5545067,"('untrustworthy', 'trustworthy')",0.6337586,0.65955085,-1.1662796,-1.1853422,-0.3511082,-0.3600994,0.0089912
3,-0.48810765,-0.4538357,"('repellent', 'pleasant')",0.99201876,1.0877435,0.26280427,0.09615925,0.2555718,0.2433557,0.0122161
32,-0.47171116,-0.33498743,"('unkind', 'kind')",0.87334216,1.0293782,0.9763765,1.0692296,0.4593358,0.5878735,-0.1285377
41,-0.46001956,-0.3588593,"('unforgiving', 'forgiving')",0.7628549,0.7469656,-0.06399219,0.08937506,0.0796144,0.1591604,-0.079546
40,-0.44457868,-0.60405433,"('stingy', 'generous')",0.6800515,0.24569725,-1.5767292,-1.6066687,-0.4470855,-0.6550086,0.2079231
63,-0.44214118,-0.48507854,"('unperceptive', 'insightful')",1.4490018,1.3389052,1.3306274,1.2835666,0.7791627,0.7124644,0.0666983
30,0.4312034,0.576879,"('intolerant', 'tolerant')",0.87528706,1.1528633,1.2126024,1.4968361,0.8396976,1.0755261,-0.2358285
16,-0.4264131,-0.39393824,"('unpopular', 'popular')",-0.24344553,-0.15071677,0.64648896,0.68824583,-0.0077899,0.0478636,-0.0556535
72,-0.41941816,-0.6052648,"('unambitious', 'ambitious')",0.7093032,0.32021227,-0.75240606,-1.0184475,-0.1541737,-0.4345,0.2803263
52,0.4184941,0.23437448,"('irrational', 'rational')",-1.4316435,-1.6273955,-0.07724377,-0.31998867,-0.3634644,-0.5710032,0.2075388
71,0.4149562,0.5375266,"('diffident', 'self-confident')",0.17166123,0.26376054,0.5881812,0.63215566,0.3915996,0.4778143,-0.0862147
21,-0.41457245,-0.28662613,"('immoral', 'moral')",0.7065062,0.8968203,-0.7614266,-0.6490226,-0.1564976,-0.0129428,-0.1435548
49,-0.39528158,-0.10844796,"('unable', 'able')",-0.6727617,-0.28678894,-0.013879843,0.20488158,-0.360641,-0.0634518,-0.2971892
27,-0.38782933,-0.42993262,"('hardhearted', 'softhearted')",-0.06515597,-0.15681973,1.6364536,1.5775244,0.3944894,0.3302574,0.064232
50,0.37360647,0.44248778,"('clumsy', 'skillful')",-0.38412958,-0.33822507,0.46660638,0.2679988,0.1520278,0.1240872,0.0279406
15,-0.36781237,-0.3919767,"('boring', 'funny')",-1.4163657,-1.2035233,0.40993348,0.5082422,-0.4580816,-0.3624193,-0.0956623
87,0.36732435,0.33069003,"('unsuccessful', 'successful')",0.9391834,1.1194685,0.76871324,0.81405306,0.6917404,0.7547372,-0.0629968
51,-0.35404906,-0.43526474,"('uneducated', 'educated')",1.0228423,1.0410128,0.6736587,0.62858415,0.447484,0.4114441,0.0360399
6,-0.3269821,-0.33872953,"('distant', 'open')",-1.8258666,-1.9257557,0.4551533,0.55155474,-0.5658985,-0.5709769,0.0050784
81,0.32509652,0.36096606,"('submissive', 'aggressive')",2.0116498,2.1376019,-0.37716526,-0.2950481,0.6531937,0.7345066,-0.0813129
33,0.31684846,0.26672995,"('wrong', 'right')",-0.18747124,-0.44824272,-0.47815347,-0.4180549,-0.1162588,-0.1998559,0.0835971
80,0.27725387,0.24756452,"('dominated', 'dominating')",1.0210972,1.0249244,-1.3689997,-1.5429082,-0.0235496,-0.0901397,0.0665901
83,0.24892437,0.24070282,"('powerless', 'powerful')",-0.030523613,-0.097109,-1.076044,-1.1777065,-0.2858811,-0.3447042,0.0588231
70,-0.23609947,-0.23091657,"('lethargic', 'energetic')",0.69935995,0.8860344,0.6801726,0.66499734,0.3811444,0.4400384,-0.058894
11,-0.21674292,-0.020824257,"('unhelpful', 'helpful')",-0.015935574,0.3385467,2.0331295,2.1205745,0.6001503,0.8127656,-0.2126153
13,-0.2129757,-0.18588856,"('impolite', 'polite')",0.53271616,0.66861826,-0.008730531,0.1609887,0.10367,0.2145728,-0.1109028
17,0.20231892,0.38192153,"('nasty', 'nice')",-0.82651496,-0.4128331,-0.31833455,-0.12653154,-0.3141769,-0.052481,-0.2616959
4,0.2022378,0.11215626,"('disliked', 'liked')",-0.54874927,-0.6158874,-6.6855354,-6.0644293,-2.3440156,-2.1893868,-0.1546288
47,0.18800232,0.23548602,"('stupid', 'smart')",0.81164336,1.0513755,6.223269,5.9960756,2.4076382,2.4276457,-0.0200075
5,0.17838405,0.109966636,"('distant', 'outgoing')",-1.3450891,-1.4381604,0.032176845,0.17563646,-0.3781761,-0.3841858,0.0060097
35,0.16836886,0.27608737,"('corrupt', 'incorrupt')",-1.7448224,-1.7802467,-0.29920197,-0.27811602,-0.6252185,-0.5940918,-0.0311267
68,0.15277973,0.12314694,"('dependent', 'independent')",0.32883665,0.16403005,-0.3476999,-0.31554756,0.0446388,-0.0094569,0.0540957
20,0.14940916,0.14831923,"('rough', 'thoughtful')",1.7962431,1.6645689,1.1161631,0.9790531,1.0206051,0.9306471,0.089958
34,-0.14600597,0.00848262,"('mean', 'honorable')",0.41467962,0.62488264,6.282772,6.2707434,2.1838153,2.3013695,-0.1175542
26,-0.13601805,-0.084860325,"('hardhearted', 'benevolent')",0.9293647,0.97461253,1.2250073,1.4767529,0.6727846,0.788835,-0.1160504
38,0.07819528,0.05013267,"('untruthful', 'truthful')",-0.8017881,-0.79182416,0.30189234,0.5683001,-0.1405668,-0.0577971,-0.0827697
29,0.07599377,-0.05501367,"('unfair', 'fair')",-0.22664803,-0.44448876,-0.80538154,-0.93026567,-0.3186786,-0.4765894,0.1579108
77,0.07117553,0.01698282,"('unmotivated', 'motivated')",0.8782635,0.7919792,-0.78470546,-0.7672333,0.0549112,0.0139096,0.0410016
14,-0.065337874,0.056136876,"('antisocial', 'social')",2.1017907,2.289599,-0.8062972,-0.55311793,0.4100519,0.5975393,-0.1874874
88,-0.05160662,0.0734923,"('low', 'eminent')",-1.1268884,-0.76162326,0.30048046,0.45596492,-0.2926715,-0.0773887,-0.2152828
62,-0.022936512,0.10309163,"('incompetent', 'brilliant')",1.1162134,1.4169849,0.6725565,0.733543,0.5886112,0.7512065,-0.1625953
85,0.0101707205,0.0454292,"('insignificant', 'prestigious')",-1.1029248,-1.0574181,0.15756679,0.47986734,-0.3117291,-0.1773738,-0.1343553
2,-0.005455248,0.08747941,"('unlikable', 'likable')",1.4144988,1.5844995,0.64302224,0.85898924,0.6840219,0.8436561,-0.1596342
61,0.0012214985,0.016271455,"('illogical', 'logical')",-0.124487944,-0.19498923,0.030336523,0.07716723,-0.0309766,-0.0338502,0.0028736
