,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
39,1.776409,1.7776855,"('exploitative', 'cooperative')",0.219868,0.25323242,0.22747165,0.1814497,0.7412496,0.7374558,0.0037938
60,1.591134,1.2909535,"('inefficient', 'efficient')",1.5147841,1.5132815,0.3447828,0.24202,1.1502336,1.0154183,0.1348153
56,1.511961,1.3148717,"('impractical', 'practical')",1.2783569,1.2936858,0.09332954,-0.12360695,0.9612158,0.8283168,0.132899
81,1.2486933,1.2307612,"('submissive', 'aggressive')",1.0282646,1.1396406,-0.28934455,-0.3286896,0.6625378,0.6805708,-0.018033
31,-1.2130469,-1.0327923,"('evil', 'good')",-0.91482425,-1.0028414,-0.8808891,-0.8685437,-1.0029201,-0.9680591,-0.034861
19,-1.2079343,-0.93030185,"('inhospitable', 'hospitable')",-1.5653324,-1.6285219,-0.32941276,-0.20024335,-1.0342265,-0.919689,-0.1145375
73,1.206621,1.2540808,"('helpless', 'self-reliant')",0.668402,0.52866596,-2.717107,-2.819037,-0.2806946,-0.3454301,0.0647355
1,-1.168885,-1.4176451,"('unfriendly', 'friendly')",0.28435758,-0.029722288,1.6652912,1.6165321,0.2602546,0.0563882,0.2038664
59,1.1168845,1.3226537,"('foolish', 'wise')",1.0109481,1.0290831,0.40474555,0.51841164,0.8441927,0.9567161,-0.1125234
18,-1.0791649,-1.035907,"('disagreeable', 'welcoming')",-0.68254447,-0.7234359,-0.34530163,-0.30684742,-0.7023369,-0.6887301,-0.0136068
86,-1.0729389,-1.3726273,"('uninfluential', 'influential')",-0.5033477,-0.712767,-0.052024134,-0.3069287,-0.5427702,-0.797441,0.2546708
66,-1.0637823,-0.7053978,"('inactive', 'active')",-1.158002,-0.9732404,0.836547,1.0505446,-0.4617458,-0.2093645,-0.2523813
53,-1.0502716,-1.1774915,"('uncreative', 'creative')",0.31667182,0.095354244,0.8566734,0.76167893,0.0410245,-0.1068195,0.147844
64,1.0427637,1.0718725,"('shy', 'confident')",0.6681971,0.8213621,-6.1723704,-6.271017,-1.4871365,-1.4592609,-0.0278756
78,-1.015804,-1.1670817,"('nonresilient', 'resilient')",0.2884299,0.21088825,0.33690688,0.13693298,-0.1301558,-0.2730868,0.142931
8,-1.0053904,-0.97554314,"('unaffectionate', 'affectionate')",-0.74456626,-0.8483264,0.8519694,0.88850766,-0.2993291,-0.3117873,0.0124582
0,-0.9962405,-1.0804262,"('unsociable', 'sociable')",0.1939531,0.13987944,-0.36591285,-0.45763046,-0.3894001,-0.466059,0.0766589
10,-0.94895,-0.99420154,"('unsympathetic', 'sympathetic')",-0.46682036,-0.4964913,-0.19861063,-0.3221261,-0.538127,-0.604273,0.066146
36,-0.9414141,-0.70720243,"('hostile', 'amicable')",-2.276567,-2.3412197,0.10583562,0.22208266,-1.0373818,-0.9421132,-0.0952686
9,-0.93072474,-0.9524206,"('unaffectionate', 'caring')",0.4010265,0.22062409,1.1924207,1.1110361,0.2209075,0.1264132,0.0944943
26,-0.8886079,-0.96857023,"('hardhearted', 'benevolent')",0.5453303,0.5208771,1.3893162,1.5089272,0.3486795,0.3537447,-0.0050652
6,-0.86429787,-0.6830084,"('distant', 'open')",-1.1879114,-1.2527839,0.17837688,0.28925788,-0.6246108,-0.5488448,-0.075766
67,0.8454246,0.90960556,"('doubtful', 'determined')",0.74834806,0.88661027,-0.6287342,-0.5278098,0.3216795,0.422802,-0.1011225
54,-0.833578,-0.69366974,"('incapable', 'capable')",-0.6727177,-0.61440665,1.0142846,1.1249013,-0.1640037,-0.0610584,-0.1029453
41,-0.8127992,-0.7642037,"('unforgiving', 'forgiving')",0.14075035,0.07269943,0.19082086,0.116757445,-0.1604093,-0.1915823,0.031173
38,-0.74774975,-0.6605771,"('untruthful', 'truthful')",0.24383959,0.21472596,-0.011720473,-0.0715898,-0.1718769,-0.1724803,0.0006034
57,-0.71342474,-0.7837948,"('unimaginative', 'imaginative')",-0.04912877,-0.16621104,-2.230281,-2.5049942,-0.9976115,-1.1516666,0.1540551
5,-0.67827225,-0.50948256,"('distant', 'outgoing')",-0.6086501,-0.64455783,-0.33458528,-0.21283962,-0.5405025,-0.4556266,-0.0848759
84,0.661194,0.67180616,"('inferior', 'superior')",1.1838595,1.1993616,0.99570584,0.9088369,0.9469198,0.9266682,0.0202516
51,-0.6452455,-0.83702826,"('uneducated', 'educated')",-0.5369528,-0.70684576,0.38907674,0.16345063,-0.2643739,-0.4601411,0.1957672
27,-0.6308782,-0.62058824,"('hardhearted', 'softhearted')",-0.23540366,-0.2995075,1.4380016,1.44594,0.1905733,0.1752814,0.0152919
30,0.6220154,0.5908671,"('intolerant', 'tolerant')",1.4132361,1.4107163,1.135812,1.1273782,1.0570212,1.0429872,0.014034
14,0.5980757,0.6088274,"('antisocial', 'social')",0.90597165,0.9359381,-0.52005434,-0.5671143,0.3279977,0.3258837,0.002114
65,0.5681489,0.45862496,"('insecure', 'secure')",0.1979728,0.17353806,-0.1297501,-0.27567792,0.2121239,0.1188284,0.0932955
