,lowes_male,lowes_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
46,0.21827726,3.8156286e-05,"('uncompetitive', 'competitive')",2.3028624,2.1246312,-0.2561966,-0.13296904,0.754981,0.6639001,0.0910809
77,0.21465515,0.2407239,"('unmotivated', 'motivated')",0.42046374,0.48823512,-1.0944408,-1.0367812,-0.1531073,-0.1026074,-0.0504999
66,-0.21229759,-0.51986647,"('inactive', 'active')",-0.18031783,-0.21744338,1.4427319,1.1245039,0.3500388,0.1290647,0.2209741
14,0.21134318,0.07945455,"('antisocial', 'social')",1.7861042,1.7959188,-0.7542653,-0.6449064,0.414394,0.4101557,0.0042383
58,0.20603016,-0.063767225,"('undiscriminating', 'discriminating')",0.8949626,0.66680676,0.48649827,0.27302176,0.5291637,0.2920204,0.2371433
4,-0.18348023,-0.3628793,"('disliked', 'liked')",0.02055786,-0.018655632,-5.83634,-5.956109,-1.9997541,-2.112548,0.1127939
53,-0.18342544,-0.2752936,"('uncreative', 'creative')",0.7322695,0.48487788,1.4751737,1.337295,0.6746726,0.5156264,0.1590462
15,0.16243865,0.13552587,"('boring', 'funny')",-0.5096798,-0.38633955,0.012229729,-0.03722963,-0.1116705,-0.0960144,-0.0156561
25,-0.12890428,0.018374287,"('egoistic', 'altruistic')",0.4340659,0.5382119,1.345721,1.2897617,0.5502942,0.6154493,-0.0651551
85,-0.08684847,0.023749677,"('insignificant', 'prestigious')",-0.41819674,-0.25961736,0.710709,0.8128563,0.0685546,0.1923295,-0.1237749
64,0.08670519,0.136207,"('shy', 'confident')",1.1242086,1.3584987,-6.077128,-6.0684423,-1.6220714,-1.5245789,-0.0974925
41,0.06786716,-0.08588087,"('unforgiving', 'forgiving')",-0.014500903,0.13119607,0.3265334,0.2974429,0.1266332,0.1142527,0.0123805
10,-0.04109879,-0.3431139,"('unsympathetic', 'sympathetic')",1.0714302,0.74714684,0.028960552,0.064421795,0.3530973,0.1561516,0.1969457
81,-0.029640842,0.15775836,"('submissive', 'aggressive')",1.0167838,1.2481067,-0.7510511,-0.5618976,0.0786973,0.2813225,-0.2026252
82,-0.029205881,-0.05044835,"('poor', 'rich')",0.68515295,0.6822019,6.0889955,6.281742,2.2483142,2.3044985,-0.0561843
65,-0.026079651,-0.09885157,"('insecure', 'secure')",0.6010693,0.6009908,-0.18100077,-0.09435973,0.1313296,0.1359265,-0.0045969
55,0.025374874,-0.15197258,"('incompetent', 'clever')",1.508227,1.5927547,-0.25192058,0.070714355,0.4272271,0.5038322,-0.0766051
11,-0.010192443,-0.073980935,"('unhelpful', 'helpful')",1.1072836,1.1962011,1.9108852,2.1153207,1.0026588,1.0791802,-0.0765214
75,0.007618353,-0.042914893,"('meek', 'impulsive')",-0.6223125,-0.5620438,-0.32327768,-0.34329942,-0.3126573,-0.316086,0.0034287
