,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
14,-0.9907367,-0.57744604,"('antisocial', 'social')",1.023825,1.4695289,1.3275137,1.6376964,-1.0069839,-0.73303413,0.0884045,0.4491863,-0.3607818
40,-0.99013644,-1.1731954,"('stingy', 'generous')",1.5602489,1.4091051,0.74456525,0.65720093,-1.5446014,-2.0816617,-0.0574809,-0.2971378,0.2396569
61,-0.98386025,-0.8451383,"('illogical', 'logical')",1.2441707,1.139146,0.2948975,0.20222107,0.32639387,0.2992417,0.2204005,0.1988676,0.0215329
65,-0.954525,-0.6401785,"('insecure', 'secure')",-1.14649,-0.96101516,0.63719,0.74301946,-0.11950399,-0.023725163,-0.3958323,-0.2204748,-0.1753575
75,0.9481023,0.9933611,"('meek', 'impulsive')",0.14445302,0.16860968,-0.78654313,-0.7436278,-0.64402115,-0.54952943,-0.0845022,-0.0327966,-0.0517056
55,-0.9446007,-0.74088234,"('incompetent', 'clever')",-1.6734664,-1.2950697,0.39896592,0.7079647,-0.30176184,-0.096269354,-0.6302158,-0.3560642,-0.2741516
11,-0.9440559,-0.77300805,"('unhelpful', 'helpful')",-0.64705044,-0.2858851,-0.28080478,-0.0709856,2.218073,2.3802967,0.0865404,0.3126045,-0.2260641
20,-0.93758523,-0.7134332,"('rough', 'thoughtful')",0.003907386,0.13546607,1.2283518,1.2474548,1.0569042,0.9554848,0.3378946,0.4062431,-0.0683485
31,-0.9134888,-1.3823888,"('evil', 'good')",0.1293768,-0.08128882,-1.4602563,-1.5268561,-1.501941,-1.7260853,-0.9365773,-1.1791548,0.2425775
35,0.8938704,0.48081344,"('corrupt', 'incorrupt')",0.46684918,0.13693902,-1.0628198,-1.3344587,-0.2641412,-0.3554048,0.0084396,-0.2680278,0.2764674
27,-0.8768939,-0.9802045,"('hardhearted', 'softhearted')",-0.60042614,-0.5583508,-0.121871054,-0.5063071,1.2044064,0.863527,-0.0986961,-0.2953339,0.1966378
29,-0.871674,-0.9745131,"('unfair', 'fair')",0.11405735,0.18529704,-0.21084253,-0.22520384,-0.8114779,-0.8133515,-0.4449843,-0.4569429,0.0119586
26,-0.86366713,-1.2148905,"('hardhearted', 'benevolent')",1.7670913,1.7065986,0.8267603,0.62656033,1.485964,1.1646379,0.8040371,0.5707266,0.2333105
50,0.832715,0.704902,"('clumsy', 'skillful')",0.82292277,0.7649358,0.3078175,0.32937607,0.24431616,0.15544876,0.5519428,0.4886657,0.0632771
62,-0.8227395,-0.59033126,"('incompetent', 'brilliant')",-0.41974628,0.05517144,0.32771066,0.58503014,-0.016908096,0.1331617,-0.2329208,0.045758,-0.2786788
23,-0.80774105,-0.74151397,"('insincere', 'sincere')",-0.344476,-0.019738428,0.039084636,0.02838663,5.721081,6.013232,1.1519871,1.3200916,-0.1681045
77,-0.7739109,-0.2806955,"('unmotivated', 'motivated')",0.56082016,0.68914634,1.0768697,1.0264572,-1.0103583,-0.99663395,-0.0366448,0.1095685,-0.1462133
66,0.76514196,0.79956204,"('inactive', 'active')",1.7761271,1.7473024,1.9209373,1.9015046,1.0074705,0.9573549,1.3674192,1.351431,0.0159882
70,-0.71192145,-0.18085122,"('lethargic', 'energetic')",-0.82234454,-0.45051113,0.9784729,1.0891714,0.96424276,1.1324121,0.1021124,0.3975553,-0.2954429
6,-0.7025913,-1.030773,"('distant', 'open')",0.6945476,0.41937798,-1.3063225,-1.6858071,0.2577853,0.05071747,-0.2641452,-0.5616212,0.297476
32,-0.69877434,-0.8382763,"('unkind', 'kind')",-0.1765793,-0.111870155,0.95096886,0.7991365,1.2501988,1.1833065,0.3314535,0.2580741,0.0733794
15,-0.6922289,-0.90239537,"('boring', 'funny')",0.32907778,0.23229864,-1.0077764,-1.1773586,0.17581677,0.20277461,-0.2987777,-0.4111702,0.1123925
67,0.6837682,0.64636123,"('doubtful', 'determined')",0.1671126,0.40880617,0.7482684,0.83195645,-0.41142884,-0.21240439,0.2969301,0.4186799,-0.1217498
68,-0.67647237,-0.574583,"('dependent', 'independent')",-1.6853695,-1.8422729,0.21581796,0.07958966,-0.41608602,-0.58732253,-0.6405275,-0.7311472,0.0906197
63,-0.66827315,-0.60872287,"('unperceptive', 'insightful')",0.93231785,1.0211892,2.149395,2.0929441,1.2600759,1.201923,0.9183789,0.9268334,-0.0084545
49,-0.6638333,-0.51679826,"('unable', 'able')",-1.3273236,-1.05189,-0.6251744,-0.53828996,-0.3679578,-0.31189182,-0.7460722,-0.6047175,-0.1413547
84,0.66368526,0.5843178,"('inferior', 'superior')",0.7834373,0.86443734,0.8235902,0.8100455,0.9012982,0.9073067,0.7930028,0.7915268,0.001476
37,0.6614855,0.70868033,"('fake', 'genuine')",-0.71291184,-0.82534355,0.23954347,0.013487173,0.5026728,0.35293972,0.1726975,0.0624409,0.1102566
81,-0.6575051,-0.14990501,"('submissive', 'aggressive')",-0.42428583,-0.21237002,1.7731194,1.9406922,-0.38971338,-0.2216537,0.0754038,0.3391909,-0.2637871
82,-0.65589947,-0.39595672,"('poor', 'rich')",-0.7299841,-0.53699064,-0.32379884,-0.09892194,6.26588,6.5265,1.1390494,1.3736577,-0.2346083
60,-0.5970384,-0.2944295,"('inefficient', 'efficient')",-0.9642047,-0.6558789,1.2520397,1.2376944,0.19518653,0.33537197,-0.0285042,0.1556895,-0.1841937
47,-0.5692675,-0.5174308,"('stupid', 'smart')",0.5871354,0.6532319,0.5938207,0.6353434,5.28742,5.811177,1.4747771,1.6455803,-0.1708032
38,-0.56192553,-0.7437852,"('untruthful', 'truthful')",1.0785643,1.1021229,-0.4252689,-0.39499384,0.10022773,0.15575223,0.0478994,0.029774,0.0181254
33,0.5522097,0.53449345,"('wrong', 'right')",1.812079,1.6221195,0.1265233,-0.10615583,-0.6750225,-0.98371816,0.4539473,0.2666847,0.1872626
52,-0.5496367,-1.0905281,"('irrational', 'rational')",1.0510418,0.7531106,-1.3749198,-1.4433594,-0.46438092,-0.55455756,-0.3344739,-0.5838336,0.2493597
41,-0.5457756,-0.73011774,"('unforgiving', 'forgiving')",0.7756217,1.018076,0.4465413,0.46272188,0.015208811,-0.03188757,0.1728991,0.1796981,-0.006799
21,-0.533048,0.00439932,"('immoral', 'moral')",-0.2178465,0.041317947,0.44056958,0.6344205,-1.1296235,-0.6890996,-0.3599871,-0.0022405,-0.3577466
53,-0.52964294,-0.4736815,"('uncreative', 'creative')",1.0211787,0.92835593,0.14105415,-0.0035518706,1.531291,1.1606331,0.5409702,0.4029389,0.1380313
24,-0.5278062,-0.7264558,"('dishonest', 'honest')",0.10336807,0.09946616,-0.44701317,-0.70845646,0.99808574,0.9729527,0.0316586,-0.0906233,0.1222819
44,-0.51420313,-0.4176447,"('prejudiced', 'unprejudiced')",-0.71003973,-0.39172786,-0.42240804,-0.11861812,-1.6291445,-1.2794929,-0.8189489,-0.5518709,-0.267078
76,-0.51171,-0.18740132,"('anxious', 'daring')",-0.9615489,-0.5838355,0.8360336,1.3425269,0.6246887,0.9017902,-0.0031342,0.3682701,-0.3714043
39,0.5105441,0.4993137,"('exploitative', 'cooperative')",0.7485491,0.859887,1.1565636,1.1102785,-0.36300802,-0.18758947,0.5131623,0.5704724,-0.0573101
51,-0.49303785,-0.13327056,"('uneducated', 'educated')",-0.51659524,-0.5029544,0.78135765,0.89343077,0.7539795,0.766923,0.131426,0.2560322,-0.1246062
17,-0.4918403,-0.3939448,"('nasty', 'nice')",-0.3913978,-0.28614736,-1.2494688,-1.2128354,-0.75832105,-0.64924824,-0.722757,-0.6355439,-0.0872131
72,-0.47237915,-0.39498636,"('unambitious', 'ambitious')",0.2991528,0.28469092,0.4554493,0.40088806,-0.74839705,-0.92710674,-0.1165435,-0.1591285,0.042585
30,-0.4622812,-0.45210716,"('intolerant', 'tolerant')",0.059395317,0.2318046,0.052346624,-0.006350156,0.82626796,0.93402714,0.1189322,0.1768436,-0.0579114
22,-0.455194,-0.35578996,"('untrustworthy', 'trustworthy')",-0.76746607,-0.5884568,0.93923885,0.8316206,-1.1439246,-1.0494105,-0.3568364,-0.2905092,-0.0663272
54,-0.45194167,-0.2442439,"('incapable', 'capable')",1.1266823,1.1932104,0.15163535,0.14685284,0.6431227,0.8592495,0.3673747,0.4887672,-0.1213925
64,0.44003308,0.64294773,"('shy', 'confident')",0.6305025,0.9184123,1.7150308,1.9105656,-6.291048,-6.3120465,-0.8763704,-0.7100302,-0.1663402
16,-0.36298373,-0.4141789,"('unpopular', 'popular')",0.09907863,0.22505519,-0.18396503,-0.058232903,0.45382544,0.4842494,0.0014888,0.0592232,-0.0577344
18,-0.33148563,-0.2944574,"('disagreeable', 'welcoming')",-0.27811345,-0.2172839,-0.5010104,-0.49184465,-0.43728498,-0.49276114,-0.3869736,-0.3740868,-0.0128868
78,-0.32146424,-0.020449514,"('nonresilient', 'resilient')",0.9958845,1.1356741,1.7210501,1.9698863,0.5083921,0.39597592,0.7259656,0.8702717,-0.1443061
36,-0.32056057,-0.699437,"('hostile', 'amicable')",1.4792342,1.0299633,-1.247944,-1.6490911,0.07451039,-0.16271724,-0.00369,-0.3703205,0.3666305
87,0.3162736,0.5116561,"('unsuccessful', 'successful')",0.97564006,1.0874331,1.327376,1.5722563,0.7928611,0.8307489,0.8530377,1.0005236,-0.1474859
9,-0.28942516,-0.6823224,"('unaffectionate', 'caring')",1.691172,1.4816396,0.41484553,-0.0907955,0.90791404,0.6541542,0.6811266,0.340669,0.3404576
25,-0.26245692,-0.49407533,"('egoistic', 'altruistic')",0.41282162,0.13670665,-0.14005443,-0.33538377,1.2919228,1.2640042,0.3255583,0.1428129,0.1827454
83,-0.2520414,-0.17894422,"('powerless', 'powerful')",1.0899476,1.2227411,0.25182888,0.38928947,-0.9811045,-0.75248295,0.0271576,0.1701509,-0.1429933
58,-0.24201614,-0.17306635,"('undiscriminating', 'discriminating')",1.4447548,1.364887,1.1968734,1.0877715,0.017719096,-0.13195443,0.6043328,0.5369094,0.0674234
59,-0.20771673,-0.5758622,"('foolish', 'wise')",1.5995669,1.5060872,-1.0395386,-1.2874798,0.058440197,-0.013240535,0.102688,-0.0926238,0.1953118
4,-0.20622163,-0.35040414,"('disliked', 'liked')",0.587951,0.60598755,-0.10037118,-0.093477145,-5.98656,-6.5019493,-1.4263004,-1.5849608,0.1586604
2,0.19155963,0.19163686,"('unlikable', 'likable')",2.3739977,2.4984367,1.7369347,1.7861601,0.46517128,0.65071803,1.1919159,1.2817379,-0.089822
85,-0.18807667,-0.67664033,"('insignificant', 'prestigious')",2.4674106,2.1535006,-0.15966249,-0.24603777,-0.12710299,-0.24800679,0.4981421,0.2457039,0.2524382
56,-0.17937174,0.318607,"('impractical', 'practical')",-0.19139166,0.2074143,0.54488176,0.86197406,0.0037851743,0.19873482,0.0444759,0.3966826,-0.3522067
34,-0.16985348,-0.176983,"('mean', 'honorable')",0.3568621,0.39381042,0.5143345,0.4394719,6.389785,6.723676,1.772782,1.8449938,-0.0722118
71,0.1671308,0.056888618,"('diffident', 'self-confident')",2.2237756,2.2037864,0.76422244,0.6425633,0.50928706,0.56559074,0.916104,0.8672073,0.0488967
12,-0.1496615,0.009977333,"('unsupportive', 'supportive')",1.1980528,1.503222,1.3133303,1.341511,-1.5242037,-1.8069314,0.2093795,0.2619447,-0.0525652
80,-0.11599985,0.29329407,"('dominated', 'dominating')",-1.0549718,-0.7531903,1.8457959,2.082266,-1.0749633,-0.8448362,-0.1000348,0.1943834,-0.2944182
79,0.107107356,-0.08425916,"('wavering', 'unwavering')",0.41877335,0.3913356,-1.2510328,-1.22988,0.00875032,0.0041230917,-0.1791005,-0.2296701,0.0505696
19,-0.08833581,-0.20666635,"('inhospitable', 'hospitable')",0.033494752,-0.20609328,-0.9930589,-1.4442261,-0.118203714,-0.2185148,-0.2915259,-0.5188751,0.2273492
74,0.077207394,0.25854507,"('undedicated', 'dedicated')",0.6130823,0.857533,0.9649358,1.1195691,0.48999044,0.44002053,0.536304,0.6689169,-0.1326129
8,-0.06158328,-0.39825743,"('unaffectionate', 'affectionate')",0.96637976,0.752445,0.00029974803,-0.35314736,0.06695835,-0.16837668,0.2430137,-0.0418341,0.2848478
7,0.049999632,0.03192792,"('insensitive', 'sensitive')",-0.1583487,-0.015565291,0.5444677,0.33589095,0.9131657,0.7001563,0.3373211,0.2631025,0.0742186
5,-0.027600743,-0.19542326,"('distant', 'outgoing')",1.3725477,1.2186882,-0.8404745,-1.1305192,-0.38510787,-0.5206059,0.0298412,-0.156965,0.1868062
42,-0.019427963,0.29525477,"('unreliable', 'reliable')",0.7521298,1.0745032,1.5175775,1.8235445,-2.6559372,-2.6901221,-0.1014144,0.1257951,-0.2272095
13,0.011360077,0.21118346,"('impolite', 'polite')",-0.35896483,-0.2671457,0.35186622,0.2550587,0.1269483,0.11198379,0.0328024,0.0777701,-0.0449677
46,0.0042173816,0.7051719,"('uncompetitive', 'competitive')",-0.1629479,0.16588177,1.8398265,2.1989613,-0.22730248,-0.22770959,0.3634484,0.7105764,-0.347128
