,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
57,-1.633196,-1.6073077,"('unimaginative', 'imaginative')",-3.1696298,-3.3302968,-2.401413,-2.4688022,0.0673892
86,-1.545075,-1.6702908,"('uninfluential', 'influential')",-0.116279334,-0.24567454,-0.8306772,-0.9579827,0.1273055
45,-1.4995972,-1.368857,"('incompetent', 'competent')",0.06891974,0.02782473,-0.7153387,-0.6705161,-0.0448226
10,-1.4987582,-1.4768744,"('unsympathetic', 'sympathetic')",-0.37217602,-0.43069032,-0.9354671,-0.9537823,0.0183152
53,-1.3576566,-1.3758568,"('uncreative', 'creative')",0.19693738,0.22429459,-0.5803596,-0.5757811,-0.0045785
70,-1.0697958,-0.9026397,"('lethargic', 'energetic')",0.43086663,0.44606635,-0.3194646,-0.2282867,-0.0911779
28,-1.0338343,-1.164036,"('disloyal', 'loyal')",0.9585105,0.9817702,-0.0376619,-0.0911329,0.053471
1,-0.9694478,-1.2589296,"('unfriendly', 'friendly')",1.3455861,1.2390467,0.1880691,-0.0099415,0.1980106
11,-0.9526539,-0.7653891,"('unhelpful', 'helpful')",1.401741,1.6182244,0.2245436,0.4264176,-0.201874
8,-0.90691775,-1.0008526,"('unaffectionate', 'affectionate')",0.5290656,0.541739,-0.1889261,-0.2295568,0.0406307
68,-0.84788024,-0.8477307,"('dependent', 'independent')",-0.50153756,-0.4500585,-0.6747089,-0.6488946,-0.0258143
82,-0.83557045,-0.48686525,"('poor', 'rich')",6.2699656,6.7244945,2.7171977,3.1188147,-0.401617
63,-0.8076544,-0.8442932,"('unperceptive', 'insightful')",0.792467,0.8794167,-0.0075937,0.0175618,-0.0251555
43,-0.79434705,-0.76494825,"('irresponsible', 'responsible')",0.28314194,0.28636852,-0.2556025,-0.2392899,-0.0163126
9,-0.7885622,-0.85210735,"('unaffectionate', 'caring')",0.81735605,0.8528454,0.0143969,0.000369,0.0140279
