,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
22,-0.7622275,-0.5902852,"('untrustworthy', 'trustworthy')",-0.93879724,-0.9206012,-0.8505124,-0.7554432,-0.0950692
73,0.74723923,0.81754875,"('helpless', 'self-reliant')",-3.5112848,-3.3915288,-1.3820229,-1.28699,-0.0950329
38,-0.7387015,-0.7363561,"('untruthful', 'truthful')",-0.47848323,-0.24583505,-0.6085924,-0.4910956,-0.1174968
55,-0.73005974,-0.5585787,"('incompetent', 'clever')",0.42346835,0.447736,-0.1532957,-0.0554214,-0.0978743
46,-0.72849834,-0.59180236,"('uncompetitive', 'competitive')",-0.7744035,-0.7296752,-0.7514509,-0.6607388,-0.0907121
0,-0.7237658,-0.86927426,"('unsociable', 'sociable')",-0.046024233,-0.19892076,-0.384895,-0.5340975,0.1492025
84,0.7147372,0.6136207,"('inferior', 'superior')",0.9264363,1.0503066,0.8205867,0.8319637,-0.011377
6,-0.70205456,-0.8048439,"('distant', 'open')",-0.6084243,-0.55076027,-0.6552395,-0.6778021,0.0225626
48,-0.6897288,-0.68763185,"('unintelligent', 'intelligent')",0.61396927,0.6065108,-0.0378798,-0.0405605,0.0026807
83,0.6855571,0.81081665,"('powerless', 'powerful')",-1.1880563,-1.0198629,-0.2512496,-0.1045231,-0.1467265
65,-0.6789357,-0.5630304,"('insecure', 'secure')",-0.23976508,0.0039323196,-0.4593504,-0.2795491,-0.1798013
18,-0.6725703,-0.85464936,"('disagreeable', 'welcoming')",-0.3988045,-0.6025627,-0.5356874,-0.728606,0.1929186
39,0.6556062,0.59996593,"('exploitative', 'cooperative')",0.14759088,0.09639602,0.4015985,0.348181,0.0534175
37,-0.6483273,-0.72482663,"('fake', 'genuine')",0.1728921,0.23126373,-0.2377176,-0.2467815,0.0090639
13,-0.6366078,-0.639965,"('impolite', 'polite')",-0.87446666,-0.8494394,-0.7555373,-0.7447022,-0.0108351
21,-0.62034297,-0.6490073,"('immoral', 'moral')",-0.34890887,-0.4302806,-0.4846259,-0.5396439,0.055018
71,0.5868535,0.57680506,"('diffident', 'self-confident')",0.4666817,0.4293475,0.5267676,0.5030763,0.0236913
62,-0.5823324,-0.26514196,"('incompetent', 'brilliant')",0.24591476,0.5188903,-0.1682088,0.1268742,-0.295083
69,0.57419074,0.40937597,"('lazy', 'industrious')",-0.82669544,-0.95713955,-0.1262524,-0.2738818,0.1476294
51,-0.5708641,-0.55697167,"('uneducated', 'educated')",0.73115313,0.5867852,0.0801445,0.0149068,0.0652377
41,-0.5562205,-0.75989527,"('unforgiving', 'forgiving')",0.02039333,-0.36095196,-0.2679136,-0.5604236,0.29251
19,-0.544175,-0.61516666,"('inhospitable', 'hospitable')",-0.46745765,-0.5274366,-0.5058163,-0.5713016,0.0654853
74,-0.54411405,-0.48622823,"('undedicated', 'dedicated')",-0.09020759,-0.16647834,-0.3171608,-0.3263533,0.0091925
7,-0.53935796,-0.62231,"('insensitive', 'sensitive')",0.47125056,0.43771583,-0.0340537,-0.0922971,0.0582434
5,-0.5358167,-0.57120407,"('distant', 'outgoing')",-0.85705405,-0.7074279,-0.6964354,-0.639316,-0.0571194
23,-0.51718944,-0.46051785,"('insincere', 'sincere')",5.6414504,6.021065,2.5621305,2.7802737,-0.2181432
2,0.50190073,0.5460522,"('unlikable', 'likable')",0.52438414,0.41049898,0.5131425,0.4782756,0.0348669
35,-0.4818675,-0.52135,"('corrupt', 'incorrupt')",-0.44087166,-0.46630716,-0.4613696,-0.4938286,0.032459
24,-0.4817652,-0.47509158,"('dishonest', 'honest')",0.54812807,0.59595215,0.0331814,0.0604303,-0.0272489
67,0.46142718,0.42801744,"('doubtful', 'determined')",-0.6806996,-0.5622917,-0.1096362,-0.0671371,-0.0424991
72,-0.42721766,-0.25573105,"('unambitious', 'ambitious')",-0.76440024,-0.40565032,-0.595809,-0.3306907,-0.2651183
58,-0.4070508,-0.46248367,"('undiscriminating', 'discriminating')",0.2565369,0.17296904,-0.0752569,-0.1447573,0.0695004
33,0.39118874,0.22045627,"('wrong', 'right')",-0.98975277,-0.91307896,-0.299282,-0.3463113,0.0470293
54,-0.38341218,-0.38144696,"('incapable', 'capable')",0.48213908,0.6958442,0.0493634,0.1571986,-0.1078352
42,0.36738592,0.4665463,"('unreliable', 'reliable')",-3.0102124,-3.1058893,-1.3214133,-1.3196715,-0.0017418
60,-0.36263537,-0.19129337,"('inefficient', 'efficient')",-0.004243767,0.18638125,-0.1834396,-0.0024561,-0.1809835
52,-0.35523587,-0.6220339,"('irrational', 'rational')",-0.27756268,-0.33623293,-0.3163993,-0.4791334,0.1627341
49,-0.34803197,-0.10176502,"('unable', 'able')",-0.6015715,-0.35768193,-0.4748017,-0.2297235,-0.2450782
16,-0.3339701,-0.403122,"('unpopular', 'popular')",0.22718392,0.084061764,-0.0533931,-0.1595301,0.106137
61,-0.33031285,-0.6300995,"('illogical', 'logical')",0.535264,0.34488502,0.1024756,-0.1426072,0.2450828
88,-0.305955,-0.5197588,"('low', 'eminent')",-0.285271,-0.38675144,-0.295613,-0.4532551,0.1576421
85,0.3035585,0.10322666,"('insignificant', 'prestigious')",0.098254405,-0.07118567,0.2009065,0.0160205,0.184886
80,-0.25102845,-0.11605825,"('dominated', 'dominating')",-0.6744494,-0.5978659,-0.4627389,-0.3569621,-0.1057768
81,-0.25098678,0.011193536,"('submissive', 'aggressive')",-0.5175916,-0.33718148,-0.3842892,-0.162994,-0.2212952
3,-0.23654784,-0.22276497,"('repellent', 'pleasant')",0.79422736,0.7855877,0.2788398,0.2814114,-0.0025716
77,-0.23586535,-0.2652184,"('unmotivated', 'motivated')",-1.1882399,-1.1424264,-0.7120526,-0.7038224,-0.0082302
27,-0.23249862,-0.40754193,"('hardhearted', 'softhearted')",1.2214961,0.9770757,0.4944987,0.2847669,0.2097318
29,-0.21248412,-0.1655392,"('unfair', 'fair')",-0.44916922,-0.5528727,-0.3308267,-0.359206,0.0283793
20,0.2074757,0.20401385,"('rough', 'thoughtful')",0.91604054,0.9425837,0.5617581,0.5732988,-0.0115407
78,-0.20600149,-0.12428634,"('nonresilient', 'resilient')",0.08216652,0.17016587,-0.0619175,0.0229398,-0.0848573
47,0.19413564,0.3966842,"('stupid', 'smart')",5.277471,5.7285933,2.7358034,3.0626388,-0.3268354
12,-0.18830581,-0.21294041,"('unsupportive', 'supportive')",-2.0364373,-2.1769845,-1.1123716,-1.1949625,0.0825909
56,0.1853657,0.4427567,"('impractical', 'practical')",-0.639971,-0.38688987,-0.2273027,0.0279334,-0.2552361
14,0.1565916,0.2706599,"('antisocial', 'social')",0.0662295,-0.022203945,0.1114105,0.124228,-0.0128175
17,-0.15163134,-0.18486619,"('nasty', 'nice')",-0.78809035,-0.88970107,-0.4698609,-0.5372837,0.0674228
40,-0.14701445,-0.054724276,"('stingy', 'generous')",-1.6414869,-1.7595757,-0.8942507,-0.90715,0.0128993
76,-0.14065564,0.12258343,"('anxious', 'daring')",-0.21375147,-0.0072262734,-0.1772036,0.0576786,-0.2348822
30,-0.12900746,-0.074808046,"('intolerant', 'tolerant')",0.567806,0.59255725,0.2193993,0.2588746,-0.0394753
50,-0.12029599,-0.19955647,"('clumsy', 'skillful')",0.017801866,0.080645725,-0.0512471,-0.0594554,0.0082083
44,-0.11830793,-0.18637015,"('prejudiced', 'unprejudiced')",-1.2279035,-1.3856479,-0.6731057,-0.786009,0.1129033
64,-0.10968367,-0.32984793,"('shy', 'confident')",-6.3052,-6.705243,-3.2074418,-3.5175455,0.3101037
15,0.10593593,0.1913213,"('boring', 'funny')",-0.31188416,-0.27804333,-0.1029741,-0.043361,-0.0596131
32,-0.09548749,-0.2679084,"('unkind', 'kind')",0.76626503,0.5409478,0.3353888,0.1365197,0.1988691
87,0.094621584,0.16619436,"('unsuccessful', 'successful')",1.0485954,1.0916686,0.5716085,0.6289315,-0.057323
36,-0.08211213,-0.3602962,"('hostile', 'amicable')",-0.38977754,-0.5839185,-0.2359448,-0.4721074,0.2361626
79,0.08173468,-0.0013141427,"('wavering', 'unwavering')",-0.4853671,-0.41771582,-0.2018162,-0.209515,0.0076988
26,-0.068766065,-0.3013866,"('hardhearted', 'benevolent')",1.8652518,1.4708532,0.8982428,0.5847333,0.3135095
75,-0.06542102,0.18410471,"('meek', 'impulsive')",-0.8515239,-0.72651654,-0.4584725,-0.2712059,-0.1872666
34,-0.054454356,0.1338444,"('mean', 'honorable')",5.441665,5.8396664,2.6936054,2.9867554,-0.29315
25,-0.05442992,-0.12560323,"('egoistic', 'altruistic')",1.274566,1.2423108,0.6100681,0.5583538,0.0517143
59,-0.039825343,-0.13630733,"('foolish', 'wise')",-0.20866665,-0.13016598,-0.124246,-0.1332366,0.0089906
66,-0.021635562,-0.04013803,"('inactive', 'active')",0.5328614,0.35398304,0.2556129,0.1569225,0.0986904
31,0.012803721,-0.21703674,"('evil', 'good')",-0.7205759,-0.9362415,-0.3538861,-0.5766391,0.222753
4,0.0053560156,-0.0444064,"('disliked', 'liked')",-6.5450597,-6.9073696,-3.2698519,-3.475888,0.2060361
