,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,male-female
1,-2.9282045,-3.1552985,"('unfriendly', 'friendly')",-1.2737705,-1.5148613,-1.2034082,-1.6543909,1.653547,1.0675209,-0.937959,-1.3142574,0.3762984
86,-2.779889,-2.8741903,"('uninfluential', 'influential')",0.77086765,0.4303846,-1.1718874,-1.2868006,-0.1661344,-0.25916287,-0.8367608,-0.9974423,0.1606815
8,-2.278734,-2.5400944,"('unaffectionate', 'affectionate')",-1.0960141,-1.3563372,-0.73264587,-1.1965824,0.6713381,0.22270463,-0.859014,-1.2175773,0.3585633
9,-2.2150683,-2.4284549,"('unaffectionate', 'caring')",-0.61206573,-0.91910404,-0.87791693,-1.192056,1.4703217,1.0876093,-0.5586823,-0.8630013,0.304319
0,-2.209674,-2.2357233,"('unsociable', 'sociable')",0.9700874,0.8846729,0.08459586,0.088587284,0.23937055,0.3318339,-0.228905,-0.2326573,0.0037523
44,1.9367149,2.2677376,"('prejudiced', 'unprejudiced')",-0.15973364,0.14075024,0.2723957,0.5483186,-1.3504575,-1.0645431,0.1747299,0.4730658,-0.2983359
10,-1.912326,-1.8858588,"('unsympathetic', 'sympathetic')",0.8272391,0.5335299,-0.33565205,-0.30445758,0.29096666,0.4104018,-0.2824431,-0.3115962,0.0291531
69,1.7824205,1.7750614,"('lazy', 'industrious')",-1.2906064,-1.0890925,-0.5769187,-0.74131125,-1.5177171,-1.578504,-0.4007054,-0.4084616,0.0077562
45,-1.7440383,-1.6191221,"('incompetent', 'competent')",0.26614666,0.15997967,-0.3722454,-0.14325713,-0.048864573,0.3152812,-0.4747504,-0.3217796,-0.1529708
24,-1.6749307,-1.7886102,"('dishonest', 'honest')",-0.90604186,-1.1128079,-0.8724842,-1.0275141,0.961398,0.883308,-0.6230147,-0.7614061,0.1383914
27,-1.4788377,-1.4658723,"('hardhearted', 'softhearted')",-1.061383,-1.0957657,-0.13040592,-0.32267898,1.1648664,0.77490354,-0.37644,-0.5273533,0.1509133
73,1.4160872,1.435888,"('helpless', 'self-reliant')",-0.23082338,-0.14974722,-0.1893388,-0.24485959,-3.5703201,-3.6008136,-0.6435988,-0.6398831,-0.0037157
19,-1.397242,-1.5420128,"('inhospitable', 'hospitable')",-2.2593446,-2.3509896,-1.3513881,-1.6300437,-0.9494117,-1.273292,-1.4893466,-1.6990846,0.209738
28,-1.3690635,-1.5706928,"('disloyal', 'loyal')",1.0723151,0.8088847,-0.52481157,-0.6601108,1.907406,1.6341566,0.2714615,0.0530594,0.2184021
53,-1.3256842,-1.2786359,"('uncreative', 'creative')",0.6964744,0.60188127,-0.81012684,-0.822285,1.135063,0.7906796,-0.0760684,-0.17709,0.1010216
35,1.3185121,1.1415727,"('corrupt', 'incorrupt')",-2.5689163,-2.3949661,-0.7946406,-0.9679426,-1.020118,-1.3278142,-0.7662907,-0.8872875,0.1209968
67,1.2359551,1.1492826,"('doubtful', 'determined')",0.38368425,0.46714452,0.8524666,0.8327641,-0.95768327,-0.78659874,0.3786057,0.4156481,-0.0370424
23,-1.180734,-1.2496022,"('insincere', 'sincere')",1.5559564,1.2357062,0.4046738,0.37417164,6.3329506,6.2826805,1.7782117,1.6607391,0.1174726
46,-1.1222149,-0.8503799,"('uncompetitive', 'competitive')",1.9462225,1.9169142,0.23605849,0.5519111,-0.39782307,-0.05330931,0.1655608,0.391284,-0.2257232
75,1.1124818,1.2068517,"('meek', 'impulsive')",-0.6212729,-0.436869,-1.3331288,-1.1091696,-1.269764,-1.0719016,-0.527921,-0.3527721,-0.1751489
13,-0.97187734,-0.8422706,"('impolite', 'polite')",1.5069032,1.5955135,1.1659206,1.3314916,-0.51597166,-0.3167644,0.2962437,0.4419925,-0.1457488
61,-0.9500042,-1.0386418,"('illogical', 'logical')",0.9346171,0.7999276,-0.018841045,-0.06892855,0.6038419,0.46621042,0.1424034,0.0396419,0.1027615
43,-0.949343,-0.7266746,"('irresponsible', 'responsible')",0.8005233,0.8785786,-0.22068684,0.027308363,0.68627536,1.0583099,0.0791922,0.3093806,-0.2301884
84,0.9368511,0.87501645,"('inferior', 'superior')",-0.30164692,-0.27930367,0.3222832,0.15562311,0.87466633,0.71208626,0.4580384,0.3658555,0.0921829
66,-0.9009341,-0.67559975,"('inactive', 'active')",-2.1723895,-2.0114617,-1.6444975,-1.5589467,-0.23377965,-0.4645099,-1.2379001,-1.1776296,-0.0602705
32,-0.88132715,-0.8757491,"('unkind', 'kind')",0.8609343,0.68907785,0.41408393,0.39346975,1.233907,1.2629884,0.4068995,0.3674467,0.0394528
50,0.8778645,0.9147508,"('clumsy', 'skillful')",0.31010017,0.3250905,0.60840464,0.6094974,0.1813226,-0.02468364,0.494423,0.4561638,0.0382592
6,-0.8653738,-0.9417523,"('distant', 'open')",-3.3235476,-3.26068,-2.2490392,-2.706515,-1.1149294,-1.6148871,-1.8882225,-2.1309586,0.2427361
63,-0.8600325,-0.7061698,"('unperceptive', 'insightful')",1.0209675,1.0294002,0.22113131,0.35498402,0.4174667,0.66365397,0.1998833,0.3354671,-0.1355838
58,-0.8335349,-0.8059477,"('undiscriminating', 'discriminating')",0.2995545,0.2023655,-0.6074351,-0.636276,0.27927658,0.23050651,-0.2155347,-0.2523379,0.0368032
15,0.81750447,0.8848032,"('boring', 'funny')",-0.7029434,-0.47869638,0.24077636,0.32037228,-0.5104067,-0.40947807,-0.0387673,0.0792502,-0.1180175
78,-0.8106293,-0.71257794,"('nonresilient', 'resilient')",0.70940745,0.6212744,-0.378178,-0.4273688,0.059073612,-0.061271623,-0.1050816,-0.144986,0.0399044
82,-0.80341524,-0.80731094,"('poor', 'rich')",0.72834116,0.4888002,-0.13667464,-0.06718972,6.7804074,6.7278805,1.6421647,1.5855451,0.0566196
54,-0.79878604,-0.85149956,"('incapable', 'capable')",-0.4084678,-0.5366602,-0.6251954,-0.7496075,0.26967102,0.19675948,-0.3906946,-0.485252,0.0945574
25,-0.7409862,-0.87633437,"('egoistic', 'altruistic')",-1.1919383,-1.2095542,-0.44814754,-0.6540696,0.96580917,0.5573158,-0.3538157,-0.5456606,0.1918449
55,-0.73816526,-0.62884945,"('incompetent', 'clever')",3.0341656,2.9095716,0.7374866,1.060044,1.049329,1.3822505,1.020704,1.1807542,-0.1600502
64,0.709945,0.82770586,"('shy', 'confident')",-0.12577613,0.06550589,-0.23653565,-0.07153466,-6.5931373,-6.188971,-1.561376,-1.3418235,-0.2195525
7,-0.67783594,-0.48567408,"('insensitive', 'sensitive')",1.154306,1.1247165,0.60932326,0.7173479,0.852676,0.9513218,0.4846174,0.576928,-0.0923106
48,-0.6771903,-0.7819367,"('unintelligent', 'intelligent')",2.6424878,2.3486068,0.3244164,0.2898119,1.1790134,1.0690964,0.8671818,0.7313946,0.1357872
42,0.67416,0.9177316,"('unreliable', 'reliable')",-1.2651635,-1.0115417,0.03240855,0.317545,-3.5468118,-3.2095673,-1.0263517,-0.7464581,-0.2798936
39,0.65806365,0.64409304,"('exploitative', 'cooperative')",1.0977805,1.1333542,1.4694139,1.4699367,0.4816276,0.52699,0.9267214,0.9435935,-0.0168721
38,-0.65780455,-0.6101492,"('untruthful', 'truthful')",-0.13146542,-0.06439187,-0.9623549,-0.9045241,-0.2994915,-0.3363579,-0.5127791,-0.4788557,-0.0339234
74,-0.64505786,-0.5940624,"('undedicated', 'dedicated')",0.52959585,0.49904892,0.030530097,0.08762418,0.049910188,0.10013397,-0.0087554,0.0231862,-0.0319416
31,-0.6258127,-0.8648524,"('evil', 'good')",-2.6598659,-2.6009784,-1.4497828,-1.873649,-1.4342693,-1.8651485,-1.5424327,-1.8011571,0.2587244
51,-0.609741,-0.62285477,"('uneducated', 'educated')",1.7024674,1.4456346,0.48318195,0.5147827,0.61566913,0.49459597,0.5478944,0.4580396,0.0898548
20,0.60659856,0.7097317,"('rough', 'thoughtful')",1.5979608,1.5877056,0.47067156,0.5082403,0.95216995,0.78285754,0.9068502,0.8971337,0.0097165
41,-0.59299636,-0.78275937,"('unforgiving', 'forgiving')",-0.28656116,-0.5014847,0.40204,0.12800622,-0.15129536,-0.16047974,-0.1572032,-0.3291794,0.1719762
72,-0.5733774,-0.604753,"('unambitious', 'ambitious')",0.6138574,0.49286944,-0.7793188,-0.7453735,-0.43493903,-0.47177872,-0.2934445,-0.3322589,0.0388144
12,-0.5532382,-0.48857948,"('unsupportive', 'supportive')",0.9506689,0.94098604,-0.3801452,-0.40277433,-1.8943373,-1.7946662,-0.469263,-0.4362585,-0.0330045
26,-0.54793566,-0.5101665,"('hardhearted', 'benevolent')",-0.18631649,-0.24876696,0.39139977,0.19531429,1.8143452,1.7098604,0.3678732,0.2865603,0.0813129
70,-0.5298167,-0.26234677,"('lethargic', 'energetic')",0.63825214,0.6447026,0.45467556,0.7549726,0.6868479,1.1221339,0.3124897,0.5648656,-0.2523759
47,-0.49491712,-0.43165946,"('stupid', 'smart')",1.3861402,1.347865,0.8586949,0.93553096,5.5029655,5.666457,1.8132209,1.8795484,-0.0663275
79,-0.49000257,-0.5225262,"('wavering', 'unwavering')",-2.1776288,-2.1291249,-1.5806427,-1.7203673,-0.95431566,-1.2124088,-1.3006474,-1.3961067,0.0954593
57,-0.48573804,-0.27421317,"('unimaginative', 'imaginative')",1.4323139,1.5057728,-1.0378796,-0.8112054,-2.5498059,-2.3335545,-0.6602774,-0.4783001,-0.1819773
60,-0.47234097,-0.41811612,"('inefficient', 'efficient')",3.706829,3.452209,1.4252721,1.5860077,0.6356642,0.9392031,1.3238561,1.3898259,-0.0659698
3,-0.45901757,-0.48248392,"('repellent', 'pleasant')",0.66860026,0.5392986,0.36293218,0.46973684,1.2593886,1.3270845,0.4579759,0.463409,-0.0054331
5,-0.45288473,-0.5872276,"('distant', 'outgoing')",-3.0424223,-2.939284,-1.885096,-2.241064,-1.2961955,-1.6257862,-1.6691496,-1.8483405,0.1791909
37,-0.4245051,-0.4617687,"('fake', 'genuine')",-0.24429257,-0.38910055,0.014684283,0.03878305,0.42252186,0.24412875,-0.0578979,-0.1419894,0.0840915
87,-0.42004463,-0.25898167,"('unsuccessful', 'successful')",-0.022106737,0.13274498,-0.07044568,0.04493937,0.26067272,0.5709468,-0.0629811,0.1224124,-0.1853935
62,-0.4198303,-0.22041419,"('incompetent', 'brilliant')",2.1037393,2.1384912,0.52312213,0.9288321,0.15023653,0.6189425,0.5893169,0.8664629,-0.277146
59,0.41858506,0.2372828,"('foolish', 'wise')",-1.3554788,-1.2984588,-0.16398773,-0.411884,-0.39773378,-0.7112352,-0.3746538,-0.5460739,0.1714201
2,0.4033296,0.477397,"('unlikable', 'likable')",0.4708496,0.49502662,0.73727787,0.9005618,0.4208097,0.5354611,0.5080667,0.6021116,-0.0940449
85,-0.37933967,-0.52416164,"('insignificant', 'prestigious')",-2.215345,-2.1724787,-0.4647431,-0.8409847,-0.20732497,-0.70990306,-0.8166882,-1.061882,0.2451938
16,-0.36196676,-0.3917276,"('unpopular', 'popular')",-1.5233697,-1.4485532,-0.5399307,-0.6581544,0.035874635,-0.22448152,-0.5973482,-0.6807292,0.083381
65,-0.3310014,-0.13626234,"('insecure', 'secure')",1.3706545,1.40698,0.99370444,1.2927035,0.10554456,0.60708994,0.5347255,0.7926278,-0.2579023
11,-0.30605572,-0.227627,"('unhelpful', 'helpful')",2.6051526,2.5343826,0.3255945,0.45461515,2.416921,2.5485184,1.260403,1.3274722,-0.0670692
81,0.3050894,0.4234466,"('submissive', 'aggressive')",2.4316096,2.4315705,0.7052314,1.1488922,-0.7809129,-0.18160996,0.6652544,0.9555748,-0.2903204
30,-0.27151883,-0.22590818,"('intolerant', 'tolerant')",2.1035838,2.0798993,1.1345506,1.3069174,0.7501956,1.0115792,0.9292028,1.0431219,-0.1139191
77,-0.258174,-0.22529984,"('unmotivated', 'motivated')",1.5057489,1.3835592,0.12165171,0.2531914,-1.4627482,-1.3544565,-0.0233804,0.0142486,-0.037629
14,-0.24723463,-0.040203393,"('antisocial', 'social')",2.3424609,2.3821747,1.2402754,1.581241,-0.16806762,0.45919514,0.7918585,1.0956019,-0.3037434
22,-0.23539265,-0.041545488,"('untrustworthy', 'trustworthy')",0.4502939,0.3977186,0.33003294,0.46258697,-0.6866828,-0.48769835,-0.0354372,0.0827654,-0.1182026
71,-0.23345459,-0.104989365,"('diffident', 'self-confident')",0.15457124,0.38888258,-0.2554724,-0.34417838,0.048680805,0.16858967,-0.0714187,0.0270761,-0.0984948
36,-0.22753209,-0.33589408,"('hostile', 'amicable')",-2.2331786,-2.216413,-1.6649857,-1.9183664,-0.3351995,-0.8465027,-1.1152239,-1.3292941,0.2140702
56,-0.22690213,-0.025115397,"('impractical', 'practical')",1.8095971,1.8926888,0.6740604,0.9862301,-0.8706345,-0.27463537,0.3465302,0.644792,-0.2982618
52,-0.22362259,-0.5343136,"('irrational', 'rational')",-1.9746996,-2.0356605,-0.9666521,-1.397612,-0.086988,-0.65977794,-0.8129906,-1.156841,0.3438504
18,-0.2117398,-0.17064027,"('disagreeable', 'welcoming')",-0.2211935,-0.2562644,-0.3958942,-0.5262225,-0.3791531,-0.6052561,-0.3019952,-0.3895958,0.0876006
40,-0.20618509,-0.19331773,"('stingy', 'generous')",-0.58261913,-0.60376555,-0.35945782,-0.49182746,-1.3554386,-1.6124887,-0.6259252,-0.7253499,0.0994247
21,-0.19961831,-0.07707381,"('immoral', 'moral')",1.8735747,1.8244816,1.3034163,1.498738,-0.6015034,-0.22556654,0.5939673,0.7551448,-0.1611775
49,0.1840286,0.2327967,"('unable', 'able')",0.589745,0.63597995,0.06272575,0.18173623,-0.5426569,-0.37142605,0.0734606,0.1697717,-0.0963111
17,-0.16947901,-0.27581507,"('nasty', 'nice')",-0.6976702,-0.77371776,0.11253931,-0.056950323,-0.8776966,-1.0584553,-0.4080766,-0.5412346,0.133158
76,0.122946054,0.37753716,"('anxious', 'daring')",1.1870785,1.2991263,0.77329814,1.188869,0.12322171,0.49880072,0.551636,0.8410833,-0.2894473
88,-0.10356474,-0.112383485,"('low', 'eminent')",0.5511675,0.57381684,-0.35750362,-0.34643137,0.07712219,0.08740094,0.0418053,0.0506007,-0.0087954
33,0.09174991,-0.04730412,"('wrong', 'right')",-0.53946435,-0.6023519,-0.30846724,-0.5058841,-1.3275439,-1.5058881,-0.5209314,-0.6653571,0.1444257
68,0.06592768,0.0392697,"('dependent', 'independent')",-0.61403066,-0.5813965,-0.40111375,-0.3499559,-0.8111212,-0.93192524,-0.4400845,-0.456002,0.0159175
29,-0.043292135,-0.15237914,"('unfair', 'fair')",-1.1774912,-1.1928335,-1.2617172,-1.3095924,-0.45989367,-0.71042264,-0.7355986,-0.8413069,0.1057083
34,-0.04302669,0.056032926,"('mean', 'honorable')",0.40884417,0.4518845,-0.16686366,-0.07436496,5.818898,5.793083,1.504463,1.5566589,-0.0521959
80,-0.01956895,0.3120011,"('dominated', 'dominating')",0.9760137,1.0805435,0.7051709,1.2248878,-0.95830023,-0.547176,0.1758288,0.5175642,-0.3417354
83,-0.011064034,0.09842742,"('powerless', 'powerful')",0.96059006,0.9792158,-0.66751,-0.5004676,-1.1928402,-1.0798998,-0.227706,-0.125681,-0.102025
4,-0.008919533,0.016019918,"('disliked', 'liked')",-2.2748983,-1.9947724,-1.0540763,-1.0616833,-7.181727,-6.998972,-2.6299052,-2.5098519,-0.1200533
