,rohm_male,rohm_female,tuple,&_male,&_female,haas_male,haas_female,co_male,co_female,average_male,average_female,male-female
3,-2.1850371,-2.3220026,"('repellent', 'pleasant')",-0.36194807,-0.3595257,-1.8625275,-2.0133748,0.28779107,0.15166463,-1.0304303,-1.1358097,0.1053794
48,-2.1538115,-2.2722175,"('unintelligent', 'intelligent')",-1.8254174,-1.8951228,-1.6042943,-1.534225,-0.30575997,-0.43460336,-1.4723208,-1.5340421,0.0617213
7,-2.0736196,-2.2223797,"('insensitive', 'sensitive')",-1.6347198,-1.8401515,-0.718273,-0.75844,0.31937674,0.13155417,-1.0268089,-1.1723543,0.1455454
6,1.9562032,2.1224616,"('distant', 'open')",1.2132137,1.1295676,1.7529975,1.8223945,0.065452814,0.42295486,1.2469668,1.3743447,-0.1273779
5,1.9323756,2.1288462,"('distant', 'outgoing')",1.0412543,1.0653335,2.2473404,2.2995152,-0.07196074,0.22989278,1.2872523,1.4308969,-0.1436446
86,-1.9304804,-1.8225857,"('uninfluential', 'influential')",-0.9281493,-1.0299842,-0.7191287,-0.4928902,-0.43184108,-0.439822,-1.0023998,-0.9463205,-0.0560793
59,1.8830149,2.0590868,"('foolish', 'wise')",1.3324467,1.3144133,0.8945906,0.91170156,-0.12041252,0.18516049,0.9974099,1.1175905,-0.1201806
76,-1.8592899,-2.1698282,"('anxious', 'daring')",-0.026825339,-0.3377387,-1.5094011,-1.6593579,-0.21160059,-0.53691155,-0.9017792,-1.1759591,0.2741799
33,1.8391185,1.8722734,"('wrong', 'right')",0.8297677,0.8800752,2.1038024,2.174885,-0.4870487,-0.3055547,1.0714101,1.1554197,-0.0840096
43,-1.8043435,-2.0369105,"('irresponsible', 'responsible')",-2.1176648,-2.3423104,-0.30118454,-0.16985008,0.522357,0.24105698,-0.9252089,-1.0770035,0.1517946
23,-1.6846501,-1.7361052,"('insincere', 'sincere')",-2.0719247,-2.128105,-0.4768327,-0.3722989,6.131825,5.6428304,0.4746044,0.3515804,0.123024
28,-1.6390893,-1.4874423,"('disloyal', 'loyal')",-1.4877672,-1.5109973,-0.9858987,-0.6450972,0.70673424,0.5983949,-0.8515053,-0.7612855,-0.0902198
24,-1.6275387,-1.7169603,"('dishonest', 'honest')",-3.018581,-2.9790406,-1.5886594,-1.3147765,0.5117503,0.36822566,-1.4307572,-1.410638,-0.0201192
12,-1.5922399,-1.5061538,"('unsupportive', 'supportive')",0.109493926,-0.21101585,0.82614845,0.8385414,-1.8115503,-1.8411132,-0.6170369,-0.6799353,0.0628984
82,-1.5907985,-1.7584357,"('poor', 'rich')",-1.4801664,-1.7172742,-2.3531427,-2.2654505,5.915941,5.682827,0.1229584,-0.0145833,0.1375417
52,1.5760446,1.831381,"('irrational', 'rational')",1.1503711,1.2342062,1.0460277,1.0839465,-0.25272948,0.13544327,0.8799285,1.0712441,-0.1913156
47,-1.5633159,-1.639724,"('stupid', 'smart')",-0.6939966,-0.6465569,-0.6285558,-0.6290349,5.1055713,4.712366,0.5549257,0.4492626,0.1056631
62,-1.5224875,-1.6841112,"('incompetent', 'brilliant')",-1.8557792,-2.0997238,0.2344203,0.08360583,0.016049758,-0.42593932,-0.7819492,-1.0315421,0.2495929
75,1.518403,1.6412939,"('meek', 'impulsive')",0.18053156,0.28651512,1.0602714,0.9714343,-0.72443664,-0.61295736,0.5086923,0.5715715,-0.0628792
32,-1.4212863,-1.3894228,"('unkind', 'kind')",-1.5194805,-1.6165795,-1.9208392,-1.592838,0.89079684,0.8278241,-0.9927023,-0.9427541,-0.0499482
36,1.3996431,1.6548802,"('hostile', 'amicable')",1.7385905,1.8284678,1.2394241,1.2622635,0.18562171,0.606671,1.1408199,1.3380705,-0.1972506
56,-1.3803543,-1.5330706,"('impractical', 'practical')",-1.5777622,-1.7700613,-0.5156162,-0.44845772,-0.5699969,-1.0487742,-1.0109324,-1.2000909,0.1891585
66,1.3802629,1.403265,"('inactive', 'active')",2.15998,2.022816,1.6031545,1.5156566,0.5231785,0.97395706,1.416644,1.4789237,-0.0622797
73,1.3398976,1.2149144,"('helpless', 'self-reliant')",0.80443585,0.69056284,1.0010335,0.9803345,-3.1953912,-3.1544,-0.0125061,-0.0671471,0.054641
22,-1.3298658,-1.5707103,"('untrustworthy', 'trustworthy')",-0.8369511,-1.0262804,-2.0025413,-2.0006783,-0.8814949,-1.1808639,-1.2627133,-1.4446331,0.1819198
41,-1.2974955,-1.1116844,"('unforgiving', 'forgiving')",-1.7460517,-1.6610563,-0.8068807,-0.49057427,0.31549776,0.30151582,-0.8837326,-0.7404498,-0.1432828
17,-1.2678671,-1.0193337,"('nasty', 'nice')",-0.07070586,-0.049711943,-1.6558893,-1.479367,-0.5316894,-0.442847,-0.8815379,-0.747815,-0.1337229
80,-1.2613896,-1.4547349,"('dominated', 'dominating')",-0.08041105,-0.20475917,-0.83547443,-0.9717298,-0.7737847,-0.874824,-0.737765,-0.876512,0.138747
79,1.2606457,1.5052894,"('wavering', 'unwavering')",1.6341075,1.6652309,0.84600794,0.9705526,-0.30136323,-0.10893956,0.8598495,1.0080333,-0.1481838
51,-1.2552347,-1.2853345,"('uneducated', 'educated')",0.25290057,0.12301758,-0.19547158,-0.00864508,0.37805232,0.30032367,-0.2049383,-0.2176596,0.0127213
63,-1.2035465,-1.2243881,"('unperceptive', 'insightful')",0.20527986,-0.1500023,0.54421985,0.4328944,0.54890347,0.36764047,0.0237142,-0.1434639,0.1671781
25,1.2031355,1.0255069,"('egoistic', 'altruistic')",1.0381771,1.0082856,1.2618269,1.1096382,1.2790625,1.5296278,1.1955504,1.1682646,0.0272858
54,1.2003734,1.2901045,"('incapable', 'capable')",0.38239992,0.34863007,0.84469104,0.86770123,1.1117578,1.2275121,0.8848056,0.933487,-0.0486814
42,-1.1528407,-1.4333597,"('unreliable', 'reliable')",0.34903055,-0.13121112,-0.7256521,-0.93375325,-3.3434393,-3.4939144,-1.2182255,-1.4980596,0.2798341
71,1.1166744,1.3471345,"('diffident', 'self-confident')",0.27556494,0.2612135,2.1718597,2.12049,0.3175126,0.4235809,0.9704029,1.0381048,-0.0677019
4,1.084219,1.288614,"('disliked', 'liked')",1.7326525,1.6725203,1.3778241,1.2678298,-7.4270124,-7.1157393,-0.8080792,-0.7216938,-0.0863854
31,1.0544393,1.4410697,"('evil', 'good')",0.79860276,1.0433617,0.63590187,0.7296782,-0.88520896,-0.40400165,0.4009338,0.7025269,-0.3015931
49,-1.0279225,-0.9447987,"('unable', 'able')",-0.031523615,-0.14722173,-0.6352671,-0.5983981,-0.5374412,-0.52837276,-0.5580386,-0.5546978,-0.0033408
37,-1.0085374,-1.0315262,"('fake', 'genuine')",-0.95743376,-0.9168614,-0.63883233,-0.5051199,0.29282555,0.14570841,-0.5779945,-0.5769498,-0.0010447
15,0.993442,1.1323309,"('boring', 'funny')",0.5217071,0.5750811,0.5935755,0.6613794,0.629577,0.7048105,0.6845754,0.7684004,-0.083825
88,-0.9788154,-0.80463034,"('low', 'eminent')",-0.44436473,-0.4084499,-0.2463769,-0.074557655,-0.5127726,-0.43137082,-0.5455824,-0.4297522,-0.1158302
16,0.90425026,0.97194517,"('unpopular', 'popular')",1.2028124,1.1051664,-0.58355814,-0.7007943,-0.33740178,-0.085867316,0.2965257,0.3226126,-0.0260869
2,0.8179427,0.7253295,"('unlikable', 'likable')",0.6699138,0.5417812,0.33854654,0.37968695,0.70545727,0.79190564,0.6329651,0.6096758,0.0232893
58,0.77081025,0.84186286,"('undiscriminating', 'discriminating')",0.7465029,0.61327493,0.85818565,0.88338184,0.49637774,0.6097977,0.7179691,0.7370793,-0.0191102
29,0.73681396,0.63101053,"('unfair', 'fair')",0.17597786,0.18185054,0.42556423,0.44090512,-0.763291,-0.68230104,0.1437663,0.1428663,0.0009
1,0.73476267,0.8090362,"('unfriendly', 'friendly')",-0.45544547,-0.63392115,0.8858442,1.0692844,1.735161,1.9909599,0.7250806,0.8088399,-0.0837593
34,-0.6432456,-0.80954546,"('mean', 'honorable')",-0.35997602,-0.44388065,0.2754847,0.17326,5.5562263,5.2519245,1.2071223,1.0429397,0.1641826
74,-0.5889183,-0.664545,"('undedicated', 'dedicated')",0.13385361,-0.1310095,0.6656842,0.824521,0.08042268,0.045170303,0.0727605,0.0185342,0.0542263
19,0.5739699,0.94560516,"('inhospitable', 'hospitable')",0.4255783,0.4115415,0.92687494,1.1716756,0.016603243,0.26422006,0.4857566,0.6982605,-0.2125039
61,-0.544616,-0.5226687,"('illogical', 'logical')",-0.013905004,-0.024100218,0.96751136,0.87347686,0.03106907,0.05956705,0.1100149,0.0965687,0.0134462
50,0.4776534,0.46693128,"('clumsy', 'skillful')",2.124407,1.9314407,0.046958324,-0.043604944,0.037832923,0.10397315,0.6717129,0.6146851,0.0570278
39,-0.45198238,-0.48647362,"('exploitative', 'cooperative')",-1.193513,-1.1304597,0.03830936,0.21682738,0.5174631,0.602221,-0.2724307,-0.1994712,-0.0729595
27,-0.41561142,-0.34500533,"('hardhearted', 'softhearted')",-1.7974796,-1.8193647,-0.101640806,-0.037350334,1.0163786,1.1539044,-0.3245883,-0.261954,-0.0626343
84,0.4063326,0.39276105,"('inferior', 'superior')",1.6496025,1.5489064,0.74250954,0.6940066,0.8522334,0.9649486,0.9126695,0.9001557,0.0125138
8,0.38805416,0.44004756,"('unaffectionate', 'affectionate')",-0.12330831,-0.27296585,1.2079635,1.241998,1.1483951,1.172651,0.6552761,0.6454327,0.0098434
67,-0.3187142,-0.32208478,"('doubtful', 'determined')",-0.86082816,-0.65153694,-0.18015987,-0.108807474,-0.63654405,-0.5911113,-0.4990615,-0.4183851,-0.0806764
44,0.29313597,0.071946956,"('prejudiced', 'unprejudiced')",-1.035418,-0.88187057,-1.4281312,-1.5337869,-1.487652,-1.5541909,-0.9145163,-0.9744753,0.059959
20,-0.27978817,-0.34586915,"('rough', 'thoughtful')",1.0884863,1.0601803,0.49869165,0.591245,0.6871519,0.5687152,0.4986354,0.4685678,0.0300676
18,0.27293035,0.15897956,"('disagreeable', 'welcoming')",0.2686371,0.21254571,0.27031428,0.30977944,-0.66489094,-0.7045541,0.0367477,-0.0058123,0.04256
72,-0.26650867,-0.35218313,"('unambitious', 'ambitious')",-1.4889543,-1.6236507,0.7532682,0.70772016,-0.36417288,-0.64817435,-0.341592,-0.479072,0.13748
68,-0.25881255,-0.2299362,"('dependent', 'independent')",-0.3512206,-0.23180732,0.60010403,0.72908634,-1.2964511,-1.2536042,-0.3265951,-0.2465653,-0.0800298
9,0.22077045,0.30802032,"('unaffectionate', 'caring')",-0.19296885,-0.3133697,0.8993759,0.999401,1.4084352,1.5407568,0.5839032,0.6337021,-0.0497989
38,-0.20396304,-0.05112758,"('untruthful', 'truthful')",-1.8276443,-1.8243759,0.11860356,0.31136698,-0.06620229,-0.19482762,-0.4948015,-0.439741,-0.0550605
26,0.1943632,0.4140499,"('hardhearted', 'benevolent')",0.5290685,0.5525776,0.9915874,1.2035208,1.7314551,2.0710797,0.8616185,1.060307,-0.1986885
87,0.18625012,0.07881731,"('unsuccessful', 'successful')",2.417102,2.1773422,0.9826379,0.832448,0.87674993,0.9975601,1.115685,1.021542,0.094143
78,0.18120575,0.18150505,"('nonresilient', 'resilient')",1.8714211,1.4508212,0.6541199,0.6345349,0.24031842,0.3653704,0.7367663,0.6580579,0.0787084
77,-0.13495032,-0.20908205,"('unmotivated', 'motivated')",0.5426701,0.38937372,0.5440958,0.5710776,-1.2319862,-1.2969002,-0.0700427,-0.1363827,0.06634
64,-0.13469295,-0.08171133,"('shy', 'confident')",0.8057653,0.66549283,-0.07334497,-0.04136098,-6.478896,-6.5446725,-1.4702922,-1.500563,0.0302708
53,0.13342723,0.020809751,"('uncreative', 'creative')",0.5210016,0.29691365,0.9621917,0.96109146,0.70545995,0.83931124,0.5805202,0.5295315,0.0509887
40,-0.10462506,-0.22130595,"('stingy', 'generous')",-0.3390137,-0.37980783,0.489332,0.36482352,-1.927876,-1.8162664,-0.4705457,-0.5131392,0.0425935
83,0.037748657,0.15585403,"('powerless', 'powerful')",-0.13330196,-0.17267275,0.8320713,0.935411,-1.1531476,-1.2742361,-0.1041574,-0.088911,-0.0152464
