,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
25,-0.57128906,-0.69674134,"('egoistic', 'altruistic')",-0.8243429,-0.7533756,0.8346592,0.76228523,-0.1869909,-0.2292772,0.0422863
2,0.5655578,0.39789358,"('unlikable', 'likable')",0.6364605,0.550842,0.6317963,0.6434083,0.6112715,0.5307146,0.0805569
17,0.5578617,0.6611882,"('nasty', 'nice')",-0.9318556,-0.7063814,-0.8592651,-0.7026205,-0.4110863,-0.2492712,-0.1618151
7,-0.55751514,-0.4581649,"('insensitive', 'sensitive')",0.7458162,0.601756,0.66501474,0.7071384,0.2844386,0.2835765,0.0008621
51,-0.54676986,-0.48534778,"('uneducated', 'educated')",-0.107828066,-0.008569751,0.6605401,0.7480977,0.0019807,0.0847267,-0.082746
37,-0.5432329,-0.45159516,"('fake', 'genuine')",-0.4449364,-0.4340695,0.14318809,0.17295848,-0.2816604,-0.2375687,-0.0440917
47,-0.5328441,-0.3433378,"('stupid', 'smart')",1.0990883,1.1914438,4.9723444,5.0339613,1.8461962,1.9606891,-0.1144929
6,-0.5316003,-0.734414,"('distant', 'open')",-0.7717295,-0.78110373,-0.067703746,0.044030566,-0.4570112,-0.4904957,0.0334845
74,0.52878785,0.34888476,"('undedicated', 'dedicated')",0.77720785,0.77765787,0.29636136,0.33265612,0.534119,0.4863996,0.0477194
60,-0.52448076,-0.06815079,"('inefficient', 'efficient')",2.3612163,2.2640378,0.9541821,0.9021866,0.9303059,1.0326912,-0.1023853
39,0.5173994,0.8099385,"('exploitative', 'cooperative')",1.300919,1.4883164,0.14466007,0.2073389,0.6543262,0.8351979,-0.1808717
80,-0.5156316,-0.2643606,"('dominated', 'dominating')",0.64807147,0.8280141,-0.827597,-0.8964081,-0.2317191,-0.1109182,-0.1208009
4,0.5140949,0.5231443,"('disliked', 'liked')",-0.34440428,-0.2788557,-5.711613,-5.5870476,-1.8473075,-1.7809197,-0.0663878
12,-0.467771,-0.4778219,"('unsupportive', 'supportive')",0.9891409,0.9824749,-1.0974976,-1.0425681,-0.1920425,-0.179305,-0.0127375
22,-0.4651635,-0.20415056,"('untrustworthy', 'trustworthy')",0.14212613,0.1684091,-1.0291355,-0.95247555,-0.4507243,-0.3294057,-0.1213186
44,0.4651154,0.40216884,"('prejudiced', 'unprejudiced')",0.4052073,0.2378493,-0.9729331,-1.169513,-0.0342035,-0.1764983,0.1422948
85,0.4475965,0.12590757,"('insignificant', 'prestigious')",-0.45423383,-0.42921638,0.014521211,0.2279285,0.002628,-0.0251268,0.0277548
61,-0.42155516,-0.1953077,"('illogical', 'logical')",-0.25840244,-0.2465137,-0.10016355,-0.016903061,-0.2600404,-0.1529082,-0.1071322
24,-0.4035061,-0.12935595,"('dishonest', 'honest')",-0.49375844,-0.32363403,0.43163306,0.49688056,-0.1552105,0.0146302,-0.1698407
82,-0.4012068,-0.73066574,"('poor', 'rich')",0.88775784,0.63979656,5.8623757,5.789103,2.1163088,1.8994112,0.2168976
35,0.33884478,0.2860917,"('corrupt', 'incorrupt')",-2.5196552,-2.3927588,-1.267098,-1.0893973,-1.1493028,-1.0653548,-0.083948
67,0.3342333,0.7414415,"('doubtful', 'determined')",0.16989917,0.27919587,-0.123947516,0.034808133,0.1267283,0.3518152,-0.2250869
52,-0.3168443,-0.39842087,"('irrational', 'rational')",-1.5026486,-1.4054768,-1.1217,-0.9307744,-0.9803977,-0.9115574,-0.0688403
58,-0.31396794,-0.500402,"('undiscriminating', 'discriminating')",0.48343506,0.36941722,-0.09272376,-0.13357395,0.0255811,-0.0881862,0.1137673
71,0.27301952,0.34175593,"('diffident', 'self-confident')",2.3683233,2.327886,0.6031526,0.58873606,1.0814985,1.086126,-0.0046275
23,-0.26282805,-0.34090838,"('insincere', 'sincere')",1.2824165,1.1374449,5.472077,5.2398357,2.1638885,2.0121241,0.1517644
68,-0.26199847,-0.27822453,"('dependent', 'independent')",-0.32115278,-0.4997386,-0.07593237,-0.16458932,-0.2196945,-0.3141841,0.0944896
75,0.25908855,0.026660606,"('meek', 'impulsive')",-1.0955242,-1.3132222,-0.64955235,-0.6130351,-0.4953293,-0.6331989,0.1378696
32,-0.24428096,-0.16987772,"('unkind', 'kind')",0.919568,0.9275248,0.84632945,0.8821807,0.5072055,0.5466092,-0.0394037
38,-0.18743637,-0.40994486,"('untruthful', 'truthful')",-0.27718514,-0.4256219,0.49705142,0.32720968,0.01081,-0.1694523,0.1802623
20,0.18516982,0.047971305,"('rough', 'thoughtful')",0.3454886,0.4656251,0.72127223,1.0117382,0.4173102,0.5084449,-0.0911347
36,-0.16725029,-0.5958452,"('hostile', 'amicable')",-2.215223,-2.129111,-0.94560844,-0.82242656,-1.1093606,-1.1824609,0.0731003
13,-0.16225247,0.23600918,"('impolite', 'polite')",1.1512609,1.3808855,0.49625272,0.51721597,0.495087,0.7113702,-0.2162832
16,0.15804267,0.10190288,"('unpopular', 'popular')",-0.39464808,-0.34019125,0.46676457,0.5921561,0.0767197,0.1179559,-0.0412362
76,0.15532319,0.37022623,"('anxious', 'daring')",1.3959409,1.3893974,1.0944096,1.0238531,0.8818913,0.9278256,-0.0459343
87,-0.14267693,0.24641806,"('unsuccessful', 'successful')",1.950362,1.9103056,1.0207242,1.1100355,0.9428031,1.0889198,-0.1461167
79,-0.13571823,-0.30976152,"('wavering', 'unwavering')",-1.4516112,-1.5158678,-0.35106516,-0.3922082,-0.6461315,-0.7392792,0.0931477
27,0.133858,0.11566761,"('hardhearted', 'softhearted')",0.273842,0.3483775,0.8969648,0.95958304,0.4348883,0.4745427,-0.0396544
19,0.12501319,-0.16870357,"('inhospitable', 'hospitable')",-0.35896787,-0.45680606,-0.095964156,-0.031052135,-0.1099729,-0.2188539,0.108881
84,0.12286309,0.31623265,"('inferior', 'superior')",0.3041129,0.3106174,0.94629407,1.1205477,0.4577567,0.5824659,-0.1247092
63,-0.08907606,-0.03039323,"('unperceptive', 'insightful')",1.0046887,0.9373973,1.8549926,1.7754815,0.9235351,0.8941619,0.0293732
41,0.06783338,-0.07950032,"('unforgiving', 'forgiving')",-0.56369823,-0.39110544,-0.13940403,-0.02865513,-0.2117563,-0.1664203,-0.045336
62,0.06370352,0.3375785,"('incompetent', 'brilliant')",1.5218537,1.4390727,0.8870932,0.8010571,0.8242168,0.8592361,-0.0350193
18,-0.059056867,-0.313097,"('disagreeable', 'welcoming')",-0.7149261,-0.7402291,-0.62326247,-0.47324187,-0.4657485,-0.508856,0.0431075
55,0.040099226,0.35583875,"('incompetent', 'clever')",0.93244547,0.999534,0.5251092,0.5375154,0.4992179,0.6309627,-0.1317448
54,-0.034488715,-0.16694812,"('incapable', 'capable')",1.1931534,0.9726287,1.1129874,1.0694382,0.7572174,0.6250396,0.1321778
29,-0.021422446,0.21234815,"('unfair', 'fair')",-1.0640429,-1.1024013,-1.1903971,-1.0247979,-0.7586209,-0.6382837,-0.1203372
49,0.013083335,0.1911116,"('unable', 'able')",0.6896399,0.71104103,0.30702,0.28310055,0.3365811,0.3950844,-0.0585033
5,0.01255505,-0.16514702,"('distant', 'outgoing')",0.02009897,-0.11979853,-0.24688214,-0.1518476,-0.0714094,-0.1455977,0.0741883
30,-0.009348597,0.36559898,"('intolerant', 'tolerant')",1.6102412,1.7053533,1.2997599,1.4527028,0.9668841,1.1745516,-0.2076675
43,-0.002477224,0.19510888,"('irresponsible', 'responsible')",1.7455039,1.7353263,0.82133156,0.9240611,0.8547861,0.9514987,-0.0967126
